"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Knowledge and Information Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","East Midlands (England)","Lincolnshire","Outside London","15","15","30030","26670"
"In post","2021","Knowledge and Information Management","East of England","Bedfordshire and Hertfordshire","Outside London","20","20","34160","33870"
"In post","2021","Knowledge and Information Management","East of England","East Anglia","Outside London","135","125","36090","33300"
"In post","2021","Knowledge and Information Management","East of England","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","London","Inner London - East","London","205","190","43970","41170"
"In post","2021","Knowledge and Information Management","London","Inner London - West","London","390","380","42250","37910"
"In post","2021","Knowledge and Information Management","London","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","London","Outer London - South","London","40","35","37860","35130"
"In post","2021","Knowledge and Information Management","London","Outer London - West and North West","London","110","105","35170","31150"
"In post","2021","Knowledge and Information Management","North East (England)","Northumberland and Tyne and Wear","Outside London","30","30","35760","32860"
"In post","2021","Knowledge and Information Management","North West (England)","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","North West (England)","Greater Manchester","Outside London","60","55","32130","29200"
"In post","2021","Knowledge and Information Management","North West (England)","Lancashire","Outside London","10","10","[c]","[c]"
"In post","2021","Knowledge and Information Management","North West (England)","Merseyside","Outside London","60","55","37680","37450"
"In post","2021","Knowledge and Information Management","Northern Ireland","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2021","Knowledge and Information Management","Overseas","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scotland","Eastern Scotland","Outside London","25","25","33070","29040"
"In post","2021","Knowledge and Information Management","Scotland","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scotland","West Central Scotland","Outside London","20","20","31380","27720"
"In post","2021","Knowledge and Information Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","90","90","36440","33910"
"In post","2021","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","Outside London","145","140","30970","29200"
"In post","2021","Knowledge and Information Management","South East (England)","Surrey, East and West Sussex","Outside London","25","20","32140","29050"
"In post","2021","Knowledge and Information Management","South West (England)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","South West (England)","Dorset and Somerset","Outside London","50","45","30160","26740"
"In post","2021","Knowledge and Information Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","480","465","36800","33980"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Knowledge and Information Management","Wales","East Wales","Outside London","120","115","33850","30150"
"In post","2021","Knowledge and Information Management","Wales","West Wales and The Valleys","Outside London","45","45","31610","28850"
"In post","2021","Knowledge and Information Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","West Midlands (England)","Shropshire and Staffordshire","Outside London","45","45","28830","26350"
"In post","2021","Knowledge and Information Management","West Midlands (England)","West Midlands","Outside London","70","65","34890","29860"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","North Yorkshire","Outside London","40","35","42190","38130"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","South Yorkshire","Outside London","30","30","30840","28990"
"In post","2021","Knowledge and Information Management","Yorkshire and The Humber","West Yorkshire","Outside London","35","30","32180","29470"
"In post","2021","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","365","340","40410","35000"
"In post","2021","Legal","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","130","115","47450","48830"
"In post","2021","Legal","East Midlands (England)","Lincolnshire","Outside London","15","15","47550","48080"
"In post","2021","Legal","East of England","Bedfordshire and Hertfordshire","Outside London","120","110","52540","51290"
"In post","2021","Legal","East of England","East Anglia","Outside London","405","375","31830","28130"
"In post","2021","Legal","East of England","Essex","Outside London","150","135","46540","46530"
"In post","2021","Legal","London","Inner London - East","London","415","400","58150","58830"
"In post","2021","Legal","London","Inner London - West","London","3895","3665","56020","55000"
"In post","2021","Legal","London","Outer London - East and North East","London","20","20","47480","46740"
"In post","2021","Legal","London","Outer London - South","London","380","365","39910","36160"
"In post","2021","Legal","London","Outer London - West and North West","London","55","50","48880","48370"
"In post","2021","Legal","North East (England)","Northumberland and Tyne and Wear","Outside London","305","290","38600","34480"
"In post","2021","Legal","North East (England)","Tees Valley and Durham","Outside London","125","115","47140","48080"
"In post","2021","Legal","North West (England)","Cheshire","Outside London","35","30","51320","47680"
"In post","2021","Legal","North West (England)","Cumbria","Outside London","25","25","45910","43710"
"In post","2021","Legal","North West (England)","Greater Manchester","Outside London","750","710","39240","33110"
"In post","2021","Legal","North West (England)","Lancashire","Outside London","140","130","49250","50150"
"In post","2021","Legal","North West (England)","Merseyside","Outside London","270","250","46660","48080"
"In post","2021","Legal","Northern Ireland","Northern Ireland","Outside London","165","155","29460","26540"
"In post","2021","Legal","Overseas","Overseas","Overseas","15","15","64020","70740"
"In post","2021","Legal","Scotland","Eastern Scotland","Outside London","280","265","52940","52490"
"In post","2021","Legal","Scotland","Highlands and Islands","Outside London","30","30","54020","52490"
"In post","2021","Legal","Scotland","North Eastern Scotland","Outside London","25","25","52380","52490"
"In post","2021","Legal","Scotland","Southern Scotland","Outside London","95","90","52550","52490"
"In post","2021","Legal","Scotland","West Central Scotland","Outside London","470","435","44380","39220"
"In post","2021","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","215","185","47270","50520"
"In post","2021","Legal","South East (England)","Hampshire and Isle of Wight","Outside London","235","220","47890","50520"
"In post","2021","Legal","South East (England)","Kent","Outside London","215","200","37920","32030"
"In post","2021","Legal","South East (England)","Surrey, East and West Sussex","Outside London","125","115","51550","50530"
"In post","2021","Legal","South West (England)","Cornwall and Isles of Scilly","Outside London","20","15","47860","49020"
"In post","2021","Legal","South West (England)","Devon","Outside London","90","85","49030","50700"
"In post","2021","Legal","South West (England)","Dorset and Somerset","Outside London","30","25","44370","42350"
"In post","2021","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","395","370","41920","38630"
"In post","2021","Legal","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Wales","East Wales","Outside London","550","510","45160","48080"
"In post","2021","Legal","Wales","West Wales and The Valleys","Outside London","105","100","47720","47100"
"In post","2021","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","25","20","42620","43160"
"In post","2021","Legal","West Midlands (England)","Shropshire and Staffordshire","Outside London","65","60","49860","49930"
"In post","2021","Legal","West Midlands (England)","West Midlands","Outside London","555","525","43740","43460"
"In post","2021","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","55","55","51490","55610"
"In post","2021","Legal","Yorkshire and The Humber","North Yorkshire","Outside London","180","160","56950","55610"
"In post","2021","Legal","Yorkshire and The Humber","South Yorkshire","Outside London","95","85","43760","43960"
"In post","2021","Legal","Yorkshire and The Humber","West Yorkshire","Outside London","525","490","41440","38000"
"In post","2021","Medicine","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","20","20","81340","90060"
"In post","2021","Medicine","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","115","110","40800","37890"
"In post","2021","Medicine","East Midlands (England)","Lincolnshire","Outside London","55","50","44110","37890"
"In post","2021","Medicine","East of England","Bedfordshire and Hertfordshire","Outside London","35","30","52630","37890"
"In post","2021","Medicine","East of England","East Anglia","Outside London","80","75","62950","37890"
"In post","2021","Medicine","East of England","Essex","Outside London","55","50","55600","38490"
"In post","2021","Medicine","London","Inner London - East","London","270","240","80120","82100"
"In post","2021","Medicine","London","Inner London - West","London","55","50","63520","55620"
"In post","2021","Medicine","London","Outer London - East and North East","London","15","10","52520","39070"
"In post","2021","Medicine","London","Outer London - West and North West","London","50","45","104050","99150"
"In post","2021","Medicine","North East (England)","Northumberland and Tyne and Wear","Outside London","20","20","78270","86460"
"In post","2021","Medicine","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","North West (England)","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2021","Medicine","North West (England)","Greater Manchester","Outside London","20","15","82840","92370"
"In post","2021","Medicine","North West (England)","Lancashire","Outside London","40","35","66840","74070"
"In post","2021","Medicine","North West (England)","Merseyside","Outside London","10","10","103370","108670"
"In post","2021","Medicine","Northern Ireland","Northern Ireland","Outside London","40","30","44050","38640"
"In post","2021","Medicine","Overseas","Overseas","Overseas","55","55","53580","51960"
"In post","2021","Medicine","Scotland","Eastern Scotland","Outside London","45","45","45460","37890"
"In post","2021","Medicine","Scotland","Highlands and Islands","Outside London","20","20","47520","37130"
"In post","2021","Medicine","Scotland","Southern Scotland","Outside London","10","10","52600","53100"
"In post","2021","Medicine","Scotland","West Central Scotland","Outside London","20","20","43840","37890"
"In post","2021","Medicine","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","125","110","51810","38190"
"In post","2021","Medicine","South East (England)","Hampshire and Isle of Wight","Outside London","195","170","49080","38490"
"In post","2021","Medicine","South East (England)","Kent","Outside London","30","30","56690","38490"
"In post","2021","Medicine","South East (England)","Surrey, East and West Sussex","Outside London","55","45","48390","37890"
"In post","2021","Medicine","South West (England)","Cornwall and Isles of Scilly","Outside London","30","20","47330","37890"
"In post","2021","Medicine","South West (England)","Devon","Outside London","135","115","38130","30620"
"In post","2021","Medicine","South West (England)","Dorset and Somerset","Outside London","50","45","47780","37890"
"In post","2021","Medicine","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","215","195","52160","37890"
"In post","2021","Medicine","Unknown","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","Medicine","Wales","East Wales","Outside London","195","185","45070","37890"
"In post","2021","Medicine","Wales","West Wales and The Valleys","Outside London","80","70","66020","83320"
"In post","2021","Medicine","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","30","25","41090","37890"
"In post","2021","Medicine","West Midlands (England)","Shropshire and Staffordshire","Outside London","105","100","48670","38890"
"In post","2021","Medicine","West Midlands (England)","West Midlands","Outside London","40","35","107980","107490"
"In post","2021","Medicine","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Medicine","Yorkshire and The Humber","North Yorkshire","Outside London","140","130","45400","37890"
"In post","2021","Medicine","Yorkshire and The Humber","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Yorkshire and The Humber","West Yorkshire","Outside London","20","15","104640","96990"
"In post","2021","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","5525","5110","27720","25560"
"In post","2021","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","3525","3235","26280","24120"
"In post","2021","Operational Delivery","East Midlands (England)","Lincolnshire","Outside London","1050","990","28130","26630"
"In post","2021","Operational Delivery","East of England","Bedfordshire and Hertfordshire","Outside London","2060","1925","29770","27850"
"In post","2021","Operational Delivery","East of England","East Anglia","Outside London","5795","5375","27960","26580"
"In post","2021","Operational Delivery","East of England","Essex","Outside London","2345","2160","27920","25850"
"In post","2021","Operational Delivery","London","Inner London - East","London","6315","6025","37290","34100"
"In post","2021","Operational Delivery","London","Inner London - West","London","8735","8400","36180","30850"
"In post","2021","Operational Delivery","London","Outer London - East and North East","London","1640","1560","30560","30700"
"In post","2021","Operational Delivery","London","Outer London - South","London","4535","4220","32530","29130"
"In post","2021","Operational Delivery","London","Outer London - West and North West","London","4675","4305","31310","29080"
"In post","2021","Operational Delivery","North East (England)","Northumberland and Tyne and Wear","Outside London","8170","7020","24920","21440"
"In post","2021","Operational Delivery","North East (England)","Tees Valley and Durham","Outside London","5535","5020","26960","25040"
"In post","2021","Operational Delivery","North West (England)","Cheshire","Outside London","2465","2360","31700","31060"
"In post","2021","Operational Delivery","North West (England)","Cumbria","Outside London","1300","1165","25330","21550"
"In post","2021","Operational Delivery","North West (England)","Greater Manchester","Outside London","7300","6800","27480","25400"
"In post","2021","Operational Delivery","North West (England)","Lancashire","Outside London","4655","4215","27270","25560"
"In post","2021","Operational Delivery","North West (England)","Merseyside","Outside London","10410","9445","26420","24890"
"In post","2021","Operational Delivery","Northern Ireland","Northern Ireland","Outside London","1695","1545","26350","24890"
"In post","2021","Operational Delivery","Overseas","Overseas","Overseas","290","285","48380","46000"
"In post","2021","Operational Delivery","Scotland","Eastern Scotland","Outside London","5330","4990","28770","26550"
"In post","2021","Operational Delivery","Scotland","Highlands and Islands","Outside London","355","320","28640","26780"
"In post","2021","Operational Delivery","Scotland","North Eastern Scotland","Outside London","625","595","37220","29040"
"In post","2021","Operational Delivery","Scotland","Southern Scotland","Outside London","2435","2110","24900","21490"
"In post","2021","Operational Delivery","Scotland","West Central Scotland","Outside London","5560","5110","27680","25560"
"In post","2021","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","3420","3235","29480","27850"
"In post","2021","Operational Delivery","South East (England)","Hampshire and Isle of Wight","Outside London","5150","4470","27160","24890"
"In post","2021","Operational Delivery","South East (England)","Kent","Outside London","5440","5065","28800","27370"
"In post","2021","Operational Delivery","South East (England)","Surrey, East and West Sussex","Outside London","3935","3605","29900","28200"
"In post","2021","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","Outside London","260","230","26810","25630"
"In post","2021","Operational Delivery","South West (England)","Devon","Outside London","2870","2635","28280","25400"
"In post","2021","Operational Delivery","South West (England)","Dorset and Somerset","Outside London","2305","2140","28510","27130"
"In post","2021","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","4995","4630","30300","27130"
"In post","2021","Operational Delivery","Unknown","Unknown","Unknown","150","140","38770","40370"
"In post","2021","Operational Delivery","Wales","East Wales","Outside London","8420","7760","28030","24900"
"In post","2021","Operational Delivery","Wales","West Wales and The Valleys","Outside London","8210","7265","25240","21590"
"In post","2021","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","2010","1910","27170","25040"
"In post","2021","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","Outside London","3950","3690","27270","25560"
"In post","2021","Operational Delivery","West Midlands (England)","West Midlands","Outside London","7615","7080","28140","25080"
"In post","2021","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","2690","2495","27990","26620"
"In post","2021","Operational Delivery","Yorkshire and The Humber","North Yorkshire","Outside London","960","890","28950","26410"
"In post","2021","Operational Delivery","Yorkshire and The Humber","South Yorkshire","Outside London","4305","3945","27300","25040"
"In post","2021","Operational Delivery","Yorkshire and The Humber","West Yorkshire","Outside London","7110","6525","27880","25560"
"In post","2021","Operational Research","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2021","Operational Research","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","East Midlands (England)","Lincolnshire","Outside London","20","20","45260","46580"
"In post","2021","Operational Research","East of England","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","London","Inner London - East","London","110","105","48280","42190"
"In post","2021","Operational Research","London","Inner London - West","London","240","230","49870","48230"
"In post","2021","Operational Research","London","Outer London - South","London","50","50","45940","41070"
"In post","2021","Operational Research","North East (England)","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North West (England)","Greater Manchester","Outside London","60","55","42940","38630"
"In post","2021","Operational Research","North West (England)","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","North West (England)","Merseyside","Outside London","25","25","41380","38630"
"In post","2021","Operational Research","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Operational Research","South East (England)","Hampshire and Isle of Wight","Outside London","450","430","41760","46080"
"In post","2021","Operational Research","South East (England)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","105","100","43080","46080"
"In post","2021","Operational Research","Wales","East Wales","Outside London","20","20","34170","34030"
"In post","2021","Operational Research","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","West Midlands (England)","West Midlands","Outside London","25","25","43460","41390"
"In post","2021","Operational Research","Yorkshire and The Humber","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Yorkshire and The Humber","South Yorkshire","Outside London","15","15","36350","32190"
"In post","2021","Operational Research","Yorkshire and The Humber","West Yorkshire","Outside London","30","25","42660","48350"
"In post","2021","Other","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","195","190","31940","22080"
"In post","2021","Other","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","165","155","23320","20920"
"In post","2021","Other","East Midlands (England)","Lincolnshire","Outside London","480","465","23220","20920"
"In post","2021","Other","East of England","Bedfordshire and Hertfordshire","Outside London","175","165","27670","25390"
"In post","2021","Other","East of England","East Anglia","Outside London","835","805","23910","21130"
"In post","2021","Other","East of England","Essex","Outside London","165","145","25440","22130"
"In post","2021","Other","London","Inner London - East","London","775","735","47190","41010"
"In post","2021","Other","London","Inner London - West","London","2295","2235","41340","32390"
"In post","2021","Other","London","Outer London - East and North East","London","45","40","25570","24590"
"In post","2021","Other","London","Outer London - South","London","640","610","37650","35050"
"In post","2021","Other","London","Outer London - West and North West","London","435","395","30240","25750"
"In post","2021","Other","North East (England)","Northumberland and Tyne and Wear","Outside London","150","145","28410","21590"
"In post","2021","Other","North East (England)","Tees Valley and Durham","Outside London","65","60","26280","21580"
"In post","2021","Other","North West (England)","Cheshire","Outside London","15","15","20910","21130"
"In post","2021","Other","North West (England)","Cumbria","Outside London","95","95","22950","21130"
"In post","2021","Other","North West (England)","Greater Manchester","Outside London","240","230","32270","25880"
"In post","2021","Other","North West (England)","Lancashire","Outside London","105","100","27410","21580"
"In post","2021","Other","North West (England)","Merseyside","Outside London","370","345","26890","24880"
"In post","2021","Other","Northern Ireland","Northern Ireland","Outside London","325","310","23440","21880"
"In post","2021","Other","Overseas","Overseas","Overseas","375","370","50430","46620"
"In post","2021","Other","Scotland","Eastern Scotland","Outside London","750","705","30860","26410"
"In post","2021","Other","Scotland","Highlands and Islands","Outside London","185","175","22160","20720"
"In post","2021","Other","Scotland","North Eastern Scotland","Outside London","65","60","27150","25870"
"In post","2021","Other","Scotland","Southern Scotland","Outside London","235","230","30630","25670"
"In post","2021","Other","Scotland","West Central Scotland","Outside London","775","735","29370","25430"
"In post","2021","Other","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","920","890","26790","22500"
"In post","2021","Other","South East (England)","Hampshire and Isle of Wight","Outside London","1600","1550","29400","26350"
"In post","2021","Other","South East (England)","Kent","Outside London","145","135","24080","21580"
"In post","2021","Other","South East (England)","Surrey, East and West Sussex","Outside London","195","185","25090","21580"
"In post","2021","Other","South West (England)","Cornwall and Isles of Scilly","Outside London","210","200","23300","21130"
"In post","2021","Other","South West (England)","Devon","Outside London","390","375","25290","21130"
"In post","2021","Other","South West (England)","Dorset and Somerset","Outside London","575","550","26060","21580"
"In post","2021","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","3305","3145","32230","28650"
"In post","2021","Other","Unknown","Unknown","Unknown","1860","1860","37500","34310"
"In post","2021","Other","Wales","East Wales","Outside London","490","470","31200","25560"
"In post","2021","Other","Wales","West Wales and The Valleys","Outside London","615","585","39090","37410"
"In post","2021","Other","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","265","260","22560","20920"
"In post","2021","Other","West Midlands (England)","Shropshire and Staffordshire","Outside London","700","670","26790","26670"
"In post","2021","Other","West Midlands (England)","West Midlands","Outside London","210","195","28090","21540"
"In post","2021","Other","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","405","390","26100","26670"
"In post","2021","Other","Yorkshire and The Humber","North Yorkshire","Outside London","580","560","22910","20920"
"In post","2021","Other","Yorkshire and The Humber","South Yorkshire","Outside London","120","110","30230","25920"
"In post","2021","Other","Yorkshire and The Humber","West Yorkshire","Outside London","135","130","31830","25560"
"In post","2021","Planning","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning","London","Inner London - West","London","100","95","47150","42620"
"In post","2021","Planning","North East (England)","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning","North West (England)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Planning","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","40","40","47420","40720"
"In post","2021","Planning","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Wales","East Wales","Outside London","25","25","43160","37410"
"In post","2021","Planning","Wales","West Wales and The Valleys","Outside London","5","5","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Planning","West Midlands (England)","West Midlands","Outside London","5","5","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Yorkshire and The Humber","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","325","285","57780","58810"
"In post","2021","Planning Inspectors","Wales","East Wales","Outside London","20","20","60170","58810"
"In post","2021","Policy","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","235","220","41180","36960"
"In post","2021","Policy","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","10","5","[c]","[c]"
"In post","2021","Policy","East Midlands (England)","Lincolnshire","Outside London","5","5","[c]","[c]"
"In post","2021","Policy","East of England","Bedfordshire and Hertfordshire","Outside London","45","45","48210","45200"
"In post","2021","Policy","East of England","East Anglia","Outside London","85","80","42810","40580"
"In post","2021","Policy","East of England","Essex","Outside London","70","65","40520","38630"
"In post","2021","Policy","London","Inner London - East","London","485","460","53170","54580"
"In post","2021","Policy","London","Inner London - West","London","18565","18135","49340","51710"
"In post","2021","Policy","London","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Policy","London","Outer London - South","London","605","580","41850","35710"
"In post","2021","Policy","London","Outer London - West and North West","London","35","30","42190","40050"
"In post","2021","Policy","North East (England)","Northumberland and Tyne and Wear","Outside London","160","150","42990","38630"
"In post","2021","Policy","North East (England)","Tees Valley and Durham","Outside London","200","190","38320","36500"
"In post","2021","Policy","North West (England)","Cheshire","Outside London","30","25","44650","47550"
"In post","2021","Policy","North West (England)","Cumbria","Outside London","20","20","40540","37360"
"In post","2021","Policy","North West (England)","Greater Manchester","Outside London","630","610","41170","36960"
"In post","2021","Policy","North West (England)","Lancashire","Outside London","95","90","36520","33300"
"In post","2021","Policy","North West (England)","Merseyside","Outside London","210","200","41420","38320"
"In post","2021","Policy","Northern Ireland","Northern Ireland","Outside London","80","80","40760","37910"
"In post","2021","Policy","Overseas","Overseas","Overseas","1750","1745","52720","54020"
"In post","2021","Policy","Scotland","Eastern Scotland","Outside London","55","55","46180","45190"
"In post","2021","Policy","Scotland","North Eastern Scotland","Outside London","85","80","51630","52940"
"In post","2021","Policy","Scotland","Southern Scotland","Outside London","140","135","47520","49920"
"In post","2021","Policy","Scotland","West Central Scotland","Outside London","135","130","32690","26670"
"In post","2021","Policy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","80","80","40890","38160"
"In post","2021","Policy","South East (England)","Hampshire and Isle of Wight","Outside London","315","305","38510","36030"
"In post","2021","Policy","South East (England)","Kent","Outside London","15","10","40330","32080"
"In post","2021","Policy","South East (England)","Surrey, East and West Sussex","Outside London","45","40","46360","39490"
"In post","2021","Policy","South West (England)","Cornwall and Isles of Scilly","Outside London","20","15","33580","29180"
"In post","2021","Policy","South West (England)","Devon","Outside London","35","35","41550","36740"
"In post","2021","Policy","South West (England)","Dorset and Somerset","Outside London","15","15","41910","35020"
"In post","2021","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","695","660","41120","36970"
"In post","2021","Policy","Unknown","Unknown","Unknown","15","15","52720","51170"
"In post","2021","Policy","Wales","East Wales","Outside London","1240","1185","43740","37410"
"In post","2021","Policy","Wales","West Wales and The Valleys","Outside London","715","675","38550","37410"
"In post","2021","Policy","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","45","45","47180","46550"
"In post","2021","Policy","West Midlands (England)","Shropshire and Staffordshire","Outside London","70","65","34840","33300"
"In post","2021","Policy","West Midlands (England)","West Midlands","Outside London","495","480","41410","36580"
"In post","2021","Policy","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Yorkshire and The Humber","North Yorkshire","Outside London","270","260","38130","35900"
"In post","2021","Policy","Yorkshire and The Humber","South Yorkshire","Outside London","645","615","42410","37100"
"In post","2021","Policy","Yorkshire and The Humber","West Yorkshire","Outside London","650","625","43200","38260"
"In post","2021","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","195","185","43070","39130"
"In post","2021","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","45","40","36860","33560"
"In post","2021","Project Delivery","East Midlands (England)","Lincolnshire","Outside London","125","120","33940","33300"
"In post","2021","Project Delivery","East of England","Bedfordshire and Hertfordshire","Outside London","145","145","41830","39890"
"In post","2021","Project Delivery","East of England","East Anglia","Outside London","315","305","38420","34800"
"In post","2021","Project Delivery","East of England","Essex","Outside London","135","125","38400","36460"
"In post","2021","Project Delivery","London","Inner London - East","London","700","675","54290","52430"
"In post","2021","Project Delivery","London","Inner London - West","London","2305","2260","49840","45200"
"In post","2021","Project Delivery","London","Outer London - East and North East","London","30","25","36790","37940"
"In post","2021","Project Delivery","London","Outer London - South","London","550","540","48230","42440"
"In post","2021","Project Delivery","London","Outer London - West and North West","London","65","65","42610","37890"
"In post","2021","Project Delivery","North East (England)","Northumberland and Tyne and Wear","Outside London","820","780","40680","38630"
"In post","2021","Project Delivery","North East (England)","Tees Valley and Durham","Outside London","65","60","37480","32280"
