"Status","Year","Disability","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Essex Haven Gateway","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Essex Haven Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Essex Thames Gateway","AA/AO","Female","185","155","23410","24180"
"In post","2021","Declared non-disabled","Essex Thames Gateway","AA/AO","Male","60","55","23630","24180"
"In post","2021","Declared non-disabled","Essex Thames Gateway","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Essex Thames Gateway","EO","Female","205","175","29560","29290"
"In post","2021","Declared non-disabled","Essex Thames Gateway","EO","Male","95","90","29450","29290"
"In post","2021","Declared non-disabled","Essex Thames Gateway","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Essex Thames Gateway","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Essex Thames Gateway","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Essex Thames Gateway","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Essex Thames Gateway","SEO/HEO","Female","45","40","35680","36230"
"In post","2021","Declared non-disabled","Essex Thames Gateway","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Essex Thames Gateway","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Essex Thames Gateway","Unknown","Female","60","55","27660","23840"
"In post","2021","Declared non-disabled","Essex Thames Gateway","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Essex Thames Gateway","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Falkirk","AA/AO","Female","410","335","21010","21010"
"In post","2021","Declared non-disabled","Falkirk","AA/AO","Male","120","115","21450","21010"
"In post","2021","Declared non-disabled","Falkirk","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Falkirk","EO","Female","255","225","27460","27570"
"In post","2021","Declared non-disabled","Falkirk","EO","Male","90","85","27600","27570"
"In post","2021","Declared non-disabled","Falkirk","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Falkirk","G6/G7","Female","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Falkirk","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Falkirk","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Falkirk","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Falkirk","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Falkirk","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Falkirk","SEO/HEO","Female","70","65","36360","34150"
"In post","2021","Declared non-disabled","Falkirk","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Falkirk","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Fermanagh and Omagh","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Fermanagh and Omagh","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Fermanagh and Omagh","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","AA/AO","Female","390","350","21620","21010"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","AA/AO","Male","360","355","23140","22850"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","EO","Female","200","180","27350","27570"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","EO","Male","230","220","28670","27570"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","G6/G7","Female","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","SEO/HEO","Female","110","105","37400","34900"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","SEO/HEO","Male","100","100","39550","38160"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","Unknown","Female","60","55","27830","28200"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Flintshire and Wrexham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Glasgow City","AA/AO","Female","1360","1160","20920","21010"
"In post","2021","Declared non-disabled","Glasgow City","AA/AO","Male","940","900","20860","21010"
"In post","2021","Declared non-disabled","Glasgow City","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Glasgow City","EO","Female","1160","1040","26660","27570"
"In post","2021","Declared non-disabled","Glasgow City","EO","Male","850","815","26550","27570"
"In post","2021","Declared non-disabled","Glasgow City","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Glasgow City","G6/G7","Female","430","410","59770","61010"
"In post","2021","Declared non-disabled","Glasgow City","G6/G7","Male","390","385","60190","61010"
"In post","2021","Declared non-disabled","Glasgow City","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Glasgow City","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Glasgow City","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Glasgow City","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Glasgow City","SEO/HEO","Female","1120","1055","36270","34150"
"In post","2021","Declared non-disabled","Glasgow City","SEO/HEO","Male","950","930","36350","34610"
"In post","2021","Declared non-disabled","Glasgow City","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Glasgow City","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Glasgow City","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Glasgow City","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","AA/AO","Female","145","125","21100","21010"
"In post","2021","Declared non-disabled","Gloucestershire","AA/AO","Male","105","100","25850","21090"
"In post","2021","Declared non-disabled","Gloucestershire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","EO","Female","230","195","27180","27570"
"In post","2021","Declared non-disabled","Gloucestershire","EO","Male","150","140","27620","27570"
"In post","2021","Declared non-disabled","Gloucestershire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","G6/G7","Female","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","SEO/HEO","Female","130","115","35350","33840"
"In post","2021","Declared non-disabled","Gloucestershire","SEO/HEO","Male","95","85","36050","33840"
"In post","2021","Declared non-disabled","Gloucestershire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","Unknown","Female","45","40","29750","30210"
"In post","2021","Declared non-disabled","Gloucestershire","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North East","AA/AO","Female","135","115","21970","21010"
"In post","2021","Declared non-disabled","Greater Manchester North East","AA/AO","Male","85","80","22780","21010"
"In post","2021","Declared non-disabled","Greater Manchester North East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North East","EO","Female","260","240","27520","27570"
"In post","2021","Declared non-disabled","Greater Manchester North East","EO","Male","160","155","27940","27570"
"In post","2021","Declared non-disabled","Greater Manchester North East","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North East","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North East","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North East","SEO/HEO","Female","55","50","34960","34290"
"In post","2021","Declared non-disabled","Greater Manchester North East","SEO/HEO","Male","30","30","36800","33360"
"In post","2021","Declared non-disabled","Greater Manchester North East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North East","Unknown","Female","75","70","29700","30210"
"In post","2021","Declared non-disabled","Greater Manchester North East","Unknown","Male","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","AA/AO","Female","520","440","20850","21010"
"In post","2021","Declared non-disabled","Greater Manchester North West","AA/AO","Male","235","225","22460","21010"
"In post","2021","Declared non-disabled","Greater Manchester North West","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","EO","Female","340","290","27160","27570"
"In post","2021","Declared non-disabled","Greater Manchester North West","EO","Male","160","155","27740","27570"
"In post","2021","Declared non-disabled","Greater Manchester North West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","SEO/HEO","Female","75","75","34450","33180"
"In post","2021","Declared non-disabled","Greater Manchester North West","SEO/HEO","Male","45","40","36580","34290"
"In post","2021","Declared non-disabled","Greater Manchester North West","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","Unknown","Female","65","65","30200","30210"
"In post","2021","Declared non-disabled","Greater Manchester North West","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South East","AA/AO","Female","325","270","20690","21010"
"In post","2021","Declared non-disabled","Greater Manchester South East","AA/AO","Male","185","180","21070","21010"
"In post","2021","Declared non-disabled","Greater Manchester South East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South East","EO","Female","190","175","27120","27570"
"In post","2021","Declared non-disabled","Greater Manchester South East","EO","Male","125","120","27290","27570"
"In post","2021","Declared non-disabled","Greater Manchester South East","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South East","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South East","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South East","SEO/HEO","Female","70","70","34800","33300"
"In post","2021","Declared non-disabled","Greater Manchester South East","SEO/HEO","Male","40","40","34960","33300"
"In post","2021","Declared non-disabled","Greater Manchester South East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South East","Unknown","Female","60","60","30380","30210"
"In post","2021","Declared non-disabled","Greater Manchester South East","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South West","AA/AO","Female","460","395","20560","20520"
"In post","2021","Declared non-disabled","Greater Manchester South West","AA/AO","Male","400","380","20480","20140"
"In post","2021","Declared non-disabled","Greater Manchester South West","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South West","EO","Female","545","500","25950","25560"
"In post","2021","Declared non-disabled","Greater Manchester South West","EO","Male","495","485","25880","25560"
"In post","2021","Declared non-disabled","Greater Manchester South West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South West","G6/G7","Female","205","200","55910","52580"
"In post","2021","Declared non-disabled","Greater Manchester South West","G6/G7","Male","215","215","56410","52580"
"In post","2021","Declared non-disabled","Greater Manchester South West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South West","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South West","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South West","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South West","SEO/HEO","Female","550","520","34300","32030"
"In post","2021","Declared non-disabled","Greater Manchester South West","SEO/HEO","Male","620","605","34560","31870"
"In post","2021","Declared non-disabled","Greater Manchester South West","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Greater Manchester South West","Unknown","Female","130","125","30910","30210"
"In post","2021","Declared non-disabled","Greater Manchester South West","Unknown","Male","55","55","32250","31420"
"In post","2021","Declared non-disabled","Greater Manchester South West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","AA/AO","Female","190","155","20970","21010"
"In post","2021","Declared non-disabled","Gwent Valleys","AA/AO","Male","75","70","21200","21010"
"In post","2021","Declared non-disabled","Gwent Valleys","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","EO","Female","245","220","27460","27570"
"In post","2021","Declared non-disabled","Gwent Valleys","EO","Male","100","95","27730","27570"
"In post","2021","Declared non-disabled","Gwent Valleys","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","SEO/HEO","Female","80","75","38360","37410"
"In post","2021","Declared non-disabled","Gwent Valleys","SEO/HEO","Male","60","60","39550","37410"
"In post","2021","Declared non-disabled","Gwent Valleys","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","Unknown","Female","45","40","29830","30210"
"In post","2021","Declared non-disabled","Gwent Valleys","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Gwent Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","AA/AO","Female","210","175","21110","21010"
"In post","2021","Declared non-disabled","Gwynedd","AA/AO","Male","120","115","21220","21010"
"In post","2021","Declared non-disabled","Gwynedd","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","EO","Female","80","70","27610","27570"
"In post","2021","Declared non-disabled","Gwynedd","EO","Male","70","70","27580","27570"
"In post","2021","Declared non-disabled","Gwynedd","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","SEO/HEO","Female","30","30","36480","36930"
"In post","2021","Declared non-disabled","Gwynedd","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","Unknown","Female","35","30","28240","24320"
"In post","2021","Declared non-disabled","Gwynedd","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Gwynedd","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hackney and Newham","AA/AO","Female","355","295","24180","25060"
"In post","2021","Declared non-disabled","Hackney and Newham","AA/AO","Male","170","165","24180","25060"
"In post","2021","Declared non-disabled","Hackney and Newham","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hackney and Newham","EO","Female","475","430","30900","31060"
"In post","2021","Declared non-disabled","Hackney and Newham","EO","Male","275","270","30770","31060"
"In post","2021","Declared non-disabled","Hackney and Newham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hackney and Newham","G6/G7","Female","100","95","63030","59160"
"In post","2021","Declared non-disabled","Hackney and Newham","G6/G7","Male","90","90","63860","59910"
"In post","2021","Declared non-disabled","Hackney and Newham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hackney and Newham","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hackney and Newham","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Hackney and Newham","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hackney and Newham","SEO/HEO","Female","250","240","39190","38420"
"In post","2021","Declared non-disabled","Hackney and Newham","SEO/HEO","Male","225","215","39820","39800"
"In post","2021","Declared non-disabled","Hackney and Newham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hackney and Newham","Unknown","Female","70","65","29970","27730"
"In post","2021","Declared non-disabled","Hackney and Newham","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Hackney and Newham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","AA/AO","Female","180","165","25530","23500"
"In post","2021","Declared non-disabled","Haringey and Islington","AA/AO","Male","185","180","29560","31660"
"In post","2021","Declared non-disabled","Haringey and Islington","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","EO","Female","205","185","30660","31060"
"In post","2021","Declared non-disabled","Haringey and Islington","EO","Male","150","145","31910","31060"
"In post","2021","Declared non-disabled","Haringey and Islington","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","SEO/HEO","Female","60","55","39780","37230"
"In post","2021","Declared non-disabled","Haringey and Islington","SEO/HEO","Male","40","40","44250","43240"
"In post","2021","Declared non-disabled","Haringey and Islington","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","Unknown","Female","65","60","32870","34100"
"In post","2021","Declared non-disabled","Haringey and Islington","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Haringey and Islington","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","AA/AO","Female","265","235","25000","25630"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","AA/AO","Male","185","180","25270","25630"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","EO","Female","740","650","29690","29170"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","EO","Male","820","720","29630","29080"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","G6/G7","Female","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","G6/G7","Male","35","35","62370","59900"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","SEO/HEO","Female","240","220","37750","36650"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","SEO/HEO","Male","280","265","36950","36130"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Harrow and Hillingdon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","AA/AO","Female","300","255","21980","21010"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","AA/AO","Male","255","245","23980","22850"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","EO","Female","215","185","27620","27570"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","EO","Male","130","125","28630","27570"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","SEO/HEO","Female","65","65","35860","33180"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","SEO/HEO","Male","45","45","39110","37710"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","Unknown","Female","35","30","32350","33520"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Hartlepool and Stockton-on-Tees","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heart of Essex","AA/AO","Female","140","120","23300","21490"
"In post","2021","Declared non-disabled","Heart of Essex","AA/AO","Male","135","135","28100","30680"
"In post","2021","Declared non-disabled","Heart of Essex","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heart of Essex","EO","Female","145","135","28630","29290"
"In post","2021","Declared non-disabled","Heart of Essex","EO","Male","85","85","29530","29290"
"In post","2021","Declared non-disabled","Heart of Essex","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heart of Essex","G6/G7","Female","45","40","60940","60710"
"In post","2021","Declared non-disabled","Heart of Essex","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Heart of Essex","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heart of Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heart of Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heart of Essex","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heart of Essex","SEO/HEO","Female","65","60","36380","35630"
"In post","2021","Declared non-disabled","Heart of Essex","SEO/HEO","Male","60","55","38190","35460"
"In post","2021","Declared non-disabled","Heart of Essex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heart of Essex","Unknown","Female","35","30","28090","28200"
"In post","2021","Declared non-disabled","Heart of Essex","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Heart of Essex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Herefordshire, County of","AA/AO","Female","65","60","20970","20920"
"In post","2021","Declared non-disabled","Herefordshire, County of","AA/AO","Male","70","70","26780","21580"
"In post","2021","Declared non-disabled","Herefordshire, County of","AA/AO","Unknown","[c]","[c]","[c]","[c]"
