"Status","Year","Disability","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Female","Unknown","50","50","39320","33810"
"In post","2021","Unknown","Counter Fraud","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Male","Unknown","65","65","40960","38230"
"In post","2021","Unknown","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Female","Heterosexual / straight","265","255","38810","36740"
"In post","2021","Unknown","Digital, Data and Technology","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Female","Undeclared","45","40","36340","32010"
"In post","2021","Unknown","Digital, Data and Technology","Female","Unknown","655","635","41150","38160"
"In post","2021","Unknown","Digital, Data and Technology","Male","Heterosexual / straight","485","480","41570","38450"
"In post","2021","Unknown","Digital, Data and Technology","Male","LGBO","30","30","37700","35540"
"In post","2021","Unknown","Digital, Data and Technology","Male","Undeclared","125","125","38740","36030"
"In post","2021","Unknown","Digital, Data and Technology","Male","Unknown","1525","1510","41250","38140"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Female","Heterosexual / straight","55","55","39790","33880"
"In post","2021","Unknown","Economics","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Female","Unknown","125","120","42590","36160"
"In post","2021","Unknown","Economics","Male","Heterosexual / straight","85","85","43600","36030"
"In post","2021","Unknown","Economics","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Economics","Male","Unknown","250","245","43360","36160"
"In post","2021","Unknown","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","Heterosexual / straight","215","205","39360","36500"
"In post","2021","Unknown","Finance","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","Female","Undeclared","50","45","37940","36400"
"In post","2021","Unknown","Finance","Female","Unknown","510","470","35770","32790"
"In post","2021","Unknown","Finance","Male","Heterosexual / straight","170","165","42530","38460"
"In post","2021","Unknown","Finance","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","Male","Undeclared","45","45","42370","40230"
"In post","2021","Unknown","Finance","Male","Unknown","420","405","38520","33300"
"In post","2021","Unknown","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","Heterosexual / straight","350","330","34910","30130"
"In post","2021","Unknown","Human Resources","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","Undeclared","45","40","32240","30820"
"In post","2021","Unknown","Human Resources","Female","Unknown","405","385","35290","31810"
"In post","2021","Unknown","Human Resources","Male","Heterosexual / straight","135","130","36290","31800"
"In post","2021","Unknown","Human Resources","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Human Resources","Male","Unknown","185","185","34930","31920"
"In post","2021","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Female","Heterosexual / straight","40","35","54830","51360"
"In post","2021","Unknown","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Female","Heterosexual / straight","40","40","46300","48060"
"In post","2021","Unknown","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Female","Unknown","110","105","45920","49530"
"In post","2021","Unknown","Intelligence Analysis","Male","Heterosexual / straight","65","65","41720","38100"
"In post","2021","Unknown","Intelligence Analysis","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Male","Unknown","165","165","42910","39160"
"In post","2021","Unknown","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","Female","Heterosexual / straight","70","70","45760","38630"
"In post","2021","Unknown","International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","International Trade","Female","Unknown","180","175","43010","38540"
"In post","2021","Unknown","International Trade","Male","Heterosexual / straight","70","70","50970","42410"
"In post","2021","Unknown","International Trade","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","International Trade","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","International Trade","Male","Unknown","205","200","45760","38630"
"In post","2021","Unknown","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Female","Heterosexual / straight","40","35","38370","34640"
"In post","2021","Unknown","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Female","Undeclared","20","15","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Female","Unknown","140","120","36750","34160"
"In post","2021","Unknown","Knowledge and Information Management","Male","Heterosexual / straight","40","35","42120","37630"
"In post","2021","Unknown","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Male","Unknown","95","95","39450","36460"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Female","Heterosexual / straight","405","375","44320","48080"
"In post","2021","Unknown","Legal","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Legal","Female","Undeclared","60","50","46750","45190"
"In post","2021","Unknown","Legal","Female","Unknown","915","850","44800","39460"
"In post","2021","Unknown","Legal","Male","Heterosexual / straight","255","250","45740","48080"
"In post","2021","Unknown","Legal","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Legal","Male","Undeclared","45","45","42550","40000"
"In post","2021","Unknown","Legal","Male","Unknown","775","755","41640","36160"
"In post","2021","Unknown","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Female","Heterosexual / straight","165","150","51000","37890"
"In post","2021","Unknown","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Female","Undeclared","30","25","61440","44500"
"In post","2021","Unknown","Medicine","Female","Unknown","285","250","57570","40890"
"In post","2021","Unknown","Medicine","Male","Heterosexual / straight","70","65","71110","72350"
"In post","2021","Unknown","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Medicine","Male","Unknown","130","125","67860","65210"
"In post","2021","Unknown","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Female","Heterosexual / straight","3840","3500","28940","25870"
"In post","2021","Unknown","Operational Delivery","Female","LGBO","235","230","28760","26640"
"In post","2021","Unknown","Operational Delivery","Female","Undeclared","1480","1310","27750","24350"
"In post","2021","Unknown","Operational Delivery","Female","Unknown","11745","10565","25370","22350"
"In post","2021","Unknown","Operational Delivery","Male","Heterosexual / straight","3595","3445","33630","33100"
"In post","2021","Unknown","Operational Delivery","Male","LGBO","195","190","29070","25560"
"In post","2021","Unknown","Operational Delivery","Male","Undeclared","810","765","29360","26550"
"In post","2021","Unknown","Operational Delivery","Male","Unknown","11020","10625","27080","24920"
"In post","2021","Unknown","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Female","Unknown","35","35","41910","36950"
"In post","2021","Unknown","Operational Research","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Male","Unknown","85","85","42640","40000"
"In post","2021","Unknown","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Female","Heterosexual / straight","545","515","29810","25870"
"In post","2021","Unknown","Other","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Other","Female","Undeclared","105","100","31420","25610"
"In post","2021","Unknown","Other","Female","Unknown","1120","1060","34280","30200"
"In post","2021","Unknown","Other","Male","Heterosexual / straight","700","685","30360","26670"
"In post","2021","Unknown","Other","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Other","Male","Undeclared","160","155","33760","26720"
"In post","2021","Unknown","Other","Male","Unknown","2670","2635","36740","33300"
"In post","2021","Unknown","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Female","Heterosexual / straight","730","710","43590","39220"
"In post","2021","Unknown","Policy","Female","LGBO","70","70","43100","36900"
"In post","2021","Unknown","Policy","Female","Undeclared","100","95","40570","35760"
"In post","2021","Unknown","Policy","Female","Unknown","2040","1975","45640","40650"
"In post","2021","Unknown","Policy","Male","Heterosexual / straight","505","500","48530","42890"
"In post","2021","Unknown","Policy","Male","LGBO","85","85","46650","51010"
"In post","2021","Unknown","Policy","Male","Undeclared","125","125","47090","45190"
"In post","2021","Unknown","Policy","Male","Unknown","1610","1595","47190","42480"
"In post","2021","Unknown","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Female","Heterosexual / straight","350","330","39750","36740"
"In post","2021","Unknown","Project Delivery","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Female","Undeclared","70","70","42350","37410"
"In post","2021","Unknown","Project Delivery","Female","Unknown","630","605","41580","38630"
"In post","2021","Unknown","Project Delivery","Male","Heterosexual / straight","355","350","44820","41500"
"In post","2021","Unknown","Project Delivery","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Male","Undeclared","75","75","46460","41920"
"In post","2021","Unknown","Project Delivery","Male","Unknown","635","625","42840","38630"
"In post","2021","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Female","Heterosexual / straight","95","95","33770","33300"
"In post","2021","Unknown","Property","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Property","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Property","Female","Unknown","275","255","30600","27530"
"In post","2021","Unknown","Property","Male","Heterosexual / straight","160","155","31790","29730"
"In post","2021","Unknown","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Male","Undeclared","40","40","38790","36730"
"In post","2021","Unknown","Property","Male","Unknown","435","425","33520","30000"
"In post","2021","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Female","Unknown","115","110","32760","30290"
"In post","2021","Unknown","Psychology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Female","Heterosexual / straight","210","195","42280","40560"
"In post","2021","Unknown","Science and Engineering","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Female","Undeclared","45","40","44610","41950"
"In post","2021","Unknown","Science and Engineering","Female","Unknown","550","505","39820","37840"
"In post","2021","Unknown","Science and Engineering","Male","Heterosexual / straight","385","375","39410","35830"
"In post","2021","Unknown","Science and Engineering","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Male","Undeclared","90","85","44360","42150"
"In post","2021","Unknown","Science and Engineering","Male","Unknown","1040","1015","38910","37320"
"In post","2021","Unknown","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Female","Heterosexual / straight","95","90","30000","26670"
"In post","2021","Unknown","Security","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Security","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Security","Female","Unknown","160","155","32400","29370"
"In post","2021","Unknown","Security","Male","Heterosexual / straight","605","595","30870","28750"
"In post","2021","Unknown","Security","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Unknown","Security","Male","Undeclared","110","110","35500","39070"
"In post","2021","Unknown","Security","Male","Unknown","770","765","30750","27680"
"In post","2021","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Female","Heterosexual / straight","90","85","35000","36940"
"In post","2021","Unknown","Social Research","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Female","Unknown","65","65","38270","37020"
"In post","2021","Unknown","Social Research","Male","Heterosexual / straight","45","45","35360","32540"
"In post","2021","Unknown","Social Research","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Male","Unknown","50","50","37130","36030"
"In post","2021","Unknown","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Female","Heterosexual / straight","85","80","40580","37020"
"In post","2021","Unknown","Statistics","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","Female","Unknown","95","90","38450","36160"
"In post","2021","Unknown","Statistics","Male","Heterosexual / straight","55","55","41440","37520"
"In post","2021","Unknown","Statistics","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Statistics","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","Male","Unknown","135","130","39730","36030"
"In post","2021","Unknown","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Tax","Female","Heterosexual / straight","200","175","32050","31810"
"In post","2021","Unknown","Tax","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Tax","Female","Undeclared","45","40","33930","32100"
"In post","2021","Unknown","Tax","Female","Unknown","2460","2315","26500","25560"
"In post","2021","Unknown","Tax","Male","Heterosexual / straight","215","205","36790","31910"
"In post","2021","Unknown","Tax","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Tax","Male","Undeclared","45","40","40120","35000"
"In post","2021","Unknown","Tax","Male","Unknown","2840","2755","28600","25560"
"In post","2021","Unknown","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Heterosexual / straight","1310","1215","39260","33620"
"In post","2021","Unknown","Unknown","Female","LGBO","60","60","38570","33620"
"In post","2021","Unknown","Unknown","Female","Undeclared","90","85","39630","34370"
"In post","2021","Unknown","Unknown","Female","Unknown","5905","5640","35630","29250"
"In post","2021","Unknown","Unknown","Male","Heterosexual / straight","1025","1005","40530","35110"
"In post","2021","Unknown","Unknown","Male","LGBO","75","75","36040","31150"
"In post","2021","Unknown","Unknown","Male","Undeclared","100","95","40640","36090"
"In post","2021","Unknown","Unknown","Male","Unknown","5310","5240","38160","30880"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
