"Status","Year","Disability","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Social Research","London","60","60","42630","38420"
"In post","2021","Unknown","Social Research","Outside London","210","205","34370","30810"
"In post","2021","Unknown","Statistics","London","160","155","42710","39030"
"In post","2021","Unknown","Statistics","Outside London","255","250","37630","36590"
"In post","2021","Unknown","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","London","610","580","39160","36160"
"In post","2021","Unknown","Tax","Outside London","5205","4970","26970","25560"
"In post","2021","Unknown","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","3455","3415","45090","34550"
"In post","2021","Unknown","Unknown","Outside London","9870","9455","34780","28000"
"In post","2021","Unknown","Unknown","Overseas","25","25","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","525","520","34820","31740"
"In post","2021","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Outside London","35","35","41550","37240"
"Leaver CS","2021","Declared disabled","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Outside London","30","[c]","31380","26700"
"Leaver CS","2021","Declared disabled","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","London","100","[c]","35370","28870"
"Leaver CS","2021","Declared disabled","Operational Delivery","Outside London","740","[c]","25110","21580"
"Leaver CS","2021","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Outside London","130","[c]","26250","22380"
"Leaver CS","2021","Declared disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","London","40","[c]","45270","40570"
"Leaver CS","2021","Declared disabled","Policy","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Outside London","40","[c]","36980","34540"
"Leaver CS","2021","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Outside London","55","[c]","28090","25130"
"Leaver CS","2021","Declared disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Outside London","40","[c]","31070","31740"
"Leaver CS","2021","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","London","190","[c]","34760","31080"
"Leaver CS","2021","Declared disabled","Unknown","Outside London","1275","[c]","26180","26890"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Outside London","100","[c]","39480","37530"
"Leaver CS","2021","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","London","70","[c]","43190","38290"
"Leaver CS","2021","Declared non-disabled","Communications","Outside London","55","[c]","31560","29200"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","London","80","[c]","48230","44320"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","Outside London","145","[c]","40750","36780"
"Leaver CS","2021","Declared non-disabled","Economics","London","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","London","55","[c]","51390","50210"
"Leaver CS","2021","Declared non-disabled","Finance","Outside London","115","[c]","40000","36460"
"Leaver CS","2021","Declared non-disabled","Human Resources","London","65","[c]","47300","40920"
"Leaver CS","2021","Declared non-disabled","Human Resources","Outside London","120","[c]","33980","30800"
"Leaver CS","2021","Declared non-disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","Outside London","50","[c]","67480","75120"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","London","35","[c]","39640","35690"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","Outside London","40","[c]","31960","30680"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","London","110","[c]","57650","52390"
"Leaver CS","2021","Declared non-disabled","Legal","Outside London","165","[c]","52210","55610"
"Leaver CS","2021","Declared non-disabled","Medicine","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","Outside London","135","[c]","49590","37890"
"Leaver CS","2021","Declared non-disabled","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","London","710","[c]","34370","28760"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","Outside London","3755","[c]","26630","21640"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Operational Research","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","London","130","[c]","40780","27760"
"Leaver CS","2021","Declared non-disabled","Other","Outside London","615","[c]","27440","25330"
"Leaver CS","2021","Declared non-disabled","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Planning Inspectors","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Policy","London","310","[c]","52320","52280"
"Leaver CS","2021","Declared non-disabled","Policy","Outside London","125","[c]","41620","37410"
"Leaver CS","2021","Declared non-disabled","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","London","65","[c]","52780","46450"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Outside London","225","[c]","40370","37970"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","London","30","[c]","48000","46680"
"Leaver CS","2021","Declared non-disabled","Property","Outside London","210","[c]","31730","29200"
"Leaver CS","2021","Declared non-disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Psychology","Outside London","65","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","London","65","[c]","38180","38890"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Outside London","400","[c]","31870","28910"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Outside London","190","[c]","30290","26930"
"Leaver CS","2021","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Social Research","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Statistics","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","London","1030","[c]","39620","31060"
"Leaver CS","2021","Declared non-disabled","Unknown","Outside London","5795","[c]","26980","24910"
"Leaver CS","2021","Declared non-disabled","Unknown","Overseas","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","45","[c]","46290","31060"
"Leaver CS","2021","Declared non-disabled","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data and Technology","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicine","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Operational Delivery","London","100","[c]","32530","29870"
"Leaver CS","2021","Undeclared","Operational Delivery","Outside London","560","[c]","27930","22350"
"Leaver CS","2021","Undeclared","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other","Outside London","75","[c]","27220","21580"
"Leaver CS","2021","Undeclared","Planning Inspectors","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","London","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Psychology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Science and Engineering","Outside London","80","[c]","32410","34530"
"Leaver CS","2021","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","120","[c]","38930","34880"
"Leaver CS","2021","Undeclared","Unknown","Outside London","510","[c]","27440","26890"
"Leaver CS","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","40","[c]","32780","34450"
"Leaver CS","2021","Unknown","Communications","London","50","[c]","38230","37410"
"Leaver CS","2021","Unknown","Communications","Outside London","30","[c]","31750","29900"
"Leaver CS","2021","Unknown","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","London","45","[c]","45970","45090"
"Leaver CS","2021","Unknown","Digital, Data and Technology","Outside London","125","[c]","40350","37130"
"Leaver CS","2021","Unknown","Economics","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","35","[c]","40730","36780"
"Leaver CS","2021","Unknown","Human Resources","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Outside London","45","[c]","34130","28880"
"Leaver CS","2021","Unknown","Inspector of Education and Training","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","International Trade","London","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","London","40","[c]","56340","55000"
"Leaver CS","2021","Unknown","Legal","Outside London","45","[c]","48460","55000"
"Leaver CS","2021","Unknown","Medicine","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Outside London","70","[c]","49940","37890"
"Leaver CS","2021","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","London","350","[c]","33850","27650"
"Leaver CS","2021","Unknown","Operational Delivery","Outside London","1910","[c]","26050","21870"
"Leaver CS","2021","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","London","70","[c]","31290","28650"
"Leaver CS","2021","Unknown","Other","Outside London","205","[c]","28490","24660"
"Leaver CS","2021","Unknown","Other","Overseas","65","[c]","37780","36960"
"Leaver CS","2021","Unknown","Other","Unknown","145","[c]","35210","32400"
"Leaver CS","2021","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","London","245","[c]","41050","33570"
"Leaver CS","2021","Unknown","Policy","Outside London","50","[c]","40240","35960"
"Leaver CS","2021","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Outside London","65","[c]","34310","33630"
"Leaver CS","2021","Unknown","Property","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","Outside London","95","[c]","27030","24500"
"Leaver CS","2021","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Psychology","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Outside London","170","[c]","32790","28510"
"Leaver CS","2021","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Outside London","100","[c]","27490","24750"
"Leaver CS","2021","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","610","[c]","37960","31060"
"Leaver CS","2021","Unknown","Unknown","Outside London","2185","[c]","30000","27570"
"Leaver CS","2021","Unknown","Unknown","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","460","[c]","46830","32000"
"Leaver CS","2021","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","London","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Outside London","[c]","[c]","[c]","[c]"
