"Status","Year","Age","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Asian","Internal Audit","London","20","20","[c]","[c]"
"In post","2021","40-49","Asian","Internal Audit","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","International Trade","London","20","20","[c]","[c]"
"In post","2021","40-49","Asian","International Trade","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Knowledge and Information Management","London","20","20","[c]","[c]"
"In post","2021","40-49","Asian","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Legal","London","170","155","54640","53810"
"In post","2021","40-49","Asian","Legal","Outside London","175","165","45060","48080"
"In post","2021","40-49","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Medicine","London","30","25","[c]","[c]"
"In post","2021","40-49","Asian","Medicine","Outside London","35","30","76510","85470"
"In post","2021","40-49","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Operational Delivery","London","1155","1060","32520","29080"
"In post","2021","40-49","Asian","Operational Delivery","Outside London","1545","1375","27050","24670"
"In post","2021","40-49","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Other","London","135","130","38000","35050"
"In post","2021","40-49","Asian","Other","Outside London","70","65","30380","25390"
"In post","2021","40-49","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Policy","London","370","350","46850","40990"
"In post","2021","40-49","Asian","Policy","Outside London","75","75","40110","37520"
"In post","2021","40-49","Asian","Policy","Overseas","25","25","[c]","[c]"
"In post","2021","40-49","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Project Delivery","London","145","140","44940","41810"
"In post","2021","40-49","Asian","Project Delivery","Outside London","105","100","41010","38630"
"In post","2021","40-49","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Property","London","40","35","37040","33750"
"In post","2021","40-49","Asian","Property","Outside London","25","25","[c]","[c]"
"In post","2021","40-49","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Psychology","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Science and Engineering","London","55","55","45470","41010"
"In post","2021","40-49","Asian","Science and Engineering","Outside London","80","75","38900","37810"
"In post","2021","40-49","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Security","London","40","40","38080","35130"
"In post","2021","40-49","Asian","Security","Outside London","25","25","[c]","[c]"
"In post","2021","40-49","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Social Research","London","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Statistics","London","20","15","[c]","[c]"
"In post","2021","40-49","Asian","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Asian","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Tax","London","80","75","38190","36160"
"In post","2021","40-49","Asian","Tax","Outside London","210","200","30790","31810"
"In post","2021","40-49","Asian","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Unknown","London","705","640","35820","31060"
"In post","2021","40-49","Asian","Unknown","Outside London","1530","1320","26780","27570"
"In post","2021","40-49","Asian","Unknown","Overseas","20","20","[c]","[c]"
"In post","2021","40-49","Asian","Unknown","Unknown","30","25","[c]","[c]"
"In post","2021","40-49","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Commercial","London","25","25","[c]","[c]"
"In post","2021","40-49","Black","Commercial","Outside London","20","20","[c]","[c]"
"In post","2021","40-49","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Communications","London","25","25","[c]","[c]"
"In post","2021","40-49","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Counter Fraud","London","5","5","[c]","[c]"
"In post","2021","40-49","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Digital, Data and Technology","London","75","75","43730","41950"
"In post","2021","40-49","Black","Digital, Data and Technology","Outside London","45","45","36520","33930"
"In post","2021","40-49","Black","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Black","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Finance","London","75","70","42050","40290"
"In post","2021","40-49","Black","Finance","Outside London","35","30","35630","33380"
"In post","2021","40-49","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Human Resources","London","60","55","41340","37280"
"In post","2021","40-49","Black","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Inspector of Education and Training","London","5","5","[c]","[c]"
"In post","2021","40-49","Black","Inspector of Education and Training","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Black","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2021","40-49","Black","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Internal Audit","London","5","5","[c]","[c]"
"In post","2021","40-49","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","International Trade","London","10","10","[c]","[c]"
"In post","2021","40-49","Black","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Knowledge and Information Management","London","15","15","[c]","[c]"
"In post","2021","40-49","Black","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Legal","London","70","70","54120","52640"
"In post","2021","40-49","Black","Legal","Outside London","30","25","[c]","[c]"
"In post","2021","40-49","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Medicine","London","5","5","[c]","[c]"
"In post","2021","40-49","Black","Medicine","Outside London","15","10","[c]","[c]"
"In post","2021","40-49","Black","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Operational Delivery","London","790","745","31770","29310"
"In post","2021","40-49","Black","Operational Delivery","Outside London","520","490","27190","25060"
"In post","2021","40-49","Black","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Other","London","65","65","36510","31210"
"In post","2021","40-49","Black","Other","Outside London","30","30","27830","26630"
"In post","2021","40-49","Black","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Policy","London","175","170","42820","40230"
"In post","2021","40-49","Black","Policy","Outside London","25","25","[c]","[c]"
"In post","2021","40-49","Black","Policy","Overseas","15","15","[c]","[c]"
"In post","2021","40-49","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Project Delivery","London","85","80","44400","41760"
"In post","2021","40-49","Black","Project Delivery","Outside London","55","55","36120","35360"
"In post","2021","40-49","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Property","London","20","15","[c]","[c]"
"In post","2021","40-49","Black","Property","Outside London","15","15","[c]","[c]"
"In post","2021","40-49","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Science and Engineering","London","30","25","[c]","[c]"
"In post","2021","40-49","Black","Science and Engineering","Outside London","35","35","38420","39560"
"In post","2021","40-49","Black","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Security","London","20","20","[c]","[c]"
"In post","2021","40-49","Black","Security","Outside London","15","15","[c]","[c]"
"In post","2021","40-49","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Statistics","London","10","10","[c]","[c]"
"In post","2021","40-49","Black","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Black","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Tax","London","30","30","36150","36160"
"In post","2021","40-49","Black","Tax","Outside London","70","65","28370","25560"
"In post","2021","40-49","Black","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Unknown","London","535","505","32460","31060"
"In post","2021","40-49","Black","Unknown","Outside London","470","440","28540","27570"
"In post","2021","40-49","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Black","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Black","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","40-49","Chinese","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Chinese","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","London","10","10","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","London","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Legal","London","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Operational Delivery","London","40","40","33600","29890"
"In post","2021","40-49","Chinese","Operational Delivery","Outside London","75","65","27840","24590"
"In post","2021","40-49","Chinese","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Other","London","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Policy","London","25","25","[c]","[c]"
"In post","2021","40-49","Chinese","Policy","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Property","London","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Chinese","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Statistics","London","10","10","[c]","[c]"
"In post","2021","40-49","Chinese","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Tax","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Chinese","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","London","20","20","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","Outside London","40","35","29880","27570"
"In post","2021","40-49","Chinese","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Chinese","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Commercial","London","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Communications","London","15","15","[c]","[c]"
"In post","2021","40-49","Mixed","Communications","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Digital, Data and Technology","London","25","25","[c]","[c]"
"In post","2021","40-49","Mixed","Digital, Data and Technology","Outside London","30","30","43300","37710"
"In post","2021","40-49","Mixed","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Economics","London","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Finance","London","15","15","[c]","[c]"
"In post","2021","40-49","Mixed","Finance","Outside London","20","20","[c]","[c]"
"In post","2021","40-49","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Human Resources","London","15","15","[c]","[c]"
"In post","2021","40-49","Mixed","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Legal","London","55","50","57340","57740"
"In post","2021","40-49","Mixed","Legal","Outside London","30","25","50520","48830"
"In post","2021","40-49","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Medicine","Outside London","10","5","[c]","[c]"
"In post","2021","40-49","Mixed","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Operational Delivery","London","175","170","35950","32500"
"In post","2021","40-49","Mixed","Operational Delivery","Outside London","415","385","30120","27110"
"In post","2021","40-49","Mixed","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Other","London","25","25","[c]","[c]"
"In post","2021","40-49","Mixed","Other","Outside London","30","30","27090","25480"
"In post","2021","40-49","Mixed","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Policy","London","110","105","54430","53740"
"In post","2021","40-49","Mixed","Policy","Outside London","30","25","[c]","[c]"
"In post","2021","40-49","Mixed","Policy","Overseas","20","20","[c]","[c]"
"In post","2021","40-49","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Project Delivery","London","30","30","53350","56090"
"In post","2021","40-49","Mixed","Project Delivery","Outside London","30","30","40450","39140"
"In post","2021","40-49","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Property","London","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Property","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Psychology","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Science and Engineering","London","5","5","[c]","[c]"
"In post","2021","40-49","Mixed","Science and Engineering","Outside London","40","35","39980","37890"
"In post","2021","40-49","Mixed","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Mixed","Security","London","10","10","[c]","[c]"
