"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department for Transport","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department of Health and Social Care","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Department of Health and Social Care","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Defence","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Housing, Communities and Local Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Housing, Communities and Local Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Ministry of Justice","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","National Crime Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","National Crime Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","National Crime Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Other Cabinet Office Agencies","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","The National Archives","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","The National Archives","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","UK Export Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Departments","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Departments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Attorney General's Departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Cabinet Office","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for International Trade","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Transport","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Transport","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Transport","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Work and Pensions","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Work and Pensions","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department for Work and Pensions","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department of Health and Social Care","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department of Health and Social Care","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","ESTYN","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","ESTYN","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Revenue and Customs","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Revenue and Customs","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","HM Treasury","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Defence","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Housing, Communities and Local Government","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Ministry of Justice","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","National Crime Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office for Standards in Education","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Gas and Electricity Markets","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Office of Rail and Road","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other Cabinet Office Agencies","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other Cabinet Office Agencies","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Scotland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","UK Export Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","United Kingdom Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Wales Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
