"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Operational Delivery","G6/G7","G6","15","[c]","69200","68720"
"Leaver CS","2021","Unknown","Operational Delivery","G6/G7","G7","25","[c]","54520","54400"
"Leaver CS","2021","Unknown","Operational Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","SEO/HEO","HEO","70","[c]","33480","33300"
"Leaver CS","2021","Unknown","Operational Delivery","SEO/HEO","SEO","40","[c]","41670","40940"
"Leaver CS","2021","Unknown","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","AA/AO","AA","160","[c]","19100","18800"
"Leaver CS","2021","Unknown","Other","AA/AO","AO","270","[c]","21490","21130"
"Leaver CS","2021","Unknown","Other","EO","EO","295","[c]","29360","29930"
"Leaver CS","2021","Unknown","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","G6/G7","G7","15","[c]","58220","58740"
"Leaver CS","2021","Unknown","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SEO/HEO","HEO","165","[c]","35250","34260"
"Leaver CS","2021","Unknown","Other","SEO/HEO","SEO","35","[c]","42090","41140"
"Leaver CS","2021","Unknown","Other","Unknown","Unknown","165","[c]","35220","32700"
"Leaver CS","2021","Unknown","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","AA/AO","AO","15","[c]","22290","21250"
"Leaver CS","2021","Unknown","Policy","EO","EO","40","[c]","28000","28650"
"Leaver CS","2021","Unknown","Policy","G6/G7","G6","20","[c]","69580","68720"
"Leaver CS","2021","Unknown","Policy","G6/G7","G7","60","[c]","55780","54400"
"Leaver CS","2021","Unknown","Policy","SCS level","SCS level","30","[c]","84210","80080"
"Leaver CS","2021","Unknown","Policy","SEO/HEO","HEO","55","[c]","34410","33710"
"Leaver CS","2021","Unknown","Policy","SEO/HEO","SEO","45","[c]","41570","40940"
"Leaver CS","2021","Unknown","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","AA/AO","AO","40","[c]","21800","21910"
"Leaver CS","2021","Unknown","Science and Engineering","EO","EO","25","[c]","26460","26220"
"Leaver CS","2021","Unknown","Science and Engineering","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SEO/HEO","HEO","20","[c]","34970","33300"
"Leaver CS","2021","Unknown","Science and Engineering","SEO/HEO","SEO","15","[c]","41900","40580"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","AA","325","[c]","21040","21510"
"Leaver CS","2021","Unknown","Unknown","AA/AO","AO","4550","[c]","21290","21010"
"Leaver CS","2021","Unknown","Unknown","EO","EO","3400","[c]","27910","27570"
"Leaver CS","2021","Unknown","Unknown","G6/G7","G6","260","[c]","70460","70880"
"Leaver CS","2021","Unknown","Unknown","G6/G7","G7","490","[c]","55070","54700"
"Leaver CS","2021","Unknown","Unknown","SCS level","SCS level","125","[c]","91870","84710"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","HEO","1280","[c]","33280","33570"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","SEO","665","[c]","41000","40640"
"Leaver CS","2021","Unknown","Unknown","Unknown","Unknown","365","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","G6/G7","G7","35","[c]","55250","55580"
"Leaver Dept.","2021","Analysis","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","SEO/HEO","HEO","45","[c]","32390","32560"
"Leaver Dept.","2021","Analysis","Economics","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","SEO/HEO","HEO","15","[c]","33820","33930"
"Leaver Dept.","2021","Analysis","Operational Research","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","SEO/HEO","HEO","15","[c]","32760","32300"
"Leaver Dept.","2021","Analysis","Social Research","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","EO","EO","20","[c]","28120","27850"
"Leaver Dept.","2021","Analysis","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","G6/G7","G7","20","[c]","55500","53130"
"Leaver Dept.","2021","Analysis","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","SEO/HEO","HEO","35","[c]","33260","33120"
"Leaver Dept.","2021","Analysis","Statistics","SEO/HEO","SEO","15","[c]","41870","42930"
"Leaver Dept.","2021","Analysis","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","EO","EO","15","[c]","25740","26050"
"Leaver Dept.","2021","Commercial","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","G6/G7","G7","15","[c]","48090","50910"
"Leaver Dept.","2021","Commercial","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","SEO/HEO","HEO","15","[c]","31800","32520"
"Leaver Dept.","2021","Commercial","Commercial","SEO/HEO","SEO","40","[c]","41220","42270"
"Leaver Dept.","2021","Commercial","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","G7","20","[c]","54280","52670"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","EO","EO","20","[c]","26780","26410"
"Leaver Dept.","2021","Communications","Communications","G6/G7","G6","10","[c]","71390","71010"
"Leaver Dept.","2021","Communications","Communications","G6/G7","G7","30","[c]","53490","52700"
"Leaver Dept.","2021","Communications","Communications","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","SEO/HEO","HEO","35","[c]","33220","32560"
"Leaver Dept.","2021","Communications","Communications","SEO/HEO","SEO","45","[c]","41620","40800"
"Leaver Dept.","2021","Communications","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","EO","10","[c]","27200","27500"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","HEO","20","[c]","34860","34640"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","EO","EO","25","[c]","26990","26680"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G6","15","[c]","71280","67000"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G7","40","[c]","54770","53320"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","HEO","25","[c]","33390","32380"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","SEO","35","[c]","41140","40690"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G6/G7","G7","20","[c]","55610","54700"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","HEO","15","[c]","34050","34550"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","EO","EO","25","[c]","26230","26200"
"Leaver Dept.","2021","Finance","Finance","G6/G7","G6","10","[c]","68320","67220"
"Leaver Dept.","2021","Finance","Finance","G6/G7","G7","45","[c]","56650","57110"
"Leaver Dept.","2021","Finance","Finance","SCS level","SCS level","10","[c]","84630","77780"
"Leaver Dept.","2021","Finance","Finance","SEO/HEO","HEO","25","[c]","33590","33500"
"Leaver Dept.","2021","Finance","Finance","SEO/HEO","SEO","40","[c]","43470","43290"
"Leaver Dept.","2021","Finance","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","AA/AO","AO","20","[c]","20910","21050"
"Leaver Dept.","2021","Grants Management","Operational Delivery","EO","EO","15","[c]","25180","25100"
"Leaver Dept.","2021","Grants Management","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","AA/AO","AO","35","[c]","21500","20920"
"Leaver Dept.","2021","Human Resources","Human Resources","EO","EO","35","[c]","26540","26460"
"Leaver Dept.","2021","Human Resources","Human Resources","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","G6/G7","G7","50","[c]","55650","55050"
"Leaver Dept.","2021","Human Resources","Human Resources","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","SEO/HEO","HEO","85","[c]","31880","31860"
"Leaver Dept.","2021","Human Resources","Human Resources","SEO/HEO","SEO","50","[c]","41980","39850"
"Leaver Dept.","2021","Human Resources","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AA/AO","AO","25","[c]","20740","20800"
"Leaver Dept.","2021","Human Resources","Unknown","EO","EO","40","[c]","26380","26000"
"Leaver Dept.","2021","Human Resources","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","G6/G7","G7","30","[c]","55520","56340"
"Leaver Dept.","2021","Human Resources","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","SEO/HEO","HEO","45","[c]","32880","32910"
"Leaver Dept.","2021","Human Resources","Unknown","SEO/HEO","SEO","15","[c]","39950","40420"
"Leaver Dept.","2021","Internal Audit","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","G6/G7","G6","30","[c]","67150","65490"
"Leaver Dept.","2021","Legal","Legal","G6/G7","G7","50","[c]","54850","52830"
"Leaver Dept.","2021","Legal","Legal","SCS level","SCS level","10","[c]","[c]","[c]"
