"Status","Year","Ethnicity","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Female","Heterosexual / straight","125","[c]","26270","23200"
"Leaver CS","2021","Asian","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Male","Heterosexual / straight","110","[c]","26740","23600"
"Leaver CS","2021","Asian","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Female","Heterosexual / straight","40","[c]","27670","23810"
"Leaver CS","2021","Asian","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Female","Heterosexual / straight","130","[c]","27530","25110"
"Leaver CS","2021","Asian","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Female","Unknown","190","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Male","Heterosexual / straight","120","[c]","26360","25110"
"Leaver CS","2021","Asian","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Male","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
