"Status","Year","Ethnicity","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Unknown","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","Undeclared","65","60","31320","27570"
"In post","2021","Unknown","Unknown","Female","Unknown","6375","5820","31150","27570"
"In post","2021","Unknown","Unknown","Male","Heterosexual / straight","170","165","32480","27570"
"In post","2021","Unknown","Unknown","Male","LGBO","25","20","[c]","[c]"
"In post","2021","Unknown","Unknown","Male","Undeclared","55","55","38310","33300"
"In post","2021","Unknown","Unknown","Male","Unknown","6785","6675","33970","29290"
"In post","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Analysis","Female","Heterosexual / straight","1785","1665","43320","38630"
"In post","2021","White","Analysis","Female","LGBO","180","175","39290","35930"
"In post","2021","White","Analysis","Female","Undeclared","130","115","41910","37320"
"In post","2021","White","Analysis","Female","Unknown","270","250","37460","30870"
"In post","2021","White","Analysis","Male","Heterosexual / straight","2045","2010","45290","40110"
"In post","2021","White","Analysis","Male","LGBO","190","185","41630","36660"
"In post","2021","White","Analysis","Male","Undeclared","145","140","46460","40050"
"In post","2021","White","Analysis","Male","Unknown","335","325","44450","40020"
"In post","2021","White","Analysis","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","White","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Female","Heterosexual / straight","1865","1770","39750","35570"
"In post","2021","White","Commercial","Female","LGBO","70","70","36780","32710"
"In post","2021","White","Commercial","Female","Undeclared","160","150","36960","33630"
"In post","2021","White","Commercial","Female","Unknown","200","185","40790","38250"
"In post","2021","White","Commercial","Male","Heterosexual / straight","1740","1720","45370","40580"
"In post","2021","White","Commercial","Male","LGBO","95","95","40270","35930"
"In post","2021","White","Commercial","Male","Undeclared","140","140","44010","40040"
"In post","2021","White","Commercial","Male","Unknown","220","215","49100","46920"
"In post","2021","White","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Female","Heterosexual / straight","2160","2020","36430","31810"
"In post","2021","White","Communications","Female","LGBO","120","120","34170","31810"
"In post","2021","White","Communications","Female","Undeclared","155","140","34490","31810"
"In post","2021","White","Communications","Female","Unknown","215","190","36790","31810"
"In post","2021","White","Communications","Male","Heterosexual / straight","1770","1745","35090","31810"
"In post","2021","White","Communications","Male","LGBO","205","205","37230","32830"
"In post","2021","White","Communications","Male","Undeclared","110","105","31090","27850"
"In post","2021","White","Communications","Male","Unknown","155","150","36610","29940"
"In post","2021","White","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Female","Heterosexual / straight","2340","2125","33180","31810"
"In post","2021","White","Counter Fraud","Female","LGBO","130","120","33940","30900"
"In post","2021","White","Counter Fraud","Female","Undeclared","210","185","33020","31810"
"In post","2021","White","Counter Fraud","Female","Unknown","375","325","30140","28130"
"In post","2021","White","Counter Fraud","Male","Heterosexual / straight","2555","2470","35940","31810"
"In post","2021","White","Counter Fraud","Male","LGBO","135","135","34070","31810"
"In post","2021","White","Counter Fraud","Male","Undeclared","195","185","36670","31870"
"In post","2021","White","Counter Fraud","Male","Unknown","360","345","33760","31810"
"In post","2021","White","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Debt","Female","Heterosexual / straight","1015","865","24110","21440"
"In post","2021","White","Debt","Female","LGBO","50","45","23190","20140"
"In post","2021","White","Debt","Female","Undeclared","100","85","23170","21440"
"In post","2021","White","Debt","Female","Unknown","240","190","24270","21440"
"In post","2021","White","Debt","Male","Heterosexual / straight","710","685","24080","20640"
"In post","2021","White","Debt","Male","LGBO","70","70","23190","20140"
"In post","2021","White","Debt","Male","Undeclared","65","60","24080","21440"
"In post","2021","White","Debt","Male","Unknown","155","145","25880","21440"
"In post","2021","White","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Female","Heterosexual / straight","2500","2360","40540","37360"
"In post","2021","White","Digital, Data & Technology","Female","LGBO","200","195","39440","36520"
"In post","2021","White","Digital, Data & Technology","Female","Undeclared","275","260","39990","38450"
"In post","2021","White","Digital, Data & Technology","Female","Unknown","445","410","38510","38200"
"In post","2021","White","Digital, Data & Technology","Male","Heterosexual / straight","4025","3965","43330","39040"
"In post","2021","White","Digital, Data & Technology","Male","LGBO","240","235","43100","38630"
"In post","2021","White","Digital, Data & Technology","Male","Undeclared","345","335","41490","38550"
"In post","2021","White","Digital, Data & Technology","Male","Unknown","870","845","41740","39650"
"In post","2021","White","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Female","Heterosexual / straight","2985","2745","37660","33300"
"In post","2021","White","Finance","Female","LGBO","95","90","38440","32790"
"In post","2021","White","Finance","Female","Undeclared","320","285","36710","32970"
"In post","2021","White","Finance","Female","Unknown","360","315","31980","26350"
"In post","2021","White","Finance","Male","Heterosexual / straight","2190","2150","44200","39970"
"In post","2021","White","Finance","Male","LGBO","115","115","42920","38630"
"In post","2021","White","Finance","Male","Undeclared","160","155","43100","40010"
"In post","2021","White","Finance","Male","Unknown","235","225","37840","32100"
"In post","2021","White","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","Female","Heterosexual / straight","445","375","26260","25190"
"In post","2021","White","Grants Management","Female","LGBO","35","30","25950","24920"
"In post","2021","White","Grants Management","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","White","Grants Management","Female","Unknown","165","130","24040","21050"
"In post","2021","White","Grants Management","Male","Heterosexual / straight","305","295","27550","25560"
"In post","2021","White","Grants Management","Male","LGBO","20","20","[c]","[c]"
"In post","2021","White","Grants Management","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","White","Grants Management","Male","Unknown","65","65","25730","21050"
"In post","2021","White","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Female","Heterosexual / straight","4380","4070","37830","33300"
"In post","2021","White","Human Resources","Female","LGBO","175","170","38000","32360"
"In post","2021","White","Human Resources","Female","Undeclared","265","245","35070","30730"
"In post","2021","White","Human Resources","Female","Unknown","275","245","33950","30970"
"In post","2021","White","Human Resources","Male","Heterosexual / straight","1745","1710","39250","34610"
"In post","2021","White","Human Resources","Male","LGBO","230","225","41580","38530"
"In post","2021","White","Human Resources","Male","Undeclared","120","115","37560","33130"
"In post","2021","White","Human Resources","Male","Unknown","140","135","32960","31810"
"In post","2021","White","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Female","Heterosexual / straight","230","215","43490","41520"
"In post","2021","White","Internal Audit","Female","LGBO","15","15","[c]","[c]"
"In post","2021","White","Internal Audit","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","White","Internal Audit","Female","Unknown","10","10","[c]","[c]"
"In post","2021","White","Internal Audit","Male","Heterosexual / straight","240","230","49230","47110"
"In post","2021","White","Internal Audit","Male","LGBO","15","10","[c]","[c]"
"In post","2021","White","Internal Audit","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","White","Internal Audit","Male","Unknown","10","10","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Female","Heterosexual / straight","4450","4035","44890","45190"
"In post","2021","White","Legal","Female","LGBO","185","175","42100","35000"
"In post","2021","White","Legal","Female","Undeclared","320","290","47590","45740"
"In post","2021","White","Legal","Female","Unknown","835","710","46350","51470"
"In post","2021","White","Legal","Male","Heterosexual / straight","2300","2225","48930","50520"
"In post","2021","White","Legal","Male","LGBO","280","275","49740","51250"
"In post","2021","White","Legal","Male","Undeclared","160","155","49960","51250"
"In post","2021","White","Legal","Male","Unknown","440","425","51910","55610"
"In post","2021","White","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Female","Heterosexual / straight","53770","48710","32100","27680"
"In post","2021","White","No function","Female","LGBO","3745","3640","32200","29310"
"In post","2021","White","No function","Female","Undeclared","5530","4820","30740","26780"
"In post","2021","White","No function","Female","Unknown","6355","5350","30460","26520"
"In post","2021","White","No function","Male","Heterosexual / straight","43955","42430","35320","31650"
"In post","2021","White","No function","Male","LGBO","3235","3165","36520","31810"
"In post","2021","White","No function","Male","Undeclared","4010","3790","34520","31650"
"In post","2021","White","No function","Male","Unknown","6390","5910","34130","31650"
"In post","2021","White","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Female","Heterosexual / straight","7870","7425","39880","36230"
"In post","2021","White","Project Delivery","Female","LGBO","340","335","38530","34410"
"In post","2021","White","Project Delivery","Female","Undeclared","645","610","39520","34830"
"In post","2021","White","Project Delivery","Female","Unknown","700","640","39420","37610"
"In post","2021","White","Project Delivery","Male","Heterosexual / straight","10055","9875","42230","39880"
"In post","2021","White","Project Delivery","Male","LGBO","470","465","42920","38630"
"In post","2021","White","Project Delivery","Male","Undeclared","840","805","40570","36490"
"In post","2021","White","Project Delivery","Male","Unknown","690","670","43890","40400"
"In post","2021","White","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Property","Female","Heterosexual / straight","2240","2075","33400","31100"
"In post","2021","White","Property","Female","LGBO","80","80","31550","29830"
"In post","2021","White","Property","Female","Undeclared","185","170","34270","33250"
"In post","2021","White","Property","Female","Unknown","245","225","29440","26680"
"In post","2021","White","Property","Male","Heterosexual / straight","3070","2995","37180","33300"
"In post","2021","White","Property","Male","LGBO","115","115","36950","33150"
"In post","2021","White","Property","Male","Undeclared","220","215","38350","35280"
"In post","2021","White","Property","Male","Unknown","570","555","31420","29140"
"In post","2021","White","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Security","Female","Heterosexual / straight","1225","1170","31610","28210"
"In post","2021","White","Security","Female","LGBO","115","115","31020","27500"
"In post","2021","White","Security","Female","Undeclared","110","110","32940","33260"
"In post","2021","White","Security","Female","Unknown","60","60","38670","36630"
"In post","2021","White","Security","Male","Heterosexual / straight","4320","4240","30720","26650"
"In post","2021","White","Security","Male","LGBO","125","125","34210","32280"
"In post","2021","White","Security","Male","Undeclared","390","380","35180","39070"
"In post","2021","White","Security","Male","Unknown","205","200","36910","39070"
"In post","2021","White","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Female","Heterosexual / straight","56885","50580","30030","27570"
"In post","2021","White","Unknown","Female","LGBO","2430","2315","30160","27570"
"In post","2021","White","Unknown","Female","Undeclared","5340","4660","29350","27570"
"In post","2021","White","Unknown","Female","Unknown","9020","7345","27550","27570"
"In post","2021","White","Unknown","Male","Heterosexual / straight","37845","36535","32290","27570"
"In post","2021","White","Unknown","Male","LGBO","2950","2875","31530","27570"
"In post","2021","White","Unknown","Male","Undeclared","3240","3090","32170","27570"
"In post","2021","White","Unknown","Male","Unknown","4345","4095","30740","27570"
"In post","2021","White","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
