"Status","Year","Disability","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Digital, Data & Technology","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Finance","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Finance","Female","225","210","36600","33000"
"In post","2021","Undeclared","Finance","Finance","Male","205","200","41600","38500"
"In post","2021","Undeclared","Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Finance","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Finance","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Finance","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Operational Delivery","Female","15","10","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Operational Delivery","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Human Resources","Female","255","240","37990","33630"
"In post","2021","Undeclared","Human Resources","Human Resources","Male","115","110","38470","34710"
"In post","2021","Undeclared","Human Resources","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Operational Delivery","Female","30","30","29980","27140"
"In post","2021","Undeclared","Human Resources","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Tax","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","Female","40","35","36800","35440"
"In post","2021","Undeclared","Human Resources","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Internal Audit","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Internal Audit","Male","30","30","51940","50060"
"In post","2021","Undeclared","Internal Audit","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Legal","Female","180","160","53330","52320"
"In post","2021","Undeclared","Legal","Legal","Male","115","110","57170","59480"
"In post","2021","Undeclared","Legal","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Legal","Other","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","Other","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Tax","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","Tax","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Commercial","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Commercial","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","No function","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Economics","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Economics","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","No function","Finance","Female","10","5","[c]","[c]"
"In post","2021","Undeclared","No function","Finance","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","No function","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Intelligence Analysis","Female","50","50","29580","27970"
"In post","2021","Undeclared","No function","Intelligence Analysis","Male","30","30","32740","33520"
"In post","2021","Undeclared","No function","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","International Trade","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","No function","International Trade","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","No function","Knowledge and Information Management","Female","30","25","[c]","[c]"
"In post","2021","Undeclared","No function","Knowledge and Information Management","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","No function","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Medicine","Female","25","20","[c]","[c]"
"In post","2021","Undeclared","No function","Medicine","Male","20","15","[c]","[c]"
"In post","2021","Undeclared","No function","Operational Delivery","Female","4665","4120","27940","25560"
"In post","2021","Undeclared","No function","Operational Delivery","Male","5865","5480","30890","31650"
"In post","2021","Undeclared","No function","Operational Research","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Operational Research","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","No function","Other","Female","60","60","35170","30270"
"In post","2021","Undeclared","No function","Other","Male","100","90","39640","32740"
"In post","2021","Undeclared","No function","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Planning Inspectors","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Planning Inspectors","Male","15","10","[c]","[c]"
"In post","2021","Undeclared","No function","Policy","Female","615","600","43660","39040"
"In post","2021","Undeclared","No function","Policy","Male","645","640","47190","42670"
"In post","2021","Undeclared","No function","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","No function","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Psychology","Female","115","105","37640","31180"
"In post","2021","Undeclared","No function","Psychology","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","No function","Science and Engineering","Female","210","190","40090","37910"
"In post","2021","Undeclared","No function","Science and Engineering","Male","275","270","42830","45870"
"In post","2021","Undeclared","No function","Security","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","No function","Security","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","No function","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","No function","Tax","Female","240","215","36620","32100"
"In post","2021","Undeclared","No function","Tax","Male","375","355","39220","35000"
"In post","2021","Undeclared","No function","Unknown","Female","115","110","38220","32000"
"In post","2021","Undeclared","No function","Unknown","Male","110","105","41700","35590"
"In post","2021","Undeclared","No function","Veterinarian","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","No function","Veterinarian","Male","25","20","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Commercial","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Commercial","Male","30","30","43260","41200"
"In post","2021","Undeclared","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Digital, Data and Technology","Male","30","30","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Finance","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Finance","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Medicine","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Operational Delivery","Female","40","40","35090","28790"
"In post","2021","Undeclared","Project Delivery","Operational Delivery","Male","55","50","34850","30010"
"In post","2021","Undeclared","Project Delivery","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Other","Female","75","70","30380","28080"
"In post","2021","Undeclared","Project Delivery","Other","Male","155","150","34600","31810"
"In post","2021","Undeclared","Project Delivery","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Policy","Female","55","50","50530","50630"
"In post","2021","Undeclared","Project Delivery","Policy","Male","60","55","56780","59160"
"In post","2021","Undeclared","Project Delivery","Project Delivery","Female","370","355","39270","37500"
"In post","2021","Undeclared","Project Delivery","Project Delivery","Male","455","450","42930","40580"
"In post","2021","Undeclared","Project Delivery","Property","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Property","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Science and Engineering","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Science and Engineering","Male","330","320","36830","33490"
"In post","2021","Undeclared","Project Delivery","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Tax","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Operational Delivery","Female","40","35","28370","25180"
"In post","2021","Undeclared","Property","Operational Delivery","Male","50","45","31870","25930"
"In post","2021","Undeclared","Property","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Property","Female","195","175","33370","31050"
"In post","2021","Undeclared","Property","Property","Male","310","300","38070","34610"
"In post","2021","Undeclared","Property","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Security","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Security","Female","95","90","36280","31860"
"In post","2021","Undeclared","Security","Security","Male","530","525","34030","37320"
"In post","2021","Undeclared","Security","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Security","Unknown","Male","30","30","36850","33930"
"In post","2021","Undeclared","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Communications","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Communications","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data and Technology","Male","50","50","47160","43760"
"In post","2021","Undeclared","Unknown","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Human Resources","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Human Resources","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Intelligence Analysis","Female","60","55","31330","28990"
"In post","2021","Undeclared","Unknown","Intelligence Analysis","Male","110","110","35270","32670"
"In post","2021","Undeclared","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Medicine","Female","50","45","47470","37890"
"In post","2021","Undeclared","Unknown","Medicine","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","Operational Delivery","Female","620","545","28990","27100"
"In post","2021","Undeclared","Unknown","Operational Delivery","Male","780","740","30490","27370"
"In post","2021","Undeclared","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Operational Research","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Unknown","Other","Female","400","380","26000","21580"
"In post","2021","Undeclared","Unknown","Other","Male","475","465","27950","25500"
"In post","2021","Undeclared","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Policy","Female","125","120","42930","37760"
"In post","2021","Undeclared","Unknown","Policy","Male","130","130","47700","45200"
"In post","2021","Undeclared","Unknown","Project Delivery","Female","45","40","45430","39240"
"In post","2021","Undeclared","Unknown","Project Delivery","Male","35","35","47340","42500"
"In post","2021","Undeclared","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Property","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Psychology","Female","[c]","[c]","[c]","[c]"
