"Status","Year","Age","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence (excl. agencies)","Unknown","75","[c]","31430","29930"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Crime Agency","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Budget Responsibility","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Gas and Electricity Markets","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Office of the Public Guardian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Heterosexual / straight","140","[c]","37010","35690"
"Leaver CS","2021","30-39","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Public Health England","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Royal Fleet Auxiliary","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Rural Payments Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Courts and Tribunals Service","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Forestry","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Government (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Prison Service","Unknown","30","[c]","28030","25980"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Transport Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","United Kingdom Statistics Authority","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Valuation Office Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Water Services Regulation Authority","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Advisory, Conciliation and Arbitration Service","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Animal and Plant Health Agency","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Cabinet Office (excl. agencies)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Companies House","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Companies House","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Criminal Injuries Compensation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Prosecution Service","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","Heterosexual / straight","30","[c]","39470","34830"
"Leaver CS","2021","40-49","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Equipment and Support","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Defence Science and Technology Laboratory","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","Heterosexual / straight","30","[c]","52820","50130"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Education (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","30","[c]","50750","48580"
"Leaver CS","2021","40-49","Department for International Development","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Development","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for International Trade","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","240","[c]","25730","21010"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department for Work and Pensions (excl. agencies)","Unknown","235","[c]","27190","27570"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Department of Health and Social Care (excl. agencies)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Disclosure Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Licensing Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Driver and Vehicle Standards Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Forestry and Land Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Government Legal Department","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","Heterosexual / straight","75","[c]","29030","22340"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Courts and Tribunals Service","Unknown","45","[c]","25090","21300"
"Leaver CS","2021","40-49","HM Land Registry","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Land Registry","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","Heterosexual / straight","305","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","HM Prison and Probation Service","Undeclared","40","[c]","[c]","[c]"
