"Status","Year","Function_of_post","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Falkirk","50","50","48270","50700"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Glasgow City","1360","1320","43660","39660"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Inverness and Nairn and Moray, Badenoch and Strathspey","90","85","32910","29190"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","70","65","28680","27150"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Na h-Eileanan Siar","30","25","29160","29190"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Orkney Islands","15","15","33560","29190"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Overseas","15","15","76280","70780"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Perth and Kinross and Stirling","120","110","34080","29190"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Scottish Borders","50","45","30960","29190"
"In post","2021","Unknown","Scottish Government (excl. agencies)","Shetland Islands","15","15","30460","28170"
"In post","2021","Unknown","Scottish Government (excl. agencies)","South Ayrshire","50","50","31780","29190"
"In post","2021","Unknown","Scottish Government (excl. agencies)","South Lanarkshire","20","20","32760","29190"
"In post","2021","Unknown","Scottish Government (excl. agencies)","West Lothian","25","25","46160","46600"
"In post","2021","Unknown","Scottish Housing Regulator","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Housing Regulator","Glasgow City","45","45","54220","52480"
"In post","2021","Unknown","Scottish Prison Service","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Public Pensions Agency","Scottish Borders","285","260","29650","26160"
"In post","2021","Unknown","Social Security Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Angus and Dundee City","305","295","28360","24910"
"In post","2021","Unknown","Social Security Scotland","City of Edinburgh","25","25","37380","37620"
"In post","2021","Unknown","Social Security Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","5","5","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Falkirk","5","5","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Glasgow City","725","705","32910","27150"
"In post","2021","Unknown","Social Security Scotland","Inverclyde, East Renfrewshire and Renfrewshire","10","10","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","North Lanarkshire","5","5","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","South Lanarkshire","5","5","[c]","[c]"
"In post","2021","Unknown","Social Security Scotland","West Lothian","5","5","[c]","[c]"
"In post","2021","Unknown","Standards and Testing Agency","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Standards and Testing Agency","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","City of Edinburgh","240","230","29770","26160"
"In post","2021","Unknown","Teaching Regulation Agency","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Transport Scotland","City of Edinburgh","100","95","44930","39660"
"In post","2021","Unknown","Transport Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Transport Scotland","Glasgow City","390","380","44020","42190"
"In post","2021","Unknown","Transport Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Intellectual Property Office","Monmouthshire and Newport","10","10","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","West Surrey","155","150","43500","40060"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Cardiff and Vale of Glamorgan","2900","2745","43340","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Central Valleys","860","820","41280","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Conwy and Denbighshire","420","395","39790","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Flintshire and Wrexham","15","15","40730","47000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Gwent Valleys","230","215","38110","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Gwynedd","110","100","29970","28850"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Isle of Anglesey","10","10","[c]","[c]"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Monmouthshire and Newport","65","60","35140","28850"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Overseas","10","10","58170","60830"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Powys","195","175","34610","28850"
"In post","2021","Unknown","Welsh Government (excl. agencies)","South West Wales","590","560","35510","34490"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Swansea","290","280","41290","37410"
"In post","2021","Unknown","Welsh Government (excl. agencies)","Westminster","5","5","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Cardiff and Vale of Glamorgan","10","10","55440","60830"
"In post","2021","Unknown","Welsh Revenue Authority","Central Valleys","30","30","42190","39310"
"Leaver CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","15","[c]","27760","24920"
"Leaver CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","15","[c]","37940","37280"
"Leaver CS","2021","Analysis","Charity Commission","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Competition and Markets Authority","Tower Hamlets","10","[c]","53770","59010"
"Leaver CS","2021","Analysis","Debt Management Office","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Defence Science and Technology Laboratory","Central Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","25","[c]","28600","24300"
"Leaver CS","2021","Analysis","Department for Digital, Culture, Media and Sport","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Department for International Trade","Westminster","15","[c]","26160","24410"
"Leaver CS","2021","Analysis","Government Actuary's Department","Camden and City of London","15","[c]","43100","32730"
"Leaver CS","2021","Analysis","HM Courts and Tribunals Service","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","HM Treasury (excl. agencies)","Westminster","20","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Insolvency Service","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Insolvency Service","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence (excl. agencies)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence (excl. agencies)","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Defence (excl. agencies)","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Westminster","10","[c]","31550","26340"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Tower Hamlets","20","[c]","43100","40480"
"Leaver CS","2021","Analysis","Ministry of Justice (excl. agencies)","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","National Savings and Investments","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Budget Responsibility","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Office of Gas and Electricity Markets","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","UK Export Finance","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","50","[c]","27550","19130"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","South Hampshire","15","[c]","30640","29540"
"Leaver CS","2021","Analysis","United Kingdom Statistics Authority","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","Birmingham","10","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Water Services Regulation Authority","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","45","[c]","86050","78880"
"Leaver CS","2021","Commercial","Cabinet Office (excl. agencies)","Westminster","10","[c]","65680","66000"
"Leaver CS","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Companies House","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Competition and Markets Authority","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Liverpool","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Monmouthshire and Newport","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Crown Commercial Service","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","10","[c]","50930","42390"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Equipment and Support","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Defence Science and Technology Laboratory","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Department for International Trade","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Driver and Vehicle Licensing Agency","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Driver and Vehicle Standards Agency","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","FCDO Services","Milton Keynes","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Land Registry","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Prison and Probation Service","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","HM Treasury (excl. agencies)","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Cambridgeshire CC","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Central Hampshire","10","[c]","28610","24120"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Defence (excl. agencies)","Wiltshire","10","[c]","32000","30580"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Leeds","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Staffordshire CC","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Ministry of Justice (excl. agencies)","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Crime Agency","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","National Savings and Investments","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Office for Standards in Education, Children's Services and Skills","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Public Health England","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Registers of Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scottish Prison Service","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Submarine Delivery Agency","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Submarine Delivery Agency","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","The National Archives","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","UK Export Finance","Westminster","15","[c]","48320","47120"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","United Kingdom Statistics Authority","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Wilton Park","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Attorney General's Office","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Cabinet Office (excl. agencies)","Westminster","30","[c]","44840","40850"
"Leaver CS","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Companies House","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Competition and Markets Authority","Tower Hamlets","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Commercial Service","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Prosecution Service","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Crown Prosecution Service","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Equipment and Support","Harrow and Hillingdon","15","[c]","22470","19940"
"Leaver CS","2021","Communications","Defence Equipment and Support","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Science and Technology Laboratory","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Defence Science and Technology Laboratory","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Digital, Culture, Media and Sport","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","10","[c]","40320","38750"
"Leaver CS","2021","Communications","Department for International Trade","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Department for International Trade","Westminster","10","[c]","48680","39300"
"Leaver CS","2021","Communications","Department for Transport (excl. agencies)","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Licensing Agency","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Driver and Vehicle Standards Agency","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","FCDO Services","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Food Standards Agency","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Forestry and Land Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Government Legal Department","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Health and Safety Executive","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Courts and Tribunals Service","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Land Registry","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","HM Treasury (excl. agencies)","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Insolvency Service","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Insolvency Service","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Maritime and Coastguard Agency","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Devon CC","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Defence (excl. agencies)","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Ministry of Justice (excl. agencies)","Westminster","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","National Infrastructure Commission","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","National Savings and Investments","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education, Children's Services and Skills","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office for Standards in Education, Children's Services and Skills","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Qualifications and Examinations Regulation","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Office of Rail and Road","Tower Hamlets","[c]","[c]","[c]","[c]"
