"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Operational Research","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6/G7","G7","10","[c]","53070","46890"
"Leaver CS","2021","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA/AO","AA","180","[c]","19150","18800"
"Leaver CS","2021","Other","AA/AO","AO","305","[c]","21680","21130"
"Leaver CS","2021","Other","EO","EO","425","[c]","27180","27510"
"Leaver CS","2021","Other","G6/G7","G6","20","[c]","74310","71780"
"Leaver CS","2021","Other","G6/G7","G7","35","[c]","57030","58030"
"Leaver CS","2021","Other","SCS level","SCS level","20","[c]","109100","105580"
"Leaver CS","2021","Other","SEO/HEO","HEO","235","[c]","34030","33580"
"Leaver CS","2021","Other","SEO/HEO","SEO","80","[c]","39990","40670"
"Leaver CS","2021","Other","Unknown","Unknown","170","[c]","35750","32700"
"Leaver CS","2021","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA/AO","AO","65","[c]","22410","23450"
"Leaver CS","2021","Policy","EO","EO","125","[c]","25150","26960"
"Leaver CS","2021","Policy","G6/G7","G6","70","[c]","69120","66680"
"Leaver CS","2021","Policy","G6/G7","G7","195","[c]","55090","54160"
"Leaver CS","2021","Policy","SCS level","SCS level","70","[c]","90230","81010"
"Leaver CS","2021","Policy","SEO/HEO","HEO","175","[c]","33820","33350"
"Leaver CS","2021","Policy","SEO/HEO","SEO","115","[c]","40510","40260"
"Leaver CS","2021","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AA/AO","AO","25","[c]","21740","21730"
"Leaver CS","2021","Project Delivery","EO","EO","75","[c]","23470","25970"
"Leaver CS","2021","Project Delivery","G6/G7","G6","25","[c]","69600","69750"
"Leaver CS","2021","Project Delivery","G6/G7","G7","65","[c]","54180","54390"
"Leaver CS","2021","Project Delivery","SCS level","SCS level","20","[c]","100810","95620"
"Leaver CS","2021","Project Delivery","SEO/HEO","HEO","110","[c]","32330","32530"
"Leaver CS","2021","Project Delivery","SEO/HEO","SEO","115","[c]","40880","40540"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","15","[c]","42170","40040"
"Leaver CS","2021","Property","AA/AO","AA","60","[c]","18430","18350"
"Leaver CS","2021","Property","AA/AO","AO","25","[c]","21470","21100"
"Leaver CS","2021","Property","EO","EO","145","[c]","25970","25900"
"Leaver CS","2021","Property","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","G6/G7","G7","35","[c]","55480","56320"
"Leaver CS","2021","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO/HEO","HEO","75","[c]","33670","33300"
"Leaver CS","2021","Property","SEO/HEO","SEO","75","[c]","43050","43000"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO/HEO","SEO","35","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA/AO","AA","75","[c]","17840","17180"
"Leaver CS","2021","Science and Engineering","AA/AO","AO","155","[c]","21540","21570"
"Leaver CS","2021","Science and Engineering","EO","EO","110","[c]","24890","25190"
"Leaver CS","2021","Science and Engineering","G6/G7","G6","15","[c]","71570","70030"
"Leaver CS","2021","Science and Engineering","G6/G7","G7","65","[c]","53150","53110"
"Leaver CS","2021","Science and Engineering","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO/HEO","HEO","190","[c]","32120","32420"
"Leaver CS","2021","Science and Engineering","SEO/HEO","SEO","150","[c]","40980","40710"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","30","[c]","36870","35860"
"Leaver CS","2021","Security","AA/AO","AA","125","[c]","19990","19560"
"Leaver CS","2021","Security","AA/AO","AO","180","[c]","33140","38120"
"Leaver CS","2021","Security","EO","EO","45","[c]","32400","29080"
"Leaver CS","2021","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","SEO/HEO","HEO","25","[c]","39870","35830"
"Leaver CS","2021","Security","SEO/HEO","SEO","15","[c]","41660","40580"
"Leaver CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO/HEO","SEO","15","[c]","40060","39820"
"Leaver CS","2021","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AA/AO","AO","15","[c]","21610","20920"
"Leaver CS","2021","Statistics","EO","EO","10","[c]","26180","27810"
"Leaver CS","2021","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO/HEO","HEO","10","[c]","31440","31700"
"Leaver CS","2021","Statistics","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","AA","360","[c]","20950","21150"
"Leaver CS","2021","Unknown","AA/AO","AO","4735","[c]","21320","21010"
"Leaver CS","2021","Unknown","EO","EO","3515","[c]","27920","27570"
"Leaver CS","2021","Unknown","G6/G7","G6","305","[c]","71160","70630"
"Leaver CS","2021","Unknown","G6/G7","G7","575","[c]","55360","54780"
"Leaver CS","2021","Unknown","SCS level","SCS level","170","[c]","98150","86850"
"Leaver CS","2021","Unknown","SEO/HEO","HEO","1445","[c]","33230","33450"
"Leaver CS","2021","Unknown","SEO/HEO","SEO","735","[c]","41090","40640"
"Leaver CS","2021","Unknown","Unknown","Unknown","420","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO/HEO","SEO","15","[c]","44480","44720"
"Leaver Dept.","2021","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","EO","20","[c]","24030","24280"
"Leaver Dept.","2021","Commercial","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G6/G7","G7","25","[c]","49900","52060"
"Leaver Dept.","2021","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO/HEO","HEO","40","[c]","29210","30040"
"Leaver Dept.","2021","Commercial","SEO/HEO","SEO","60","[c]","40090","40580"
"Leaver Dept.","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","EO","25","[c]","26690","26920"
"Leaver Dept.","2021","Communications","G6/G7","G6","10","[c]","71540","71980"
"Leaver Dept.","2021","Communications","G6/G7","G7","35","[c]","53610","53120"
"Leaver Dept.","2021","Communications","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO/HEO","HEO","55","[c]","34200","33120"
"Leaver Dept.","2021","Communications","SEO/HEO","SEO","60","[c]","41980","41010"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","EO","30","[c]","26860","26670"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","G6","20","[c]","70360","65600"
"Leaver Dept.","2021","Digital, Data and Technology","G6/G7","G7","50","[c]","54590","53590"
"Leaver Dept.","2021","Digital, Data and Technology","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","HEO","50","[c]","33110","32540"
"Leaver Dept.","2021","Digital, Data and Technology","SEO/HEO","SEO","40","[c]","41310","40690"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6/G7","G6","10","[c]","65240","63880"
"Leaver Dept.","2021","Economics","G6/G7","G7","45","[c]","54710","53600"
"Leaver Dept.","2021","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO/HEO","HEO","55","[c]","32480","32560"
"Leaver Dept.","2021","Economics","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","EO","30","[c]","26050","26200"
"Leaver Dept.","2021","Finance","G6/G7","G6","15","[c]","67850","67220"
"Leaver Dept.","2021","Finance","G6/G7","G7","65","[c]","56240","53870"
"Leaver Dept.","2021","Finance","SCS level","SCS level","15","[c]","86030","77780"
"Leaver Dept.","2021","Finance","SEO/HEO","HEO","45","[c]","33590","33500"
"Leaver Dept.","2021","Finance","SEO/HEO","SEO","50","[c]","43290","43290"
"Leaver Dept.","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AA/AO","AO","35","[c]","21560","20920"
"Leaver Dept.","2021","Human Resources","EO","EO","45","[c]","26170","26350"
"Leaver Dept.","2021","Human Resources","G6/G7","G6","15","[c]","65050","64990"
"Leaver Dept.","2021","Human Resources","G6/G7","G7","60","[c]","55280","54280"
"Leaver Dept.","2021","Human Resources","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO/HEO","HEO","95","[c]","31690","31860"
"Leaver Dept.","2021","Human Resources","SEO/HEO","SEO","60","[c]","41520","39850"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","EO","15","[c]","27000","27220"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","HEO","20","[c]","35290","35050"
"Leaver Dept.","2021","Intelligence Analysis","SEO/HEO","SEO","10","[c]","42250","41820"
"Leaver Dept.","2021","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6/G7","G6","15","[c]","62200","62360"
"Leaver Dept.","2021","International Trade","G6/G7","G7","45","[c]","52570","51970"
"Leaver Dept.","2021","International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO/HEO","HEO","30","[c]","32030","31460"
"Leaver Dept.","2021","International Trade","SEO/HEO","SEO","30","[c]","38610","38540"
"Leaver Dept.","2021","Knowledge and Information Management","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","G6/G7","G7","10","[c]","54040","52850"
"Leaver Dept.","2021","Knowledge and Information Management","SEO/HEO","HEO","10","[c]","31040","32740"
"Leaver Dept.","2021","Knowledge and Information Management","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6/G7","G6","30","[c]","67150","65490"
"Leaver Dept.","2021","Legal","G6/G7","G7","50","[c]","54880","52990"
"Leaver Dept.","2021","Legal","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO/HEO","SEO","15","[c]","38480","38690"
"Leaver Dept.","2021","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","AA/AO","AA","60","[c]","18210","17540"
"Leaver Dept.","2021","Operational Delivery","AA/AO","AO","760","[c]","20970","21010"
"Leaver Dept.","2021","Operational Delivery","EO","EO","495","[c]","25460","24890"
"Leaver Dept.","2021","Operational Delivery","G6/G7","G6","25","[c]","66050","66170"
"Leaver Dept.","2021","Operational Delivery","G6/G7","G7","115","[c]","54140","53380"
"Leaver Dept.","2021","Operational Delivery","SCS level","SCS level","25","[c]","95180","84610"
"Leaver Dept.","2021","Operational Delivery","SEO/HEO","HEO","305","[c]","31340","30850"
"Leaver Dept.","2021","Operational Delivery","SEO/HEO","SEO","135","[c]","40230","39080"
"Leaver Dept.","2021","Operational Delivery","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6/G7","G7","15","[c]","56120","56810"
"Leaver Dept.","2021","Operational Research","SEO/HEO","HEO","20","[c]","33170","33000"
"Leaver Dept.","2021","Operational Research","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","AA/AO","AO","35","[c]","21510","20970"
"Leaver Dept.","2021","Other","EO","EO","90","[c]","26010","26960"
"Leaver Dept.","2021","Other","G6/G7","G6","15","[c]","67430","68720"
"Leaver Dept.","2021","Other","G6/G7","G7","35","[c]","54950","55440"
"Leaver Dept.","2021","Other","SCS level","SCS level","15","[c]","89030","78830"
"Leaver Dept.","2021","Other","SEO/HEO","HEO","75","[c]","31210","32000"
"Leaver Dept.","2021","Other","SEO/HEO","SEO","40","[c]","38160","37820"
"Leaver Dept.","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","AA/AO","AO","25","[c]","22360","21610"
"Leaver Dept.","2021","Policy","EO","EO","185","[c]","27760","27440"
"Leaver Dept.","2021","Policy","G6/G7","G6","130","[c]","64040","64220"
"Leaver Dept.","2021","Policy","G6/G7","G7","420","[c]","53740","53320"
"Leaver Dept.","2021","Policy","SCS level","SCS level","90","[c]","85990","76550"
"Leaver Dept.","2021","Policy","SEO/HEO","HEO","525","[c]","33490","33120"
"Leaver Dept.","2021","Policy","SEO/HEO","SEO","290","[c]","40350","39910"
"Leaver Dept.","2021","Policy","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","EO","60","[c]","24590","25370"
"Leaver Dept.","2021","Project Delivery","G6/G7","G6","35","[c]","68590","68040"
"Leaver Dept.","2021","Project Delivery","G6/G7","G7","80","[c]","53970","54550"
"Leaver Dept.","2021","Project Delivery","SCS level","SCS level","10","[c]","91470","88370"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","HEO","125","[c]","30700","31430"
"Leaver Dept.","2021","Project Delivery","SEO/HEO","SEO","95","[c]","39840","40320"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","EO","15","[c]","25600","25860"
"Leaver Dept.","2021","Property","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO/HEO","HEO","20","[c]","31980","32860"
"Leaver Dept.","2021","Property","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","EO","EO","25","[c]","24600","26190"
"Leaver Dept.","2021","Science and Engineering","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","G6/G7","G7","30","[c]","51390","52180"
"Leaver Dept.","2021","Science and Engineering","SEO/HEO","HEO","45","[c]","30250","29750"
"Leaver Dept.","2021","Science and Engineering","SEO/HEO","SEO","25","[c]","38220","38120"
"Leaver Dept.","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","AO","10","[c]","26900","25630"
"Leaver Dept.","2021","Security","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","HEO","15","[c]","31590","32000"
"Leaver Dept.","2021","Security","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","SEO/HEO","HEO","20","[c]","32780","32560"
"Leaver Dept.","2021","Social Research","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","EO","EO","20","[c]","28450","27850"
"Leaver Dept.","2021","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","G6/G7","G7","20","[c]","55870","55630"
"Leaver Dept.","2021","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","SEO/HEO","HEO","35","[c]","33430","33280"
"Leaver Dept.","2021","Statistics","SEO/HEO","SEO","20","[c]","41910","42930"
"Leaver Dept.","2021","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","AO","1155","[c]","21270","21010"
"Leaver Dept.","2021","Unknown","EO","EO","1295","[c]","27760","27570"
"Leaver Dept.","2021","Unknown","G6/G7","G6","210","[c]","66300","65960"
"Leaver Dept.","2021","Unknown","G6/G7","G7","620","[c]","54940","54700"
"Leaver Dept.","2021","Unknown","SCS level","SCS level","140","[c]","84800","78070"
"Leaver Dept.","2021","Unknown","SEO/HEO","HEO","1490","[c]","32710","32000"
"Leaver Dept.","2021","Unknown","SEO/HEO","SEO","450","[c]","40030","40600"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","115","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA/AO","AO","30","[c]","21030","20920"
"New entrant CS","2021","Commercial","EO","EO","90","[c]","25080","25380"
"New entrant CS","2021","Commercial","G6/G7","G6","10","[c]","64880","65440"
"New entrant CS","2021","Commercial","G6/G7","G7","50","[c]","53350","53360"
"New entrant CS","2021","Commercial","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SEO/HEO","HEO","95","[c]","31540","31900"
"New entrant CS","2021","Commercial","SEO/HEO","SEO","145","[c]","39880","40000"
"New entrant CS","2021","Commercial","Unknown","Unknown","35","[c]","33790","26670"
"New entrant CS","2021","Communications","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","AO","45","[c]","21890","21100"
"New entrant CS","2021","Communications","EO","EO","140","[c]","26480","27200"
"New entrant CS","2021","Communications","G6/G7","G6","25","[c]","66880","66230"
"New entrant CS","2021","Communications","G6/G7","G7","55","[c]","54170","53500"
"New entrant CS","2021","Communications","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","HEO","125","[c]","33480","32650"
"New entrant CS","2021","Communications","SEO/HEO","SEO","75","[c]","41960","41980"
"New entrant CS","2021","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","EO","15","[c]","26560","26090"
"New entrant CS","2021","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","HEO","25","[c]","31920","31000"
"New entrant CS","2021","Counter Fraud","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","AA","15","[c]","21300","21040"
"New entrant CS","2021","Digital, Data and Technology","AA/AO","AO","80","[c]","21370","20920"
"New entrant CS","2021","Digital, Data and Technology","EO","EO","370","[c]","26270","25560"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","G6","70","[c]","70390","68770"
"New entrant CS","2021","Digital, Data and Technology","G6/G7","G7","420","[c]","56300","55050"
"New entrant CS","2021","Digital, Data and Technology","SCS level","SCS level","25","[c]","97210","93820"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","HEO","400","[c]","32560","31810"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","SEO","460","[c]","41130","40230"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Unknown","10","[c]","38200","38630"
"New entrant CS","2021","Economics","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","AO","80","[c]","21840","22500"
"New entrant CS","2021","Economics","EO","EO","65","[c]","26370","26250"
"New entrant CS","2021","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","G7","35","[c]","55490","53130"
"New entrant CS","2021","Economics","SEO/HEO","HEO","285","[c]","32960","32790"
