"Status","Year","Age","Ethnicity","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Other ethnicity","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","London","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","East of England","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","London","45","45","30410","31060"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","South East (England)","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department for Work and Pensions","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","London","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Foreign, Commonwealth and Development Office","London","20","20","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","London","15","15","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Treasury","London","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","London","20","20","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","North West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Home Office","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","South East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","South West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Housing, Communities and Local Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Housing, Communities and Local Government","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Housing, Communities and Local Government","London","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Housing, Communities and Local Government","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Housing, Communities and Local Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Housing, Communities and Local Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Housing, Communities and Local Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","East of England","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","London","30","30","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office for Standards in Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office for Standards in Education","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office for Standards in Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office for Standards in Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office for Standards in Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office for Standards in Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Other Cabinet Office Agencies","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Other Cabinet Office Agencies","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Other Cabinet Office Agencies","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Other Cabinet Office Agencies","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Other Cabinet Office Agencies","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Other Cabinet Office Agencies","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Scotland Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Scottish Government","Scotland","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","UK Export Finance","London","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","United Kingdom Statistics Authority","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","United Kingdom Statistics Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Wales Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Welsh Government","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Attorney General's Departments","London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Cabinet Office","London","35","35","42000","39030"
"In post","2021","20-29","Undeclared","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Competition and Markets Authority","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","London","55","55","43880","40050"
"In post","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","South West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","Wales","15","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Education","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Education","North West (England)","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Education","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Education","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","London","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for International Trade","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Transport","London","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Transport","Scotland","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Transport","South East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Transport","Wales","45","45","25930","22790"
"In post","2021","20-29","Undeclared","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","London","35","35","31360","31060"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","North East (England)","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","North West (England)","35","35","25300","27570"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","Scotland","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","South East (England)","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","South West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","Wales","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Department for Work and Pensions","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","London","25","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","South West (England)","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Foreign, Commonwealth and Development Office","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","London","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","North East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","North West (England)","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","Wales","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","HM Revenue and Customs","West Midlands (England)","10","10","[c]","[c]"
