"Status","Year","Age","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","West Central Scotland","AA/AO","AA","115","95","20320","20070"
"In post","2021","60-64","West Central Scotland","AA/AO","AO","560","435","21620","21010"
"In post","2021","60-64","West Central Scotland","EO","EO","455","325","28320","27570"
"In post","2021","60-64","West Central Scotland","G6/G7","G6","40","35","71180","71490"
"In post","2021","60-64","West Central Scotland","G6/G7","G7","45","40","57870","56640"
"In post","2021","60-64","West Central Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","West Central Scotland","SEO/HEO","HEO","180","140","34780","34290"
"In post","2021","60-64","West Central Scotland","SEO/HEO","SEO","110","95","44860","45110"
"In post","2021","60-64","West Central Scotland","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","West Midlands","AA/AO","AA","75","65","18680","17990"
"In post","2021","60-64","West Midlands","AA/AO","AO","415","335","21160","21010"
"In post","2021","60-64","West Midlands","EO","EO","455","360","27260","27570"
"In post","2021","60-64","West Midlands","G6/G7","G6","30","30","70050","68720"
"In post","2021","60-64","West Midlands","G6/G7","G7","85","75","55180","53720"
"In post","2021","60-64","West Midlands","SCS level","SCS level","10","10","126160","119670"
"In post","2021","60-64","West Midlands","SEO/HEO","HEO","150","120","33270","33180"
"In post","2021","60-64","West Midlands","SEO/HEO","SEO","90","80","41970","40920"
"In post","2021","60-64","West Midlands","Unknown","Unknown","55","45","29050","28200"
"In post","2021","60-64","West Wales and The Valleys","AA/AO","AA","200","135","18380","18060"
"In post","2021","60-64","West Wales and The Valleys","AA/AO","AO","510","385","21730","21590"
"In post","2021","60-64","West Wales and The Valleys","EO","EO","320","230","27400","27570"
"In post","2021","60-64","West Wales and The Valleys","G6/G7","G6","10","10","77870","74730"
"In post","2021","60-64","West Wales and The Valleys","G6/G7","G7","60","55","59650","60830"
"In post","2021","60-64","West Wales and The Valleys","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","60-64","West Wales and The Valleys","SEO/HEO","HEO","135","105","34660","33840"
"In post","2021","60-64","West Wales and The Valleys","SEO/HEO","SEO","115","100","44610","46520"
"In post","2021","60-64","West Wales and The Valleys","Unknown","Unknown","45","40","29490","28200"
"In post","2021","60-64","West Yorkshire","AA/AO","AA","80","60","19570","20070"
"In post","2021","60-64","West Yorkshire","AA/AO","AO","360","275","22190","21010"
"In post","2021","60-64","West Yorkshire","EO","EO","350","265","27410","27570"
"In post","2021","60-64","West Yorkshire","G6/G7","G6","30","25","65610","64670"
"In post","2021","60-64","West Yorkshire","G6/G7","G7","65","50","52900","52580"
"In post","2021","60-64","West Yorkshire","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","60-64","West Yorkshire","SEO/HEO","HEO","160","115","33680","33770"
"In post","2021","60-64","West Yorkshire","SEO/HEO","SEO","85","70","40220","39580"
"In post","2021","60-64","West Yorkshire","Unknown","Unknown","40","30","31570","28200"
"In post","2021","65+","Bedfordshire and Hertfordshire","AA/AO","AA","15","10","18980","17990"
"In post","2021","65+","Bedfordshire and Hertfordshire","AA/AO","AO","35","30","24340","24360"
"In post","2021","65+","Bedfordshire and Hertfordshire","EO","EO","55","40","29540","29530"
"In post","2021","65+","Bedfordshire and Hertfordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Bedfordshire and Hertfordshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Bedfordshire and Hertfordshire","SEO/HEO","HEO","15","15","37060","35090"
"In post","2021","65+","Bedfordshire and Hertfordshire","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2021","65+","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AA","50","45","19910","19560"
"In post","2021","65+","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","AO","100","85","23080","22080"
"In post","2021","65+","Berkshire, Buckinghamshire and Oxfordshire","EO","EO","70","60","28160","27670"
"In post","2021","65+","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","65+","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","G7","30","20","59060","57760"
"In post","2021","65+","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HEO","45","40","35070","34640"
"In post","2021","65+","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","SEO","35","25","43340","42430"
"In post","2021","65+","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","15","10","37180","40080"
"In post","2021","65+","Cheshire","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","65+","Cheshire","AA/AO","AO","25","15","24040","21050"
"In post","2021","65+","Cheshire","EO","EO","15","15","28740","27570"
"In post","2021","65+","Cheshire","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2021","65+","Cheshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cornwall and Isles of Scilly","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","65+","Cornwall and Isles of Scilly","AA/AO","AO","20","15","21050","21010"
"In post","2021","65+","Cornwall and Isles of Scilly","EO","EO","20","15","26740","27570"
"In post","2021","65+","Cornwall and Isles of Scilly","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cornwall and Isles of Scilly","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cumbria","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","65+","Cumbria","AA/AO","AO","15","15","22480","21050"
"In post","2021","65+","Cumbria","EO","EO","15","10","26510","26930"
"In post","2021","65+","Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cumbria","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","65+","Cumbria","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Derbyshire and Nottinghamshire","AA/AO","AA","15","10","18810","19440"
"In post","2021","65+","Derbyshire and Nottinghamshire","AA/AO","AO","80","60","20960","21010"
"In post","2021","65+","Derbyshire and Nottinghamshire","EO","EO","70","50","26900","27570"
"In post","2021","65+","Derbyshire and Nottinghamshire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","65+","Derbyshire and Nottinghamshire","G6/G7","G7","15","10","60570","58130"
"In post","2021","65+","Derbyshire and Nottinghamshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Derbyshire and Nottinghamshire","SEO/HEO","HEO","30","20","33580","33840"
"In post","2021","65+","Derbyshire and Nottinghamshire","SEO/HEO","SEO","15","10","45310","42520"
"In post","2021","65+","Derbyshire and Nottinghamshire","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Devon","AA/AO","AA","30","20","19180","19560"
"In post","2021","65+","Devon","AA/AO","AO","75","55","22270","21010"
"In post","2021","65+","Devon","EO","EO","65","50","25740","26780"
"In post","2021","65+","Devon","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","65+","Devon","G6/G7","G7","10","5","[c]","[c]"
"In post","2021","65+","Devon","SEO/HEO","HEO","25","15","35380","33860"
"In post","2021","65+","Devon","SEO/HEO","SEO","15","15","43150","42840"
"In post","2021","65+","Devon","Unknown","Unknown","10","5","34220","37170"
"In post","2021","65+","Dorset and Somerset","AA/AO","AA","30","25","19590","20060"
"In post","2021","65+","Dorset and Somerset","AA/AO","AO","45","35","22170","21010"
"In post","2021","65+","Dorset and Somerset","EO","EO","70","50","26980","27470"
"In post","2021","65+","Dorset and Somerset","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Dorset and Somerset","SEO/HEO","HEO","45","40","34320","33340"
"In post","2021","65+","Dorset and Somerset","SEO/HEO","SEO","10","10","42840","42790"
"In post","2021","65+","Dorset and Somerset","Unknown","Unknown","10","10","28130","27760"
"In post","2021","65+","East Anglia","AA/AO","AA","75","55","18890","18800"
"In post","2021","65+","East Anglia","AA/AO","AO","105","85","22590","21430"
"In post","2021","65+","East Anglia","EO","EO","90","65","27520","27570"
"In post","2021","65+","East Anglia","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","65+","East Anglia","G6/G7","G7","10","10","66040","65740"
"In post","2021","65+","East Anglia","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","East Anglia","SEO/HEO","HEO","50","35","34580","34060"
"In post","2021","65+","East Anglia","SEO/HEO","SEO","25","20","43470","42650"
"In post","2021","65+","East Anglia","Unknown","Unknown","25","15","27310","24070"
"In post","2021","65+","East Wales","AA/AO","AA","30","20","19120","20060"
"In post","2021","65+","East Wales","AA/AO","AO","160","120","21650","21430"
"In post","2021","65+","East Wales","EO","EO","125","85","27740","27570"
"In post","2021","65+","East Wales","G6/G7","G6","10","10","72810","74730"
"In post","2021","65+","East Wales","G6/G7","G7","25","20","60210","60830"
"In post","2021","65+","East Wales","SCS level","SCS level","10","10","103720","98700"
"In post","2021","65+","East Wales","SEO/HEO","HEO","50","35","34940","35000"
"In post","2021","65+","East Wales","SEO/HEO","SEO","30","25","43770","43110"
"In post","2021","65+","East Wales","Unknown","Unknown","15","10","28760","28200"
"In post","2021","65+","East Yorkshire and Northern Lincolnshire","AA/AO","AA","20","15","20710","20600"
"In post","2021","65+","East Yorkshire and Northern Lincolnshire","AA/AO","AO","25","20","24030","21710"
"In post","2021","65+","East Yorkshire and Northern Lincolnshire","EO","EO","35","25","27530","27380"
"In post","2021","65+","East Yorkshire and Northern Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","65+","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Eastern Scotland","AA/AO","AA","65","55","20870","20810"
"In post","2021","65+","Eastern Scotland","AA/AO","AO","125","100","22850","21580"
"In post","2021","65+","Eastern Scotland","EO","EO","100","80","28960","28130"
"In post","2021","65+","Eastern Scotland","G6/G7","G6","10","10","73960","73940"
"In post","2021","65+","Eastern Scotland","G6/G7","G7","25","20","58640","61010"
"In post","2021","65+","Eastern Scotland","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Eastern Scotland","SEO/HEO","HEO","45","35","35790","35110"
"In post","2021","65+","Eastern Scotland","SEO/HEO","SEO","40","30","46440","46600"
"In post","2021","65+","Essex","AA/AO","AA","25","20","18550","17430"
"In post","2021","65+","Essex","AA/AO","AO","50","35","22320","21440"
"In post","2021","65+","Essex","EO","EO","70","50","29370","29050"
"In post","2021","65+","Essex","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Essex","SEO/HEO","HEO","20","15","36370","35000"
"In post","2021","65+","Essex","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","65+","Essex","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","45","40","18970","19560"
"In post","2021","65+","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","105","85","21500","21130"
"In post","2021","65+","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","145","110","27070","27570"
"In post","2021","65+","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","65","45","69250","69850"
"In post","2021","65+","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","65","55","55380","54170"
"In post","2021","65+","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","110","90","33910","33730"
"In post","2021","65+","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","100","75","42200","41620"
"In post","2021","65+","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","45","40","39380","37170"
"In post","2021","65+","Greater Manchester","AA/AO","AA","35","20","18770","19600"
"In post","2021","65+","Greater Manchester","AA/AO","AO","125","90","21280","21010"
"In post","2021","65+","Greater Manchester","EO","EO","110","80","27250","27570"
"In post","2021","65+","Greater Manchester","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","65+","Greater Manchester","G6/G7","G7","15","10","58610","55710"
"In post","2021","65+","Greater Manchester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Greater Manchester","SEO/HEO","HEO","50","35","34040","34290"
"In post","2021","65+","Greater Manchester","SEO/HEO","SEO","25","15","41220","40830"
"In post","2021","65+","Greater Manchester","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Hampshire and Isle of Wight","AA/AO","AA","115","80","19500","19520"
"In post","2021","65+","Hampshire and Isle of Wight","AA/AO","AO","235","165","20820","20140"
"In post","2021","65+","Hampshire and Isle of Wight","EO","EO","160","130","27660","27160"
"In post","2021","65+","Hampshire and Isle of Wight","G6/G7","G6","10","5","[c]","[c]"
"In post","2021","65+","Hampshire and Isle of Wight","G6/G7","G7","45","35","56830","55320"
"In post","2021","65+","Hampshire and Isle of Wight","SEO/HEO","HEO","80","70","33910","33630"
"In post","2021","65+","Hampshire and Isle of Wight","SEO/HEO","SEO","45","40","42490","40860"
"In post","2021","65+","Hampshire and Isle of Wight","Unknown","Unknown","15","15","42410","38460"
"In post","2021","65+","Herefordshire, Worcestershire and Warwickshire","AA/AO","AA","20","15","18740","18800"
"In post","2021","65+","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","35","30","22110","20950"
"In post","2021","65+","Herefordshire, Worcestershire and Warwickshire","EO","EO","40","35","26470","26930"
"In post","2021","65+","Herefordshire, Worcestershire and Warwickshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","10","10","32650","32140"
"In post","2021","65+","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","65+","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Highlands and Islands","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","65+","Highlands and Islands","AA/AO","AO","20","20","23570","22500"
"In post","2021","65+","Highlands and Islands","EO","EO","10","10","28060","27570"
"In post","2021","65+","Highlands and Islands","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","65+","Highlands and Islands","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Inner London - East","AA/AO","AA","35","30","21860","21150"
"In post","2021","65+","Inner London - East","AA/AO","AO","135","105","26270","25110"
"In post","2021","65+","Inner London - East","EO","EO","110","90","31150","31060"
"In post","2021","65+","Inner London - East","G6/G7","G6","25","20","75370","76160"
"In post","2021","65+","Inner London - East","G6/G7","G7","30","25","59570","60150"
"In post","2021","65+","Inner London - East","SCS level","SCS level","30","25","100410","91000"
"In post","2021","65+","Inner London - East","SEO/HEO","HEO","45","40","37520","38430"
"In post","2021","65+","Inner London - East","SEO/HEO","SEO","35","30","47760","45960"
"In post","2021","65+","Inner London - East","Unknown","Unknown","30","25","36080","32090"
"In post","2021","65+","Inner London - West","AA/AO","AA","55","50","22060","20600"
"In post","2021","65+","Inner London - West","AA/AO","AO","190","165","25210","24490"
"In post","2021","65+","Inner London - West","EO","EO","160","140","30270","30330"
"In post","2021","65+","Inner London - West","G6/G7","G6","65","55","73280","72780"
"In post","2021","65+","Inner London - West","G6/G7","G7","155","125","61090","60640"
"In post","2021","65+","Inner London - West","SCS level","SCS level","25","25","117200","101000"
"In post","2021","65+","Inner London - West","SEO/HEO","HEO","110","100","37590","37600"
"In post","2021","65+","Inner London - West","SEO/HEO","SEO","95","80","46060","45960"
"In post","2021","65+","Inner London - West","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Kent","AA/AO","AA","30","25","19470","20080"
"In post","2021","65+","Kent","AA/AO","AO","55","45","23120","21710"
"In post","2021","65+","Kent","EO","EO","65","45","29440","28550"
"In post","2021","65+","Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Kent","SEO/HEO","HEO","25","20","36010","36460"
"In post","2021","65+","Kent","SEO/HEO","SEO","10","10","41960","41370"
"In post","2021","65+","Kent","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Lancashire","AA/AO","AA","30","25","20080","20070"
"In post","2021","65+","Lancashire","AA/AO","AO","160","120","21710","21010"
"In post","2021","65+","Lancashire","EO","EO","95","65","27340","27570"
"In post","2021","65+","Lancashire","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","65+","Lancashire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","65+","Lancashire","SEO/HEO","HEO","25","15","35130","34290"
"In post","2021","65+","Lancashire","SEO/HEO","SEO","15","10","41080","41550"
"In post","2021","65+","Lancashire","Unknown","Unknown","10","5","30830","37170"
"In post","2021","65+","Leicestershire, Rutland and Northamptonshire","AA/AO","AA","15","10","18450","18180"
"In post","2021","65+","Leicestershire, Rutland and Northamptonshire","AA/AO","AO","55","45","21460","21010"
"In post","2021","65+","Leicestershire, Rutland and Northamptonshire","EO","EO","30","20","27650","27570"
"In post","2021","65+","Leicestershire, Rutland and Northamptonshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","65+","Leicestershire, Rutland and Northamptonshire","SEO/HEO","HEO","10","10","33990","33650"
"In post","2021","65+","Leicestershire, Rutland and Northamptonshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Lincolnshire","AA/AO","AA","15","15","19430","19560"
"In post","2021","65+","Lincolnshire","AA/AO","AO","35","30","21550","21050"
"In post","2021","65+","Lincolnshire","EO","EO","30","20","28270","27570"
"In post","2021","65+","Lincolnshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Lincolnshire","SEO/HEO","HEO","10","10","34310","33990"
"In post","2021","65+","Lincolnshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Merseyside","AA/AO","AA","65","50","18940","17990"
"In post","2021","65+","Merseyside","AA/AO","AO","225","165","21320","21010"
"In post","2021","65+","Merseyside","EO","EO","150","100","27060","27570"
"In post","2021","65+","Merseyside","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","65+","Merseyside","G6/G7","G7","20","15","57610","58130"
"In post","2021","65+","Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Merseyside","SEO/HEO","HEO","25","20","34170","34290"
"In post","2021","65+","Merseyside","SEO/HEO","SEO","15","10","42880","42410"
"In post","2021","65+","Merseyside","Unknown","Unknown","10","5","[c]","[c]"
"In post","2021","65+","North Eastern Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","North Eastern Scotland","AA/AO","AO","10","10","24570","23920"
"In post","2021","65+","North Eastern Scotland","EO","EO","10","10","27990","27570"
"In post","2021","65+","North Eastern Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","North Eastern Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","North Eastern Scotland","SEO/HEO","SEO","10","5","[c]","[c]"
"In post","2021","65+","North Yorkshire","AA/AO","AA","30","20","18610","18800"
"In post","2021","65+","North Yorkshire","AA/AO","AO","35","30","22140","21050"
"In post","2021","65+","North Yorkshire","EO","EO","25","20","27350","27570"
"In post","2021","65+","North Yorkshire","G6/G7","G7","10","5","61910","59750"
"In post","2021","65+","North Yorkshire","SEO/HEO","HEO","20","15","33720","33300"
"In post","2021","65+","North Yorkshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","65+","North Yorkshire","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Northern Ireland","AA/AO","AA","25","25","19430","19550"
"In post","2021","65+","Northern Ireland","AA/AO","AO","30","25","21210","21430"
"In post","2021","65+","Northern Ireland","EO","EO","15","10","27950","28130"
"In post","2021","65+","Northern Ireland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Northern Ireland","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","65+","Northern Ireland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","65+","Northern Ireland","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","65+","Northumberland and Tyne and Wear","AA/AO","AA","55","40","19540","20070"
"In post","2021","65+","Northumberland and Tyne and Wear","AA/AO","AO","255","180","20920","21010"
"In post","2021","65+","Northumberland and Tyne and Wear","EO","EO","110","75","27260","27570"
"In post","2021","65+","Northumberland and Tyne and Wear","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Northumberland and Tyne and Wear","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","65+","Northumberland and Tyne and Wear","SEO/HEO","HEO","35","25","33930","34290"
"In post","2021","65+","Northumberland and Tyne and Wear","SEO/HEO","SEO","10","10","40610","40220"
"In post","2021","65+","Northumberland and Tyne and Wear","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Outer London - East and North East","AA/AO","AA","20","15","20920","19500"
"In post","2021","65+","Outer London - East and North East","AA/AO","AO","50","35","24740","25110"
"In post","2021","65+","Outer London - East and North East","EO","EO","50","35","30960","31060"
"In post","2021","65+","Outer London - East and North East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Outer London - East and North East","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","65+","Outer London - East and North East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Outer London - South","AA/AO","AA","45","40","21340","22210"
"In post","2021","65+","Outer London - South","AA/AO","AO","130","105","24790","25630"
"In post","2021","65+","Outer London - South","EO","EO","115","90","30420","30330"
"In post","2021","65+","Outer London - South","G6/G7","G6","10","10","75870","73600"
"In post","2021","65+","Outer London - South","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","65+","Outer London - South","SEO/HEO","HEO","35","30","37720","37350"
"In post","2021","65+","Outer London - South","SEO/HEO","SEO","30","25","45790","45790"
"In post","2021","65+","Outer London - South","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Outer London - West and North West","AA/AO","AA","45","35","22150","22210"
"In post","2021","65+","Outer London - West and North West","AA/AO","AO","105","80","24590","25110"
"In post","2021","65+","Outer London - West and North West","EO","EO","140","95","29820","31060"
"In post","2021","65+","Outer London - West and North West","G6/G7","G6","10","10","69040","71760"
"In post","2021","65+","Outer London - West and North West","G6/G7","G7","10","5","[c]","[c]"
"In post","2021","65+","Outer London - West and North West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Outer London - West and North West","SEO/HEO","HEO","35","30","36580","37610"
"In post","2021","65+","Outer London - West and North West","SEO/HEO","SEO","10","10","44230","44800"
"In post","2021","65+","Outer London - West and North West","Unknown","Unknown","10","10","29570","26150"
"In post","2021","65+","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","65+","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Shropshire and Staffordshire","AA/AO","AA","40","30","19470","20600"
"In post","2021","65+","Shropshire and Staffordshire","AA/AO","AO","55","40","21670","21010"
"In post","2021","65+","Shropshire and Staffordshire","EO","EO","60","50","28040","27570"
"In post","2021","65+","Shropshire and Staffordshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Shropshire and Staffordshire","G6/G7","G7","10","5","[c]","[c]"
"In post","2021","65+","Shropshire and Staffordshire","SEO/HEO","HEO","25","15","33600","33300"
"In post","2021","65+","Shropshire and Staffordshire","SEO/HEO","SEO","15","10","44380","42520"
"In post","2021","65+","Shropshire and Staffordshire","Unknown","Unknown","10","10","32820","31260"
"In post","2021","65+","South Yorkshire","AA/AO","AA","15","15","18930","17990"
"In post","2021","65+","South Yorkshire","AA/AO","AO","70","45","21500","21010"
"In post","2021","65+","South Yorkshire","EO","EO","45","30","26930","26780"
"In post","2021","65+","South Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","South Yorkshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","65+","South Yorkshire","SEO/HEO","HEO","20","10","33620","33250"
"In post","2021","65+","South Yorkshire","SEO/HEO","SEO","10","5","43910","44360"
"In post","2021","65+","South Yorkshire","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Southern Scotland","AA/AO","AA","15","10","19540","20070"
"In post","2021","65+","Southern Scotland","AA/AO","AO","70","50","21820","21440"
"In post","2021","65+","Southern Scotland","EO","EO","60","40","27760","27570"
"In post","2021","65+","Southern Scotland","SEO/HEO","HEO","20","10","33560","34110"
"In post","2021","65+","Southern Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Surrey, East and West Sussex","AA/AO","AA","35","30","20290","19880"
"In post","2021","65+","Surrey, East and West Sussex","AA/AO","AO","105","85","23160","21580"
"In post","2021","65+","Surrey, East and West Sussex","EO","EO","105","75","28670","28100"
"In post","2021","65+","Surrey, East and West Sussex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Surrey, East and West Sussex","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","65+","Surrey, East and West Sussex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Surrey, East and West Sussex","SEO/HEO","HEO","20","20","34230","33620"
"In post","2021","65+","Surrey, East and West Sussex","SEO/HEO","SEO","15","10","45590","43630"
"In post","2021","65+","Surrey, East and West Sussex","Unknown","Unknown","10","10","27020","25560"
"In post","2021","65+","Tees Valley and Durham","AA/AO","AA","30","25","18930","18650"
"In post","2021","65+","Tees Valley and Durham","AA/AO","AO","100","75","22620","21430"
"In post","2021","65+","Tees Valley and Durham","EO","EO","45","35","27220","27380"
"In post","2021","65+","Tees Valley and Durham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tees Valley and Durham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Tees Valley and Durham","SEO/HEO","HEO","10","5","34030","34290"
"In post","2021","65+","Tees Valley and Durham","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","65+","Tees Valley and Durham","Unknown","Unknown","10","10","29670","28200"
"In post","2021","65+","Unknown","AA/AO","AA","5","5","[c]","[c]"
