"Status","Year","Age","Disability","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Declared non-disabled","AA/AO","515","[c]","21230","21010"
"Leaver Dept.","2021","20-29","Declared non-disabled","EO","600","[c]","26870","27550"
"Leaver Dept.","2021","20-29","Declared non-disabled","G6/G7","170","[c]","54260","53600"
"Leaver Dept.","2021","20-29","Declared non-disabled","SEO/HEO","1015","[c]","34200","33300"
"Leaver Dept.","2021","20-29","Declared non-disabled","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","EO","35","[c]","27360","27570"
"Leaver Dept.","2021","20-29","Undeclared","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Undeclared","SEO/HEO","105","[c]","34920","34000"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","295","[c]","20990","20880"
"Leaver Dept.","2021","20-29","Unknown","EO","250","[c]","27310","27310"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","120","[c]","53690","53200"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","820","[c]","33090","32000"
"Leaver Dept.","2021","20-29","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","AA/AO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","EO","65","[c]","26530","27030"
"Leaver Dept.","2021","30-39","Declared disabled","G6/G7","70","[c]","56060","53480"
"Leaver Dept.","2021","30-39","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared disabled","SEO/HEO","105","[c]","35540","34200"
"Leaver Dept.","2021","30-39","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Declared non-disabled","AA/AO","385","[c]","21070","21010"
"Leaver Dept.","2021","30-39","Declared non-disabled","EO","445","[c]","26610","27570"
"Leaver Dept.","2021","30-39","Declared non-disabled","G6/G7","595","[c]","56920","54760"
"Leaver Dept.","2021","30-39","Declared non-disabled","SCS level","50","[c]","78200","73900"
"Leaver Dept.","2021","30-39","Declared non-disabled","SEO/HEO","760","[c]","35980","35050"
"Leaver Dept.","2021","30-39","Declared non-disabled","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","EO","45","[c]","26710","27570"
"Leaver Dept.","2021","30-39","Undeclared","G6/G7","40","[c]","55160","55000"
"Leaver Dept.","2021","30-39","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Undeclared","SEO/HEO","80","[c]","37860","38490"
"Leaver Dept.","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","AA/AO","135","[c]","20890","20820"
"Leaver Dept.","2021","30-39","Unknown","EO","110","[c]","26750","26550"
"Leaver Dept.","2021","30-39","Unknown","G6/G7","275","[c]","55400","54280"
"Leaver Dept.","2021","30-39","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","SEO/HEO","375","[c]","35540","33990"
"Leaver Dept.","2021","30-39","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","EO","50","[c]","27010","27570"
"Leaver Dept.","2021","40-49","Declared disabled","G6/G7","40","[c]","59360","57130"
"Leaver Dept.","2021","40-49","Declared disabled","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared disabled","SEO/HEO","85","[c]","36790","36900"
"Leaver Dept.","2021","40-49","Declared disabled","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Declared non-disabled","AA/AO","195","[c]","21180","21010"
"Leaver Dept.","2021","40-49","Declared non-disabled","EO","285","[c]","26960","27570"
"Leaver Dept.","2021","40-49","Declared non-disabled","G6/G7","355","[c]","59050","57950"
"Leaver Dept.","2021","40-49","Declared non-disabled","SCS level","120","[c]","87030","78550"
"Leaver Dept.","2021","40-49","Declared non-disabled","SEO/HEO","405","[c]","36930","35900"
"Leaver Dept.","2021","40-49","Declared non-disabled","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","G6/G7","35","[c]","60200","58660"
"Leaver Dept.","2021","40-49","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","AA/AO","95","[c]","20990","20880"
"Leaver Dept.","2021","40-49","Unknown","EO","65","[c]","26760","26670"
"Leaver Dept.","2021","40-49","Unknown","G6/G7","160","[c]","57130","56730"
"Leaver Dept.","2021","40-49","Unknown","SCS level","40","[c]","88960","79350"
"Leaver Dept.","2021","40-49","Unknown","SEO/HEO","125","[c]","36980","36800"
"Leaver Dept.","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","EO","45","[c]","26590","27570"
"Leaver Dept.","2021","50-59","Declared disabled","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared disabled","SEO/HEO","60","[c]","36540","35330"
"Leaver Dept.","2021","50-59","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Declared non-disabled","AA/AO","145","[c]","21040","21010"
"Leaver Dept.","2021","50-59","Declared non-disabled","EO","195","[c]","27120","27570"
"Leaver Dept.","2021","50-59","Declared non-disabled","G6/G7","195","[c]","59520","59780"
"Leaver Dept.","2021","50-59","Declared non-disabled","SCS level","55","[c]","96800","85710"
"Leaver Dept.","2021","50-59","Declared non-disabled","SEO/HEO","275","[c]","36270","35310"
"Leaver Dept.","2021","50-59","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Undeclared","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","AA/AO","75","[c]","21070","20500"
"Leaver Dept.","2021","50-59","Unknown","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","G6/G7","85","[c]","58520","56770"
"Leaver Dept.","2021","50-59","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","SEO/HEO","95","[c]","37060","36490"
"Leaver Dept.","2021","50-59","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","AA/AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","AA/AO","330","[c]","20990","21010"
"New entrant CS","2021","16-19","Declared non-disabled","EO","100","[c]","25360","25560"
"New entrant CS","2021","16-19","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","AA/AO","310","[c]","20700","20140"
"New entrant CS","2021","16-19","Unknown","EO","75","[c]","21530","23050"
"New entrant CS","2021","16-19","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","AA/AO","555","[c]","21430","21010"
"New entrant CS","2021","20-29","Declared disabled","EO","620","[c]","27700","27570"
"New entrant CS","2021","20-29","Declared disabled","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","SEO/HEO","275","[c]","32680","32540"
"New entrant CS","2021","20-29","Declared disabled","Unknown","55","[c]","23040","22920"
"New entrant CS","2021","20-29","Declared non-disabled","AA/AO","4805","[c]","21720","21010"
"New entrant CS","2021","20-29","Declared non-disabled","EO","4310","[c]","27660","27570"
"New entrant CS","2021","20-29","Declared non-disabled","G6/G7","170","[c]","54080","53180"
"New entrant CS","2021","20-29","Declared non-disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared non-disabled","SEO/HEO","2345","[c]","33550","33000"
"New entrant CS","2021","20-29","Declared non-disabled","Unknown","490","[c]","23390","22920"
"New entrant CS","2021","20-29","Undeclared","AA/AO","200","[c]","21400","21010"
"New entrant CS","2021","20-29","Undeclared","EO","280","[c]","27510","27570"
"New entrant CS","2021","20-29","Undeclared","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Undeclared","SEO/HEO","245","[c]","32740","32450"
"New entrant CS","2021","20-29","Undeclared","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","AA/AO","4160","[c]","21400","20810"
"New entrant CS","2021","20-29","Unknown","EO","2500","[c]","26800","27130"
"New entrant CS","2021","20-29","Unknown","G6/G7","230","[c]","54460","53380"
"New entrant CS","2021","20-29","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","SEO/HEO","2280","[c]","32550","32390"
"New entrant CS","2021","20-29","Unknown","Unknown","335","[c]","23010","22920"
"New entrant CS","2021","30-39","Declared disabled","AA/AO","270","[c]","21230","21010"
"New entrant CS","2021","30-39","Declared disabled","EO","400","[c]","27910","27570"
"New entrant CS","2021","30-39","Declared disabled","G6/G7","60","[c]","55680","54390"
"New entrant CS","2021","30-39","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Declared disabled","SEO/HEO","175","[c]","35070","34490"
"New entrant CS","2021","30-39","Declared disabled","Unknown","35","[c]","24020","22920"
"New entrant CS","2021","30-39","Declared non-disabled","AA/AO","2155","[c]","21970","21010"
"New entrant CS","2021","30-39","Declared non-disabled","EO","2685","[c]","28010","27570"
"New entrant CS","2021","30-39","Declared non-disabled","G6/G7","610","[c]","56700","54700"
"New entrant CS","2021","30-39","Declared non-disabled","SCS level","35","[c]","83000","82100"
"New entrant CS","2021","30-39","Declared non-disabled","SEO/HEO","1630","[c]","35680","35060"
"New entrant CS","2021","30-39","Declared non-disabled","Unknown","245","[c]","25630","22920"
"New entrant CS","2021","30-39","Undeclared","AA/AO","115","[c]","21540","21010"
"New entrant CS","2021","30-39","Undeclared","EO","145","[c]","27920","27570"
"New entrant CS","2021","30-39","Undeclared","G6/G7","65","[c]","56970","54700"
"New entrant CS","2021","30-39","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Undeclared","SEO/HEO","115","[c]","35960","34710"
"New entrant CS","2021","30-39","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","AA/AO","1640","[c]","21760","20810"
"New entrant CS","2021","30-39","Unknown","EO","1205","[c]","27300","27500"
"New entrant CS","2021","30-39","Unknown","G6/G7","585","[c]","56940","54700"
"New entrant CS","2021","30-39","Unknown","SCS level","75","[c]","76400","71000"
"New entrant CS","2021","30-39","Unknown","SEO/HEO","1190","[c]","35880","36340"
"New entrant CS","2021","30-39","Unknown","Unknown","155","[c]","23800","22920"
"New entrant CS","2021","40-49","Declared disabled","AA/AO","190","[c]","21210","21010"
"New entrant CS","2021","40-49","Declared disabled","EO","355","[c]","28000","27570"
"New entrant CS","2021","40-49","Declared disabled","G6/G7","55","[c]","54930","53700"
"New entrant CS","2021","40-49","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared disabled","SEO/HEO","120","[c]","35310","34550"
"New entrant CS","2021","40-49","Declared disabled","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Declared non-disabled","AA/AO","1455","[c]","21780","21010"
"New entrant CS","2021","40-49","Declared non-disabled","EO","2020","[c]","28000","27570"
"New entrant CS","2021","40-49","Declared non-disabled","G6/G7","530","[c]","58660","55000"
"New entrant CS","2021","40-49","Declared non-disabled","SCS level","70","[c]","94220","91970"
"New entrant CS","2021","40-49","Declared non-disabled","SEO/HEO","980","[c]","36570","36330"
"New entrant CS","2021","40-49","Declared non-disabled","Unknown","145","[c]","30920","22920"
"New entrant CS","2021","40-49","Undeclared","AA/AO","80","[c]","22110","21010"
"New entrant CS","2021","40-49","Undeclared","EO","90","[c]","28060","27570"
"New entrant CS","2021","40-49","Undeclared","G6/G7","45","[c]","60850","59160"
"New entrant CS","2021","40-49","Undeclared","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Undeclared","SEO/HEO","80","[c]","35930","36330"
"New entrant CS","2021","40-49","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","AA/AO","1010","[c]","21720","20810"
"New entrant CS","2021","40-49","Unknown","EO","685","[c]","27340","27570"
"New entrant CS","2021","40-49","Unknown","G6/G7","520","[c]","58460","55000"
"New entrant CS","2021","40-49","Unknown","SCS level","110","[c]","91110","76070"
"New entrant CS","2021","40-49","Unknown","SEO/HEO","705","[c]","36790","36740"
"New entrant CS","2021","40-49","Unknown","Unknown","130","[c]","26090","22920"
"New entrant CS","2021","50-59","Declared disabled","AA/AO","190","[c]","20910","21010"
"New entrant CS","2021","50-59","Declared disabled","EO","300","[c]","27990","27570"
"New entrant CS","2021","50-59","Declared disabled","G6/G7","30","[c]","56180","55230"
"New entrant CS","2021","50-59","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared disabled","SEO/HEO","80","[c]","35800","35900"
"New entrant CS","2021","50-59","Declared disabled","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Declared non-disabled","AA/AO","1470","[c]","21350","21010"
"New entrant CS","2021","50-59","Declared non-disabled","EO","1700","[c]","27950","27570"
"New entrant CS","2021","50-59","Declared non-disabled","G6/G7","355","[c]","59210","56520"
"New entrant CS","2021","50-59","Declared non-disabled","SCS level","50","[c]","105150","102250"
"New entrant CS","2021","50-59","Declared non-disabled","SEO/HEO","650","[c]","36630","36330"
"New entrant CS","2021","50-59","Declared non-disabled","Unknown","125","[c]","27160","22920"
"New entrant CS","2021","50-59","Undeclared","AA/AO","70","[c]","21390","21010"
"New entrant CS","2021","50-59","Undeclared","EO","100","[c]","27640","27570"
"New entrant CS","2021","50-59","Undeclared","G6/G7","30","[c]","59110","57660"
"New entrant CS","2021","50-59","Undeclared","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Undeclared","SEO/HEO","70","[c]","35910","35950"
"New entrant CS","2021","50-59","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","AA/AO","880","[c]","21400","20800"
"New entrant CS","2021","50-59","Unknown","EO","590","[c]","28000","27570"
"New entrant CS","2021","50-59","Unknown","G6/G7","315","[c]","59990","56000"
"New entrant CS","2021","50-59","Unknown","SCS level","95","[c]","96430","80000"
"New entrant CS","2021","50-59","Unknown","SEO/HEO","455","[c]","37170","37910"
"New entrant CS","2021","50-59","Unknown","Unknown","120","[c]","25850","22260"
"New entrant CS","2021","60-64","Declared disabled","AA/AO","45","[c]","20640","21010"
"New entrant CS","2021","60-64","Declared disabled","EO","65","[c]","28270","27570"
"New entrant CS","2021","60-64","Declared disabled","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared disabled","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","AA/AO","335","[c]","21060","21010"
"New entrant CS","2021","60-64","Declared non-disabled","EO","260","[c]","27870","27570"
"New entrant CS","2021","60-64","Declared non-disabled","G6/G7","45","[c]","61700","58510"
"New entrant CS","2021","60-64","Declared non-disabled","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Declared non-disabled","SEO/HEO","110","[c]","36650","36330"
"New entrant CS","2021","60-64","Declared non-disabled","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","AA/AO","150","[c]","20740","20380"
"New entrant CS","2021","60-64","Unknown","EO","80","[c]","27330","27570"
"New entrant CS","2021","60-64","Unknown","G6/G7","45","[c]","58240","57430"
"New entrant CS","2021","60-64","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","SEO/HEO","65","[c]","37130","36820"
"New entrant CS","2021","60-64","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","AA/AO","55","[c]","20700","21010"
"New entrant CS","2021","65+","Declared non-disabled","EO","30","[c]","27470","27570"
"New entrant CS","2021","65+","Declared non-disabled","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Declared non-disabled","SEO/HEO","40","[c]","34830","35900"
"New entrant CS","2021","65+","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","AA/AO","35","[c]","20380","20740"
"New entrant CS","2021","65+","Unknown","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
