"Status","Year","Parent_department","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","Heterosexual / straight","30","[c]","36580","35600"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","Heterosexual / straight","55","[c]","36800","38000"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","Unknown","55","[c]","36020","35700"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","G6/G7","Female","Heterosexual / straight","35","[c]","59710","57190"
"Leaver CS","2021","Department for Education","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","G6/G7","Male","Heterosexual / straight","35","[c]","55370","54160"
"Leaver CS","2021","Department for Education","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","G6/G7","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS level","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS level","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SEO/HEO","Female","Heterosexual / straight","55","[c]","37000","36780"
"Leaver CS","2021","Department for Education","SEO/HEO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SEO/HEO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SEO/HEO","Male","Heterosexual / straight","45","[c]","37220","36960"
"Leaver CS","2021","Department for Education","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SEO/HEO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SEO/HEO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Female","Unknown","90","[c]","21880","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Male","Unknown","70","[c]","21620","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Female","Unknown","70","[c]","23580","24920"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Male","Unknown","50","[c]","24730","25260"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Female","Unknown","40","[c]","54760","53530"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Male","Unknown","45","[c]","56960","57500"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","Unknown","80","[c]","35870","35900"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","Unknown","65","[c]","36400","36470"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Female","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS level","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","AA/AO","Female","Heterosexual / straight","100","[c]","20910","21590"
"Leaver CS","2021","Department for Transport","AA/AO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","AA/AO","Female","Undeclared","40","[c]","20380","21590"
"Leaver CS","2021","Department for Transport","AA/AO","Female","Unknown","50","[c]","20990","21590"
"Leaver CS","2021","Department for Transport","AA/AO","Male","Heterosexual / straight","80","[c]","21580","21590"
"Leaver CS","2021","Department for Transport","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","AA/AO","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","AA/AO","Male","Unknown","35","[c]","22220","21590"
"Leaver CS","2021","Department for Transport","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","EO","Female","Heterosexual / straight","30","[c]","27170","26780"
"Leaver CS","2021","Department for Transport","EO","Female","LGBO","[c]","[c]","[c]","[c]"
