"Status","Year","Age","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Property","Ministry of Justice","Female","35","35","37590","36800"
"In post","2021","30-39","Property","Ministry of Justice","Male","20","20","[c]","[c]"
"In post","2021","30-39","Property","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Other Cabinet Office Agencies","Female","5","5","[c]","[c]"
"In post","2021","30-39","Property","Other Cabinet Office Agencies","Male","5","5","[c]","[c]"
"In post","2021","30-39","Property","Scottish Government","Female","50","50","28060","28120"
"In post","2021","30-39","Property","Scottish Government","Male","155","155","29840","28450"
"In post","2021","30-39","Property","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Cabinet Office","Female","70","65","34400","33300"
"In post","2021","30-39","Security","Cabinet Office","Male","75","75","35730","33300"
"In post","2021","30-39","Security","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2021","30-39","Security","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Department for Transport","Female","5","5","[c]","[c]"
"In post","2021","30-39","Security","Department for Transport","Male","25","25","[c]","[c]"
"In post","2021","30-39","Security","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Foreign, Commonwealth and Development Office","Female","35","35","40250","36580"
"In post","2021","30-39","Security","Foreign, Commonwealth and Development Office","Male","80","80","37140","34770"
"In post","2021","30-39","Security","HM Revenue and Customs","Female","10","10","[c]","[c]"
"In post","2021","30-39","Security","HM Revenue and Customs","Male","10","10","[c]","[c]"
"In post","2021","30-39","Security","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Ministry of Defence","Female","195","190","30250","28650"
"In post","2021","30-39","Security","Ministry of Defence","Male","850","850","30720","28890"
"In post","2021","30-39","Security","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Ministry of Justice","Female","105","105","36130","32690"
"In post","2021","30-39","Security","Ministry of Justice","Male","90","90","39100","38160"
"In post","2021","30-39","Security","National Crime Agency","Female","5","5","[c]","[c]"
"In post","2021","30-39","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Attorney General's Departments","Male","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Charity Commission","Female","30","25","[c]","[c]"
"In post","2021","30-39","Unknown","Charity Commission","Male","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Department for Education","Female","95","90","50320","50130"
"In post","2021","30-39","Unknown","Department for Education","Male","55","55","49480","47700"
"In post","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs","Female","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Department for Work and Pensions","Female","8920","7760","27270","27570"
"In post","2021","30-39","Unknown","Department for Work and Pensions","Male","5870","5800","28140","27570"
"In post","2021","30-39","Unknown","Department of Health and Social Care","Female","195","190","43520","40860"
"In post","2021","30-39","Unknown","Department of Health and Social Care","Male","115","110","47170","41040"
"In post","2021","30-39","Unknown","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Foreign, Commonwealth and Development Office","Female","85","85","48880","50940"
"In post","2021","30-39","Unknown","Foreign, Commonwealth and Development Office","Male","40","40","50500","53470"
"In post","2021","30-39","Unknown","HM Treasury","Female","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","HM Treasury","Male","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Home Office","Female","4450","4010","31750","26200"
"In post","2021","30-39","Unknown","Home Office","Male","4135","4085","32340","27370"
"In post","2021","30-39","Unknown","Ministry of Defence","Female","1665","1540","31130","26670"
"In post","2021","30-39","Unknown","Ministry of Defence","Male","1565","1555","35810","33300"
"In post","2021","30-39","Unknown","Other Cabinet Office Agencies","Female","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scotland Office","Female","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Scotland Office","Male","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Government","Female","1620","1515","39000","35110"
"In post","2021","30-39","Unknown","Scottish Government","Male","1245","1235","39000","35110"
"In post","2021","30-39","Unknown","Welsh Government","Female","790","725","37090","37410"
"In post","2021","30-39","Unknown","Welsh Government","Male","480","480","38330","37410"
"In post","2021","40-49","Analysis","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Attorney General's Departments","Male","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Chancellor's other departments","Female","15","15","[c]","[c]"
"In post","2021","40-49","Analysis","Chancellor's other departments","Male","30","25","[c]","[c]"
"In post","2021","40-49","Analysis","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Competition and Markets Authority","Female","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","Competition and Markets Authority","Male","15","15","[c]","[c]"
"In post","2021","40-49","Analysis","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2021","40-49","Analysis","Department for Business, Energy and Industrial Strategy","Male","25","25","[c]","[c]"
"In post","2021","40-49","Analysis","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Department for Digital, Culture, Media and Sport","Male","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","Department for Education","Female","50","45","48110","47250"
"In post","2021","40-49","Analysis","Department for Education","Male","35","35","49240","50380"
"In post","2021","40-49","Analysis","Department for Environment, Food and Rural Affairs","Female","75","65","34740","31070"
"In post","2021","40-49","Analysis","Department for Environment, Food and Rural Affairs","Male","85","85","36920","35900"
"In post","2021","40-49","Analysis","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","Department for International Trade","Male","15","15","[c]","[c]"
"In post","2021","40-49","Analysis","Department for Transport","Female","50","40","51460","54820"
"In post","2021","40-49","Analysis","Department for Transport","Male","50","50","50530","54430"
"In post","2021","40-49","Analysis","Department for Work and Pensions","Female","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Department of Health and Social Care","Female","40","35","56040","55680"
"In post","2021","40-49","Analysis","Department of Health and Social Care","Male","30","30","[c]","[c]"
"In post","2021","40-49","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Foreign, Commonwealth and Development Office","Male","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","HM Revenue and Customs","Female","65","60","49640","52580"
"In post","2021","40-49","Analysis","HM Revenue and Customs","Male","65","65","49250","44530"
"In post","2021","40-49","Analysis","HM Treasury","Female","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","HM Treasury","Male","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","Ministry of Defence","Female","55","50","44090","46080"
"In post","2021","40-49","Analysis","Ministry of Defence","Male","80","80","45740","46080"
"In post","2021","40-49","Analysis","Ministry of Housing, Communities and Local Government","Female","15","15","[c]","[c]"
"In post","2021","40-49","Analysis","Ministry of Housing, Communities and Local Government","Male","25","25","[c]","[c]"
"In post","2021","40-49","Analysis","Ministry of Justice","Female","45","40","54820","58130"
"In post","2021","40-49","Analysis","Ministry of Justice","Male","50","50","49050","46850"
"In post","2021","40-49","Analysis","Office for Standards in Education","Female","15","10","[c]","[c]"
"In post","2021","40-49","Analysis","Office for Standards in Education","Male","20","20","[c]","[c]"
"In post","2021","40-49","Analysis","Office of Gas and Electricity Markets","Female","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","Scottish Government","Female","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","United Kingdom Statistics Authority","Female","170","155","40660","37020"
"In post","2021","40-49","Analysis","United Kingdom Statistics Authority","Male","130","130","45760","38990"
"In post","2021","40-49","Analysis","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Water Services Regulation Authority","Male","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Cabinet Office","Female","255","250","69930","64500"
"In post","2021","40-49","Commercial","Cabinet Office","Male","245","240","76960","70000"
"In post","2021","40-49","Commercial","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Department for Business, Energy and Industrial Strategy","Female","55","50","44060","43740"
"In post","2021","40-49","Commercial","Department for Business, Energy and Industrial Strategy","Male","30","30","47510","47960"
"In post","2021","40-49","Commercial","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Department for Education","Female","25","20","[c]","[c]"
"In post","2021","40-49","Commercial","Department for Education","Male","20","20","[c]","[c]"
"In post","2021","40-49","Commercial","Department for Environment, Food and Rural Affairs","Female","55","50","35070","33700"
"In post","2021","40-49","Commercial","Department for Environment, Food and Rural Affairs","Male","15","15","[c]","[c]"
"In post","2021","40-49","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Department for Transport","Female","30","30","32490","31940"
"In post","2021","40-49","Commercial","Department for Transport","Male","35","35","33400","31380"
"In post","2021","40-49","Commercial","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Department for Work and Pensions","Male","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","Department of Health and Social Care","Female","35","35","47160","40650"
"In post","2021","40-49","Commercial","Department of Health and Social Care","Male","30","30","[c]","[c]"
"In post","2021","40-49","Commercial","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Foreign, Commonwealth and Development Office","Female","35","35","42270","39630"
"In post","2021","40-49","Commercial","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","HM Revenue and Customs","Female","15","15","[c]","[c]"
"In post","2021","40-49","Commercial","HM Revenue and Customs","Male","20","20","[c]","[c]"
"In post","2021","40-49","Commercial","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Ministry of Defence","Female","235","225","36530","33300"
"In post","2021","40-49","Commercial","Ministry of Defence","Male","205","200","41710","39860"
"In post","2021","40-49","Commercial","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Ministry of Justice","Female","175","170","46270","42640"
"In post","2021","40-49","Commercial","Ministry of Justice","Male","110","110","44450","44290"
"In post","2021","40-49","Commercial","National Crime Agency","Female","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Other Cabinet Office Agencies","Female","50","45","37190","34800"
"In post","2021","40-49","Commercial","Other Cabinet Office Agencies","Male","35","35","35980","35420"
"In post","2021","40-49","Commercial","Scottish Government","Female","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","Scottish Government","Male","15","15","[c]","[c]"
"In post","2021","40-49","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","UK Export Finance","Female","20","20","[c]","[c]"
"In post","2021","40-49","Commercial","UK Export Finance","Male","30","30","[c]","[c]"
"In post","2021","40-49","Commercial","United Kingdom Statistics Authority","Female","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","United Kingdom Statistics Authority","Male","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2021","40-49","Communications","Attorney General's Departments","Male","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Cabinet Office","Female","30","30","57820","55670"
"In post","2021","40-49","Communications","Cabinet Office","Male","20","20","[c]","[c]"
"In post","2021","40-49","Communications","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Charity Commission","Female","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Department for Business, Energy and Industrial Strategy","Female","30","25","47050","45970"
"In post","2021","40-49","Communications","Department for Business, Energy and Industrial Strategy","Male","25","25","[c]","[c]"
"In post","2021","40-49","Communications","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Department for Digital, Culture, Media and Sport","Male","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Department for Education","Female","50","45","43840","42210"
"In post","2021","40-49","Communications","Department for Education","Male","35","35","43780","42220"
"In post","2021","40-49","Communications","Department for Environment, Food and Rural Affairs","Female","85","70","38940","36970"
"In post","2021","40-49","Communications","Department for Environment, Food and Rural Affairs","Male","45","45","41220","37150"
"In post","2021","40-49","Communications","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Department for International Trade","Male","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Department for Transport","Female","40","40","40330","40590"
"In post","2021","40-49","Communications","Department for Transport","Male","30","30","[c]","[c]"
"In post","2021","40-49","Communications","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Department for Work and Pensions","Male","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Department of Health and Social Care","Female","40","40","51330","53490"
"In post","2021","40-49","Communications","Department of Health and Social Care","Male","30","30","[c]","[c]"
"In post","2021","40-49","Communications","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Food Standards Agency","Female","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Foreign, Commonwealth and Development Office","Female","20","20","[c]","[c]"
"In post","2021","40-49","Communications","Foreign, Commonwealth and Development Office","Male","20","20","[c]","[c]"
"In post","2021","40-49","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","HM Revenue and Customs","Female","415","385","32340","28130"
"In post","2021","40-49","Communications","HM Revenue and Customs","Male","430","425","30250","25560"
"In post","2021","40-49","Communications","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","HM Treasury","Male","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Ministry of Defence","Female","80","75","37690","33300"
"In post","2021","40-49","Communications","Ministry of Defence","Male","105","105","32230","26930"
"In post","2021","40-49","Communications","Ministry of Housing, Communities and Local Government","Female","15","15","[c]","[c]"
"In post","2021","40-49","Communications","Ministry of Housing, Communities and Local Government","Male","15","15","[c]","[c]"
"In post","2021","40-49","Communications","Ministry of Justice","Female","20","20","[c]","[c]"
"In post","2021","40-49","Communications","Ministry of Justice","Male","20","20","[c]","[c]"
"In post","2021","40-49","Communications","National Crime Agency","Female","5","5","[c]","[c]"
"In post","2021","40-49","Communications","National Crime Agency","Male","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Office for Standards in Education","Female","10","5","[c]","[c]"
"In post","2021","40-49","Communications","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Office of Gas and Electricity Markets","Female","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Office of Gas and Electricity Markets","Male","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Scottish Government","Female","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","40-49","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","United Kingdom Statistics Authority","Female","15","10","[c]","[c]"
"In post","2021","40-49","Communications","United Kingdom Statistics Authority","Male","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Water Services Regulation Authority","Female","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Attorney General's Departments","Female","20","15","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Attorney General's Departments","Male","25","25","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Cabinet Office","Female","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Cabinet Office","Male","15","15","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","40","40","37770","39170"
"In post","2021","40-49","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","45","45","39660","39490"
"In post","2021","40-49","Counter Fraud","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Department for Transport","Male","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Food Standards Agency","Female","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","HM Revenue and Customs","Female","980","885","32050","31810"
"In post","2021","40-49","Counter Fraud","HM Revenue and Customs","Male","1110","1100","34370","31810"
"In post","2021","40-49","Counter Fraud","HM Treasury","Female","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","HM Treasury","Male","5","5","[c]","[c]"
"In post","2021","40-49","Debt","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","HM Revenue and Customs","Female","490","420","23990","21440"
"In post","2021","40-49","Debt","HM Revenue and Customs","Male","360","350","23670","21400"
"In post","2021","40-49","Debt","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Attorney General's Departments","Female","25","25","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Attorney General's Departments","Male","30","30","45300","41130"
"In post","2021","40-49","Digital, Data & Technology","Cabinet Office","Female","125","120","55020","54700"
"In post","2021","40-49","Digital, Data & Technology","Cabinet Office","Male","155","150","58470","57100"
"In post","2021","40-49","Digital, Data & Technology","Charity Commission","Female","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Charity Commission","Male","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","155","140","41700","39650"
"In post","2021","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","320","310","45370","42140"
"In post","2021","40-49","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data & Technology","Department for Education","Female","70","70","42780","39680"
"In post","2021","40-49","Digital, Data & Technology","Department for Education","Male","110","110","42300","37100"
"In post","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Female","90","85","43470","47550"
"In post","2021","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Male","150","150","44070","44760"
