"Status","Year","Age","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Female","15","15","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Male","20","20","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","International Trade","Female","15","15","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","International Trade","Male","15","15","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Legal","Female","260","260","28260","25560"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Legal","Male","275","270","28630","25920"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","Female","1340","1280","23870","20140"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Operational Delivery","Male","1605","1580","23710","20140"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","Female","15","15","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Operational Research","Male","30","30","37340","36160"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Other","Female","15","10","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Other","Male","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Policy","Female","35","30","40820","36160"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Policy","Male","30","30","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","Female","110","105","32980","31810"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Project Delivery","Male","90","90","32340","31810"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Security","Female","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Security","Male","15","15","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Social Research","Female","15","15","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Social Research","Male","5","5","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Statistics","Female","40","40","35430","36160"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Statistics","Male","55","55","36610","36160"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Tax","Female","1775","1720","26410","25560"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Tax","Male","1945","1915","27370","25560"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Unknown","Female","710","695","27300","25560"
"In post","2021","20-29","HM Revenue and Customs (excl. agencies)","Unknown","Male","825","815","27420","25560"
"In post","2021","20-29","HM Treasury (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Communications","Female","10","10","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Communications","Male","10","10","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Economics","Female","40","40","36480","32320"
"In post","2021","20-29","HM Treasury (excl. agencies)","Economics","Male","80","80","35250","32320"
"In post","2021","20-29","HM Treasury (excl. agencies)","Finance","Female","10","10","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Finance","Male","15","15","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Human Resources","Female","15","15","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Human Resources","Male","5","5","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Operational Delivery","Female","35","35","27000","26770"
"In post","2021","20-29","HM Treasury (excl. agencies)","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Policy","Female","330","330","39460","32960"
"In post","2021","20-29","HM Treasury (excl. agencies)","Policy","Male","380","375","40420","34980"
"In post","2021","20-29","HM Treasury (excl. agencies)","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Tax","Female","5","5","[c]","[c]"
"In post","2021","20-29","HM Treasury (excl. agencies)","Tax","Male","10","10","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Communications","Female","30","30","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Communications","Male","15","15","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Digital, Data and Technology","Female","45","45","36780","36550"
"In post","2021","20-29","Home Office (incl. agencies)","Digital, Data and Technology","Male","110","110","39900","38070"
"In post","2021","20-29","Home Office (incl. agencies)","Economics","Female","25","25","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Economics","Male","50","50","39320","35050"
"In post","2021","20-29","Home Office (incl. agencies)","Finance","Female","15","15","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Finance","Male","15","15","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Human Resources","Female","30","30","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Human Resources","Male","20","20","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Intelligence Analysis","Female","50","50","26340","24890"
"In post","2021","20-29","Home Office (incl. agencies)","Intelligence Analysis","Male","50","50","27650","25130"
"In post","2021","20-29","Home Office (incl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Operational Delivery","Female","1930","1845","24820","24890"
"In post","2021","20-29","Home Office (incl. agencies)","Operational Delivery","Male","1660","1615","24330","24880"
"In post","2021","20-29","Home Office (incl. agencies)","Operational Research","Female","15","15","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Operational Research","Male","30","30","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Other","Female","220","220","32330","28670"
"In post","2021","20-29","Home Office (incl. agencies)","Other","Male","170","170","30610","28670"
"In post","2021","20-29","Home Office (incl. agencies)","Policy","Female","305","300","40430","35440"
"In post","2021","20-29","Home Office (incl. agencies)","Policy","Male","205","205","41110","41950"
"In post","2021","20-29","Home Office (incl. agencies)","Project Delivery","Female","85","85","35180","35050"
"In post","2021","20-29","Home Office (incl. agencies)","Project Delivery","Male","70","70","34630","35050"
"In post","2021","20-29","Home Office (incl. agencies)","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Security","Female","10","10","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Security","Male","10","10","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Social Research","Female","35","35","40890","42710"
"In post","2021","20-29","Home Office (incl. agencies)","Social Research","Male","5","5","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Statistics","Female","20","20","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Statistics","Male","25","25","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Unknown","Female","5","5","[c]","[c]"
"In post","2021","20-29","Home Office (incl. agencies)","Unknown","Male","5","5","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Operational Delivery","Female","115","115","22460","20880"
"In post","2021","20-29","Insolvency Service","Operational Delivery","Male","70","70","22260","20880"
"In post","2021","20-29","Insolvency Service","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Insolvency Service","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Institute for Apprenticeships and Technical Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Operational Delivery","Female","65","60","20440","19930"
"In post","2021","20-29","Legal Aid Agency","Operational Delivery","Male","35","35","20400","19930"
"In post","2021","20-29","Legal Aid Agency","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal Aid Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Digital, Data and Technology","Male","20","20","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Operational Delivery","Female","50","50","26220","26590"
"In post","2021","20-29","Maritime and Coastguard Agency","Operational Delivery","Male","70","70","29290","26590"
"In post","2021","20-29","Maritime and Coastguard Agency","Policy","Female","20","20","[c]","[c]"
"In post","2021","20-29","Maritime and Coastguard Agency","Policy","Male","10","10","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Communications","Female","5","5","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","Female","5","5","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Medicine","Female","10","10","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Other","Female","35","35","35250","32640"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Other","Male","15","15","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Female","25","25","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","Female","45","45","33140","28750"
"In post","2021","20-29","Medicines and Healthcare Products Regulatory Agency","Unknown","Male","35","35","27720","27140"
"In post","2021","20-29","Met Office","Commercial","Female","10","10","[c]","[c]"
"In post","2021","20-29","Met Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2021","20-29","Met Office","Digital, Data and Technology","Male","35","35","27360","25780"
"In post","2021","20-29","Met Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2021","20-29","Met Office","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","20-29","Met Office","Project Delivery","Female","20","20","[c]","[c]"
"In post","2021","20-29","Met Office","Project Delivery","Male","10","10","[c]","[c]"
"In post","2021","20-29","Met Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Met Office","Science and Engineering","Female","95","95","31930","34930"
"In post","2021","20-29","Met Office","Science and Engineering","Male","75","75","31840","31620"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Commercial","Female","80","75","30640","30680"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Commercial","Male","95","95","31530","33000"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Communications","Female","50","50","32320","28670"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Communications","Male","30","30","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Female","35","35","29450","28350"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Digital, Data and Technology","Male","40","40","29480","26670"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Economics","Female","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Economics","Male","15","15","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Finance","Female","100","100","31790","28670"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Finance","Male","80","80","34800","33000"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Human Resources","Female","110","105","27150","25390"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Human Resources","Male","55","55","28460","21030"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","Female","75","75","31900","29250"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Intelligence Analysis","Male","130","130","33600","31710"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Internal Audit","Female","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Female","40","40","25990","26670"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Male","45","45","26370","20920"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Medicine","Female","95","90","28110","26970"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Medicine","Male","25","20","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Operational Delivery","Female","30","30","25750","21920"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Operational Research","Female","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Operational Research","Male","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Other","Female","355","345","23570","20920"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Other","Male","190","190","23500","20920"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Policy","Female","120","120","38470","37640"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Policy","Male","115","115","41540","43350"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Project Delivery","Female","270","265","33440","33300"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Project Delivery","Male","205","205","34380","33300"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Property","Female","90","90","25540","23720"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Property","Male","60","60","27340","26350"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Psychology","Female","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Female","35","35","34310","30670"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Science and Engineering","Male","115","115","30640","29670"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Security","Female","160","160","25060","23540"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Security","Male","625","625","25470","25540"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Statistics","Female","30","30","35040","36150"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Statistics","Male","40","40","34260","34120"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","Female","55","55","29870","26670"
"In post","2021","20-29","Ministry of Defence (excl. agencies)","Unknown","Male","100","100","28580","26670"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Female","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Male","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Female","15","15","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","Male","35","35","35550","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Female","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Female","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Female","35","35","34070","30190"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","Male","35","35","30730","30190"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Female","10","5","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","Male","15","15","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Female","195","195","38820","33770"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","Male","165","165","40160","39100"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Female","20","20","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Male","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Female","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Social Research","Male","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Female","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","Male","15","15","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Commercial","Female","10","10","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Commercial","Male","5","5","[c]","[c]"
"In post","2021","20-29","Ministry of Justice (excl. agencies)","Communications","Female","15","15","[c]","[c]"
