"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Security","EO","110","105","36010","40190"
"In post","2021","Undeclared","Security","G6","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","G7","25","25","[c]","[c]"
"In post","2021","Undeclared","Security","HEO","115","115","37470","34640"
"In post","2021","Undeclared","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","SEO","60","60","49460","47160"
"In post","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","AA","205","195","19440","18800"
"In post","2021","Undeclared","Unknown","AO","2070","1880","21520","21010"
"In post","2021","Undeclared","Unknown","EO","3340","3115","27990","27570"
"In post","2021","Undeclared","Unknown","G6","135","130","69400","68940"
"In post","2021","Undeclared","Unknown","G7","335","325","57500","57460"
"In post","2021","Undeclared","Unknown","HEO","935","900","34150","33300"
"In post","2021","Undeclared","Unknown","SCS level","35","35","83430","80930"
"In post","2021","Undeclared","Unknown","SEO","540","525","41990","41140"
"In post","2021","Undeclared","Unknown","Unknown","45","45","[c]","[c]"
"In post","2021","Unknown","Analysis","AO","65","65","20630","19130"
"In post","2021","Unknown","Analysis","EO","180","170","25690","25000"
"In post","2021","Unknown","Analysis","G6","125","115","70690","66230"
"In post","2021","Unknown","Analysis","G7","365","355","53130","53360"
"In post","2021","Unknown","Analysis","HEO","610","600","31970","31000"
"In post","2021","Unknown","Analysis","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Analysis","SEO","350","340","38910","37290"
"In post","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","AA","20","20","[c]","[c]"
"In post","2021","Unknown","Commercial","AO","85","75","23120","22920"
"In post","2021","Unknown","Commercial","EO","140","140","25850","25890"
"In post","2021","Unknown","Commercial","G6","255","250","77500","74990"
"In post","2021","Unknown","Commercial","G7","510","500","53420","53320"
"In post","2021","Unknown","Commercial","HEO","215","205","31280","30390"
"In post","2021","Unknown","Commercial","SCS level","400","395","85390","72000"
"In post","2021","Unknown","Commercial","SEO","390","380","39560","39990"
"In post","2021","Unknown","Commercial","Unknown","30","30","44940","44000"
"In post","2021","Unknown","Communications","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","AO","100","85","21720","21440"
"In post","2021","Unknown","Communications","EO","1275","1240","25780","25560"
"In post","2021","Unknown","Communications","G6","80","80","67480","66270"
"In post","2021","Unknown","Communications","G7","205","200","54460","54160"
"In post","2021","Unknown","Communications","HEO","570","560","32700","31810"
"In post","2021","Unknown","Communications","SCS level","40","40","85510","79960"
"In post","2021","Unknown","Communications","SEO","305","295","40900","40600"
"In post","2021","Unknown","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","AO","235","205","21430","21400"
"In post","2021","Unknown","Counter Fraud","EO","960","915","26950","25560"
"In post","2021","Unknown","Counter Fraud","G6","35","35","67870","66460"
"In post","2021","Unknown","Counter Fraud","G7","110","105","54170","52580"
"In post","2021","Unknown","Counter Fraud","HEO","660","635","33430","31810"
"In post","2021","Unknown","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SEO","215","210","39720","38700"
"In post","2021","Unknown","Debt","AO","1490","1380","20650","20140"
"In post","2021","Unknown","Debt","EO","240","225","26640","25560"
"In post","2021","Unknown","Debt","G6","5","5","[c]","[c]"
"In post","2021","Unknown","Debt","G7","10","10","[c]","[c]"
"In post","2021","Unknown","Debt","HEO","25","25","[c]","[c]"
"In post","2021","Unknown","Debt","SEO","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","AA","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data & Technology","AO","110","105","22100","21590"
"In post","2021","Unknown","Digital, Data & Technology","EO","635","620","27360","26670"
"In post","2021","Unknown","Digital, Data & Technology","G6","160","155","67440","65710"
"In post","2021","Unknown","Digital, Data & Technology","G7","655","640","55070","53360"
"In post","2021","Unknown","Digital, Data & Technology","HEO","845","830","33510","32540"
"In post","2021","Unknown","Digital, Data & Technology","SCS level","60","60","91800","83910"
"In post","2021","Unknown","Digital, Data & Technology","SEO","815","805","40620","39220"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","AA","65","60","20030","20070"
"In post","2021","Unknown","Finance","AO","350","295","21050","20140"
"In post","2021","Unknown","Finance","EO","285","275","26360","26120"
"In post","2021","Unknown","Finance","G6","90","85","67760","66900"
"In post","2021","Unknown","Finance","G7","240","235","54960","54120"
"In post","2021","Unknown","Finance","HEO","355","350","33040","32790"
"In post","2021","Unknown","Finance","SCS level","35","35","95200","94100"
"In post","2021","Unknown","Finance","SEO","320","310","41000","40650"
"In post","2021","Unknown","Finance","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","AA","20","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","AO","285","255","21470","21050"
"In post","2021","Unknown","Human Resources","EO","395","380","26940","26680"
"In post","2021","Unknown","Human Resources","G6","50","45","66210","64670"
"In post","2021","Unknown","Human Resources","G7","165","160","53810","53360"
"In post","2021","Unknown","Human Resources","HEO","380","365","33320","32640"
"In post","2021","Unknown","Human Resources","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Human Resources","SEO","195","190","40070","38790"
"In post","2021","Unknown","Human Resources","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO","20","20","[c]","[c]"
"In post","2021","Unknown","Legal","AA","270","220","20090","20070"
"In post","2021","Unknown","Legal","AO","1080","1000","21990","22820"
"In post","2021","Unknown","Legal","EO","825","770","28070","29350"
"In post","2021","Unknown","Legal","G6","255","235","70030","69120"
"In post","2021","Unknown","Legal","G7","845","780","54930","55000"
"In post","2021","Unknown","Legal","HEO","540","525","34470","35230"
"In post","2021","Unknown","Legal","SCS level","55","55","89500","80580"
"In post","2021","Unknown","Legal","SEO","200","190","40570","39740"
"In post","2021","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","AA","1980","1740","19930","20500"
"In post","2021","Unknown","No function","AO","14800","13660","22390","21440"
"In post","2021","Unknown","No function","EO","8235","7835","29180","28170"
"In post","2021","Unknown","No function","G6","995","960","68000","66230"
"In post","2021","Unknown","No function","G7","2875","2805","54070","53360"
"In post","2021","Unknown","No function","HEO","7265","7045","33310","32000"
"In post","2021","Unknown","No function","SCS level","565","545","99260","93000"
"In post","2021","Unknown","No function","SEO","2765","2650","41680","40470"
"In post","2021","Unknown","No function","Unknown","715","645","24140","22920"
"In post","2021","Unknown","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","AO","100","90","21800","21440"
"In post","2021","Unknown","Project Delivery","EO","720","685","24380","25560"
"In post","2021","Unknown","Project Delivery","G6","360","350","66800","66310"
"In post","2021","Unknown","Project Delivery","G7","945","920","53500","53500"
"In post","2021","Unknown","Project Delivery","HEO","915","885","32940","32870"
"In post","2021","Unknown","Project Delivery","SCS level","95","90","91880","84400"
"In post","2021","Unknown","Project Delivery","SEO","935","905","40340","40000"
"In post","2021","Unknown","Project Delivery","Unknown","165","160","42880","40940"
"In post","2021","Unknown","Property","AA","305","290","18710","18760"
"In post","2021","Unknown","Property","AO","390","375","23190","21100"
"In post","2021","Unknown","Property","EO","335","315","26910","25930"
"In post","2021","Unknown","Property","G6","30","30","66530","65340"
"In post","2021","Unknown","Property","G7","105","100","53380","52850"
"In post","2021","Unknown","Property","HEO","255","250","33430","33300"
"In post","2021","Unknown","Property","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Property","SEO","185","185","42030","41230"
"In post","2021","Unknown","Security","AA","475","465","20190","19560"
"In post","2021","Unknown","Security","AO","1040","1025","32040","33200"
"In post","2021","Unknown","Security","EO","215","210","30070","26670"
"In post","2021","Unknown","Security","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Security","G7","50","50","55000","52580"
"In post","2021","Unknown","Security","HEO","190","185","34590","33300"
"In post","2021","Unknown","Security","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Security","SEO","80","80","42760","40600"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA","985","935","20700","20060"
"In post","2021","Unknown","Unknown","AO","2710","2560","22150","21430"
"In post","2021","Unknown","Unknown","EO","4140","4000","28000","27570"
"In post","2021","Unknown","Unknown","G6","590","560","71240","70380"
"In post","2021","Unknown","Unknown","G7","1330","1270","58160","56730"
"In post","2021","Unknown","Unknown","HEO","2060","2000","35140","34490"
"In post","2021","Unknown","Unknown","SCS level","215","205","92470","85000"
"In post","2021","Unknown","Unknown","SEO","1560","1500","43210","42190"
"In post","2021","Unknown","Unknown","Unknown","1920","1920","37650","34460"
"Leaver CS","2021","Declared disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","AA","130","[c]","17790","17180"
"Leaver CS","2021","Declared disabled","No function","AO","330","[c]","20940","20650"
"Leaver CS","2021","Declared disabled","No function","EO","135","[c]","27930","26780"
"Leaver CS","2021","Declared disabled","No function","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","HEO","75","[c]","32570","32560"
"Leaver CS","2021","Declared disabled","No function","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","SEO","40","[c]","41200","40550"
"Leaver CS","2021","Declared disabled","No function","Unknown","140","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA","70","[c]","19990","19560"
"Leaver CS","2021","Declared disabled","Unknown","AO","640","[c]","21280","21010"
"Leaver CS","2021","Declared disabled","Unknown","EO","595","[c]","27860","27570"
"Leaver CS","2021","Declared disabled","Unknown","G6","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G7","70","[c]","54830","54700"
"Leaver CS","2021","Declared disabled","Unknown","HEO","185","[c]","33560","33300"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO","100","[c]","41120","40670"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","AO","35","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","HEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","SEO","35","[c]","43030","42280"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","HEO","45","[c]","32210","32590"
"Leaver CS","2021","Declared non-disabled","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","EO","40","[c]","28000","27140"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","G7","40","[c]","56660","54870"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","HEO","40","[c]","34280","33320"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","SEO","40","[c]","41650","40700"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","HEO","35","[c]","35990","34610"
"Leaver CS","2021","Declared non-disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","SEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","AO","40","[c]","21150","21130"
"Leaver CS","2021","Declared non-disabled","Human Resources","EO","30","[c]","25900","26970"
"Leaver CS","2021","Declared non-disabled","Human Resources","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","HEO","35","[c]","34300","33560"
"Leaver CS","2021","Declared non-disabled","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","SEO","35","[c]","44150","43990"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","AO","50","[c]","23030","23470"
"Leaver CS","2021","Declared non-disabled","Legal","EO","50","[c]","27120","26970"
"Leaver CS","2021","Declared non-disabled","Legal","G6","30","[c]","71600","73270"
"Leaver CS","2021","Declared non-disabled","Legal","G7","135","[c]","56440","55610"
"Leaver CS","2021","Declared non-disabled","Legal","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","SEO","75","[c]","43820","43460"
"Leaver CS","2021","Declared non-disabled","No function","AA","555","[c]","17690","17270"
"Leaver CS","2021","Declared non-disabled","No function","AO","2085","[c]","21130","20690"
"Leaver CS","2021","Declared non-disabled","No function","EO","625","[c]","26430","26470"
"Leaver CS","2021","Declared non-disabled","No function","G6","90","[c]","72660","70550"
"Leaver CS","2021","Declared non-disabled","No function","G7","265","[c]","56400","53760"
"Leaver CS","2021","Declared non-disabled","No function","HEO","440","[c]","32610","32650"
