"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Finance","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","London","15","15","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Operational Delivery","Yorkshire and The Humber","45","40","22260","20140"
"In post","2021","Asian","Finance","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Statistics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","London","20","20","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","South East (England)","15","15","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","East Midlands (England)","20","20","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","East of England","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","London","195","190","41060","36200"
"In post","2021","Asian","Human Resources","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","North West (England)","30","25","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","Scotland","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","South East (England)","15","10","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","South West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Asian","Human Resources","Human Resources","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Property","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","London","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","London","60","55","41260","36410"
"In post","2021","Asian","Human Resources","Unknown","North East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","North West (England)","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","London","45","45","50310","49980"
"In post","2021","Asian","Internal Audit","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Internal Audit","Internal Audit","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Asian","Internal Audit","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Legal","East Midlands (England)","40","35","47910","48830"
"In post","2021","Asian","Legal","Legal","East of England","25","20","[c]","[c]"
"In post","2021","Asian","Legal","Legal","London","405","380","54790","51830"
"In post","2021","Asian","Legal","Legal","North East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Legal","North West (England)","50","45","44970","48080"
"In post","2021","Asian","Legal","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Legal","Scotland","20","20","[c]","[c]"
"In post","2021","Asian","Legal","Legal","South East (England)","25","20","[c]","[c]"
"In post","2021","Asian","Legal","Legal","South West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Legal","Wales","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Legal","West Midlands (England)","75","70","46410","48080"
"In post","2021","Asian","Legal","Legal","Yorkshire and The Humber","55","50","44880","45950"
"In post","2021","Asian","Legal","Operational Delivery","East Midlands (England)","30","25","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","East of England","15","15","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","London","170","155","28370","26300"
"In post","2021","Asian","Legal","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","North West (England)","35","35","26310","25560"
"In post","2021","Asian","Legal","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","South East (England)","10","10","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Operational Delivery","West Midlands (England)","65","60","24270","22720"
"In post","2021","Asian","Legal","Operational Delivery","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Asian","Legal","Other","London","45","40","28450","27580"
"In post","2021","Asian","Legal","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","London","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Tax","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","London","10","10","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Commercial","London","15","15","[c]","[c]"
"In post","2021","Asian","No function","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Commercial","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Commercial","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","No function","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Corporate Finance","London","5","5","[c]","[c]"
"In post","2021","Asian","No function","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","London","15","15","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Economics","London","40","40","42220","33470"
"In post","2021","Asian","No function","Economics","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Economics","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Economics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Finance","London","35","30","45730","40940"
"In post","2021","Asian","No function","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Finance","West Midlands (England)","15","10","[c]","[c]"
"In post","2021","Asian","No function","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Inspector of Education and Training","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Inspector of Education and Training","London","10","10","[c]","[c]"
"In post","2021","Asian","No function","Inspector of Education and Training","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Inspector of Education and Training","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Inspector of Education and Training","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Intelligence Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
