"Status","Year","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","HEO","25","[c]","33550","33300"
"Leaver Dept.","2021","Security","SEO/HEO","SEO","10","[c]","41140","40830"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","AA","15","[c]","19840","19560"
"Leaver Dept.","2021","Unknown","AA/AO","AO","1245","[c]","21390","21010"
"Leaver Dept.","2021","Unknown","EO","EO","1490","[c]","27490","27570"
"Leaver Dept.","2021","Unknown","G6/G7","G6","210","[c]","66440","66560"
"Leaver Dept.","2021","Unknown","G6/G7","G7","550","[c]","54740","54760"
"Leaver Dept.","2021","Unknown","SCS level","SCS level","115","[c]","88510","79680"
"Leaver Dept.","2021","Unknown","SEO/HEO","HEO","1040","[c]","33150","33300"
"Leaver Dept.","2021","Unknown","SEO/HEO","SEO","590","[c]","40390","40640"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","115","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","AA/AO","AO","110","[c]","21400","21000"
"New entrant CS","2021","Analysis","EO","EO","195","[c]","26410","26250"
"New entrant CS","2021","Analysis","G6/G7","G6","35","[c]","68620","66230"
"New entrant CS","2021","Analysis","G6/G7","G7","85","[c]","54490","53360"
"New entrant CS","2021","Analysis","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","SEO/HEO","HEO","645","[c]","32380","32540"
"New entrant CS","2021","Analysis","SEO/HEO","SEO","135","[c]","39570","39030"
"New entrant CS","2021","Commercial","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA/AO","AO","70","[c]","21290","20920"
"New entrant CS","2021","Commercial","EO","EO","105","[c]","25710","26350"
"New entrant CS","2021","Commercial","G6/G7","G6","55","[c]","85090","89250"
"New entrant CS","2021","Commercial","G6/G7","G7","70","[c]","55440","54700"
"New entrant CS","2021","Commercial","SCS level","SCS level","160","[c]","82010","71000"
"New entrant CS","2021","Commercial","SEO/HEO","HEO","110","[c]","32010","32730"
"New entrant CS","2021","Commercial","SEO/HEO","SEO","165","[c]","40540","40400"
"New entrant CS","2021","Commercial","Unknown","Unknown","35","[c]","35040","26670"
"New entrant CS","2021","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","AO","65","[c]","22000","22160"
"New entrant CS","2021","Communications","EO","EO","770","[c]","25670","25560"
"New entrant CS","2021","Communications","G6/G7","G6","25","[c]","66790","66270"
"New entrant CS","2021","Communications","G6/G7","G7","55","[c]","54130","54110"
"New entrant CS","2021","Communications","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","HEO","290","[c]","32620","31810"
"New entrant CS","2021","Communications","SEO/HEO","SEO","90","[c]","41660","40990"
"New entrant CS","2021","Counter Fraud","AA/AO","AO","10","[c]","20980","20140"
"New entrant CS","2021","Counter Fraud","EO","EO","105","[c]","26300","25560"
"New entrant CS","2021","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","HEO","65","[c]","32610","31810"
"New entrant CS","2021","Counter Fraud","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Debt","AA/AO","AO","940","[c]","20320","20140"
"New entrant CS","2021","Debt","EO","EO","30","[c]","25510","25560"
"New entrant CS","2021","Debt","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","AA","15","[c]","21300","21040"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","AO","85","[c]","21430","20920"
"New entrant CS","2021","Digital, Data & Technology","EO","EO","385","[c]","26400","26130"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","G6","60","[c]","69550","68000"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","G7","425","[c]","55640","54700"
"New entrant CS","2021","Digital, Data & Technology","SCS level","SCS level","25","[c]","96860","91320"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","HEO","430","[c]","32500","31810"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","SEO","425","[c]","40330","39400"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Unknown","15","[c]","37950","38180"
"New entrant CS","2021","Finance","AA/AO","AA","15","[c]","18960","18200"
"New entrant CS","2021","Finance","AA/AO","AO","90","[c]","20760","20270"
"New entrant CS","2021","Finance","EO","EO","180","[c]","24760","25000"
"New entrant CS","2021","Finance","G6/G7","G6","20","[c]","69970","68850"
"New entrant CS","2021","Finance","G6/G7","G7","70","[c]","55400","55000"
"New entrant CS","2021","Finance","SCS level","SCS level","15","[c]","94640","90000"
"New entrant CS","2021","Finance","SEO/HEO","HEO","205","[c]","33040","32790"
"New entrant CS","2021","Finance","SEO/HEO","SEO","170","[c]","40030","40070"
"New entrant CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","AO","40","[c]","21050","21050"
"New entrant CS","2021","Grants Management","EO","EO","10","[c]","23080","22430"
"New entrant CS","2021","Grants Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","AA","40","[c]","19530","19160"
"New entrant CS","2021","Human Resources","AA/AO","AO","170","[c]","21100","20920"
"New entrant CS","2021","Human Resources","EO","EO","215","[c]","25810","26350"
"New entrant CS","2021","Human Resources","G6/G7","G6","30","[c]","66580","64670"
"New entrant CS","2021","Human Resources","G6/G7","G7","80","[c]","53900","53360"
"New entrant CS","2021","Human Resources","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","HEO","205","[c]","31830","31810"
"New entrant CS","2021","Human Resources","SEO/HEO","SEO","100","[c]","38720","38000"
"New entrant CS","2021","Human Resources","Unknown","Unknown","25","[c]","28090","22700"
"New entrant CS","2021","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","SEO","25","[c]","42060","41720"
"New entrant CS","2021","Legal","AA/AO","AA","30","[c]","20070","20070"
"New entrant CS","2021","Legal","AA/AO","AO","365","[c]","20500","20120"
"New entrant CS","2021","Legal","EO","EO","215","[c]","26930","26950"
"New entrant CS","2021","Legal","G6/G7","G6","30","[c]","68670","69800"
"New entrant CS","2021","Legal","G6/G7","G7","390","[c]","52450","50520"
"New entrant CS","2021","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","HEO","275","[c]","34540","38000"
"New entrant CS","2021","Legal","SEO/HEO","SEO","95","[c]","35980","36160"
"New entrant CS","2021","No function","AA/AO","AA","1835","[c]","19710","20600"
"New entrant CS","2021","No function","AA/AO","AO","8250","[c]","22060","21050"
"New entrant CS","2021","No function","EO","EO","3220","[c]","26630","26130"
"New entrant CS","2021","No function","G6/G7","G6","230","[c]","67240","65440"
"New entrant CS","2021","No function","G6/G7","G7","930","[c]","54570","53360"
"New entrant CS","2021","No function","SCS level","SCS level","185","[c]","96250","89810"
"New entrant CS","2021","No function","SEO/HEO","HEO","3730","[c]","31780","31810"
"New entrant CS","2021","No function","SEO/HEO","SEO","1365","[c]","39520","38890"
"New entrant CS","2021","No function","Unknown","Unknown","1440","[c]","22930","22920"
"New entrant CS","2021","Project Delivery","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA/AO","AO","65","[c]","22010","21500"
"New entrant CS","2021","Project Delivery","EO","EO","450","[c]","23330","25000"
"New entrant CS","2021","Project Delivery","G6/G7","G6","60","[c]","66100","64670"
"New entrant CS","2021","Project Delivery","G6/G7","G7","210","[c]","53140","53380"
"New entrant CS","2021","Project Delivery","SCS level","SCS level","25","[c]","94830","90000"
"New entrant CS","2021","Project Delivery","SEO/HEO","HEO","465","[c]","31780","32870"
"New entrant CS","2021","Project Delivery","SEO/HEO","SEO","435","[c]","40580","40000"
"New entrant CS","2021","Project Delivery","Unknown","Unknown","150","[c]","35590","33000"
"New entrant CS","2021","Property","AA/AO","AA","60","[c]","18350","18760"
"New entrant CS","2021","Property","AA/AO","AO","195","[c]","21920","20880"
"New entrant CS","2021","Property","EO","EO","165","[c]","25530","24960"
"New entrant CS","2021","Property","G6/G7","G6","20","[c]","65560","65210"
"New entrant CS","2021","Property","G6/G7","G7","50","[c]","51940","52580"
"New entrant CS","2021","Property","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","HEO","155","[c]","31810","32560"
"New entrant CS","2021","Property","SEO/HEO","SEO","90","[c]","40130","40380"
"New entrant CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","AA","225","[c]","20040","19560"
"New entrant CS","2021","Security","AA/AO","AO","385","[c]","27180","24540"
"New entrant CS","2021","Security","EO","EO","120","[c]","26690","24620"
"New entrant CS","2021","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","G6/G7","G7","15","[c]","52790","50900"
"New entrant CS","2021","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","HEO","70","[c]","31580","32000"
"New entrant CS","2021","Security","SEO/HEO","SEO","35","[c]","41900","40000"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","AA","600","[c]","19960","20060"
"New entrant CS","2021","Unknown","AA/AO","AO","6880","[c]","21610","21010"
"New entrant CS","2021","Unknown","EO","EO","12510","[c]","28360","27570"
"New entrant CS","2021","Unknown","G6/G7","G6","170","[c]","70950","68700"
"New entrant CS","2021","Unknown","G6/G7","G7","630","[c]","56350","56000"
"New entrant CS","2021","Unknown","SCS level","SCS level","65","[c]","97380","92980"
"New entrant CS","2021","Unknown","SEO/HEO","HEO","1135","[c]","32950","32640"
"New entrant CS","2021","Unknown","SEO/HEO","SEO","725","[c]","40450","40000"
"New entrant CS","2021","Unknown","Unknown","Unknown","345","[c]","37090","37960"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","The Department for Work and Pensions provided aggregated functions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
