"Status","Year","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Female","35","[c]","38130","33640"
"Leaver Dept.","2021","Declared disabled","Human Resources","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Female","170","[c]","35310","32000"
"Leaver Dept.","2021","Declared disabled","No function","Male","145","[c]","36430","32360"
"Leaver Dept.","2021","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Female","30","[c]","38720","33300"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","240","[c]","33980","30200"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","185","[c]","33950","28760"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Female","85","[c]","40800","35290"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Male","80","[c]","43160","40100"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Female","40","[c]","39480","38170"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Male","35","[c]","40520","38060"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Female","60","[c]","41110","36660"
"Leaver Dept.","2021","Declared non-disabled","Communications","Male","55","[c]","45840","41340"
"Leaver Dept.","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Female","60","[c]","45610","40600"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Male","80","[c]","46260","40600"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Finance","Female","65","[c]","49110","49000"
"Leaver Dept.","2021","Declared non-disabled","Finance","Male","60","[c]","43740","38700"
"Leaver Dept.","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Female","195","[c]","37820","32000"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Male","105","[c]","37390","33300"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Female","95","[c]","44140","38690"
"Leaver Dept.","2021","Declared non-disabled","Legal","Male","45","[c]","46730","50000"
"Leaver Dept.","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Female","1180","[c]","38280","32750"
"Leaver Dept.","2021","Declared non-disabled","No function","Male","860","[c]","40050","34140"
"Leaver Dept.","2021","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Female","165","[c]","41160","34510"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Male","180","[c]","40780","37530"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Female","35","[c]","40370","36400"
"Leaver Dept.","2021","Declared non-disabled","Property","Male","35","[c]","39730","33300"
"Leaver Dept.","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","1945","[c]","34260","29290"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","1435","[c]","34650","29860"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Female","105","[c]","33270","32000"
"Leaver Dept.","2021","Undeclared","No function","Male","90","[c]","38780","33570"
"Leaver Dept.","2021","Undeclared","Project Delivery","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Female","145","[c]","36720","31700"
"Leaver Dept.","2021","Undeclared","Unknown","Male","150","[c]","34180","30830"
"Leaver Dept.","2021","Unknown","Analysis","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Male","40","[c]","40250","36530"
"Leaver Dept.","2021","Unknown","Commercial","Female","35","[c]","44580","42510"
"Leaver Dept.","2021","Unknown","Commercial","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Female","50","[c]","39130","37960"
"Leaver Dept.","2021","Unknown","Communications","Male","30","[c]","41620","39660"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Male","40","[c]","46570","47960"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Female","60","[c]","42290","37570"
"Leaver Dept.","2021","Unknown","Human Resources","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Female","35","[c]","39090","32480"
"Leaver Dept.","2021","Unknown","Legal","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Female","790","[c]","36650","32000"
"Leaver Dept.","2021","Unknown","No function","Male","685","[c]","37550","32320"
"Leaver Dept.","2021","Unknown","Project Delivery","Female","50","[c]","44420","39050"
"Leaver Dept.","2021","Unknown","Project Delivery","Male","50","[c]","41570","37910"
"Leaver Dept.","2021","Unknown","Property","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","650","[c]","32800","28630"
"Leaver Dept.","2021","Unknown","Unknown","Male","600","[c]","39340","33960"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","Female","35","[c]","30970","29540"
"New entrant CS","2021","Declared disabled","Analysis","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Female","30","[c]","37300","34550"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Male","50","[c]","39310","37030"
"New entrant CS","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Female","55","[c]","32890","27840"
"New entrant CS","2021","Declared disabled","Human Resources","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Female","35","[c]","34020","29280"
"New entrant CS","2021","Declared disabled","Legal","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","No function","Female","760","[c]","27480","24920"
"New entrant CS","2021","Declared disabled","No function","Male","400","[c]","28220","24620"
"New entrant CS","2021","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Project Delivery","Female","65","[c]","32540","29770"
"New entrant CS","2021","Declared disabled","Project Delivery","Male","45","[c]","37350","33300"
"New entrant CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Female","1325","[c]","27000","27570"
"New entrant CS","2021","Declared disabled","Unknown","Male","945","[c]","26950","27570"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Analysis","Female","280","[c]","34320","31810"
"New entrant CS","2021","Declared non-disabled","Analysis","Male","310","[c]","34490","32540"
"New entrant CS","2021","Declared non-disabled","Analysis","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Commercial","Female","155","[c]","34390","33000"
"New entrant CS","2021","Declared non-disabled","Commercial","Male","135","[c]","39210","36000"
"New entrant CS","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Communications","Female","250","[c]","31720","26350"
"New entrant CS","2021","Declared non-disabled","Communications","Male","240","[c]","30420","25560"
"New entrant CS","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Female","40","[c]","30070","26090"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Male","45","[c]","32750","29570"
"New entrant CS","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Debt","Female","145","[c]","20460","20140"
"New entrant CS","2021","Declared non-disabled","Debt","Male","115","[c]","20660","20140"
"New entrant CS","2021","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Female","310","[c]","38540","35110"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Male","495","[c]","41660","38270"
"New entrant CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Finance","Female","225","[c]","33750","31810"
"New entrant CS","2021","Declared non-disabled","Finance","Male","170","[c]","39690","34280"
"New entrant CS","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Human Resources","Female","345","[c]","32090","28120"
"New entrant CS","2021","Declared non-disabled","Human Resources","Male","145","[c]","33370","28000"
"New entrant CS","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","Female","265","[c]","39440","37230"
"New entrant CS","2021","Declared non-disabled","Legal","Male","150","[c]","39400","33550"
"New entrant CS","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","No function","Female","5700","[c]","28120","24240"
"New entrant CS","2021","Declared non-disabled","No function","Male","4065","[c]","29670","25560"
"New entrant CS","2021","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Female","490","[c]","35260","33000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Male","690","[c]","38330","35000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","Female","170","[c]","28360","26350"
"New entrant CS","2021","Declared non-disabled","Property","Male","280","[c]","33250","30000"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Female","115","[c]","24870","22650"
"New entrant CS","2021","Declared non-disabled","Security","Male","320","[c]","26830","23540"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Female","8550","[c]","27160","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Male","6140","[c]","27230","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Male","35","[c]","42120","40600"
"New entrant CS","2021","Undeclared","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Female","465","[c]","32840","30080"
"New entrant CS","2021","Undeclared","No function","Male","320","[c]","35880","30920"
"New entrant CS","2021","Undeclared","Project Delivery","Female","35","[c]","35310","33000"
"New entrant CS","2021","Undeclared","Project Delivery","Male","30","[c]","39360","34360"
"New entrant CS","2021","Undeclared","Property","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Female","425","[c]","27220","27570"
"New entrant CS","2021","Undeclared","Unknown","Male","320","[c]","26460","27570"
"New entrant CS","2021","Unknown","Analysis","Female","235","[c]","33980","32540"
"New entrant CS","2021","Unknown","Analysis","Male","245","[c]","34690","32540"
"New entrant CS","2021","Unknown","Analysis","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","Female","210","[c]","53710","48900"
"New entrant CS","2021","Unknown","Commercial","Male","225","[c]","60690","61710"
"New entrant CS","2021","Unknown","Communications","Female","370","[c]","30350","25560"
"New entrant CS","2021","Unknown","Communications","Male","375","[c]","30000","25560"
"New entrant CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Counter Fraud","Female","40","[c]","28920","25560"
"New entrant CS","2021","Unknown","Counter Fraud","Male","50","[c]","28610","29570"
"New entrant CS","2021","Unknown","Debt","Female","345","[c]","20410","20140"
"New entrant CS","2021","Unknown","Debt","Male","330","[c]","20520","20140"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Female","355","[c]","38480","34300"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Male","575","[c]","39670","36500"
"New entrant CS","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Finance","Female","165","[c]","34190","32790"
"New entrant CS","2021","Unknown","Finance","Male","145","[c]","33400","32670"
"New entrant CS","2021","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","Female","210","[c]","32420","28000"
"New entrant CS","2021","Unknown","Human Resources","Male","75","[c]","31560","28840"
"New entrant CS","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal","Female","610","[c]","32470","26550"
"New entrant CS","2021","Unknown","Legal","Male","315","[c]","36180","38000"
"New entrant CS","2021","Unknown","No function","Female","5275","[c]","26580","22920"
"New entrant CS","2021","Unknown","No function","Male","4190","[c]","27760","24240"
"New entrant CS","2021","Unknown","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","Female","210","[c]","35660","33000"
"New entrant CS","2021","Unknown","Project Delivery","Male","300","[c]","32710","30000"
"New entrant CS","2021","Unknown","Property","Female","105","[c]","26800","22570"
"New entrant CS","2021","Unknown","Property","Male","140","[c]","31260","25430"
"New entrant CS","2021","Unknown","Security","Female","95","[c]","27370","23540"
"New entrant CS","2021","Unknown","Security","Male","270","[c]","27990","25540"
"New entrant CS","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","2895","[c]","30660","27570"
"New entrant CS","2021","Unknown","Unknown","Male","2440","[c]","31690","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
