"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Communications","Office of Gas and Electricity Markets","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Communications","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","UK Export Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Communications","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","United Kingdom Statistics Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Communications","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","United Kingdom Statistics Authority","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Communications","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Attorney General's Departments","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Attorney General's Departments","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Attorney General's Departments","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Cabinet Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Cabinet Office","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Department for Business, Energy and Industrial Strategy","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Food Standards Agency","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","HM Revenue and Customs","Heterosexual / straight","515","510","29990","25560"
"In post","2021","20-29","Counter Fraud","HM Revenue and Customs","LGBO","45","45","29950","25560"
"In post","2021","20-29","Counter Fraud","HM Revenue and Customs","Undeclared","40","40","32160","29570"
"In post","2021","20-29","Counter Fraud","HM Revenue and Customs","Unknown","410","410","28210","25560"
"In post","2021","20-29","Counter Fraud","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","HM Revenue and Customs","Heterosexual / straight","350","340","21550","20140"
"In post","2021","20-29","Debt","HM Revenue and Customs","LGBO","60","55","21470","20140"
"In post","2021","20-29","Debt","HM Revenue and Customs","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Debt","HM Revenue and Customs","Unknown","630","615","20880","20140"
"In post","2021","20-29","Debt","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Attorney General's Departments","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Cabinet Office","Heterosexual / straight","120","120","41930","38640"
"In post","2021","20-29","Digital, Data & Technology","Cabinet Office","LGBO","35","35","43140","40600"
"In post","2021","20-29","Digital, Data & Technology","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Cabinet Office","Unknown","35","35","38650","34880"
"In post","2021","20-29","Digital, Data & Technology","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Competition and Markets Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","50","50","34200","33350"
"In post","2021","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Unknown","130","130","29220","29000"
"In post","2021","20-29","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Education","Heterosexual / straight","80","80","33790","32870"
"In post","2021","20-29","Digital, Data & Technology","Department for Education","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Education","Unknown","40","40","34670","32910"
"In post","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Heterosexual / straight","35","35","35360","35900"
"In post","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for International Trade","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for International Trade","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for International Trade","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Transport","Heterosexual / straight","95","95","31400","29350"
"In post","2021","20-29","Digital, Data & Technology","Department for Transport","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Transport","Unknown","45","45","30030","30270"
"In post","2021","20-29","Digital, Data & Technology","Department for Work and Pensions","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department of Health and Social Care","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Department of Health and Social Care","Unknown","40","40","35770","32790"
"In post","2021","20-29","Digital, Data & Technology","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Heterosexual / straight","35","35","32230","32810"
"In post","2021","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","HM Land Registry","Heterosexual / straight","45","45","30930","31740"
"In post","2021","20-29","Digital, Data & Technology","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","HM Land Registry","Unknown","70","65","30760","29760"
"In post","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","Heterosexual / straight","205","200","32550","31810"
"In post","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","HM Revenue and Customs","Unknown","210","210","31280","31810"
"In post","2021","20-29","Digital, Data & Technology","HM Treasury","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Defence","Heterosexual / straight","80","80","29780","28350"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Defence","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Defence","Undeclared","10","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Defence","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Justice","Heterosexual / straight","60","60","36200","30990"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Justice","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Justice","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Ministry of Justice","Unknown","40","40","39590","39200"
"In post","2021","20-29","Digital, Data & Technology","National Crime Agency","Heterosexual / straight","30","30","32170","32260"
"In post","2021","20-29","Digital, Data & Technology","National Crime Agency","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","National Crime Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","National Crime Agency","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office for Standards in Education","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Other Cabinet Office Agencies","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Scottish Government","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Scottish Government","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","The National Archives","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","United Kingdom Statistics Authority","Heterosexual / straight","50","50","30260","29540"
"In post","2021","20-29","Digital, Data & Technology","United Kingdom Statistics Authority","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","United Kingdom Statistics Authority","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","United Kingdom Statistics Authority","Unknown","55","55","31610","29540"
"In post","2021","20-29","Digital, Data & Technology","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Attorney General's Departments","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Finance","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Cabinet Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Finance","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Cabinet Office","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Chancellor's other departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","30","30","42310","38640"
"In post","2021","20-29","Finance","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Business, Energy and Industrial Strategy","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Department for Digital, Culture, Media and Sport","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Finance","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Education","Heterosexual / straight","65","65","34300","31000"
"In post","2021","20-29","Finance","Department for Education","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Education","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Finance","Department for Environment, Food and Rural Affairs","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Finance","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for International Trade","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Department for Transport","Heterosexual / straight","45","45","36570","31960"
"In post","2021","20-29","Finance","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Department of Health and Social Care","Heterosexual / straight","55","55","32830","32790"
"In post","2021","20-29","Finance","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Department of Health and Social Care","Unknown","105","105","34060","32790"
"In post","2021","20-29","Finance","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Foreign, Commonwealth and Development Office","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Finance","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Foreign, Commonwealth and Development Office","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Finance","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","HM Revenue and Customs","Heterosexual / straight","110","105","28260","25560"
"In post","2021","20-29","Finance","HM Revenue and Customs","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Finance","HM Revenue and Customs","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Finance","HM Revenue and Customs","Unknown","115","105","24590","20140"
"In post","2021","20-29","Finance","HM Treasury","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Finance","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","HM Treasury","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Finance","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Defence","Heterosexual / straight","250","250","29740","26670"
"In post","2021","20-29","Finance","Ministry of Defence","LGBO","15","15","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Defence","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Defence","Unknown","30","30","30330","26670"
"In post","2021","20-29","Finance","Ministry of Housing, Communities and Local Government","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Justice","Heterosexual / straight","35","35","34960","30850"
"In post","2021","20-29","Finance","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Justice","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Finance","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Other Cabinet Office Agencies","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Scottish Government","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Finance","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","UK Export Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","United Kingdom Statistics Authority","Heterosexual / straight","5","5","[c]","[c]"
