"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Property","AA/AO","Female","275","250","20360","20920"
"In post","2021","Declared non-disabled","Property","AA/AO","Male","340","335","19580","18760"
"In post","2021","Declared non-disabled","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","EO","Female","505","450","27090","26500"
"In post","2021","Declared non-disabled","Property","EO","Male","500","490","27090","26670"
"In post","2021","Declared non-disabled","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","G6/G7","Female","275","270","57300","54990"
"In post","2021","Declared non-disabled","Property","G6/G7","Male","590","580","58920","57130"
"In post","2021","Declared non-disabled","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Property","SCS level","Male","35","35","93330","86600"
"In post","2021","Declared non-disabled","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","SEO/HEO","Female","830","785","36660","35120"
"In post","2021","Declared non-disabled","Property","SEO/HEO","Male","1415","1370","37680","36460"
"In post","2021","Declared non-disabled","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","AA/AO","Female","40","35","21100","20890"
"In post","2021","Declared non-disabled","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","EO","Female","245","235","26360","26330"
"In post","2021","Declared non-disabled","Psychology","EO","Male","45","45","26490","26330"
"In post","2021","Declared non-disabled","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","G6/G7","Female","70","65","65110","65520"
"In post","2021","Declared non-disabled","Psychology","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","SEO/HEO","Female","535","510","37390","32350"
"In post","2021","Declared non-disabled","Psychology","SEO/HEO","Male","60","55","36530","33410"
"In post","2021","Declared non-disabled","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","AA/AO","Female","355","330","22240","21520"
"In post","2021","Declared non-disabled","Science and Engineering","AA/AO","Male","575","565","21510","21720"
"In post","2021","Declared non-disabled","Science and Engineering","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","EO","Female","420","405","26020","26370"
"In post","2021","Declared non-disabled","Science and Engineering","EO","Male","925","910","25850","26370"
"In post","2021","Declared non-disabled","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","G6/G7","Female","640","585","55800","53850"
"In post","2021","Declared non-disabled","Science and Engineering","G6/G7","Male","1380","1330","55920","56020"
"In post","2021","Declared non-disabled","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","SCS level","Female","30","25","102100","92320"
"In post","2021","Declared non-disabled","Science and Engineering","SCS level","Male","65","60","90640","85650"
"In post","2021","Declared non-disabled","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","SEO/HEO","Female","1540","1415","36200","36810"
"In post","2021","Declared non-disabled","Science and Engineering","SEO/HEO","Male","3075","3005","37610","37410"
"In post","2021","Declared non-disabled","Science and Engineering","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Unknown","Female","55","50","38770","34190"
"In post","2021","Declared non-disabled","Science and Engineering","Unknown","Male","510","505","39290","37400"
"In post","2021","Declared non-disabled","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","AA/AO","Female","530","510","24380","20920"
"In post","2021","Declared non-disabled","Security","AA/AO","Male","2785","2735","26090","21590"
"In post","2021","Declared non-disabled","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","EO","Female","210","200","29860","26980"
"In post","2021","Declared non-disabled","Security","EO","Male","510","500","33970","30730"
"In post","2021","Declared non-disabled","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","G6/G7","Female","75","75","59020","55200"
"In post","2021","Declared non-disabled","Security","G6/G7","Male","155","150","61000","59160"
"In post","2021","Declared non-disabled","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SEO/HEO","Female","320","310","38380","36970"
"In post","2021","Declared non-disabled","Security","SEO/HEO","Male","570","560","41730","38630"
"In post","2021","Declared non-disabled","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Unknown","Female","35","30","37440","37170"
"In post","2021","Declared non-disabled","Security","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","EO","Female","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","EO","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","G6/G7","Female","160","145","56790","57460"
"In post","2021","Declared non-disabled","Social Research","G6/G7","Male","90","85","56970","57220"
"In post","2021","Declared non-disabled","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","SEO/HEO","Female","335","315","39640","39830"
"In post","2021","Declared non-disabled","Social Research","SEO/HEO","Male","110","105","37600","37020"
"In post","2021","Declared non-disabled","Social Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","EO","Female","80","75","27870","27850"
"In post","2021","Declared non-disabled","Statistics","EO","Male","85","85","28160","28270"
"In post","2021","Declared non-disabled","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","G6/G7","Female","220","205","56400","56350"
"In post","2021","Declared non-disabled","Statistics","G6/G7","Male","260","255","57930","58130"
"In post","2021","Declared non-disabled","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","SEO/HEO","Female","300","285","37250","37290"
"In post","2021","Declared non-disabled","Statistics","SEO/HEO","Male","340","335","37310","36780"
"In post","2021","Declared non-disabled","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","AA/AO","Female","710","650","20350","20140"
"In post","2021","Declared non-disabled","Tax","AA/AO","Male","595","570","20280","20140"
"In post","2021","Declared non-disabled","Tax","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","EO","Female","1065","940","26730","25560"
"In post","2021","Declared non-disabled","Tax","EO","Male","1000","965","26510","25560"
"In post","2021","Declared non-disabled","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","G6/G7","Female","730","690","56530","52580"
"In post","2021","Declared non-disabled","Tax","G6/G7","Male","1160","1115","57240","52580"
"In post","2021","Declared non-disabled","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","SCS level","Female","40","40","82220","77840"
"In post","2021","Declared non-disabled","Tax","SCS level","Male","35","30","81970","79930"
"In post","2021","Declared non-disabled","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","SEO/HEO","Female","2120","1970","34460","31870"
"In post","2021","Declared non-disabled","Tax","SEO/HEO","Male","2295","2210","34750","31940"
"In post","2021","Declared non-disabled","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Female","16295","13285","21210","21010"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Male","8350","8000","21430","21010"
"In post","2021","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","EO","Female","25360","22285","28070","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Male","13400","12925","28140","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Female","3120","2960","58610","56480"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Male","3050","2995","59660","58660"
"In post","2021","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Female","420","400","89650","81760"
"In post","2021","Declared non-disabled","Unknown","SCS level","Male","515","510","97120","87760"
"In post","2021","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Female","7910","7430","35560","34450"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Male","5790","5655","36370","35310"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Female","85","85","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Male","120","120","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","G6/G7","Female","60","60","54490","54090"
"In post","2021","Declared non-disabled","Veterinarian","G6/G7","Male","55","50","56430","54530"
"In post","2021","Declared non-disabled","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SEO/HEO","Female","130","115","41040","37910"
"In post","2021","Declared non-disabled","Veterinarian","SEO/HEO","Male","90","90","41280","37910"
"In post","2021","Declared non-disabled","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Commercial","EO","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Commercial","EO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Commercial","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Commercial","G6/G7","Male","45","45","64140","63180"
"In post","2021","Undeclared","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","SEO/HEO","Female","95","90","38150","36940"
"In post","2021","Undeclared","Commercial","SEO/HEO","Male","110","110","41530","41090"
"In post","2021","Undeclared","Commercial","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","EO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","EO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Communications","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Communications","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","SEO/HEO","Female","55","55","37550","37320"
"In post","2021","Undeclared","Communications","SEO/HEO","Male","50","50","38420","38800"
"In post","2021","Undeclared","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","EO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","EO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SEO/HEO","Male","35","35","34960","34390"
"In post","2021","Undeclared","Digital, Data and Technology","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","EO","Female","35","30","27840","26780"
"In post","2021","Undeclared","Digital, Data and Technology","EO","Male","80","80","28390","26930"
"In post","2021","Undeclared","Digital, Data and Technology","G6/G7","Female","50","50","57280","57280"
"In post","2021","Undeclared","Digital, Data and Technology","G6/G7","Male","120","120","58700","57110"
"In post","2021","Undeclared","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","SEO/HEO","Female","115","110","37130","37380"
"In post","2021","Undeclared","Digital, Data and Technology","SEO/HEO","Male","280","275","38080","38020"
"In post","2021","Undeclared","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","EO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Economics","G6/G7","Male","35","35","58550","57620"
"In post","2021","Undeclared","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Economics","SEO/HEO","Male","40","40","33970","33290"
"In post","2021","Undeclared","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","AA/AO","Female","35","30","21100","21440"
"In post","2021","Undeclared","Finance","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Finance","EO","Female","60","55","26900","26670"
"In post","2021","Undeclared","Finance","EO","Male","40","40","26980","26780"
"In post","2021","Undeclared","Finance","G6/G7","Female","50","45","59120","57550"
"In post","2021","Undeclared","Finance","G6/G7","Male","75","75","58800","56780"
"In post","2021","Undeclared","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","SEO/HEO","Female","120","115","38150","36890"
"In post","2021","Undeclared","Finance","SEO/HEO","Male","110","110","38070","37340"
"In post","2021","Undeclared","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","AA/AO","Female","50","40","21600","21130"
"In post","2021","Undeclared","Human Resources","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Human Resources","EO","Female","45","40","27250","26780"
"In post","2021","Undeclared","Human Resources","EO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Human Resources","G6/G7","Female","50","45","59510","57150"
"In post","2021","Undeclared","Human Resources","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Human Resources","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","SEO/HEO","Female","140","130","38310","37020"
"In post","2021","Undeclared","Human Resources","SEO/HEO","Male","60","60","38310","37560"
"In post","2021","Undeclared","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","EO","Female","75","70","27780","27380"
"In post","2021","Undeclared","Intelligence Analysis","EO","Male","70","65","28940","27730"
"In post","2021","Undeclared","Intelligence Analysis","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","SEO/HEO","Female","40","40","37050","37410"
"In post","2021","Undeclared","Intelligence Analysis","SEO/HEO","Male","70","70","37180","36410"
"In post","2021","Undeclared","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","International Trade","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","International Trade","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","EO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","EO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","SEO/HEO","Female","40","40","36910","36330"
"In post","2021","Undeclared","Knowledge and Information Management","SEO/HEO","Male","40","40","37820","36460"
"In post","2021","Undeclared","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","EO","Female","35","30","27690","27130"
"In post","2021","Undeclared","Legal","EO","Male","65","60","27540","27180"
"In post","2021","Undeclared","Legal","G6/G7","Female","95","85","61910","60850"
"In post","2021","Undeclared","Legal","G6/G7","Male","70","70","64250","65680"
"In post","2021","Undeclared","Legal","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Legal","SEO/HEO","Female","95","85","39840","40130"
"In post","2021","Undeclared","Legal","SEO/HEO","Male","130","125","37390","36160"
"In post","2021","Undeclared","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Medicine","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Medicine","EO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Medicine","EO","Male","10","5","[c]","[c]"
"In post","2021","Undeclared","Medicine","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Medicine","G6/G7","Male","10","5","[c]","[c]"
"In post","2021","Undeclared","Medicine","SCS level","Female","25","15","[c]","[c]"
"In post","2021","Undeclared","Medicine","SCS level","Male","20","15","[c]","[c]"
"In post","2021","Undeclared","Medicine","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Medicine","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","AA/AO","Female","2965","2510","23300","21590"
"In post","2021","Undeclared","Operational Delivery","AA/AO","Male","3695","3400","26860","26810"
"In post","2021","Undeclared","Operational Delivery","EO","Female","1205","1095","27780","27130"
"In post","2021","Undeclared","Operational Delivery","EO","Male","1770","1670","29760","28800"
"In post","2021","Undeclared","Operational Delivery","G6/G7","Female","185","170","57500","54990"
"In post","2021","Undeclared","Operational Delivery","G6/G7","Male","195","190","62370","60100"
"In post","2021","Undeclared","Operational Delivery","SCS level","Female","5","5","[c]","[c]"
