"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Security","Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Security","Lancashire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","Lancashire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","Lancashire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lincolnshire","AA/AO","Heterosexual / straight","45","45","19760","19560"
"In post","2021","Security","Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lincolnshire","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","AA/AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Security","Merseyside","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","Merseyside","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Eastern Scotland","AA/AO","Heterosexual / straight","55","50","39540","44070"
"In post","2021","Security","North Eastern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Eastern Scotland","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Security","North Eastern Scotland","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Security","North Eastern Scotland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","North Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Eastern Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Eastern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","AA/AO","Heterosexual / straight","160","150","27840","21580"
"In post","2021","Security","North Yorkshire","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Security","North Yorkshire","AA/AO","Undeclared","35","30","34090","39070"
"In post","2021","Security","North Yorkshire","AA/AO","Unknown","45","45","28640","25680"
"In post","2021","Security","North Yorkshire","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Security","North Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","North Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","AA/AO","Heterosexual / straight","295","295","20670","20310"
"In post","2021","Security","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2021","Security","Northern Ireland","AA/AO","Unknown","35","35","20140","20310"
"In post","2021","Security","Northern Ireland","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Security","Northern Ireland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - East and North East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - East and North East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - East and North East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - East and North East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - East and North East","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - East and North East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","AA/AO","Heterosexual / straight","65","65","23550","22210"
"In post","2021","Security","Outer London - South","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Security","Outer London - South","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","G6/G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Security","Outer London - South","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","SEO/HEO","Heterosexual / straight","35","35","37050","35300"
"In post","2021","Security","Outer London - South","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","AA/AO","Heterosexual / straight","40","40","24000","22210"
"In post","2021","Security","Outer London - West and North West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SEO/HEO","Heterosexual / straight","55","55","35160","34310"
"In post","2021","Security","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","AA/AO","Heterosexual / straight","70","65","22110","19560"
"In post","2021","Security","Shropshire and Staffordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Security","South Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Security","South Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Security","South Yorkshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Security","South Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","AA/AO","Heterosexual / straight","40","35","23230","19560"
"In post","2021","Security","Southern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","Southern Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Central Scotland","AA/AO","Heterosexual / straight","665","640","27870","23540"
"In post","2021","Security","West Central Scotland","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Security","West Central Scotland","AA/AO","Undeclared","75","75","32220","39070"
"In post","2021","Security","West Central Scotland","AA/AO","Unknown","175","175","29320","28890"
"In post","2021","Security","West Central Scotland","EO","Heterosexual / straight","90","90","39990","43920"
"In post","2021","Security","West Central Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Central Scotland","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Security","West Central Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Central Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Central Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Central Scotland","SEO/HEO","Heterosexual / straight","35","35","48850","53600"
"In post","2021","Security","West Central Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Central Scotland","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Security","West Central Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Security","West Midlands","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","West Midlands","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","West Midlands","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","West Midlands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","AA/AO","Heterosexual / straight","65","65","22960","22940"
"In post","2021","Security","West Wales and The Valleys","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","SEO/HEO","Undeclared","10","5","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Yorkshire","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Security","West Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Yorkshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Security","West Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
