"Status","Year","Age","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Scotland","Unknown","10","10","39790","41370"
"In post","2021","60-64","South East (England)","AA/AO","1600","1330","22070","21010"
"In post","2021","60-64","South East (England)","EO","1240","1025","28510","27570"
"In post","2021","60-64","South East (England)","G6/G7","285","250","58590","56440"
"In post","2021","60-64","South East (England)","SCS level","15","15","112460","108960"
"In post","2021","60-64","South East (England)","SEO/HEO","850","750","37760","36460"
"In post","2021","60-64","South East (England)","Unknown","110","95","32870","34340"
"In post","2021","60-64","South West (England)","AA/AO","1010","860","21810","21010"
"In post","2021","60-64","South West (England)","EO","915","755","27030","27570"
"In post","2021","60-64","South West (England)","G6/G7","390","340","58810","56330"
"In post","2021","60-64","South West (England)","SCS level","35","30","105830","99240"
"In post","2021","60-64","South West (England)","SEO/HEO","1135","985","38010","37320"
"In post","2021","60-64","South West (England)","Unknown","165","140","38400","37170"
"In post","2021","60-64","Unknown","AA/AO","35","30","23010","23130"
"In post","2021","60-64","Unknown","EO","40","30","29230","28170"
"In post","2021","60-64","Unknown","G6/G7","15","10","61840","61090"
"In post","2021","60-64","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","SEO/HEO","35","35","41520","39720"
"In post","2021","60-64","Unknown","Unknown","130","130","39070","35380"
"In post","2021","60-64","Wales","AA/AO","1270","965","21070","21010"
"In post","2021","60-64","Wales","EO","700","530","27450","27570"
"In post","2021","60-64","Wales","G6/G7","190","160","62430","60830"
"In post","2021","60-64","Wales","SCS level","35","30","104030","100820"
"In post","2021","60-64","Wales","SEO/HEO","560","460","38420","37410"
"In post","2021","60-64","Wales","Unknown","80","70","31510","28200"
"In post","2021","60-64","West Midlands (England)","AA/AO","955","785","21240","21010"
"In post","2021","60-64","West Midlands (England)","EO","825","670","27310","27570"
"In post","2021","60-64","West Midlands (England)","G6/G7","155","135","59450","56060"
"In post","2021","60-64","West Midlands (England)","SCS level","20","15","126170","116720"
"In post","2021","60-64","West Midlands (England)","SEO/HEO","420","350","36540","34990"
"In post","2021","60-64","West Midlands (England)","Unknown","125","110","29870","28200"
"In post","2021","60-64","Yorkshire and The Humber","AA/AO","1095","860","21970","21010"
"In post","2021","60-64","Yorkshire and The Humber","EO","865","670","27530","27570"
"In post","2021","60-64","Yorkshire and The Humber","G6/G7","200","165","59300","55610"
"In post","2021","60-64","Yorkshire and The Humber","SCS level","15","10","98970","82220"
"In post","2021","60-64","Yorkshire and The Humber","SEO/HEO","500","405","36530","35000"
"In post","2021","60-64","Yorkshire and The Humber","Unknown","105","90","30180","28200"
"In post","2021","65+","East Midlands (England)","AA/AO","220","170","20730","20720"
"In post","2021","65+","East Midlands (England)","EO","125","90","27370","27570"
"In post","2021","65+","East Midlands (England)","G6/G7","25","20","63820","59630"
"In post","2021","65+","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","East Midlands (England)","SEO/HEO","70","55","37550","35000"
"In post","2021","65+","East Midlands (England)","Unknown","15","15","30460","28200"
"In post","2021","65+","East of England","AA/AO","300","230","21360","21010"
"In post","2021","65+","East of England","EO","215","155","28610","28000"
"In post","2021","65+","East of England","G6/G7","25","20","68030","65970"
"In post","2021","65+","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","East of England","SEO/HEO","120","95","38030","36140"
"In post","2021","65+","East of England","Unknown","35","25","26790","24310"
"In post","2021","65+","London","AA/AO","805","660","24340","24490"
"In post","2021","65+","London","EO","575","455","30420","30780"
"In post","2021","65+","London","G6/G7","305","250","65430","63610"
"In post","2021","65+","London","SCS level","60","50","110330","102700"
"In post","2021","65+","London","SEO/HEO","415","350","41240","39800"
"In post","2021","65+","London","Unknown","60","50","35640","32710"
"In post","2021","65+","North East (England)","AA/AO","440","315","20990","21010"
"In post","2021","65+","North East (England)","EO","155","110","27250","27570"
"In post","2021","65+","North East (England)","G6/G7","10","10","58480","59610"
"In post","2021","65+","North East (England)","SEO/HEO","65","40","36240","34840"
"In post","2021","65+","North East (England)","Unknown","15","10","31010","28200"
"In post","2021","65+","North West (England)","AA/AO","695","510","21090","21010"
"In post","2021","65+","North West (England)","EO","385","265","27240","27570"
"In post","2021","65+","North West (England)","G6/G7","55","40","62060","59690"
"In post","2021","65+","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","North West (England)","SEO/HEO","170","120","37360","35170"
"In post","2021","65+","North West (England)","Unknown","35","30","30930","32710"
"In post","2021","65+","Northern Ireland","AA/AO","55","50","20360","20220"
"In post","2021","65+","Northern Ireland","EO","15","10","27950","28130"
"In post","2021","65+","Northern Ireland","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","Northern Ireland","SEO/HEO","15","10","38400","37210"
"In post","2021","65+","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","65+","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","SEO/HEO","10","10","37400","34710"
"In post","2021","65+","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland","AA/AO","530","420","21700","21010"
"In post","2021","65+","Scotland","EO","290","205","28160","27570"
"In post","2021","65+","Scotland","G6/G7","55","45","64110","61010"
"In post","2021","65+","Scotland","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Scotland","SEO/HEO","190","135","39790","35800"
"In post","2021","65+","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","South East (England)","AA/AO","730","560","21300","21010"
"In post","2021","65+","South East (England)","EO","400","315","28300","27570"
"In post","2021","65+","South East (England)","G6/G7","105","75","60560","57760"
"In post","2021","65+","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","South East (England)","SEO/HEO","280","230","37840","36460"
"In post","2021","65+","South East (England)","Unknown","50","40","36010","34340"
"In post","2021","65+","South West (England)","AA/AO","355","280","21010","21010"
"In post","2021","65+","South West (England)","EO","295","225","26740","27460"
"In post","2021","65+","South West (England)","G6/G7","145","110","62050","62040"
"In post","2021","65+","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2021","65+","South West (England)","SEO/HEO","310","250","37530","36460"
"In post","2021","65+","South West (England)","Unknown","70","55","36930","37170"
"In post","2021","65+","Unknown","AA/AO","15","10","22940","23690"
"In post","2021","65+","Unknown","EO","10","10","29200","30250"
"In post","2021","65+","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","20","20","37850","32700"
"In post","2021","65+","Wales","AA/AO","415","295","20900","21010"
"In post","2021","65+","Wales","EO","200","140","27600","27570"
"In post","2021","65+","Wales","G6/G7","50","40","65360","60830"
"In post","2021","65+","Wales","SCS level","15","10","102030","95830"
"In post","2021","65+","Wales","SEO/HEO","140","105","38870","37410"
"In post","2021","65+","Wales","Unknown","30","20","30070","28790"
"In post","2021","65+","West Midlands (England)","AA/AO","290","225","20780","20920"
"In post","2021","65+","West Midlands (England)","EO","215","160","27230","27570"
"In post","2021","65+","West Midlands (England)","G6/G7","30","25","61000","58130"
"In post","2021","65+","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","West Midlands (England)","SEO/HEO","110","85","37120","34880"
"In post","2021","65+","West Midlands (England)","Unknown","35","30","33430","34320"
"In post","2021","65+","Yorkshire and The Humber","AA/AO","320","240","21190","21010"
"In post","2021","65+","Yorkshire and The Humber","EO","190","135","27310","27570"
"In post","2021","65+","Yorkshire and The Humber","G6/G7","35","25","59070","57620"
"In post","2021","65+","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Yorkshire and The Humber","SEO/HEO","125","95","36430","34870"
"In post","2021","65+","Yorkshire and The Humber","Unknown","35","25","30440","28200"
"In post","2021","Unknown","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","AA/AO","20","[c]","20990","21010"
"Leaver CS","2021","16-19","South East (England)","AA/AO","15","[c]","20510","21010"
"Leaver CS","2021","16-19","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","AA/AO","200","[c]","20350","18880"
"Leaver CS","2021","20-29","East Midlands (England)","EO","50","[c]","24830","25500"
"Leaver CS","2021","20-29","East Midlands (England)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East of England","AA/AO","205","[c]","21680","21010"
"Leaver CS","2021","20-29","East of England","EO","40","[c]","25460","26730"
"Leaver CS","2021","20-29","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East of England","SEO/HEO","15","[c]","34090","32960"
"Leaver CS","2021","20-29","East of England","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","AA/AO","545","[c]","22450","22680"
"Leaver CS","2021","20-29","London","EO","415","[c]","27300","27760"
"Leaver CS","2021","20-29","London","G6/G7","80","[c]","55300","54070"
"Leaver CS","2021","20-29","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","SEO/HEO","430","[c]","34780","33780"
"Leaver CS","2021","20-29","London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North East (England)","AA/AO","185","[c]","20810","21010"
"Leaver CS","2021","20-29","North East (England)","EO","45","[c]","25890","27010"
"Leaver CS","2021","20-29","North East (England)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North West (England)","AA/AO","335","[c]","20710","21010"
"Leaver CS","2021","20-29","North West (England)","EO","95","[c]","25360","25000"
"Leaver CS","2021","20-29","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","North West (England)","SEO/HEO","30","[c]","34870","35310"
"Leaver CS","2021","20-29","North West (England)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","AA/AO","195","[c]","21570","21090"
"Leaver CS","2021","20-29","Scotland","EO","65","[c]","26390","27150"
"Leaver CS","2021","20-29","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","SEO/HEO","25","[c]","35480","34370"
"Leaver CS","2021","20-29","South East (England)","AA/AO","360","[c]","21230","20920"
"Leaver CS","2021","20-29","South East (England)","EO","70","[c]","23240","25100"
"Leaver CS","2021","20-29","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South East (England)","SEO/HEO","40","[c]","30500","29290"
"Leaver CS","2021","20-29","South East (England)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South West (England)","AA/AO","260","[c]","19780","19930"
"Leaver CS","2021","20-29","South West (England)","EO","140","[c]","23660","24460"
"Leaver CS","2021","20-29","South West (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","South West (England)","SEO/HEO","90","[c]","31790","31310"
"Leaver CS","2021","20-29","South West (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","AA/AO","20","[c]","21190","21010"
"Leaver CS","2021","20-29","Unknown","EO","10","[c]","27050","27530"
"Leaver CS","2021","20-29","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","SEO/HEO","30","[c]","30810","28420"
"Leaver CS","2021","20-29","Unknown","Unknown","135","[c]","27620","28680"
"Leaver CS","2021","20-29","Wales","AA/AO","280","[c]","20310","21010"
"Leaver CS","2021","20-29","Wales","EO","45","[c]","25510","25410"
"Leaver CS","2021","20-29","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Wales","SEO/HEO","25","[c]","33640","32000"
"Leaver CS","2021","20-29","Wales","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","AA/AO","245","[c]","20170","19930"
"Leaver CS","2021","20-29","West Midlands (England)","EO","65","[c]","25450","25100"
"Leaver CS","2021","20-29","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","West Midlands (England)","SEO/HEO","20","[c]","34540","33850"
"Leaver CS","2021","20-29","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","AA/AO","275","[c]","20620","21010"
"Leaver CS","2021","20-29","Yorkshire and The Humber","EO","70","[c]","25940","25860"
"Leaver CS","2021","20-29","Yorkshire and The Humber","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Yorkshire and The Humber","SEO/HEO","30","[c]","34380","33180"
"Leaver CS","2021","20-29","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","AA/AO","125","[c]","21000","21010"
"Leaver CS","2021","30-39","East Midlands (England)","EO","55","[c]","27030","27570"
"Leaver CS","2021","30-39","East Midlands (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East Midlands (England)","SEO/HEO","15","[c]","34610","36000"
"Leaver CS","2021","30-39","East Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","AA/AO","135","[c]","22730","21570"
"Leaver CS","2021","30-39","East of England","EO","50","[c]","27390","27570"
"Leaver CS","2021","30-39","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","East of England","SEO/HEO","45","[c]","35890","36130"
"Leaver CS","2021","30-39","East of England","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","London","AA/AO","145","[c]","24220","24150"
"Leaver CS","2021","30-39","London","EO","190","[c]","29460","29710"
"Leaver CS","2021","30-39","London","G6/G7","320","[c]","57630","54900"
"Leaver CS","2021","30-39","London","SCS level","25","[c]","78330","76850"
"Leaver CS","2021","30-39","London","SEO/HEO","330","[c]","38240","38600"
"Leaver CS","2021","30-39","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","AA/AO","130","[c]","20690","21010"
"Leaver CS","2021","30-39","North East (England)","EO","30","[c]","26770","27570"
"Leaver CS","2021","30-39","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","AA/AO","175","[c]","20810","21010"
"Leaver CS","2021","30-39","North West (England)","EO","85","[c]","25870","27570"
"Leaver CS","2021","30-39","North West (England)","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","North West (England)","SEO/HEO","50","[c]","34390","31870"
"Leaver CS","2021","30-39","North West (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Overseas","SEO/HEO","20","[c]","34650","35000"
"Leaver CS","2021","30-39","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","AA/AO","170","[c]","22580","21010"
"Leaver CS","2021","30-39","Scotland","EO","95","[c]","28780","27570"
"Leaver CS","2021","30-39","Scotland","G6/G7","20","[c]","59780","60600"
"Leaver CS","2021","30-39","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Scotland","SEO/HEO","65","[c]","36880","35240"
"Leaver CS","2021","30-39","South East (England)","AA/AO","205","[c]","22550","21010"
"Leaver CS","2021","30-39","South East (England)","EO","70","[c]","27320","26890"
"Leaver CS","2021","30-39","South East (England)","G6/G7","20","[c]","54740","55000"
"Leaver CS","2021","30-39","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South East (England)","SEO/HEO","70","[c]","35730","35580"
"Leaver CS","2021","30-39","South East (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","AA/AO","125","[c]","20810","20920"
"Leaver CS","2021","30-39","South West (England)","EO","55","[c]","25810","27070"
"Leaver CS","2021","30-39","South West (England)","G6/G7","25","[c]","48800","48580"
"Leaver CS","2021","30-39","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","South West (England)","SEO/HEO","120","[c]","35240","36110"
"Leaver CS","2021","30-39","South West (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","G6/G7","15","[c]","64840","63090"
"Leaver CS","2021","30-39","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","85","[c]","27040","29000"
"Leaver CS","2021","30-39","Wales","AA/AO","155","[c]","20650","21030"
"Leaver CS","2021","30-39","Wales","EO","55","[c]","27600","27570"
"Leaver CS","2021","30-39","Wales","G6/G7","20","[c]","55000","50870"
"Leaver CS","2021","30-39","Wales","SEO/HEO","40","[c]","36590","37020"
"Leaver CS","2021","30-39","Wales","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","West Midlands (England)","AA/AO","130","[c]","20560","20650"
"Leaver CS","2021","30-39","West Midlands (England)","EO","50","[c]","25490","26290"
"Leaver CS","2021","30-39","West Midlands (England)","G6/G7","20","[c]","58090","55000"
"Leaver CS","2021","30-39","West Midlands (England)","SEO/HEO","45","[c]","36350","35570"
"Leaver CS","2021","30-39","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Yorkshire and The Humber","AA/AO","130","[c]","20940","21010"
"Leaver CS","2021","30-39","Yorkshire and The Humber","EO","65","[c]","26760","27570"
"Leaver CS","2021","30-39","Yorkshire and The Humber","G6/G7","15","[c]","56690","55000"
"Leaver CS","2021","30-39","Yorkshire and The Humber","SEO/HEO","35","[c]","35880","36500"
"Leaver CS","2021","30-39","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","AA/AO","105","[c]","20590","20500"
"Leaver CS","2021","40-49","East Midlands (England)","EO","65","[c]","27610","27570"
"Leaver CS","2021","40-49","East Midlands (England)","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East Midlands (England)","SEO/HEO","45","[c]","37130","37240"
"Leaver CS","2021","40-49","East Midlands (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","AA/AO","110","[c]","21500","21010"
"Leaver CS","2021","40-49","East of England","EO","50","[c]","27180","27570"
"Leaver CS","2021","40-49","East of England","G6/G7","15","[c]","53610","52850"
"Leaver CS","2021","40-49","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","East of England","SEO/HEO","45","[c]","36560","36480"
"Leaver CS","2021","40-49","East of England","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","London","AA/AO","100","[c]","23240","23310"
"Leaver CS","2021","40-49","London","EO","115","[c]","29320","30330"
"Leaver CS","2021","40-49","London","G6/G7","205","[c]","61260","59720"
"Leaver CS","2021","40-49","London","SCS level","75","[c]","95990","92640"
"Leaver CS","2021","40-49","London","SEO/HEO","155","[c]","38230","38160"
"Leaver CS","2021","40-49","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North East (England)","AA/AO","115","[c]","20890","21010"
"Leaver CS","2021","40-49","North East (England)","EO","35","[c]","26570","27570"
"Leaver CS","2021","40-49","North East (England)","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North East (England)","SEO/HEO","20","[c]","35210","36330"
"Leaver CS","2021","40-49","North East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North West (England)","AA/AO","155","[c]","20880","21010"
"Leaver CS","2021","40-49","North West (England)","EO","65","[c]","26000","27230"
"Leaver CS","2021","40-49","North West (England)","G6/G7","15","[c]","58720","55610"
"Leaver CS","2021","40-49","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","North West (England)","SEO/HEO","40","[c]","35450","34530"
"Leaver CS","2021","40-49","North West (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Overseas","SEO/HEO","25","[c]","36760","36960"
"Leaver CS","2021","40-49","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scotland","AA/AO","135","[c]","21590","21010"
"Leaver CS","2021","40-49","Scotland","EO","65","[c]","27690","27570"
"Leaver CS","2021","40-49","Scotland","G6/G7","25","[c]","59460","60100"
"Leaver CS","2021","40-49","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scotland","SEO/HEO","55","[c]","37950","37940"
"Leaver CS","2021","40-49","South East (England)","AA/AO","160","[c]","21730","21010"
"Leaver CS","2021","40-49","South East (England)","EO","95","[c]","28650","27570"
"Leaver CS","2021","40-49","South East (England)","G6/G7","25","[c]","59170","55250"
"Leaver CS","2021","40-49","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","South East (England)","SEO/HEO","65","[c]","36980","36460"
"Leaver CS","2021","40-49","South East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","South West (England)","AA/AO","90","[c]","20910","20980"
"Leaver CS","2021","40-49","South West (England)","EO","60","[c]","27080","26890"
"Leaver CS","2021","40-49","South West (England)","G6/G7","35","[c]","57310","55000"
"Leaver CS","2021","40-49","South West (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","South West (England)","SEO/HEO","80","[c]","35650","33840"
"Leaver CS","2021","40-49","South West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","70","[c]","31180","23240"
"Leaver CS","2021","40-49","Wales","AA/AO","110","[c]","20740","21170"
"Leaver CS","2021","40-49","Wales","EO","40","[c]","27920","27570"
"Leaver CS","2021","40-49","Wales","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wales","SCS level","5","[c]","[c]","[c]"
