"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Other ethnicity","Property","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Property","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Security","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Work and Pensions","AA/AO","40","[c]","22240","21010"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Work and Pensions","EO","115","[c]","29620","31060"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department for Work and Pensions","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Ministry of Defence","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scotland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Unknown","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for International Trade","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Analysis","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Debt","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data & Technology","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Cabinet Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Environment, Food and Rural Affairs","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Environment, Food and Rural Affairs","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for International Trade","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department of Health and Social Care","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department of Health and Social Care","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department of Health and Social Care","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","Department of Health and Social Care","SEO/HEO","50","[c]","34800","32330"
"New entrant CS","2021","Undeclared","No function","Food Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","No function","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
