"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Economics","EO","25","25","26700","25170"
"In post","2021","No function","Economics","G6","50","45","67820","68900"
"In post","2021","No function","Economics","G7","180","180","55880","57230"
"In post","2021","No function","Economics","HEO","145","140","33000","33120"
"In post","2021","No function","Economics","SCS level","20","20","84410","80080"
"In post","2021","No function","Economics","SEO","40","40","43170","44300"
"In post","2021","No function","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","No function","Finance","AO","25","25","21020","20100"
"In post","2021","No function","Finance","EO","40","35","26860","26000"
"In post","2021","No function","Finance","G6","40","35","68830","66550"
"In post","2021","No function","Finance","G7","95","90","54270","53420"
"In post","2021","No function","Finance","HEO","105","105","32790","32110"
"In post","2021","No function","Finance","SCS level","10","10","95160","80670"
"In post","2021","No function","Finance","SEO","90","90","40490","40050"
"In post","2021","No function","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","AO","10","10","20780","20260"
"In post","2021","No function","Human Resources","EO","10","5","[c]","[c]"
"In post","2021","No function","Human Resources","G6","10","10","66220","65210"
"In post","2021","No function","Human Resources","G7","15","15","54640","54760"
"In post","2021","No function","Human Resources","HEO","10","10","[c]","[c]"
"In post","2021","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Human Resources","SEO","10","10","38310","36650"
"In post","2021","No function","Inspector of Education and Training","G6","145","140","80560","85550"
"In post","2021","No function","Inspector of Education and Training","G7","370","365","73340","75500"
"In post","2021","No function","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","SCS level","10","10","131880","128660"
"In post","2021","No function","Inspector of Education and Training","SEO","335","325","51070","51360"
"In post","2021","No function","Intelligence Analysis","AO","15","15","21850","21710"
"In post","2021","No function","Intelligence Analysis","EO","355","340","28700","27380"
"In post","2021","No function","Intelligence Analysis","G7","20","20","63030","63530"
"In post","2021","No function","Intelligence Analysis","HEO","55","55","32930","31180"
"In post","2021","No function","Intelligence Analysis","SEO","35","35","44110","43870"
"In post","2021","No function","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","EO","100","95","26890","26510"
"In post","2021","No function","International Trade","G6","165","165","63180","62170"
"In post","2021","No function","International Trade","G7","430","425","52640","51970"
"In post","2021","No function","International Trade","HEO","355","350","32560","32120"
"In post","2021","No function","International Trade","SCS level","115","110","85670","75570"
"In post","2021","No function","International Trade","SEO","300","300","38830","38540"
"In post","2021","No function","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","AO","95","90","22130","22020"
"In post","2021","No function","Knowledge and Information Management","EO","215","200","26510","26210"
"In post","2021","No function","Knowledge and Information Management","G6","60","55","68230","66870"
"In post","2021","No function","Knowledge and Information Management","G7","175","160","53320","52610"
"In post","2021","No function","Knowledge and Information Management","HEO","205","195","32770","32180"
"In post","2021","No function","Knowledge and Information Management","SCS level","10","10","88930","81990"
"In post","2021","No function","Knowledge and Information Management","SEO","215","200","40000","39030"
"In post","2021","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","G6","60","55","81820","85630"
"In post","2021","No function","Medicine","G7","10","10","54780","53620"
"In post","2021","No function","Medicine","HEO","20","15","33950","32180"
"In post","2021","No function","Medicine","SCS level","345","295","111690","108150"
"In post","2021","No function","Medicine","SEO","10","10","40610","40650"
"In post","2021","No function","Operational Delivery","AA","10335","9075","20070","20600"
"In post","2021","No function","Operational Delivery","AO","53865","48810","23900","22160"
"In post","2021","No function","Operational Delivery","EO","25955","24260","28440","27130"
"In post","2021","No function","Operational Delivery","G6","1085","1055","70810","67260"
"In post","2021","No function","Operational Delivery","G7","3200","3100","55360","53420"
"In post","2021","No function","Operational Delivery","HEO","13165","12420","34310","33840"
"In post","2021","No function","Operational Delivery","SCS level","440","425","92870","88900"
"In post","2021","No function","Operational Delivery","SEO","6765","6495","44460","42000"
"In post","2021","No function","Operational Delivery","Unknown","11980","11070","29840","28200"
"In post","2021","No function","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Research","G6","20","20","66200","66500"
"In post","2021","No function","Operational Research","G7","150","145","49980","46820"
"In post","2021","No function","Operational Research","HEO","65","65","29750","28650"
"In post","2021","No function","Operational Research","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Operational Research","SEO","55","50","38530","37320"
"In post","2021","No function","Other","AA","125","105","20610","20810"
"In post","2021","No function","Other","AO","355","320","24730","23960"
"In post","2021","No function","Other","EO","580","560","27890","26780"
"In post","2021","No function","Other","G6","125","120","74010","71490"
"In post","2021","No function","Other","G7","355","350","58470","54700"
"In post","2021","No function","Other","HEO","410","400","34180","33840"
"In post","2021","No function","Other","SCS level","90","85","101860","91900"
"In post","2021","No function","Other","SEO","280","255","41450","41310"
"In post","2021","No function","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Planning","EO","15","10","28360","27850"
"In post","2021","No function","Planning","G6","15","15","65320","64740"
"In post","2021","No function","Planning","G7","35","35","54450","53130"
"In post","2021","No function","Planning","HEO","30","30","34120","33590"
"In post","2021","No function","Planning","SCS level","10","10","[c]","[c]"
"In post","2021","No function","Planning","SEO","45","40","41030","40720"
"In post","2021","No function","Planning Inspectors","G6","205","175","64020","58810"
"In post","2021","No function","Planning Inspectors","G7","140","130","48610","47660"
"In post","2021","No function","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Policy","AA","40","35","18460","17600"
"In post","2021","No function","Policy","AO","460","440","24390","24010"
"In post","2021","No function","Policy","EO","1865","1820","28230","27850"
"In post","2021","No function","Policy","G6","2265","2195","66140","65210"
"In post","2021","No function","Policy","G7","5700","5560","54600","53600"
"In post","2021","No function","Policy","HEO","5480","5395","33800","33570"
"In post","2021","No function","Policy","SCS level","1380","1335","84820","76750"
"In post","2021","No function","Policy","SEO","3445","3355","40630","40050"
"In post","2021","No function","Policy","Unknown","15","15","48660","44910"
"In post","2021","No function","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","EO","15","15","25470","24500"
"In post","2021","No function","Project Delivery","G6","20","20","64590","64630"
"In post","2021","No function","Project Delivery","G7","45","40","52740","52850"
"In post","2021","No function","Project Delivery","HEO","75","70","30480","30850"
"In post","2021","No function","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","No function","Project Delivery","SEO","55","55","39240","39590"
"In post","2021","No function","Property","AO","5","5","[c]","[c]"
"In post","2021","No function","Property","EO","5","5","[c]","[c]"
"In post","2021","No function","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","HEO","10","10","[c]","[c]"
"In post","2021","No function","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2021","No function","Psychology","AO","70","65","21270","21300"
"In post","2021","No function","Psychology","EO","420","410","26890","26330"
"In post","2021","No function","Psychology","G6","20","20","75930","72130"
"In post","2021","No function","Psychology","G7","95","85","61550","62010"
"In post","2021","No function","Psychology","HEO","425","410","30490","30450"
"In post","2021","No function","Psychology","SEO","355","330","45460","45110"
"In post","2021","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Science and Engineering","AA","90","85","18870","18850"
"In post","2021","No function","Science and Engineering","AO","615","585","22470","22130"
"In post","2021","No function","Science and Engineering","EO","695","665","26640","26880"
"In post","2021","No function","Science and Engineering","G6","320","295","71340","67910"
"In post","2021","No function","Science and Engineering","G7","1815","1730","52020","51670"
"In post","2021","No function","Science and Engineering","HEO","1560","1490","31670","31370"
"In post","2021","No function","Science and Engineering","SCS level","65","55","100380","96370"
"In post","2021","No function","Science and Engineering","SEO","1800","1690","40170","39650"
"In post","2021","No function","Security","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","EO","10","10","29240","29970"
"In post","2021","No function","Security","G6","10","10","66380","66090"
"In post","2021","No function","Security","G7","40","35","54980","54700"
"In post","2021","No function","Security","HEO","55","55","35690","35430"
"In post","2021","No function","Security","SCS level","10","10","[c]","[c]"
"In post","2021","No function","Security","SEO","65","65","43660","44030"
"In post","2021","No function","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","G7","15","15","53620","53870"
"In post","2021","No function","Social Research","HEO","5","5","[c]","[c]"
"In post","2021","No function","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","SEO","10","10","38350","37810"
"In post","2021","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","G6","5","5","[c]","[c]"
"In post","2021","No function","Statistics","G7","10","10","55750","53860"
"In post","2021","No function","Statistics","HEO","5","5","[c]","[c]"
"In post","2021","No function","Statistics","SEO","10","10","[c]","[c]"
"In post","2021","No function","Tax","AO","2765","2590","20240","20140"
"In post","2021","No function","Tax","EO","1855","1670","27130","25560"
"In post","2021","No function","Tax","G6","490","460","66870","64670"
"In post","2021","No function","Tax","G7","1510","1450","53690","52580"
"In post","2021","No function","Tax","HEO","3960","3735","33140","31810"
"In post","2021","No function","Tax","SCS level","70","70","82370","78760"
"In post","2021","No function","Tax","SEO","1285","1215","39430","38630"
"In post","2021","No function","Unknown","AA","10","10","20080","20070"
"In post","2021","No function","Unknown","AO","1570","1480","20600","20140"
"In post","2021","No function","Unknown","EO","860","845","26450","25560"
"In post","2021","No function","Unknown","G6","320","315","66830","66440"
"In post","2021","No function","Unknown","G7","900","885","55570","54700"
"In post","2021","No function","Unknown","HEO","2915","2895","31460","31810"
"In post","2021","No function","Unknown","SCS level","335","330","87370","78040"
"In post","2021","No function","Unknown","SEO","355","355","40950","40600"
"In post","2021","No function","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","G6","25","25","62940","62520"
"In post","2021","No function","Veterinarian","G7","105","105","53650","53240"
"In post","2021","No function","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","No function","Veterinarian","SEO","285","270","40720","37910"
"In post","2021","Project Delivery","Commercial","EO","120","115","22680","22900"
"In post","2021","Project Delivery","Commercial","G6","40","40","71630","70980"
"In post","2021","Project Delivery","Commercial","G7","120","115","53220","53710"
"In post","2021","Project Delivery","Commercial","HEO","290","280","31090","31160"
"In post","2021","Project Delivery","Commercial","SCS level","10","10","101050","100260"
"In post","2021","Project Delivery","Commercial","SEO","225","215","40510","40880"
"In post","2021","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Communications","HEO","10","10","33950","33550"
"In post","2021","Project Delivery","Communications","SEO","15","15","37370","37210"
"In post","2021","Project Delivery","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","EO","45","40","22860","21840"
"In post","2021","Project Delivery","Digital, Data and Technology","G6","10","10","74340","77210"
"In post","2021","Project Delivery","Digital, Data and Technology","G7","125","120","54340","56350"
"In post","2021","Project Delivery","Digital, Data and Technology","HEO","100","95","30630","29770"
"In post","2021","Project Delivery","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","SEO","160","155","42950","43000"
"In post","2021","Project Delivery","Economics","G6","30","30","67600","66720"
"In post","2021","Project Delivery","Economics","G7","60","60","53590","55340"
"In post","2021","Project Delivery","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","SEO","15","15","31800","30600"
"In post","2021","Project Delivery","Finance","EO","45","40","23090","23000"
"In post","2021","Project Delivery","Finance","G6","30","30","71230","70030"
"In post","2021","Project Delivery","Finance","G7","80","80","55890","56600"
"In post","2021","Project Delivery","Finance","HEO","95","95","32520","32390"
"In post","2021","Project Delivery","Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Project Delivery","Finance","SEO","60","55","43730","43470"
"In post","2021","Project Delivery","Finance","Unknown","85","85","38450","39860"
"In post","2021","Project Delivery","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","G7","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","HEO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","SEO","10","10","[c]","[c]"
"In post","2021","Project Delivery","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","EO","20","20","22150","21870"
"In post","2021","Project Delivery","Knowledge and Information Management","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","G7","35","35","51830","52560"
"In post","2021","Project Delivery","Knowledge and Information Management","HEO","65","65","30600","30020"
"In post","2021","Project Delivery","Knowledge and Information Management","SEO","60","60","39490","38170"
"In post","2021","Project Delivery","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","EO","15","15","28660","28750"
"In post","2021","Project Delivery","Medicine","G6","15","15","69180","67510"
"In post","2021","Project Delivery","Medicine","G7","25","20","58030","55620"
"In post","2021","Project Delivery","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","AA","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","AO","150","135","21550","21440"
"In post","2021","Project Delivery","Operational Delivery","EO","515","465","25730","25560"
"In post","2021","Project Delivery","Operational Delivery","G6","90","85","64960","65230"
"In post","2021","Project Delivery","Operational Delivery","G7","285","275","51500","51740"
"In post","2021","Project Delivery","Operational Delivery","HEO","490","465","31810","31810"
"In post","2021","Project Delivery","Operational Delivery","SCS level","20","20","87150","80740"
"In post","2021","Project Delivery","Operational Delivery","SEO","340","330","39030","39450"
"In post","2021","Project Delivery","Operational Delivery","Unknown","10","10","32520","24310"
"In post","2021","Project Delivery","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","AO","5","5","[c]","[c]"
"In post","2021","Project Delivery","Other","EO","1110","1050","21730","20770"
"In post","2021","Project Delivery","Other","G6","200","200","67950","67370"
"In post","2021","Project Delivery","Other","G7","285","280","51300","52580"
"In post","2021","Project Delivery","Other","HEO","960","915","29220","29000"
"In post","2021","Project Delivery","Other","SCS level","85","85","86580","79720"
"In post","2021","Project Delivery","Other","SEO","700","685","38740","39000"
"In post","2021","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","AO","15","15","23420","24110"
"In post","2021","Project Delivery","Policy","EO","95","85","27980","27680"
"In post","2021","Project Delivery","Policy","G6","530","505","67780","68760"
"In post","2021","Project Delivery","Policy","G7","975","945","54760","54540"
"In post","2021","Project Delivery","Policy","HEO","350","330","34130","33930"
"In post","2021","Project Delivery","Policy","SCS level","90","85","83990","78000"
"In post","2021","Project Delivery","Policy","SEO","400","380","40280","40050"
"In post","2021","Project Delivery","Project Delivery","AA","15","15","19680","19560"
"In post","2021","Project Delivery","Project Delivery","AO","275","260","21800","21130"
"In post","2021","Project Delivery","Project Delivery","EO","1720","1655","26480","26670"
"In post","2021","Project Delivery","Project Delivery","G6","920","900","66490","65070"
"In post","2021","Project Delivery","Project Delivery","G7","2750","2690","53090","53500"
"In post","2021","Project Delivery","Project Delivery","HEO","3525","3410","32960","33300"
"In post","2021","Project Delivery","Project Delivery","SCS level","380","370","91560","85090"
"In post","2021","Project Delivery","Project Delivery","SEO","3915","3785","40350","40580"
"In post","2021","Project Delivery","Project Delivery","Unknown","545","535","43170","40580"
"In post","2021","Project Delivery","Property","EO","25","25","27100","27250"
"In post","2021","Project Delivery","Property","G6","110","110","66240","65370"
"In post","2021","Project Delivery","Property","G7","75","70","51940","50630"
"In post","2021","Project Delivery","Property","HEO","60","60","30310","30200"
"In post","2021","Project Delivery","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","SEO","35","35","38100","36960"
"In post","2021","Project Delivery","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","AA","30","30","17260","16780"
"In post","2021","Project Delivery","Science and Engineering","AO","25","25","21580","21000"
"In post","2021","Project Delivery","Science and Engineering","EO","760","745","24530","26070"
"In post","2021","Project Delivery","Science and Engineering","G6","75","70","68760","67200"
"In post","2021","Project Delivery","Science and Engineering","G7","255","250","53800","54070"
"In post","2021","Project Delivery","Science and Engineering","HEO","755","740","32870","32830"
"In post","2021","Project Delivery","Science and Engineering","SCS level","10","10","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","SEO","845","820","42340","42000"
"In post","2021","Project Delivery","Science and Engineering","Unknown","700","690","41080","40250"
"In post","2021","Project Delivery","Security","AO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","G6","10","10","[c]","[c]"
"In post","2021","Project Delivery","Security","G7","10","10","50570","52430"
"In post","2021","Project Delivery","Security","HEO","20","20","30130","28650"
"In post","2021","Project Delivery","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","SEO","15","15","40970","41000"
"In post","2021","Project Delivery","Statistics","G6","5","5","[c]","[c]"
"In post","2021","Project Delivery","Statistics","G7","25","20","55250","56150"
"In post","2021","Project Delivery","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","EO","30","30","28780","28130"
"In post","2021","Project Delivery","Tax","G6","20","15","63990","64670"
"In post","2021","Project Delivery","Tax","G7","25","25","53440","52680"
"In post","2021","Project Delivery","Tax","HEO","25","25","31960","31810"
"In post","2021","Project Delivery","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","SEO","25","25","37700","38630"
"In post","2021","Project Delivery","Unknown","AA","10","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","AO","80","75","23560","22920"
"In post","2021","Project Delivery","Unknown","EO","90","85","29510","29140"
"In post","2021","Project Delivery","Unknown","G6","45","45","66960","66190"
"In post","2021","Project Delivery","Unknown","G7","85","80","55970","56680"
"In post","2021","Project Delivery","Unknown","HEO","110","105","35530","36160"
"In post","2021","Project Delivery","Unknown","SCS level","80","75","106730","103320"
"In post","2021","Project Delivery","Unknown","SEO","60","60","43100","43940"
"In post","2021","Project Delivery","Unknown","Unknown","10","10","108810","95670"
"In post","2021","Property","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Commercial","G6","5","5","[c]","[c]"
"In post","2021","Property","Commercial","G7","5","5","[c]","[c]"
"In post","2021","Property","Commercial","HEO","10","10","[c]","[c]"
"In post","2021","Property","Commercial","SEO","10","10","38590","38240"
"In post","2021","Property","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","HEO","10","10","31820","32560"
"In post","2021","Property","Digital, Data and Technology","SEO","20","20","40040","40460"
"In post","2021","Property","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","EO","5","5","[c]","[c]"
"In post","2021","Property","Finance","G7","15","10","59050","61040"
"In post","2021","Property","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","G7","5","5","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2021","Property","Operational Delivery","AA","150","130","19840","19850"
"In post","2021","Property","Operational Delivery","AO","625","575","21280","21100"
"In post","2021","Property","Operational Delivery","EO","230","215","25960","25860"
"In post","2021","Property","Operational Delivery","G6","30","30","67100","68510"
"In post","2021","Property","Operational Delivery","G7","110","110","54570","54990"
"In post","2021","Property","Operational Delivery","HEO","155","150","32320","32100"
"In post","2021","Property","Operational Delivery","SCS level","10","10","90390","79390"
"In post","2021","Property","Operational Delivery","SEO","130","130","40460","41340"
"In post","2021","Property","Other","AA","55","55","20500","20810"
"In post","2021","Property","Other","AO","115","115","27790","28870"
"In post","2021","Property","Other","EO","55","50","27720","28410"
"In post","2021","Property","Other","G6","10","10","[c]","[c]"
"In post","2021","Property","Other","G7","25","20","53880","53110"
"In post","2021","Property","Other","HEO","35","35","35600","39500"
"In post","2021","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other","SEO","30","30","40910","41080"
"In post","2021","Property","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","SEO","10","5","[c]","[c]"
"In post","2021","Property","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","G7","5","5","[c]","[c]"
"In post","2021","Property","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","G6","10","10","66320","66650"
"In post","2021","Property","Project Delivery","G7","30","30","53400","52890"
"In post","2021","Property","Project Delivery","HEO","10","10","31820","32000"
"In post","2021","Property","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","SEO","15","15","39460","39440"
"In post","2021","Property","Property","AA","610","590","18000","17230"
"In post","2021","Property","Property","AO","385","350","22120","21130"
"In post","2021","Property","Property","EO","1435","1345","27040","26560"
"In post","2021","Property","Property","G6","220","215","66430","65180"
"In post","2021","Property","Property","G7","715","695","54880","54540"
"In post","2021","Property","Property","HEO","1655","1595","33400","33300"
"In post","2021","Property","Property","SCS level","55","55","93040","85780"
"In post","2021","Property","Property","SEO","1350","1290","42150","42000"
"In post","2021","Property","Property","Unknown","40","40","26720","21600"
"In post","2021","Property","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","SEO","5","5","[c]","[c]"
"In post","2021","Property","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","AO","400","380","25600","26530"
"In post","2021","Property","Unknown","EO","220","215","31720","30160"
"In post","2021","Property","Unknown","G6","15","15","67510","69690"
"In post","2021","Property","Unknown","G7","55","50","54810","54700"
"In post","2021","Property","Unknown","HEO","95","90","36240","36610"
"In post","2021","Property","Unknown","SCS level","10","10","98540","80840"
"In post","2021","Property","Unknown","SEO","50","50","44870","45210"
"In post","2021","Security","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","AO","5","5","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","AO","5","5","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","EO","20","20","32190","32760"
"In post","2021","Security","Intelligence Analysis","G6","15","15","68950","68760"
"In post","2021","Security","Intelligence Analysis","G7","45","40","57640","56400"
"In post","2021","Security","Intelligence Analysis","HEO","80","80","35730","35700"
"In post","2021","Security","Intelligence Analysis","SCS level","10","10","82620","78720"
"In post","2021","Security","Intelligence Analysis","SEO","25","25","42950","43300"
"In post","2021","Security","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","HEO","15","15","32310","32160"
"In post","2021","Security","Knowledge and Information Management","SEO","5","5","[c]","[c]"
"In post","2021","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Security","AA","2355","2300","20060","19560"
"In post","2021","Security","Security","AO","2910","2860","32580","34200"
