"Status","Year","Disability","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy","80","75","43850","40050"
"In post","2021","Declared non-disabled","Other ethnicity","Department for Digital, Culture, Media and Sport","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Department for Education","40","35","45450","50130"
"In post","2021","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs","40","40","38300","32620"
"In post","2021","Declared non-disabled","Other ethnicity","Department for International Trade","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Department for Transport","50","50","39470","35060"
"In post","2021","Declared non-disabled","Other ethnicity","Department for Work and Pensions","355","325","30380","27570"
"In post","2021","Declared non-disabled","Other ethnicity","Department of Health and Social Care","60","55","48830","41200"
"In post","2021","Declared non-disabled","Other ethnicity","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office","70","70","43360","37560"
"In post","2021","Declared non-disabled","Other ethnicity","HM Land Registry","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","HM Revenue and Customs","150","140","34230","30360"
"In post","2021","Declared non-disabled","Other ethnicity","HM Treasury","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Home Office","175","165","31710","28670"
"In post","2021","Declared non-disabled","Other ethnicity","Ministry of Defence","155","150","32020","27530"
"In post","2021","Declared non-disabled","Other ethnicity","Ministry of Housing, Communities and Local Government","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Ministry of Justice","295","280","30630","26880"
"In post","2021","Declared non-disabled","Other ethnicity","National Crime Agency","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Office for Standards in Education","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Other Cabinet Office Agencies","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Scottish Government","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","The National Archives","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","UK Export Finance","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Welsh Government","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Attorney General's Departments","100","95","45070","48830"
"In post","2021","Declared non-disabled","Undeclared","Cabinet Office","105","105","49490","42200"
"In post","2021","Declared non-disabled","Undeclared","Chancellor's other departments","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Competition and Markets Authority","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Department for Business, Energy and Industrial Strategy","290","280","45230","41900"
"In post","2021","Declared non-disabled","Undeclared","Department for Digital, Culture, Media and Sport","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Department for Education","170","165","44030","40300"
"In post","2021","Declared non-disabled","Undeclared","Department for Environment, Food and Rural Affairs","235","225","34700","31160"
"In post","2021","Declared non-disabled","Undeclared","Department for International Trade","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Department for Transport","505","485","32960","29170"
"In post","2021","Declared non-disabled","Undeclared","Department for Work and Pensions","3135","2735","28050","27570"
"In post","2021","Declared non-disabled","Undeclared","Department of Health and Social Care","70","65","40620","37330"
"In post","2021","Declared non-disabled","Undeclared","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Foreign, Commonwealth and Development Office","140","140","47180","42010"
"In post","2021","Declared non-disabled","Undeclared","HM Land Registry","85","75","33530","33840"
"In post","2021","Declared non-disabled","Undeclared","HM Revenue and Customs","565","510","33300","31810"
"In post","2021","Declared non-disabled","Undeclared","HM Treasury","35","35","43760","39980"
"In post","2021","Declared non-disabled","Undeclared","Home Office","960","880","32850","28650"
"In post","2021","Declared non-disabled","Undeclared","Ministry of Defence","1070","1035","35200","33300"
"In post","2021","Declared non-disabled","Undeclared","Ministry of Housing, Communities and Local Government","35","30","44320","40720"
"In post","2021","Declared non-disabled","Undeclared","Ministry of Justice","920","865","29890","27330"
"In post","2021","Declared non-disabled","Undeclared","National Crime Agency","50","50","39200","37860"
"In post","2021","Declared non-disabled","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Office for Standards in Education","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Office of Gas and Electricity Markets","60","60","44000","35720"
"In post","2021","Declared non-disabled","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Office of Rail and Road","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Scottish Government","150","145","40640","36780"
"In post","2021","Declared non-disabled","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","UK Export Finance","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","United Kingdom Statistics Authority","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Welsh Government","100","95","42060","37410"
"In post","2021","Declared non-disabled","Unknown","Attorney General's Departments","345","315","43860","39800"
"In post","2021","Declared non-disabled","Unknown","Cabinet Office","165","160","61320","54700"
"In post","2021","Declared non-disabled","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Charity Commission","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Competition and Markets Authority","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","640","600","38950","39460"
"In post","2021","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Department for Education","280","270","44840","42580"
"In post","2021","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","865","820","27180","21050"
"In post","2021","Declared non-disabled","Unknown","Department for International Trade","115","110","44970","38540"
"In post","2021","Declared non-disabled","Unknown","Department for Transport","180","165","33800","26780"
"In post","2021","Declared non-disabled","Unknown","Department for Work and Pensions","3195","2835","28260","27570"
"In post","2021","Declared non-disabled","Unknown","Department of Health and Social Care","80","75","42450","34980"
"In post","2021","Declared non-disabled","Unknown","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Food Standards Agency","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","90","90","48710","48550"
"In post","2021","Declared non-disabled","Unknown","HM Land Registry","65","55","32590","32790"
"In post","2021","Declared non-disabled","Unknown","HM Revenue and Customs","760","665","31560","28130"
"In post","2021","Declared non-disabled","Unknown","HM Treasury","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Home Office","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Ministry of Defence","710","685","33220","31950"
"In post","2021","Declared non-disabled","Unknown","Ministry of Housing, Communities and Local Government","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Ministry of Justice","1590","1460","29590","28200"
"In post","2021","Declared non-disabled","Unknown","National Crime Agency","65","65","42440","40210"
"In post","2021","Declared non-disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office for Standards in Education","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Scottish Government","140","135","32460","26530"
"In post","2021","Declared non-disabled","Unknown","The National Archives","60","60","33790","34770"
"In post","2021","Declared non-disabled","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","United Kingdom Statistics Authority","95","80","30940","29540"
"In post","2021","Declared non-disabled","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Welsh Government","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","White","Attorney General's Departments","4915","4550","46730","50500"
"In post","2021","Declared non-disabled","White","Cabinet Office","3415","3330","49150","43060"
"In post","2021","Declared non-disabled","White","Chancellor's other departments","235","230","62920","50050"
"In post","2021","Declared non-disabled","White","Charity Commission","185","175","34650","29160"
"In post","2021","Declared non-disabled","White","Competition and Markets Authority","505","490","63790","59450"
"In post","2021","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy","6755","6475","43610","40050"
"In post","2021","Declared non-disabled","White","Department for Digital, Culture, Media and Sport","1055","1030","50850","51730"
"In post","2021","Declared non-disabled","White","Department for Education","4165","3995","46040","43230"
"In post","2021","Declared non-disabled","White","Department for Environment, Food and Rural Affairs","6470","6120","36680","32560"
"In post","2021","Declared non-disabled","White","Department for International Trade","950","935","48440","51710"
"In post","2021","Declared non-disabled","White","Department for Transport","9440","8690","33160","26780"
"In post","2021","Declared non-disabled","White","Department for Work and Pensions","53420","47685","28170","27570"
"In post","2021","Declared non-disabled","White","Department of Health and Social Care","4255","3915","45150","40070"
"In post","2021","Declared non-disabled","White","ESTYN","95","90","58100","74730"
"In post","2021","Declared non-disabled","White","Food Standards Agency","705","680","36740","30810"
"In post","2021","Declared non-disabled","White","Foreign, Commonwealth and Development Office","4785","4680","48450","44230"
"In post","2021","Declared non-disabled","White","HM Land Registry","3315","2925","33150","30600"
"In post","2021","Declared non-disabled","White","HM Revenue and Customs","30780","28270","33100","31810"
"In post","2021","Declared non-disabled","White","HM Treasury","1415","1370","49700","52500"
"In post","2021","Declared non-disabled","White","Home Office","21050","19495","32020","26560"
"In post","2021","Declared non-disabled","White","Ministry of Defence","34045","32900","34030","32000"
"In post","2021","Declared non-disabled","White","Ministry of Housing, Communities and Local Government","2060","1970","46880","46120"
"In post","2021","Declared non-disabled","White","Ministry of Justice","43175","40400","30050","26990"
"In post","2021","Declared non-disabled","White","National Crime Agency","1485","1435","43630","40690"
"In post","2021","Declared non-disabled","White","Northern Ireland Office","75","70","45150","38990"
"In post","2021","Declared non-disabled","White","Office for Standards in Education","1285","1240","51410","51360"
"In post","2021","Declared non-disabled","White","Office of Gas and Electricity Markets","745","735","45090","38190"
"In post","2021","Declared non-disabled","White","Office of Qualifications and Examinations Regulation","125","120","46720","41690"
"In post","2021","Declared non-disabled","White","Office of Rail and Road","210","200","57730","56810"
"In post","2021","Declared non-disabled","White","Other Cabinet Office Agencies","315","310","45650","39280"
"In post","2021","Declared non-disabled","White","Scotland Office","35","35","49680","46600"
"In post","2021","Declared non-disabled","White","Scottish Government","9270","8830","39330","34550"
"In post","2021","Declared non-disabled","White","The National Archives","225","215","37010","34460"
"In post","2021","Declared non-disabled","White","UK Export Finance","250","245","56980","51250"
"In post","2021","Declared non-disabled","White","UK Supreme Court","35","35","39930","35250"
"In post","2021","Declared non-disabled","White","United Kingdom Statistics Authority","2360","2085","34510","31090"
"In post","2021","Declared non-disabled","White","Wales Office","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","White","Water Services Regulation Authority","130","125","60400","53600"
"In post","2021","Declared non-disabled","White","Welsh Government","4670","4410","41320","37410"
"In post","2021","Undeclared","Asian","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Cabinet Office","20","20","[c]","[c]"
"In post","2021","Undeclared","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Department for Business, Energy and Industrial Strategy","30","30","42320","40140"
"In post","2021","Undeclared","Asian","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Department for Education","25","25","[c]","[c]"
"In post","2021","Undeclared","Asian","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","Department for International Trade","5","5","[c]","[c]"
"In post","2021","Undeclared","Asian","Department for Transport","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","Department for Work and Pensions","350","320","27990","27570"
"In post","2021","Undeclared","Asian","Department of Health and Social Care","45","40","41120","34030"
"In post","2021","Undeclared","Asian","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Food Standards Agency","20","20","[c]","[c]"
"In post","2021","Undeclared","Asian","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","HM Revenue and Customs","150","140","31150","29570"
"In post","2021","Undeclared","Asian","HM Treasury","35","35","42260","34090"
"In post","2021","Undeclared","Asian","Home Office","145","130","31470","28990"
"In post","2021","Undeclared","Asian","Ministry of Defence","50","45","34550","33150"
"In post","2021","Undeclared","Asian","Ministry of Housing, Communities and Local Government","10","10","[c]","[c]"
"In post","2021","Undeclared","Asian","Ministry of Justice","265","240","29570","26650"
"In post","2021","Undeclared","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Cabinet Office","15","15","[c]","[c]"
"In post","2021","Undeclared","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Department for Education","15","15","[c]","[c]"
"In post","2021","Undeclared","Black","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Department for Transport","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Department for Work and Pensions","160","150","28970","30690"
"In post","2021","Undeclared","Black","Department of Health and Social Care","30","25","49770","40270"
"In post","2021","Undeclared","Black","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Food Standards Agency","15","15","[c]","[c]"
"In post","2021","Undeclared","Black","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2021","Undeclared","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","HM Revenue and Customs","55","50","32370","31430"
"In post","2021","Undeclared","Black","HM Treasury","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Home Office","55","50","29860","28850"
"In post","2021","Undeclared","Black","Ministry of Defence","30","25","[c]","[c]"
"In post","2021","Undeclared","Black","Ministry of Housing, Communities and Local Government","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Ministry of Justice","340","325","30920","31300"
"In post","2021","Undeclared","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Department for Work and Pensions","15","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","HM Revenue and Customs","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Home Office","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Ministry of Justice","15","15","[c]","[c]"
"In post","2021","Undeclared","Chinese","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","Undeclared","Mixed","Cabinet Office","5","5","[c]","[c]"
"In post","2021","Undeclared","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","Undeclared","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Department for Education","10","10","[c]","[c]"
"In post","2021","Undeclared","Mixed","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2021","Undeclared","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Department for Transport","5","5","[c]","[c]"
"In post","2021","Undeclared","Mixed","Department for Work and Pensions","80","80","28230","27570"
"In post","2021","Undeclared","Mixed","Department of Health and Social Care","10","5","[c]","[c]"
"In post","2021","Undeclared","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Food Standards Agency","15","10","[c]","[c]"
"In post","2021","Undeclared","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","HM Revenue and Customs","15","15","[c]","[c]"
"In post","2021","Undeclared","Mixed","HM Treasury","15","15","[c]","[c]"
"In post","2021","Undeclared","Mixed","Home Office","25","25","[c]","[c]"
"In post","2021","Undeclared","Mixed","Ministry of Defence","35","35","33790","31610"
"In post","2021","Undeclared","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Ministry of Justice","140","130","31600","30950"
"In post","2021","Undeclared","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Attorney General's Departments","25","20","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Department for Environment, Food and Rural Affairs","5","5","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
