"Status","Year","Ethnicity","Function_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","London","840","820","56090","51730"
"In post","2021","White","Commercial","Outside London","3595","3465","39200","36030"
"In post","2021","White","Commercial","Overseas","35","35","48650","42470"
"In post","2021","White","Commercial","Unknown","20","20","[c]","[c]"
"In post","2021","White","Communications","London","1380","1345","46680","42390"
"In post","2021","White","Communications","Outside London","3500","3320","31450","28130"
"In post","2021","White","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","White","Counter Fraud","London","1160","1115","41440","36160"
"In post","2021","White","Counter Fraud","Outside London","5130","4770","32670","31810"
"In post","2021","White","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2021","White","Debt","London","145","135","31220","25630"
"In post","2021","White","Debt","Outside London","2260","2005","23690","21440"
"In post","2021","White","Digital, Data & Technology","London","1790","1750","51380","52960"
"In post","2021","White","Digital, Data & Technology","Outside London","7085","6830","39470","37390"
"In post","2021","White","Digital, Data & Technology","Overseas","15","15","[c]","[c]"
"In post","2021","White","Digital, Data & Technology","Unknown","15","15","[c]","[c]"
"In post","2021","White","Finance","London","1310","1275","53260","53170"
"In post","2021","White","Finance","Outside London","5125","4785","36350","32030"
"In post","2021","White","Finance","Overseas","25","25","[c]","[c]"
"In post","2021","White","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","Outside London","1065","945","26200","25100"
"In post","2021","White","Human Resources","London","1655","1605","49860","46200"
"In post","2021","White","Human Resources","Outside London","5630","5275","34450","31720"
"In post","2021","White","Human Resources","Overseas","20","20","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","15","15","[c]","[c]"
"In post","2021","White","Internal Audit","London","115","110","58370","55040"
"In post","2021","White","Internal Audit","Outside London","445","425","43390","41600"
"In post","2021","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","London","2965","2770","55540","55000"
"In post","2021","White","Legal","Outside London","6000","5510","42300","40580"
"In post","2021","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","London","23170","22360","45890","40220"
"In post","2021","White","No function","Outside London","102330","93980","30250","27130"
"In post","2021","White","No function","Overseas","1355","1350","53600","54470"
"In post","2021","White","No function","Unknown","140","135","43310","43670"
"In post","2021","White","Project Delivery","London","2920","2825","55800","55060"
"In post","2021","White","Project Delivery","Outside London","18260","17570","38480","36300"
"In post","2021","White","Project Delivery","Overseas","410","405","55680","55620"
"In post","2021","White","Project Delivery","Unknown","25","20","[c]","[c]"
"In post","2021","White","Property","London","695","665","47590","44590"
"In post","2021","White","Property","Outside London","5870","5595","33410","31970"
"In post","2021","White","Property","Overseas","155","155","39670","39260"
"In post","2021","White","Property","Unknown","15","10","[c]","[c]"
"In post","2021","White","Security","London","655","645","43160","39290"
"In post","2021","White","Security","Outside London","5765","5620","30030","26670"
"In post","2021","White","Security","Overseas","100","100","40380","34450"
"In post","2021","White","Security","Unknown","35","35","35230","33970"
"In post","2021","White","Unknown","London","11955","11355","43080","36650"
"In post","2021","White","Unknown","Outside London","108900","98985","29230","27570"
"In post","2021","White","Unknown","Overseas","500","495","42060","37640"
"In post","2021","White","Unknown","Unknown","700","655","30680","27570"
"Leaver CS","2021","Asian","Analysis","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","London","165","[c]","32680","27680"
"Leaver CS","2021","Asian","No function","Outside London","180","[c]","29020","21590"
"Leaver CS","2021","Asian","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","London","330","[c]","31140","29080"
"Leaver CS","2021","Asian","Unknown","Outside London","350","[c]","25460","21010"
"Leaver CS","2021","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","London","135","[c]","31500","25530"
"Leaver CS","2021","Black","No function","Outside London","80","[c]","30500","24370"
"Leaver CS","2021","Black","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","London","160","[c]","30030","27760"
"Leaver CS","2021","Black","Unknown","Outside London","120","[c]","27880","24250"
"Leaver CS","2021","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","London","50","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Outside London","85","[c]","29410","20960"
"Leaver CS","2021","Mixed","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","London","75","[c]","35580","31060"
"Leaver CS","2021","Mixed","Unknown","Outside London","120","[c]","26010","24180"
"Leaver CS","2021","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Debt","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Grants Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Outside London","35","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","London","110","[c]","34430","26410"
"Leaver CS","2021","Undeclared","No function","Outside London","300","[c]","28900","25870"
"Leaver CS","2021","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Outside London","40","[c]","39110","39420"
"Leaver CS","2021","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","125","[c]","38040","31880"
"Leaver CS","2021","Undeclared","Unknown","Outside London","550","[c]","27760","26670"
"Leaver CS","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","Unknown","40","[c]","88350","81340"
"Leaver CS","2021","Unknown","Communications","London","50","[c]","38900","38700"
"Leaver CS","2021","Unknown","Communications","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","London","45","[c]","43870","40320"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Outside London","85","[c]","39960","36930"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Outside London","90","[c]","24950","21050"
"Leaver CS","2021","Unknown","Human Resources","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","London","40","[c]","49090","35020"
"Leaver CS","2021","Unknown","Legal","Outside London","160","[c]","33650","26550"
"Leaver CS","2021","Unknown","No function","London","545","[c]","37760","30850"
"Leaver CS","2021","Unknown","No function","Outside London","1705","[c]","26390","21590"
"Leaver CS","2021","Unknown","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","No function","Unknown","45","[c]","30770","28000"
"Leaver CS","2021","Unknown","Project Delivery","London","25","[c]","[c]","[c]"
