"Status","Year","Function_of_post","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","Female","Heterosexual / straight","270","245","29870","28130"
"In post","2021","Finance","Operational Delivery","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Finance","Operational Delivery","Female","Undeclared","40","30","27220","24500"
"In post","2021","Finance","Operational Delivery","Female","Unknown","175","145","24910","21440"
"In post","2021","Finance","Operational Delivery","Male","Heterosexual / straight","190","185","32020","30370"
"In post","2021","Finance","Operational Delivery","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Finance","Operational Delivery","Male","Undeclared","30","30","33060","27270"
"In post","2021","Finance","Operational Delivery","Male","Unknown","140","135","26160","21440"
"In post","2021","Finance","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","Female","Heterosexual / straight","90","80","40180","33060"
"In post","2021","Finance","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Other","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Other","Male","Heterosexual / straight","35","35","57310","51540"
"In post","2021","Finance","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Finance","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Finance","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Project Delivery","Male","Heterosexual / straight","35","35","45070","41100"
"In post","2021","Finance","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Finance","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Finance","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Finance","Tax","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Finance","Tax","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Finance","Tax","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Finance","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Female","Heterosexual / straight","80","75","41480","38580"
"In post","2021","Finance","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Unknown","Female","Unknown","60","55","39230","36160"
"In post","2021","Finance","Unknown","Male","Heterosexual / straight","95","95","51810","42450"
"In post","2021","Finance","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Finance","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Finance","Unknown","Male","Unknown","65","65","40490","37530"
"In post","2021","Finance","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","Female","Heterosexual / straight","470","395","26060","25100"
"In post","2021","Grants Management","Operational Delivery","Female","LGBO","35","30","25670","24920"
"In post","2021","Grants Management","Operational Delivery","Female","Undeclared","30","25","25430","25060"
"In post","2021","Grants Management","Operational Delivery","Female","Unknown","555","490","24160","21050"
"In post","2021","Grants Management","Operational Delivery","Male","Heterosexual / straight","320","310","27210","25320"
"In post","2021","Grants Management","Operational Delivery","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","Male","Undeclared","30","30","26210","25190"
"In post","2021","Grants Management","Operational Delivery","Male","Unknown","425","415","25010","21050"
"In post","2021","Grants Management","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Human Resources","Female","Heterosexual / straight","3885","3630","38350","33350"
"In post","2021","Human Resources","Human Resources","Female","LGBO","130","130","38440","33250"
"In post","2021","Human Resources","Human Resources","Female","Undeclared","345","325","35300","32320"
"In post","2021","Human Resources","Human Resources","Female","Unknown","580","540","35900","32010"
"In post","2021","Human Resources","Human Resources","Male","Heterosexual / straight","1370","1345","39680","35480"
"In post","2021","Human Resources","Human Resources","Male","LGBO","180","175","42990","39700"
"In post","2021","Human Resources","Human Resources","Male","Undeclared","170","170","37050","33320"
"In post","2021","Human Resources","Human Resources","Male","Unknown","265","260","36660","33000"
"In post","2021","Human Resources","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Female","Heterosexual / straight","450","410","30050","26300"
"In post","2021","Human Resources","Operational Delivery","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Female","Undeclared","45","40","30080","25560"
"In post","2021","Human Resources","Operational Delivery","Female","Unknown","140","120","26630","21540"
"In post","2021","Human Resources","Operational Delivery","Male","Heterosexual / straight","175","170","31660","26530"
"In post","2021","Human Resources","Operational Delivery","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Male","Unknown","70","65","26740","25560"
"In post","2021","Human Resources","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Human Resources","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Other","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Human Resources","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Human Resources","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Female","Heterosexual / straight","35","35","36870","36030"
"In post","2021","Human Resources","Policy","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Policy","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","Policy","Female","Unknown","15","10","[c]","[c]"
"In post","2021","Human Resources","Policy","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Human Resources","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Human Resources","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Female","Heterosexual / straight","60","55","36910","31960"
"In post","2021","Human Resources","Tax","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Human Resources","Tax","Male","Heterosexual / straight","50","50","35120","31810"
"In post","2021","Human Resources","Tax","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Human Resources","Tax","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Human Resources","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Female","Heterosexual / straight","660","620","40190","35790"
"In post","2021","Human Resources","Unknown","Female","LGBO","35","35","38600","33790"
"In post","2021","Human Resources","Unknown","Female","Undeclared","35","30","40080","30720"
"In post","2021","Human Resources","Unknown","Female","Unknown","135","130","36580","32480"
"In post","2021","Human Resources","Unknown","Male","Heterosexual / straight","310","305","40330","34550"
"In post","2021","Human Resources","Unknown","Male","LGBO","45","45","40080","38240"
"In post","2021","Human Resources","Unknown","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Human Resources","Unknown","Male","Unknown","80","80","32180","30160"
"In post","2021","Human Resources","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Female","Heterosexual / straight","290","275","43350","41500"
"In post","2021","Internal Audit","Internal Audit","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Female","Undeclared","50","50","45450","41760"
"In post","2021","Internal Audit","Internal Audit","Female","Unknown","25","25","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Male","Heterosexual / straight","285","275","49070","47080"
"In post","2021","Internal Audit","Internal Audit","Male","LGBO","20","15","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Male","Undeclared","30","30","46600","43560"
"In post","2021","Internal Audit","Internal Audit","Male","Unknown","30","30","42640","40530"
"In post","2021","Internal Audit","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
