"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Other","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Other","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Outer London - South","London","110","105","35420","35050"
"In post","2021","Asian","Other","Outer London - West and North West","London","85","80","25110","22250"
"In post","2021","Asian","Other","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Other","South Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Other","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Surrey, East and West Sussex","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Other","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","West Central Scotland","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Other","West Midlands","Outside London","40","35","26180","21430"
"In post","2021","Asian","Other","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","West Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Planning","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Inner London - West","London","5","5","[c]","[c]"
"In post","2021","Asian","Planning","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Derbyshire and Nottinghamshire","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Policy","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","East Wales","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Policy","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Policy","Greater Manchester","Outside London","35","35","38570","34400"
"In post","2021","Asian","Policy","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Policy","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Inner London - East","London","55","50","47080","41760"
"In post","2021","Asian","Policy","Inner London - West","London","1450","1420","43930","40050"
"In post","2021","Asian","Policy","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Outer London - South","London","75","75","35820","31180"
"In post","2021","Asian","Policy","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2021","Asian","Policy","Overseas","Overseas","60","60","48520","50970"
"In post","2021","Asian","Policy","Shropshire and Staffordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Policy","South Yorkshire","Outside London","25","20","[c]","[c]"
"In post","2021","Asian","Policy","Southern Scotland","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Policy","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","West Midlands","Outside London","85","80","34870","32300"
"In post","2021","Asian","Policy","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","West Yorkshire","Outside London","30","30","39330","33670"
"In post","2021","Asian","Project Delivery","Bedfordshire and Hertfordshire","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","East Wales","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","95","95","37800","35630"
"In post","2021","Asian","Project Delivery","Greater Manchester","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","Hampshire and Isle of Wight","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Inner London - East","London","105","100","44410","38660"
"In post","2021","Asian","Project Delivery","Inner London - West","London","250","245","41620","38340"
"In post","2021","Asian","Project Delivery","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Lancashire","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Northumberland and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Outer London - South","London","90","90","43260","41970"
"In post","2021","Asian","Project Delivery","Outer London - West and North West","London","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Shropshire and Staffordshire","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Midlands","Outside London","55","55","36730","36340"
"In post","2021","Asian","Project Delivery","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Yorkshire","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Property","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Property","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Derbyshire and Nottinghamshire","Outside London","15","10","[c]","[c]"
"In post","2021","Asian","Property","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Greater Manchester","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Property","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Inner London - East","London","45","45","37380","36800"
"In post","2021","Asian","Property","Inner London - West","London","45","40","43280","40230"
"In post","2021","Asian","Property","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Outer London - South","London","20","15","[c]","[c]"
"In post","2021","Asian","Property","Outer London - West and North West","London","30","30","31650","29450"
"In post","2021","Asian","Property","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Asian","Property","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South Yorkshire","Outside London","10","5","[c]","[c]"
"In post","2021","Asian","Property","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","West Midlands","Outside London","25","25","[c]","[c]"
"In post","2021","Asian","Property","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","West Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Psychology","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Bedfordshire and Hertfordshire","Outside London","25","20","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Devon","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Anglia","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Wales","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","150","150","35970","33560"
"In post","2021","Asian","Science and Engineering","Greater Manchester","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Hampshire and Isle of Wight","Outside London","15","15","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Inner London - East","London","60","55","44610","39480"
"In post","2021","Asian","Science and Engineering","Inner London - West","London","35","35","42430","40270"
"In post","2021","Asian","Science and Engineering","Kent","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North Yorkshire","Outside London","10","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Outer London - West and North West","London","105","100","35790","32490"
"In post","2021","Asian","Science and Engineering","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Surrey, East and West Sussex","Outside London","25","20","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","West Midlands","Outside London","40","40","29810","28590"
"In post","2021","Asian","Science and Engineering","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","[c]","[c]"
"In post","2021","Asian","Security","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Security","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Security","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Hampshire and Isle of Wight","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Security","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Inner London - East","London","15","15","[c]","[c]"
"In post","2021","Asian","Security","Inner London - West","London","100","100","36330","31730"
"In post","2021","Asian","Security","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Security","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Outer London - South","London","40","35","27470","25630"
"In post","2021","Asian","Security","Outer London - West and North West","London","25","25","[c]","[c]"
"In post","2021","Asian","Security","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Surrey, East and West Sussex","Outside London","10","10","[c]","[c]"
"In post","2021","Asian","Security","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Social Research","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2021","Asian","Social Research","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Inner London - West","London","15","15","[c]","[c]"
"In post","2021","Asian","Social Research","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Northumberland and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
