"Status","Year","Age","Function_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Finance","Southend-on-Sea","Male","15","15","[c]","[c]"
"In post","2021","20-29","Finance","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Swansea","Female","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Swansea","Male","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Tower Hamlets","Female","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Tower Hamlets","Male","20","20","[c]","[c]"
"In post","2021","20-29","Finance","Tyneside","Female","10","10","[c]","[c]"
"In post","2021","20-29","Finance","Tyneside","Male","15","15","[c]","[c]"
"In post","2021","20-29","Finance","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Westminster","Female","205","205","38510","35020"
"In post","2021","20-29","Finance","Westminster","Male","210","210","39180","34550"
"In post","2021","20-29","Finance","Wiltshire","Female","20","20","[c]","[c]"
"In post","2021","20-29","Finance","Wiltshire","Male","10","10","[c]","[c]"
"In post","2021","20-29","Finance","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","York","Male","10","10","[c]","[c]"
"In post","2021","20-29","Grants Management","Berkshire","Female","5","5","[c]","[c]"
"In post","2021","20-29","Grants Management","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Cheshire East","Female","10","10","[c]","[c]"
"In post","2021","20-29","Grants Management","Cheshire East","Male","10","10","[c]","[c]"
"In post","2021","20-29","Grants Management","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","East Cumbria","Female","5","5","[c]","[c]"
"In post","2021","20-29","Grants Management","East Cumbria","Male","5","5","[c]","[c]"
"In post","2021","20-29","Grants Management","Gwynedd","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Leeds","Female","5","5","[c]","[c]"
"In post","2021","20-29","Grants Management","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Tyneside","Female","20","20","[c]","[c]"
"In post","2021","20-29","Grants Management","Tyneside","Male","25","25","[c]","[c]"
"In post","2021","20-29","Grants Management","West Cumbria","Female","50","45","21360","21050"
"In post","2021","20-29","Grants Management","West Cumbria","Male","20","20","[c]","[c]"
"In post","2021","20-29","Grants Management","Worcestershire","Female","20","20","[c]","[c]"
"In post","2021","20-29","Grants Management","Worcestershire","Male","15","15","[c]","[c]"
"In post","2021","20-29","Grants Management","York","Female","10","10","[c]","[c]"
"In post","2021","20-29","Grants Management","York","Male","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","90","85","25060","21000"
"In post","2021","20-29","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","25","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Birmingham","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Caithness and Sutherland and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Caithness and Sutherland and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Cardiff and Vale of Glamorgan","Female","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Cardiff and Vale of Glamorgan","Male","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Central Hampshire","Female","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","City of Edinburgh","Female","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Coventry","Female","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Croydon","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Darlington","Female","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Devon CC","Female","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Falkirk","Female","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Glasgow City","Female","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Greater Manchester South East","Female","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","Greater Manchester South East","Male","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","Greater Manchester South West","Female","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Greater Manchester South West","Male","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Hounslow and Richmond upon Thames","Female","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Lambeth","Female","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","Lambeth","Male","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Lancaster and Wyre","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Lancaster and Wyre","Male","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Leeds","Female","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Leeds","Male","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Liverpool","Female","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Manchester","Female","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","Manchester","Male","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Monmouthshire and Newport","Female","30","30","[c]","[c]"
"In post","2021","20-29","Human Resources","Monmouthshire and Newport","Male","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","North Lanarkshire","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Norwich and East Norfolk","Female","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Nottingham","Female","40","40","30760","29730"
"In post","2021","20-29","Human Resources","Nottingham","Male","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Perth and Kinross and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Perth and Kinross and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Portsmouth","Female","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Sefton","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Sefton","Male","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Sheffield","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Shropshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","South Hampshire","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","South Lanarkshire","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","South Lanarkshire","Male","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Suffolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Suffolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Swansea","Female","15","15","[c]","[c]"
"In post","2021","20-29","Human Resources","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Tower Hamlets","Female","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Tower Hamlets","Male","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Tyneside","Female","50","50","25640","23850"
"In post","2021","20-29","Human Resources","Tyneside","Male","35","35","23470","21120"
"In post","2021","20-29","Human Resources","Unknown","Female","5","5","[c]","[c]"
"In post","2021","20-29","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Westminster","Female","325","320","35730","32540"
"In post","2021","20-29","Human Resources","Westminster","Male","165","165","35170","32000"
"In post","2021","20-29","Human Resources","Wiltshire","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Wirral","Female","10","10","[c]","[c]"
"In post","2021","20-29","Human Resources","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Worcestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Worcestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","South Lanarkshire","Female","5","5","[c]","[c]"
"In post","2021","20-29","Internal Audit","South Lanarkshire","Male","5","5","[c]","[c]"
"In post","2021","20-29","Internal Audit","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Westminster","Female","10","10","[c]","[c]"
"In post","2021","20-29","Internal Audit","Westminster","Male","10","10","[c]","[c]"
"In post","2021","20-29","Internal Audit","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Aberdeen City and Aberdeenshire","Female","10","10","[c]","[c]"
"In post","2021","20-29","Legal","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Angus and Dundee City","Female","10","10","[c]","[c]"
"In post","2021","20-29","Legal","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Berkshire","Female","20","20","[c]","[c]"
"In post","2021","20-29","Legal","Berkshire","Male","5","5","[c]","[c]"
"In post","2021","20-29","Legal","Bexley and Greenwich","Female","5","5","[c]","[c]"
"In post","2021","20-29","Legal","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Birmingham","Female","40","40","25270","23900"
"In post","2021","20-29","Legal","Birmingham","Male","25","25","[c]","[c]"
"In post","2021","20-29","Legal","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Bournemouth and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Bournemouth and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Brent","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Brighton and Hove","Female","15","15","[c]","[c]"
"In post","2021","20-29","Legal","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Bristol, City of","Female","30","30","[c]","[c]"
"In post","2021","20-29","Legal","Bristol, City of","Male","15","15","[c]","[c]"
"In post","2021","20-29","Legal","Bromley","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Bromley","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Caithness and Sutherland and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Caithness and Sutherland and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Camden and City of London","Female","5","5","[c]","[c]"
"In post","2021","20-29","Legal","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Cardiff and Vale of Glamorgan","Female","20","20","[c]","[c]"
"In post","2021","20-29","Legal","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2021","20-29","Legal","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","City of Edinburgh","Female","95","95","26570","22820"
"In post","2021","20-29","Legal","City of Edinburgh","Male","40","40","25690","22820"
"In post","2021","20-29","Legal","Clackmannanshire and Fife","Female","10","10","[c]","[c]"
"In post","2021","20-29","Legal","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Croydon","Male","5","5","[c]","[c]"
"In post","2021","20-29","Legal","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Devon CC","Female","15","15","[c]","[c]"
"In post","2021","20-29","Legal","Devon CC","Male","5","5","[c]","[c]"
"In post","2021","20-29","Legal","Dorset CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Dorset CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
