"Status","Year","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","16-19","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Ministry of Defence (excl. agencies)","30","[c]","21320","20920"
"New entrant CS","2021","16-19","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Public Health England","25","[c]","21020","19630"
"New entrant CS","2021","16-19","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Government (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scottish Prison Service","10","[c]","20180","20810"
"New entrant CS","2021","16-19","Social Security Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Submarine Delivery Agency","15","[c]","16780","16780"
"New entrant CS","2021","16-19","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","United Kingdom Statistics Authority","10","[c]","20930","20630"
"New entrant CS","2021","16-19","Valuation Office Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Advisory, Conciliation and Arbitration Service","40","[c]","25110","24250"
"New entrant CS","2021","20-29","Animal and Plant Health Agency","250","[c]","24810","24370"
"New entrant CS","2021","20-29","Cabinet Office (excl. agencies)","1045","[c]","29640","28000"
"New entrant CS","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","10","[c]","26670","29270"
"New entrant CS","2021","20-29","Charity Commission","20","[c]","25720","24440"
"New entrant CS","2021","20-29","Companies House","25","[c]","28290","24500"
"New entrant CS","2021","20-29","Competition and Markets Authority","30","[c]","38780","33120"
"New entrant CS","2021","20-29","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Crown Commercial Service","45","[c]","30210","27770"
"New entrant CS","2021","20-29","Crown Office and Procurator Fiscal Service","85","[c]","24660","20760"
"New entrant CS","2021","20-29","Crown Prosecution Service","335","[c]","24570","21000"
"New entrant CS","2021","20-29","Debt Management Office","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Defence Equipment and Support","225","[c]","24460","24000"
"New entrant CS","2021","20-29","Defence Science and Technology Laboratory","95","[c]","24850","24560"
"New entrant CS","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","490","[c]","34510","33570"
"New entrant CS","2021","20-29","Department for Digital, Culture, Media and Sport","235","[c]","35550","34020"
"New entrant CS","2021","20-29","Department for Education (excl. agencies)","305","[c]","30870","29360"
"New entrant CS","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","465","[c]","31670","32560"
"New entrant CS","2021","20-29","Department for International Trade","250","[c]","29080","31800"
"New entrant CS","2021","20-29","Department for Transport (excl. agencies)","330","[c]","31890","30730"
"New entrant CS","2021","20-29","Department for Work and Pensions (excl. agencies)","6035","[c]","26340","27570"
"New entrant CS","2021","20-29","Department of Health and Social Care (excl. agencies)","575","[c]","32550","32790"
"New entrant CS","2021","20-29","Disclosure Scotland","25","[c]","22210","20060"
"New entrant CS","2021","20-29","Driver and Vehicle Licensing Agency","140","[c]","21070","21590"
"New entrant CS","2021","20-29","Driver and Vehicle Standards Agency","70","[c]","25130","23990"
"New entrant CS","2021","20-29","Education and Skills Funding Agency","35","[c]","29640","29360"
"New entrant CS","2021","20-29","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Food Standards Agency","25","[c]","28510","30350"
"New entrant CS","2021","20-29","Food Standards Scotland","10","[c]","28000","26160"
"New entrant CS","2021","20-29","Forestry and Land Scotland","30","[c]","23240","21710"
"New entrant CS","2021","20-29","Government Actuary's Department","20","[c]","29990","24090"
"New entrant CS","2021","20-29","Government Internal Audit Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Government Legal Department","125","[c]","33920","29280"
"New entrant CS","2021","20-29","Government Property Agency","15","[c]","37270","37500"
"New entrant CS","2021","20-29","Health and Safety Executive","100","[c]","26980","26370"
"New entrant CS","2021","20-29","HM Courts and Tribunals Service","1060","[c]","21560","21170"
"New entrant CS","2021","20-29","HM Land Registry","290","[c]","23840","22350"
"New entrant CS","2021","20-29","HM Prison and Probation Service","2740","[c]","23690","22920"
"New entrant CS","2021","20-29","HM Revenue and Customs (excl. agencies)","2380","[c]","23450","20140"
"New entrant CS","2021","20-29","HM Treasury (excl. agencies)","270","[c]","30680","28500"
"New entrant CS","2021","20-29","Home Office (incl. agencies)","975","[c]","28550","25630"
"New entrant CS","2021","20-29","Insolvency Service","95","[c]","22190","20880"
"New entrant CS","2021","20-29","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Legal Aid Agency","30","[c]","19690","19410"
"New entrant CS","2021","20-29","Maritime and Coastguard Agency","70","[c]","28250","26590"
"New entrant CS","2021","20-29","Medicines and Healthcare Products Regulatory Agency","80","[c]","31320","27400"
"New entrant CS","2021","20-29","Met Office","55","[c]","26580","25270"
"New entrant CS","2021","20-29","Ministry of Defence (excl. agencies)","915","[c]","25580","24910"
"New entrant CS","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","155","[c]","31340","28560"
"New entrant CS","2021","20-29","Ministry of Justice (excl. agencies)","305","[c]","30770","30850"
"New entrant CS","2021","20-29","National Crime Agency","400","[c]","30580","28840"
"New entrant CS","2021","20-29","National Infrastructure Commission","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","National Records of Scotland","10","[c]","25920","26160"
"New entrant CS","2021","20-29","National Savings and Investments","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Northern Ireland Office","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Budget Responsibility","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office for Standards in Education, Children's Services and Skills","35","[c]","27750","25880"
"New entrant CS","2021","20-29","Office of Gas and Electricity Markets","150","[c]","27230","25750"
"New entrant CS","2021","20-29","Office of Qualifications and Examinations Regulation","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of Rail and Road","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Office of the Public Guardian","10","[c]","25700","22570"
"New entrant CS","2021","20-29","Planning Inspectorate","30","[c]","23040","21270"
"New entrant CS","2021","20-29","Public Health England","725","[c]","26500","25010"
"New entrant CS","2021","20-29","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Rural Payments Agency","20","[c]","23140","21050"
"New entrant CS","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","10","[c]","28090","26410"
"New entrant CS","2021","20-29","Scottish Courts and Tribunals Service","45","[c]","21450","20850"
"New entrant CS","2021","20-29","Scottish Forestry","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scottish Government (excl. agencies)","250","[c]","29280","30530"
"New entrant CS","2021","20-29","Scottish Prison Service","110","[c]","21170","20810"
"New entrant CS","2021","20-29","Serious Fraud Office","10","[c]","25600","26090"
"New entrant CS","2021","20-29","Social Security Scotland","105","[c]","23140","20060"
"New entrant CS","2021","20-29","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Student Awards Agency for Scotland","10","[c]","20620","20060"
"New entrant CS","2021","20-29","Submarine Delivery Agency","60","[c]","26930","27540"
"New entrant CS","2021","20-29","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","The National Archives","20","[c]","24810","22990"
"New entrant CS","2021","20-29","Transport Scotland","15","[c]","27930","23340"
"New entrant CS","2021","20-29","UK Export Finance","20","[c]","33040","33000"
"New entrant CS","2021","20-29","UK Hydrographic Office","45","[c]","22730","20170"
"New entrant CS","2021","20-29","UK Intellectual Property Office","75","[c]","24970","23320"
"New entrant CS","2021","20-29","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","UK Supreme Court","10","[c]","34890","37230"
"New entrant CS","2021","20-29","United Kingdom Statistics Authority","505","[c]","28530","29540"
"New entrant CS","2021","20-29","Valuation Office Agency","135","[c]","25140","24500"
"New entrant CS","2021","20-29","Vehicle Certification Agency","10","[c]","23130","21590"
"New entrant CS","2021","20-29","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Wales Office","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Welsh Government (excl. agencies)","85","[c]","22640","20500"
"New entrant CS","2021","20-29","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Advisory, Conciliation and Arbitration Service","50","[c]","26400","24250"
"New entrant CS","2021","30-39","Animal and Plant Health Agency","105","[c]","25870","24920"
"New entrant CS","2021","30-39","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Cabinet Office (excl. agencies)","325","[c]","47140","40600"
"New entrant CS","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Charity Commission","15","[c]","32410","29160"
"New entrant CS","2021","30-39","Companies House","25","[c]","36560","34940"
"New entrant CS","2021","30-39","Competition and Markets Authority","30","[c]","55090","54320"
"New entrant CS","2021","30-39","Criminal Injuries Compensation Authority","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Crown Commercial Service","55","[c]","34480","31560"
"New entrant CS","2021","30-39","Crown Office and Procurator Fiscal Service","25","[c]","25410","20760"
"New entrant CS","2021","30-39","Crown Prosecution Service","180","[c]","38580","38000"
"New entrant CS","2021","30-39","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Defence Equipment and Support","170","[c]","35130","31000"
"New entrant CS","2021","30-39","Defence Science and Technology Laboratory","50","[c]","35150","37320"
"New entrant CS","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","135","[c]","43540","40050"
"New entrant CS","2021","30-39","Department for Digital, Culture, Media and Sport","110","[c]","43000","34020"
"New entrant CS","2021","30-39","Department for Education (excl. agencies)","160","[c]","39510","36500"
"New entrant CS","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","260","[c]","38620","35900"
"New entrant CS","2021","30-39","Department for International Trade","80","[c]","42530","38160"
"New entrant CS","2021","30-39","Department for Transport (excl. agencies)","135","[c]","42110","38650"
"New entrant CS","2021","30-39","Department for Work and Pensions (excl. agencies)","4025","[c]","27340","27570"
"New entrant CS","2021","30-39","Department of Health and Social Care (excl. agencies)","210","[c]","43560","40650"
"New entrant CS","2021","30-39","Disclosure Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Driver and Vehicle Licensing Agency","70","[c]","26210","21590"
"New entrant CS","2021","30-39","Driver and Vehicle Standards Agency","55","[c]","31250","26580"
"New entrant CS","2021","30-39","Education and Skills Funding Agency","35","[c]","38180","36500"
"New entrant CS","2021","30-39","Education Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Food Standards Agency","25","[c]","36550","37350"
"New entrant CS","2021","30-39","Food Standards Scotland","20","[c]","32090","30650"
"New entrant CS","2021","30-39","Forestry and Land Scotland","30","[c]","27570","25140"
"New entrant CS","2021","30-39","Government Actuary's Department","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Government Internal Audit Agency","10","[c]","47480","45380"
"New entrant CS","2021","30-39","Government Legal Department","65","[c]","46390","50500"
"New entrant CS","2021","30-39","Government Property Agency","10","[c]","43730","41830"
"New entrant CS","2021","30-39","Health and Safety Executive","40","[c]","35390","31660"
"New entrant CS","2021","30-39","HM Courts and Tribunals Service","395","[c]","23380","19930"
"New entrant CS","2021","30-39","HM Land Registry","185","[c]","28360","22350"
"New entrant CS","2021","30-39","HM Prison and Probation Service","1435","[c]","24180","22920"
"New entrant CS","2021","30-39","HM Revenue and Customs (excl. agencies)","1195","[c]","25420","20140"
"New entrant CS","2021","30-39","HM Treasury (excl. agencies)","75","[c]","39430","34320"
"New entrant CS","2021","30-39","Home Office (incl. agencies)","490","[c]","33200","25990"
"New entrant CS","2021","30-39","Insolvency Service","40","[c]","25770","20880"
"New entrant CS","2021","30-39","Institute for Apprenticeships and Technical Education","10","[c]","37740","36570"
"New entrant CS","2021","30-39","Legal Aid Agency","20","[c]","23010","19410"
"New entrant CS","2021","30-39","Maritime and Coastguard Agency","60","[c]","34820","31040"
"New entrant CS","2021","30-39","Medicines and Healthcare Products Regulatory Agency","55","[c]","42270","40450"
"New entrant CS","2021","30-39","Met Office","30","[c]","32660","32060"
"New entrant CS","2021","30-39","Ministry of Defence (excl. agencies)","650","[c]","30870","26350"
"New entrant CS","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","90","[c]","39820","36340"
"New entrant CS","2021","30-39","Ministry of Justice (excl. agencies)","215","[c]","42410","39530"
"New entrant CS","2021","30-39","National Crime Agency","280","[c]","34980","34140"
"New entrant CS","2021","30-39","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","National Records of Scotland","10","[c]","36250","34600"
"New entrant CS","2021","30-39","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Northern Ireland Office","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Office for Standards in Education, Children's Services and Skills","55","[c]","48700","46360"
"New entrant CS","2021","30-39","Office of Gas and Electricity Markets","70","[c]","36480","33400"
"New entrant CS","2021","30-39","Office of Qualifications and Examinations Regulation","20","[c]","33240","31000"
"New entrant CS","2021","30-39","Office of Rail and Road","10","[c]","47390","50810"
"New entrant CS","2021","30-39","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectorate","35","[c]","30760","26050"
"New entrant CS","2021","30-39","Public Health England","455","[c]","36630","33180"
"New entrant CS","2021","30-39","Registers of Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Rural Payments Agency","15","[c]","26110","21050"
"New entrant CS","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Courts and Tribunals Service","10","[c]","23560","20850"
"New entrant CS","2021","30-39","Scottish Forestry","15","[c]","28180","28120"
"New entrant CS","2021","30-39","Scottish Government (excl. agencies)","265","[c]","38080","38540"
"New entrant CS","2021","30-39","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scottish Prison Service","95","[c]","22000","20810"
"New entrant CS","2021","30-39","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Serious Fraud Office","10","[c]","41030","37650"
"New entrant CS","2021","30-39","Social Security Scotland","100","[c]","26810","26160"
"New entrant CS","2021","30-39","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Student Awards Agency for Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Submarine Delivery Agency","45","[c]","35290","38000"
"New entrant CS","2021","30-39","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","The National Archives","20","[c]","31530","30930"
"New entrant CS","2021","30-39","Transport Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Export Finance","30","[c]","48450","48180"
"New entrant CS","2021","30-39","UK Hydrographic Office","15","[c]","29860","29290"
"New entrant CS","2021","30-39","UK Intellectual Property Office","60","[c]","28810","23320"
"New entrant CS","2021","30-39","UK Space Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","UK Supreme Court","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","United Kingdom Statistics Authority","290","[c]","33780","32540"
"New entrant CS","2021","30-39","Valuation Office Agency","50","[c]","25810","20880"
"New entrant CS","2021","30-39","Vehicle Certification Agency","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Veterinary Medicines Directorate","5","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Water Services Regulation Authority","10","[c]","58480","56940"
"New entrant CS","2021","30-39","Welsh Government (excl. agencies)","55","[c]","28160","25030"
"New entrant CS","2021","30-39","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Advisory, Conciliation and Arbitration Service","40","[c]","27560","24250"
"New entrant CS","2021","40-49","Animal and Plant Health Agency","60","[c]","25670","24370"
"New entrant CS","2021","40-49","Cabinet Office (excl. agencies)","200","[c]","61470","60250"
"New entrant CS","2021","40-49","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Charity Commission","15","[c]","47620","51070"
"New entrant CS","2021","40-49","Companies House","15","[c]","38780","41070"
"New entrant CS","2021","40-49","Competition and Markets Authority","10","[c]","56140","53920"
"New entrant CS","2021","40-49","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Crown Commercial Service","35","[c]","39270","38000"
"New entrant CS","2021","40-49","Crown Office and Procurator Fiscal Service","15","[c]","29290","25410"
"New entrant CS","2021","40-49","Crown Prosecution Service","120","[c]","44860","48080"
"New entrant CS","2021","40-49","Defence Equipment and Support","145","[c]","37540","35000"
"New entrant CS","2021","40-49","Defence Science and Technology Laboratory","40","[c]","39240","38660"
"New entrant CS","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","55","[c]","46020","41550"
"New entrant CS","2021","40-49","Department for Digital, Culture, Media and Sport","35","[c]","45630","51730"
"New entrant CS","2021","40-49","Department for Education (excl. agencies)","90","[c]","42650","36500"
"New entrant CS","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","150","[c]","45200","39000"
"New entrant CS","2021","40-49","Department for International Trade","40","[c]","49690","40000"
"New entrant CS","2021","40-49","Department for Transport (excl. agencies)","50","[c]","49220","43000"
"New entrant CS","2021","40-49","Department for Work and Pensions (excl. agencies)","3220","[c]","27480","27570"
"New entrant CS","2021","40-49","Department of Health and Social Care (excl. agencies)","165","[c]","51890","49530"
"New entrant CS","2021","40-49","Disclosure Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Driver and Vehicle Licensing Agency","60","[c]","28810","21590"
"New entrant CS","2021","40-49","Driver and Vehicle Standards Agency","60","[c]","32770","30580"
"New entrant CS","2021","40-49","Education and Skills Funding Agency","25","[c]","42710","38390"
"New entrant CS","2021","40-49","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Food Standards Agency","20","[c]","39680","37910"
"New entrant CS","2021","40-49","Food Standards Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Forestry and Land Scotland","15","[c]","32750","28120"
"New entrant CS","2021","40-49","Government Actuary's Department","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Government Internal Audit Agency","15","[c]","48010","43080"
"New entrant CS","2021","40-49","Government Legal Department","40","[c]","50290","50500"
"New entrant CS","2021","40-49","Government Property Agency","15","[c]","50490","50850"
"New entrant CS","2021","40-49","Health and Safety Executive","30","[c]","43730","39330"
"New entrant CS","2021","40-49","HM Courts and Tribunals Service","265","[c]","23610","21170"
"New entrant CS","2021","40-49","HM Land Registry","125","[c]","28870","22350"
"New entrant CS","2021","40-49","HM Prison and Probation Service","775","[c]","24570","22850"
"New entrant CS","2021","40-49","HM Revenue and Customs (excl. agencies)","750","[c]","27410","22570"
"New entrant CS","2021","40-49","HM Treasury (excl. agencies)","20","[c]","38590","31410"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","340","[c]","36380","28650"
"New entrant CS","2021","40-49","Insolvency Service","35","[c]","29500","25850"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","10","[c]","43460","40430"
"New entrant CS","2021","40-49","Legal Aid Agency","10","[c]","26620","19930"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","35","[c]","37150","35130"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","30","[c]","47670","45440"
"New entrant CS","2021","40-49","Met Office","25","[c]","43830","39670"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","625","[c]","32480","26830"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","55","[c]","50620","48200"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","130","[c]","45980","42980"
"New entrant CS","2021","40-49","National Crime Agency","165","[c]","37200","36410"
"New entrant CS","2021","40-49","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Records of Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","50","[c]","59220","67500"
"New entrant CS","2021","40-49","Office of Gas and Electricity Markets","55","[c]","44560","40000"
"New entrant CS","2021","40-49","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of Rail and Road","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectorate","15","[c]","36690","40720"
"New entrant CS","2021","40-49","Public Health England","380","[c]","40150","36330"
"New entrant CS","2021","40-49","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Rural Payments Agency","15","[c]","22990","21050"
"New entrant CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Courts and Tribunals Service","20","[c]","26480","20850"
"New entrant CS","2021","40-49","Scottish Forestry","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Scottish Government (excl. agencies)","160","[c]","42740","42190"
"New entrant CS","2021","40-49","Scottish Prison Service","30","[c]","22640","20810"
"New entrant CS","2021","40-49","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Security Scotland","95","[c]","27520","20060"
"New entrant CS","2021","40-49","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Submarine Delivery Agency","40","[c]","47100","45000"
"New entrant CS","2021","40-49","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","The National Archives","15","[c]","40730","39000"
"New entrant CS","2021","40-49","Transport Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Export Finance","20","[c]","44910","43000"
"New entrant CS","2021","40-49","UK Hydrographic Office","10","[c]","42560","35340"
"New entrant CS","2021","40-49","UK Intellectual Property Office","30","[c]","32450","30170"
"New entrant CS","2021","40-49","UK Space Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","United Kingdom Statistics Authority","135","[c]","37600","36030"
"New entrant CS","2021","40-49","Valuation Office Agency","25","[c]","25340","20880"
"New entrant CS","2021","40-49","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Water Services Regulation Authority","15","[c]","58350","59000"
"New entrant CS","2021","40-49","Welsh Government (excl. agencies)","25","[c]","36320","37410"
"New entrant CS","2021","40-49","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Advisory, Conciliation and Arbitration Service","20","[c]","25990","24250"
"New entrant CS","2021","50-59","Animal and Plant Health Agency","45","[c]","24680","21050"
"New entrant CS","2021","50-59","Cabinet Office (excl. agencies)","140","[c]","66030","66000"
"New entrant CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Charity Commission","10","[c]","35770","26800"
"New entrant CS","2021","50-59","Companies House","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Criminal Injuries Compensation Authority","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Crown Commercial Service","20","[c]","37880","35700"
"New entrant CS","2021","50-59","Crown Office and Procurator Fiscal Service","15","[c]","23760","20760"
"New entrant CS","2021","50-59","Crown Prosecution Service","65","[c]","45570","48080"
"New entrant CS","2021","50-59","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Defence Equipment and Support","120","[c]","40420","40000"
"New entrant CS","2021","50-59","Defence Science and Technology Laboratory","20","[c]","42040","46080"
"New entrant CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","[c]","57700","43380"
"New entrant CS","2021","50-59","Department for Digital, Culture, Media and Sport","15","[c]","48660","51730"
"New entrant CS","2021","50-59","Department for Education (excl. agencies)","45","[c]","41300","36500"
"New entrant CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","120","[c]","44400","38750"
"New entrant CS","2021","50-59","Department for International Trade","15","[c]","43810","38540"
"New entrant CS","2021","50-59","Department for Transport (excl. agencies)","30","[c]","50230","43780"
"New entrant CS","2021","50-59","Department for Work and Pensions (excl. agencies)","2835","[c]","26750","27570"
"New entrant CS","2021","50-59","Department of Health and Social Care (excl. agencies)","130","[c]","48880","42480"
"New entrant CS","2021","50-59","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Driver and Vehicle Licensing Agency","35","[c]","26470","21590"
"New entrant CS","2021","50-59","Driver and Vehicle Standards Agency","70","[c]","27430","26350"
"New entrant CS","2021","50-59","Education and Skills Funding Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Food Standards Agency","20","[c]","34860","32350"
"New entrant CS","2021","50-59","Food Standards Scotland","10","[c]","31870","30650"
"New entrant CS","2021","50-59","Forestry and Land Scotland","15","[c]","30750","28120"
"New entrant CS","2021","50-59","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
