"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","National Infrastructure Commission","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Policy","London","Female","15","10","[c]","[c]"
"In post","2021","National Infrastructure Commission","Policy","London","Male","20","20","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","Outside London","Female","235","215","34740","32140"
"In post","2021","National Records of Scotland","Unknown","Outside London","Male","200","195","34260","31150"
"In post","2021","National Savings and Investments","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Communications","London","Female","10","10","[c]","[c]"
"In post","2021","National Savings and Investments","Communications","London","Male","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Digital, Data and Technology","London","Male","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Finance","London","Female","15","15","[c]","[c]"
"In post","2021","National Savings and Investments","Finance","London","Male","15","15","[c]","[c]"
"In post","2021","National Savings and Investments","Human Resources","London","Female","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Other","London","Female","40","35","47070","42600"
"In post","2021","National Savings and Investments","Other","London","Male","35","35","65490","48580"
"In post","2021","National Savings and Investments","Other","Outside London","Female","15","15","[c]","[c]"
"In post","2021","National Savings and Investments","Other","Outside London","Male","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Project Delivery","London","Male","5","5","[c]","[c]"
"In post","2021","National Savings and Investments","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Social Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Social Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","London","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","London","Female","25","25","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","London","Male","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Economics","London","Female","15","15","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Economics","London","Male","20","20","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Communications","London","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Communications","London","Male","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","Female","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","Male","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","Male","30","30","43290","39460"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","Female","35","35","39220","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","Female","165","160","63060","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","Male","65","65","74370","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","Female","405","395","62930","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","Male","160","155","72700","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Legal","London","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","Female","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","Female","145","130","28720","25620"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","Male","70","70","28880","25750"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Other","London","Female","25","25","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Other","London","Male","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Other","Outside London","Female","155","145","26690","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Other","Outside London","Male","60","60","28280","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Policy","London","Female","30","30","50380","42850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Policy","London","Male","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","London","Female","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Property","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Property","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Social Research","London","Female","20","20","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Social Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Statistics","London","Male","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","Female","45","40","37720","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","Male","55","55","39150","35010"
"In post","2021","Office of Gas and Electricity Markets","Communications","London","Female","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","London","Male","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","London","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","London","Male","45","45","57040","50630"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","London","Female","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","London","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","London","Female","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","London","Male","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","London","Female","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","London","Female","40","35","59040","63000"
"In post","2021","Office of Gas and Electricity Markets","Legal","London","Male","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","London","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","London","Male","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","Outside London","Female","55","55","30280","24650"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","Outside London","Male","70","70","31400","25870"
"In post","2021","Office of Gas and Electricity Markets","Other","London","Female","140","130","48630","42250"
"In post","2021","Office of Gas and Electricity Markets","Other","London","Male","170","170","53710","51640"
"In post","2021","Office of Gas and Electricity Markets","Other","Outside London","Female","110","110","32290","30950"
"In post","2021","Office of Gas and Electricity Markets","Other","Outside London","Male","110","110","35760","31720"
"In post","2021","Office of Gas and Electricity Markets","Policy","London","Female","20","20","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Policy","London","Male","35","35","37940","34500"
"In post","2021","Office of Gas and Electricity Markets","Policy","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Policy","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","London","Female","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","London","Male","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","London","Male","5","5","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Science and Engineering","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Communications","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Legal","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","Female","55","50","41510","38000"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","Male","30","30","51210","43800"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Policy","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Statistics","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","London","Female","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","London","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Digital, Data and Technology","London","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","London","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Economics","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","London","Female","10","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","London","Female","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Operational Delivery","London","Female","30","30","48040","43090"
"In post","2021","Office of Rail and Road","Operational Delivery","London","Male","45","40","61860","62010"
"In post","2021","Office of Rail and Road","Operational Delivery","Outside London","Female","25","25","[c]","[c]"
"In post","2021","Office of Rail and Road","Operational Delivery","Outside London","Male","35","35","55020","56900"
"In post","2021","Office of Rail and Road","Policy","London","Female","20","15","[c]","[c]"
"In post","2021","Office of Rail and Road","Policy","London","Male","25","25","[c]","[c]"
"In post","2021","Office of Rail and Road","Policy","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Policy","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","London","Male","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Science and Engineering","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","London","Male","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Knowledge and Information Management","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Legal","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Office of the Public Guardian","Legal","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Operational Delivery","Outside London","Female","755","680","21680","19930"
"In post","2021","Office of the Public Guardian","Operational Delivery","Outside London","Male","590","560","21790","19930"
"In post","2021","Office of the Public Guardian","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Project Delivery","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of the Public Guardian","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Property","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Unknown","Outside London","Female","30","30","38960","35110"
