"Status","Year","Function_of_post","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","No function","Finance","London","Male","90","90","49050","45630"
"In post","2021","No function","Finance","Outside London","Female","125","115","36710","31590"
"In post","2021","No function","Finance","Outside London","Male","110","110","42410","37100"
"In post","2021","No function","Human Resources","London","Female","30","30","49270","53850"
"In post","2021","No function","Human Resources","London","Male","10","10","[c]","[c]"
"In post","2021","No function","Human Resources","Outside London","Female","20","20","[c]","[c]"
"In post","2021","No function","Human Resources","Outside London","Male","5","5","[c]","[c]"
"In post","2021","No function","Inspector of Education and Training","London","Female","165","160","63060","51360"
"In post","2021","No function","Inspector of Education and Training","London","Male","65","65","74370","75500"
"In post","2021","No function","Inspector of Education and Training","Outside London","Female","435","425","63730","64500"
"In post","2021","No function","Inspector of Education and Training","Outside London","Male","190","185","73050","75500"
"In post","2021","No function","Intelligence Analysis","London","Female","45","45","35070","32080"
"In post","2021","No function","Intelligence Analysis","London","Male","30","30","41180","37020"
"In post","2021","No function","Intelligence Analysis","Outside London","Female","260","245","28930","27380"
"In post","2021","No function","Intelligence Analysis","Outside London","Male","140","140","32520","31180"
"In post","2021","No function","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","International Trade","London","Female","495","485","46460","40780"
"In post","2021","No function","International Trade","London","Male","575","570","48190","44030"
"In post","2021","No function","International Trade","Outside London","Female","105","100","38990","31930"
"In post","2021","No function","International Trade","Outside London","Male","135","135","38460","31810"
"In post","2021","No function","International Trade","Overseas","Female","45","45","55130","55000"
"In post","2021","No function","International Trade","Overseas","Male","110","110","57190","53750"
"In post","2021","No function","Knowledge and Information Management","London","Female","275","255","41220","37390"
"In post","2021","No function","Knowledge and Information Management","London","Male","160","160","43110","38230"
"In post","2021","No function","Knowledge and Information Management","Outside London","Female","360","325","34380","31000"
"In post","2021","No function","Knowledge and Information Management","Outside London","Male","180","175","37810","36330"
"In post","2021","No function","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","London","Female","5","5","[c]","[c]"
"In post","2021","No function","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Medicine","London","Female","110","95","102620","100640"
"In post","2021","No function","Medicine","London","Male","60","50","102870","97310"
"In post","2021","No function","Medicine","Outside London","Female","170","145","93320","96510"
"In post","2021","No function","Medicine","Outside London","Male","110","100","108540","110680"
"In post","2021","No function","Operational Delivery","London","Female","9125","8580","33950","30600"
"In post","2021","No function","Operational Delivery","London","Male","7020","6865","36350","33260"
"In post","2021","No function","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Operational Delivery","Outside London","Female","59925","52970","26500","23240"
"In post","2021","No function","Operational Delivery","Outside London","Male","50455","48040","29160","26810"
"In post","2021","No function","Operational Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","No function","Operational Delivery","Overseas","Female","25","25","[c]","[c]"
"In post","2021","No function","Operational Delivery","Overseas","Male","115","115","66460","62960"
"In post","2021","No function","Operational Delivery","Unknown","Female","40","40","36460","37380"
"In post","2021","No function","Operational Delivery","Unknown","Male","75","75","43270","44910"
"In post","2021","No function","Operational Research","London","Female","15","15","[c]","[c]"
"In post","2021","No function","Operational Research","London","Male","10","10","[c]","[c]"
"In post","2021","No function","Operational Research","Outside London","Female","115","110","43010","46080"
"In post","2021","No function","Operational Research","Outside London","Male","160","155","45640","46090"
"In post","2021","No function","Other","London","Female","595","580","41010","34350"
"In post","2021","No function","Other","London","Male","545","525","45890","36290"
"In post","2021","No function","Other","Outside London","Female","665","615","31070","25880"
"In post","2021","No function","Other","Outside London","Male","510","480","43110","34800"
"In post","2021","No function","Planning","London","Female","45","40","46380","42980"
"In post","2021","No function","Planning","London","Male","50","50","46020","39990"
"In post","2021","No function","Planning","Outside London","Female","30","30","46940","40720"
"In post","2021","No function","Planning","Outside London","Male","20","20","[c]","[c]"
"In post","2021","No function","Planning Inspectors","Outside London","Female","125","110","57850","58810"
"In post","2021","No function","Planning Inspectors","Outside London","Male","215","190","57960","58810"
"In post","2021","No function","Policy","London","Female","7995","7720","46960","41470"
"In post","2021","No function","Policy","London","Male","7060","7005","49470","51730"
"In post","2021","No function","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","No function","Policy","Outside London","Female","2430","2295","39680","36520"
"In post","2021","No function","Policy","Outside London","Male","1680","1655","42040","37130"
"In post","2021","No function","Policy","Overseas","Female","605","605","50670","52070"
"In post","2021","No function","Policy","Overseas","Male","860","860","52600","53470"
"In post","2021","No function","Policy","Unknown","Female","5","5","[c]","[c]"
"In post","2021","No function","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","London","Female","50","45","43590","40290"
"In post","2021","No function","Project Delivery","London","Male","65","65","45450","40050"
"In post","2021","No function","Project Delivery","Outside London","Female","65","60","39030","33730"
"In post","2021","No function","Project Delivery","Outside London","Male","40","40","37390","33910"
"In post","2021","No function","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Property","Outside London","Female","10","5","[c]","[c]"
"In post","2021","No function","Property","Outside London","Male","10","10","[c]","[c]"
"In post","2021","No function","Psychology","London","Female","55","55","42320","40520"
"In post","2021","No function","Psychology","London","Male","5","5","[c]","[c]"
"In post","2021","No function","Psychology","Outside London","Female","1165","1110","35100","30450"
"In post","2021","No function","Psychology","Outside London","Male","165","160","36480","30450"
"In post","2021","No function","Science and Engineering","London","Female","675","625","43680","40200"
"In post","2021","No function","Science and Engineering","London","Male","360","350","47830","43900"
"In post","2021","No function","Science and Engineering","Outside London","Female","2480","2275","36730","35760"
"In post","2021","No function","Science and Engineering","Outside London","Male","3410","3315","41090","39390"
"In post","2021","No function","Science and Engineering","Overseas","Female","10","10","[c]","[c]"
"In post","2021","No function","Science and Engineering","Overseas","Male","25","25","[c]","[c]"
"In post","2021","No function","Security","London","Female","75","70","46050","42890"
"In post","2021","No function","Security","London","Male","110","110","45740","44030"
"In post","2021","No function","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","No function","Social Research","London","Female","20","20","[c]","[c]"
"In post","2021","No function","Social Research","London","Male","5","5","[c]","[c]"
"In post","2021","No function","Social Research","Outside London","Female","10","10","[c]","[c]"
"In post","2021","No function","Social Research","Outside London","Male","5","5","[c]","[c]"
"In post","2021","No function","Statistics","London","Female","10","10","[c]","[c]"
"In post","2021","No function","Statistics","London","Male","15","15","[c]","[c]"
"In post","2021","No function","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","No function","Statistics","Outside London","Male","5","5","[c]","[c]"
"In post","2021","No function","Tax","London","Female","775","720","41450","36160"
"In post","2021","No function","Tax","London","Male","975","930","44790","39800"
"In post","2021","No function","Tax","Outside London","Female","4910","4495","31390","31810"
"In post","2021","No function","Tax","Outside London","Male","5270","5045","33730","31810"
"In post","2021","No function","Unknown","London","Female","2115","2080","42270","34550"
"In post","2021","No function","Unknown","London","Male","1770","1765","45300","35890"
"In post","2021","No function","Unknown","Outside London","Female","1410","1325","26650","23550"
"In post","2021","No function","Unknown","Outside London","Male","1505","1475","25840","20140"
"In post","2021","No function","Unknown","Unknown","Female","255","250","34480","32000"
"In post","2021","No function","Unknown","Unknown","Male","215","215","35120","32000"
"In post","2021","No function","Veterinarian","London","Female","20","20","[c]","[c]"
"In post","2021","No function","Veterinarian","London","Male","25","25","[c]","[c]"
"In post","2021","No function","Veterinarian","Outside London","Female","225","210","43300","37960"
"In post","2021","No function","Veterinarian","Outside London","Male","160","155","45690","41250"
"In post","2021","Project Delivery","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","Outside London","Female","405","380","36850","34000"
"In post","2021","Project Delivery","Commercial","Outside London","Male","395","390","40410","37400"
"In post","2021","Project Delivery","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Project Delivery","Communications","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","Female","110","100","37610","37320"
"In post","2021","Project Delivery","Digital, Data and Technology","Outside London","Male","325","320","44240","44210"
"In post","2021","Project Delivery","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","Female","25","25","[c]","[c]"
"In post","2021","Project Delivery","Economics","London","Male","35","35","55570","55730"
"In post","2021","Project Delivery","Economics","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Economics","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Economics","Overseas","Male","25","25","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","Finance","London","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Finance","Outside London","Female","210","195","41520","39100"
"In post","2021","Project Delivery","Finance","Outside London","Male","155","150","43040","39860"
"In post","2021","Project Delivery","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Finance","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","London","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","Female","60","55","35850","37320"
"In post","2021","Project Delivery","Knowledge and Information Management","Outside London","Male","120","120","37070","35740"
"In post","2021","Project Delivery","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","Female","10","5","[c]","[c]"
"In post","2021","Project Delivery","Medicine","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Medicine","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","London","Female","225","220","40650","36800"
"In post","2021","Project Delivery","Operational Delivery","London","Male","155","150","41060","38760"
"In post","2021","Project Delivery","Operational Delivery","Outside London","Female","885","800","31630","28650"
"In post","2021","Project Delivery","Operational Delivery","Outside London","Male","620","600","37780","35000"
"In post","2021","Project Delivery","Operational Delivery","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Overseas","Male","10","10","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","London","Female","85","80","60250","60320"
"In post","2021","Project Delivery","Other","London","Male","90","90","60700","64760"
"In post","2021","Project Delivery","Other","Outside London","Female","1205","1110","30010","27100"
"In post","2021","Project Delivery","Other","Outside London","Male","1860","1825","32930","30000"
"In post","2021","Project Delivery","Other","Overseas","Female","60","60","66190","66680"
"In post","2021","Project Delivery","Other","Overseas","Male","45","45","67650","67370"
"In post","2021","Project Delivery","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","London","Female","735","695","54030","55620"
"In post","2021","Project Delivery","Policy","London","Male","660","640","56750","59160"
"In post","2021","Project Delivery","Policy","Outside London","Female","465","430","43540","38700"
"In post","2021","Project Delivery","Policy","Outside London","Male","350","340","46830","49080"
"In post","2021","Project Delivery","Policy","Overseas","Female","120","120","57120","55620"
"In post","2021","Project Delivery","Policy","Overseas","Male","120","120","58700","56660"
"In post","2021","Project Delivery","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","London","Female","1360","1315","49180","44060"
"In post","2021","Project Delivery","Project Delivery","London","Male","1240","1225","52820","46890"
"In post","2021","Project Delivery","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Outside London","Female","5585","5310","37850","35290"
"In post","2021","Project Delivery","Project Delivery","Outside London","Male","5675","5580","42190","40000"
"In post","2021","Project Delivery","Project Delivery","Overseas","Female","65","65","45770","45340"
"In post","2021","Project Delivery","Project Delivery","Overseas","Male","90","90","47130","45490"
"In post","2021","Project Delivery","Project Delivery","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Project Delivery","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Property","London","Female","45","45","56100","64380"
"In post","2021","Project Delivery","Property","London","Male","50","50","57520","65070"
"In post","2021","Project Delivery","Property","Outside London","Female","75","75","45920","49860"
"In post","2021","Project Delivery","Property","Outside London","Male","135","135","46240","46930"
"In post","2021","Project Delivery","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","London","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","London","Male","20","20","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","Outside London","Female","330","320","35670","32710"
"In post","2021","Project Delivery","Science and Engineering","Outside London","Male","3065","3000","37150","35440"
"In post","2021","Project Delivery","Science and Engineering","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Science and Engineering","Overseas","Male","30","30","[c]","[c]"
"In post","2021","Project Delivery","Security","London","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","Security","London","Male","20","20","[c]","[c]"
"In post","2021","Project Delivery","Security","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Security","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","London","Female","5","5","[c]","[c]"
"In post","2021","Project Delivery","Statistics","London","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","London","Female","15","15","[c]","[c]"
"In post","2021","Project Delivery","Tax","London","Male","15","15","[c]","[c]"
"In post","2021","Project Delivery","Tax","Outside London","Female","65","60","38010","31810"
"In post","2021","Project Delivery","Tax","Outside London","Male","30","30","42720","35000"
"In post","2021","Project Delivery","Tax","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Tax","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","London","Female","115","110","62120","59040"
"In post","2021","Project Delivery","Unknown","London","Male","110","110","72310","64500"
"In post","2021","Project Delivery","Unknown","Outside London","Female","165","150","34280","30160"
"In post","2021","Project Delivery","Unknown","Outside London","Male","180","175","43700","37530"
"In post","2021","Project Delivery","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Commercial","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Property","Commercial","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Property","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Property","Digital, Data and Technology","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Property","Finance","London","Female","10","10","[c]","[c]"
"In post","2021","Property","Finance","London","Male","15","15","[c]","[c]"
"In post","2021","Property","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Property","Knowledge and Information Management","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Property","Operational Delivery","London","Female","95","90","36450","30850"
"In post","2021","Property","Operational Delivery","London","Male","90","90","45720","37710"
"In post","2021","Property","Operational Delivery","Outside London","Female","775","695","26270","21100"
"In post","2021","Property","Operational Delivery","Outside London","Male","485","470","28330","21100"
"In post","2021","Property","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other","Outside London","Female","75","70","32400","25880"
"In post","2021","Property","Other","Outside London","Male","245","240","31640","28870"
"In post","2021","Property","Planning","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Planning","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Property","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","London","Female","15","15","[c]","[c]"
"In post","2021","Property","Project Delivery","London","Male","10","10","[c]","[c]"
"In post","2021","Property","Project Delivery","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Property","Project Delivery","Outside London","Male","30","30","[c]","[c]"
"In post","2021","Property","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Property","London","Female","405","375","39280","34940"
"In post","2021","Property","Property","London","Male","585","575","45270","39910"
"In post","2021","Property","Property","Outside London","Female","2140","1985","32470","31100"
"In post","2021","Property","Property","Outside London","Male","3120","3030","35280","33300"
"In post","2021","Property","Property","Overseas","Female","25","25","[c]","[c]"
"In post","2021","Property","Property","Overseas","Male","170","170","39840","39410"
"In post","2021","Property","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Property","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Property","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Security","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Property","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","London","Female","35","35","48250","40600"
"In post","2021","Property","Unknown","London","Male","35","30","59620","54700"
"In post","2021","Property","Unknown","Outside London","Female","220","200","31100","28120"
"In post","2021","Property","Unknown","Outside London","Male","560","545","31110","29140"
"In post","2021","Property","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","London","Male","10","10","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","London","Female","75","70","43890","38970"
"In post","2021","Security","Intelligence Analysis","London","Male","70","70","48670","41320"
"In post","2021","Security","Intelligence Analysis","Overseas","Female","25","25","[c]","[c]"
"In post","2021","Security","Intelligence Analysis","Overseas","Male","25","25","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Security","Knowledge and Information Management","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Security","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Science and Engineering","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Security","Security","London","Female","245","240","40250","36160"
"In post","2021","Security","Security","London","Male","495","495","38480","34720"
"In post","2021","Security","Security","Outside London","Female","1230","1190","29370","26610"
"In post","2021","Security","Security","Outside London","Male","5575","5480","30210","26610"
"In post","2021","Security","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Security","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Security","Security","Overseas","Male","70","70","37250","34350"
"In post","2021","Security","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Security","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Security","Unknown","London","Female","90","85","43240","35590"
"In post","2021","Security","Unknown","London","Male","85","85","46650","40600"
"In post","2021","Security","Unknown","Outside London","Female","335","310","29130","26670"
"In post","2021","Security","Unknown","Outside London","Male","300","290","30490","33300"
"In post","2021","Security","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Unknown","Female","30","30","33940","33000"
"In post","2021","Security","Unknown","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Unknown","Commercial","London","Female","30","25","[c]","[c]"
"In post","2021","Unknown","Commercial","London","Male","30","30","[c]","[c]"
"In post","2021","Unknown","Commercial","Outside London","Female","30","30","37760","35770"
"In post","2021","Unknown","Commercial","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Communications","London","Female","100","95","49420","44220"
"In post","2021","Unknown","Communications","London","Male","70","70","49760","44220"
"In post","2021","Unknown","Communications","Outside London","Female","105","95","39250","37410"
"In post","2021","Unknown","Communications","Outside London","Male","75","70","38950","37410"
"In post","2021","Unknown","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","Female","15","10","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","London","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Outside London","Female","100","90","25160","25040"
"In post","2021","Unknown","Counter Fraud","Outside London","Male","50","50","26770","25310"
"In post","2021","Unknown","Digital, Data and Technology","London","Female","285","280","51620","46070"
