"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Declared non-disabled","Government Internal Audit Agency","50","50","44420","43800"
"In post","2021","30-39","Declared non-disabled","Government Legal Department","625","590","51760","51250"
"In post","2021","30-39","Declared non-disabled","Government Property Agency","30","30","45140","48350"
"In post","2021","30-39","Declared non-disabled","Health and Safety Executive","305","290","39290","39390"
"In post","2021","30-39","Declared non-disabled","HM Courts and Tribunals Service","2145","1905","24390","21320"
"In post","2021","30-39","Declared non-disabled","HM Land Registry","315","290","32700","27130"
"In post","2021","30-39","Declared non-disabled","HM Prison and Probation Service","9295","8865","29690","28220"
"In post","2021","30-39","Declared non-disabled","HM Revenue and Customs (excl. agencies)","7670","7295","32330","31810"
"In post","2021","30-39","Declared non-disabled","HM Treasury (excl. agencies)","460","450","57210","59750"
"In post","2021","30-39","Declared non-disabled","Home Office (incl. agencies)","7210","6780","31930","26910"
"In post","2021","30-39","Declared non-disabled","Insolvency Service","215","200","31180","29320"
"In post","2021","30-39","Declared non-disabled","Institute for Apprenticeships and Technical Education","65","65","47770","50360"
"In post","2021","30-39","Declared non-disabled","Legal Aid Agency","270","250","25810","22570"
"In post","2021","30-39","Declared non-disabled","Maritime and Coastguard Agency","215","205","35800","31860"
"In post","2021","30-39","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","140","135","47660","41040"
"In post","2021","30-39","Declared non-disabled","Met Office","575","555","38440","39650"
"In post","2021","30-39","Declared non-disabled","Ministry of Defence (excl. agencies)","4145","3985","33610","33040"
"In post","2021","30-39","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","515","500","48360","53130"
"In post","2021","30-39","Declared non-disabled","Ministry of Justice (excl. agencies)","945","920","41470","36800"
"In post","2021","30-39","Declared non-disabled","National Crime Agency","345","335","41190","40170"
"In post","2021","30-39","Declared non-disabled","National Infrastructure Commission","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","National Records of Scotland","35","30","36980","34370"
"In post","2021","30-39","Declared non-disabled","National Savings and Investments","40","40","42490","41800"
"In post","2021","30-39","Declared non-disabled","Northern Ireland Office","30","30","47950","45950"
"In post","2021","30-39","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","345","330","42870","39460"
"In post","2021","30-39","Declared non-disabled","Office of Gas and Electricity Markets","365","360","45760","42000"
"In post","2021","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","60","60","41920","38000"
"In post","2021","30-39","Declared non-disabled","Office of Rail and Road","75","75","51000","53250"
"In post","2021","30-39","Declared non-disabled","Office of the Public Guardian","375","345","21780","19930"
"In post","2021","30-39","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Planning Inspectorate","120","115","38370","33820"
"In post","2021","30-39","Declared non-disabled","Public Health England","1170","1085","39410","37450"
"In post","2021","30-39","Declared non-disabled","Queen Elizabeth II Centre","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Registers of Scotland","145","145","33220","30080"
"In post","2021","30-39","Declared non-disabled","Revenue Scotland","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Rural Payments Agency","400","360","24920","24920"
"In post","2021","30-39","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Scottish Courts and Tribunals Service","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Scottish Forestry","35","30","31470","30160"
"In post","2021","30-39","Declared non-disabled","Scottish Government (excl. agencies)","1000","960","42060","38540"
"In post","2021","30-39","Declared non-disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Scottish Prison Service","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Scottish Public Pensions Agency","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Serious Fraud Office","90","90","45820","41380"
"In post","2021","30-39","Declared non-disabled","Social Security Scotland","190","185","31020","27150"
"In post","2021","30-39","Declared non-disabled","Standards and Testing Agency","40","35","44180","45540"
"In post","2021","30-39","Declared non-disabled","Student Awards Agency for Scotland","20","20","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Submarine Delivery Agency","320","315","38850","39860"
"In post","2021","30-39","Declared non-disabled","Teaching Regulation Agency","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","The National Archives","80","80","34540","34770"
"In post","2021","30-39","Declared non-disabled","Transport Scotland","65","60","40870","39660"
"In post","2021","30-39","Declared non-disabled","UK Export Finance","80","80","53070","50830"
"In post","2021","30-39","Declared non-disabled","UK Hydrographic Office","135","130","33670","33290"
"In post","2021","30-39","Declared non-disabled","UK Intellectual Property Office","240","230","37950","39120"
"In post","2021","30-39","Declared non-disabled","UK Space Agency","50","50","45340","40050"
"In post","2021","30-39","Declared non-disabled","UK Supreme Court","10","10","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","United Kingdom Statistics Authority","565","525","36880","36030"
"In post","2021","30-39","Declared non-disabled","Valuation Office Agency","420","390","35240","32100"
"In post","2021","30-39","Declared non-disabled","Vehicle Certification Agency","55","50","36150","34290"
"In post","2021","30-39","Declared non-disabled","Veterinary Medicines Directorate","25","25","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Wales Office","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Water Services Regulation Authority","40","40","50980","48000"
"In post","2021","30-39","Declared non-disabled","Welsh Government (excl. agencies)","1110","1055","37640","37410"
"In post","2021","30-39","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Wilton Park","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Animal and Plant Health Agency","20","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Cabinet Office (excl. agencies)","80","75","45350","46790"
"In post","2021","30-39","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Companies House","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Criminal Injuries Compensation Authority","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Crown Commercial Service","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Crown Office and Procurator Fiscal Service","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Defence Electronics and Components Agency","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Defence Equipment and Support","110","105","38230","37900"
"In post","2021","30-39","Undeclared","Defence Science and Technology Laboratory","135","135","41870","46080"
"In post","2021","30-39","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","90","52370","53600"
"In post","2021","30-39","Undeclared","Department for Digital, Culture, Media and Sport","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Department for Education (excl. agencies)","80","75","45220","40940"
"In post","2021","30-39","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","55","50","43270","41760"
"In post","2021","30-39","Undeclared","Department for International Trade","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Department for Transport (excl. agencies)","195","190","47070","43360"
"In post","2021","30-39","Undeclared","Department for Work and Pensions (excl. agencies)","970","900","27270","27570"
"In post","2021","30-39","Undeclared","Driver and Vehicle Licensing Agency","115","105","27080","21590"
"In post","2021","30-39","Undeclared","Driver and Vehicle Standards Agency","40","35","31530","30730"
"In post","2021","30-39","Undeclared","Education and Skills Funding Agency","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","FCDO Services","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Food Standards Agency","130","130","38060","37630"
"In post","2021","30-39","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","75","75","46130","42200"
"In post","2021","30-39","Undeclared","Government Internal Audit Agency","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Government Legal Department","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Health and Safety Executive","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","HM Courts and Tribunals Service","200","180","24710","20770"
"In post","2021","30-39","Undeclared","HM Land Registry","20","15","[c]","[c]"
"In post","2021","30-39","Undeclared","HM Prison and Probation Service","1160","1100","30680","31180"
"In post","2021","30-39","Undeclared","HM Revenue and Customs (excl. agencies)","475","460","32640","31810"
"In post","2021","30-39","Undeclared","HM Treasury (excl. agencies)","85","85","55080","56900"
"In post","2021","30-39","Undeclared","Home Office (incl. agencies)","310","290","33760","28990"
"In post","2021","30-39","Undeclared","Insolvency Service","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal Aid Agency","40","35","23470","21530"
"In post","2021","30-39","Undeclared","Maritime and Coastguard Agency","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Medicines and Healthcare Products Regulatory Agency","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Ministry of Defence (excl. agencies)","315","310","34200","33300"
"In post","2021","30-39","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","35","35","49590","53130"
"In post","2021","30-39","Undeclared","Ministry of Justice (excl. agencies)","115","110","41660","37920"
"In post","2021","30-39","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Office of Rail and Road","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Office of the Public Guardian","30","30","22260","20650"
"In post","2021","30-39","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Public Health England","120","110","43960","39700"
"In post","2021","30-39","Undeclared","Registers of Scotland","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Rural Payments Agency","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Scottish Government (excl. agencies)","40","40","41970","38540"
"In post","2021","30-39","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Serious Fraud Office","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Submarine Delivery Agency","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","UK Hydrographic Office","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","UK Space Agency","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","United Kingdom Statistics Authority","25","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Valuation Office Agency","35","30","31000","26000"
"In post","2021","30-39","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Welsh Government (excl. agencies)","25","20","[c]","[c]"
"In post","2021","30-39","Unknown","Accountant in Bankruptcy","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Advisory, Conciliation and Arbitration Service","150","140","29920","30950"
"In post","2021","30-39","Unknown","Animal and Plant Health Agency","50","45","30230","28570"
"In post","2021","30-39","Unknown","Attorney General's Office","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Cabinet Office (excl. agencies)","770","760","50080","51560"
"In post","2021","30-39","Unknown","Centre for Environment, Fisheries and Aquaculture Science","35","30","33610","29990"
"In post","2021","30-39","Unknown","Charity Commission","35","35","35520","30770"
"In post","2021","30-39","Unknown","Companies House","70","65","28640","24780"
"In post","2021","30-39","Unknown","Competition and Markets Authority","20","15","[c]","[c]"
"In post","2021","30-39","Unknown","Criminal Injuries Compensation Authority","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Crown Commercial Service","155","150","35250","34800"
"In post","2021","30-39","Unknown","Crown Office and Procurator Fiscal Service","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Crown Prosecution Service","320","310","38030","38090"
"In post","2021","30-39","Unknown","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Debt Management Office","30","30","52180","48440"
"In post","2021","30-39","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Defence Equipment and Support","225","215","37320","37030"
"In post","2021","30-39","Unknown","Defence Science and Technology Laboratory","140","140","38150","37320"
"In post","2021","30-39","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","235","230","50510","53380"
"In post","2021","30-39","Unknown","Department for Digital, Culture, Media and Sport","100","100","52010","51940"
"In post","2021","30-39","Unknown","Department for Education (excl. agencies)","310","300","43360","40230"
"In post","2021","30-39","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","265","255","44340","39510"
"In post","2021","30-39","Unknown","Department for International Trade","310","305","48390","51970"
"In post","2021","30-39","Unknown","Department for Transport (excl. agencies)","70","70","48440","45230"
"In post","2021","30-39","Unknown","Department for Work and Pensions (excl. agencies)","930","875","29430","27570"
"In post","2021","30-39","Unknown","Department of Health and Social Care (excl. agencies)","615","600","49020","50620"
"In post","2021","30-39","Unknown","Disclosure Scotland","50","45","26100","22230"
"In post","2021","30-39","Unknown","Driver and Vehicle Licensing Agency","210","180","24390","21590"
"In post","2021","30-39","Unknown","Driver and Vehicle Standards Agency","195","190","28360","26580"
"In post","2021","30-39","Unknown","Education and Skills Funding Agency","60","60","39500","36500"
"In post","2021","30-39","Unknown","Education Scotland","30","25","[c]","[c]"
"In post","2021","30-39","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Food Standards Scotland","35","30","32790","32140"
"In post","2021","30-39","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","500","495","49390","53000"
"In post","2021","30-39","Unknown","Forestry and Land Scotland","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Government Actuary's Department","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Government Legal Department","120","115","51690","51830"
"In post","2021","30-39","Unknown","Health and Safety Executive","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","HM Courts and Tribunals Service","345","335","24100","21300"
"In post","2021","30-39","Unknown","HM Land Registry","530","505","28340","22350"
"In post","2021","30-39","Unknown","HM Prison and Probation Service","1350","1295","26830","25790"
"In post","2021","30-39","Unknown","HM Revenue and Customs (excl. agencies)","4415","4180","28750","25560"
"In post","2021","30-39","Unknown","HM Treasury (excl. agencies)","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Home Office (incl. agencies)","485","475","33390","25770"
"In post","2021","30-39","Unknown","Insolvency Service","135","135","29870","25060"
"In post","2021","30-39","Unknown","Legal Aid Agency","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Maritime and Coastguard Agency","65","65","33690","31470"
"In post","2021","30-39","Unknown","Medicines and Healthcare Products Regulatory Agency","190","185","42200","40650"
"In post","2021","30-39","Unknown","Ministry of Defence (excl. agencies)","1200","1150","34460","33200"
"In post","2021","30-39","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","70","70","48300","47410"
"In post","2021","30-39","Unknown","Ministry of Justice (excl. agencies)","240","235","44850","41030"
"In post","2021","30-39","Unknown","National Crime Agency","885","865","37170","36410"
"In post","2021","30-39","Unknown","National Records of Scotland","40","40","36210","35110"
"In post","2021","30-39","Unknown","Northern Ireland Office","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Office for Budget Responsibility","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Office for Standards in Education, Children's Services and Skills","35","35","31680","25880"
"In post","2021","30-39","Unknown","Office of Gas and Electricity Markets","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Office of Qualifications and Examinations Regulation","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Office of the Public Guardian","40","40","20480","19930"
"In post","2021","30-39","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Planning Inspectorate","30","30","38880","37790"
"In post","2021","30-39","Unknown","Public Health England","225","205","39220","37450"
"In post","2021","30-39","Unknown","Registers of Scotland","65","65","33500","30080"
"In post","2021","30-39","Unknown","Revenue Scotland","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Royal Fleet Auxiliary","410","410","37420","34460"
"In post","2021","30-39","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Courts and Tribunals Service","375","350","28250","29350"
"In post","2021","30-39","Unknown","Scottish Fiscal Commission","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Government (excl. agencies)","730","700","41590","38540"
"In post","2021","30-39","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Scottish Prison Service","985","955","29780","30930"
"In post","2021","30-39","Unknown","Scottish Public Pensions Agency","40","35","28310","26160"
"In post","2021","30-39","Unknown","Serious Fraud Office","45","45","46060","41280"
"In post","2021","30-39","Unknown","Social Security Scotland","85","80","33410","29190"
"In post","2021","30-39","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Student Awards Agency for Scotland","30","30","[c]","[c]"
"In post","2021","30-39","Unknown","Submarine Delivery Agency","50","50","43500","44420"
"In post","2021","30-39","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","The National Archives","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Transport Scotland","40","40","43310","42830"
"In post","2021","30-39","Unknown","UK Hydrographic Office","50","45","33310","33290"
"In post","2021","30-39","Unknown","UK Intellectual Property Office","125","120","31950","26860"
"In post","2021","30-39","Unknown","UK Space Agency","40","35","44590","40220"
"In post","2021","30-39","Unknown","United Kingdom Statistics Authority","625","585","33650","31000"
"In post","2021","30-39","Unknown","Valuation Office Agency","155","145","29220","25860"
"In post","2021","30-39","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Veterinary Medicines Directorate","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Water Services Regulation Authority","20","20","[c]","[c]"
"In post","2021","30-39","Unknown","Welsh Government (excl. agencies)","70","65","34700","34490"
"In post","2021","30-39","Unknown","Welsh Revenue Authority","25","25","[c]","[c]"
"In post","2021","30-39","Unknown","Wilton Park","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Advisory, Conciliation and Arbitration Service","25","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Animal and Plant Health Agency","80","75","28860","26090"
"In post","2021","40-49","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Cabinet Office (excl. agencies)","155","145","48170","51190"
"In post","2021","40-49","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Companies House","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Competition and Markets Authority","15","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Criminal Injuries Compensation Authority","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Crown Commercial Service","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Crown Office and Procurator Fiscal Service","20","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Crown Prosecution Service","195","180","40710","38180"
"In post","2021","40-49","Declared disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Defence Electronics and Components Agency","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Defence Equipment and Support","220","215","39530","37550"
"In post","2021","40-49","Declared disabled","Defence Science and Technology Laboratory","100","95","42110","46080"
"In post","2021","40-49","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","95","90","54300","53600"
"In post","2021","40-49","Declared disabled","Department for Digital, Culture, Media and Sport","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Department for Education (excl. agencies)","125","120","44890","37100"
"In post","2021","40-49","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","170","160","42650","38020"
"In post","2021","40-49","Declared disabled","Department for International Trade","40","40","47680","51910"
"In post","2021","40-49","Declared disabled","Department for Transport (excl. agencies)","45","45","51040","54110"
"In post","2021","40-49","Declared disabled","Department for Work and Pensions (excl. agencies)","3585","3185","27220","27570"
"In post","2021","40-49","Declared disabled","Department of Health and Social Care (excl. agencies)","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Disclosure Scotland","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Licensing Agency","165","140","23440","21590"
"In post","2021","40-49","Declared disabled","Driver and Vehicle Standards Agency","100","95","29660","26780"
"In post","2021","40-49","Declared disabled","Education and Skills Funding Agency","55","50","38600","36780"
"In post","2021","40-49","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","FCDO Services","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Food Standards Agency","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","190","185","47640","39630"
"In post","2021","40-49","Declared disabled","Forestry and Land Scotland","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Government Internal Audit Agency","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Government Legal Department","50","45","54850","56290"
"In post","2021","40-49","Declared disabled","Government Property Agency","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Health and Safety Executive","70","65","41210","43220"
"In post","2021","40-49","Declared disabled","HM Courts and Tribunals Service","465","420","24820","21170"
"In post","2021","40-49","Declared disabled","HM Land Registry","85","80","31570","27130"
"In post","2021","40-49","Declared disabled","HM Prison and Probation Service","1355","1290","32050","31650"
"In post","2021","40-49","Declared disabled","HM Revenue and Customs (excl. agencies)","1285","1190","31210","27230"
"In post","2021","40-49","Declared disabled","HM Treasury (excl. agencies)","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Home Office (incl. agencies)","800","740","32680","28650"
"In post","2021","40-49","Declared disabled","Insolvency Service","55","50","35030","31830"
"In post","2021","40-49","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Legal Aid Agency","40","40","28350","22720"
"In post","2021","40-49","Declared disabled","Maritime and Coastguard Agency","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Medicines and Healthcare Products Regulatory Agency","15","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Met Office","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Ministry of Defence (excl. agencies)","690","665","33160","32670"
"In post","2021","40-49","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","50","45","49790","50660"
"In post","2021","40-49","Declared disabled","Ministry of Justice (excl. agencies)","150","145","41850","36980"
"In post","2021","40-49","Declared disabled","National Crime Agency","55","55","37540","36410"
"In post","2021","40-49","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","National Records of Scotland","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office for Standards in Education, Children's Services and Skills","35","35","45940","51360"
"In post","2021","40-49","Declared disabled","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Office of the Public Guardian","40","40","25450","21170"
"In post","2021","40-49","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Planning Inspectorate","20","15","[c]","[c]"
"In post","2021","40-49","Declared disabled","Public Health England","85","75","42740","38910"
"In post","2021","40-49","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Registers of Scotland","30","30","30960","30080"
"In post","2021","40-49","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Rural Payments Agency","65","60","25910","21050"
"In post","2021","40-49","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Government (excl. agencies)","190","180","44570","39660"
"In post","2021","40-49","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Scottish Prison Service","75","75","33780","33650"
"In post","2021","40-49","Declared disabled","Scottish Public Pensions Agency","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Serious Fraud Office","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Social Security Scotland","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
