"Status","Year","Age","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Ministry of Defence","LGBO","55","50","28890","23850"
"In post","2021","60-64","Ministry of Defence","Undeclared","900","820","33040","30770"
"In post","2021","60-64","Ministry of Defence","Unknown","455","430","33880","32700"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Heterosexual / straight","120","110","50220","47660"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Undeclared","20","20","[c]","[c]"
"In post","2021","60-64","Ministry of Housing, Communities and Local Government","Unknown","15","10","[c]","[c]"
"In post","2021","60-64","Ministry of Justice","Heterosexual / straight","4180","3510","28410","24550"
"In post","2021","60-64","Ministry of Justice","LGBO","120","100","31090","28200"
"In post","2021","60-64","Ministry of Justice","Undeclared","620","510","28710","25400"
"In post","2021","60-64","Ministry of Justice","Unknown","940","715","27540","26340"
"In post","2021","60-64","National Crime Agency","Heterosexual / straight","220","205","41900","40060"
"In post","2021","60-64","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","National Crime Agency","Undeclared","10","5","[c]","[c]"
"In post","2021","60-64","National Crime Agency","Unknown","65","60","39620","37700"
"In post","2021","60-64","Northern Ireland Office","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education","Heterosexual / straight","95","90","55510","51360"
"In post","2021","60-64","Office for Standards in Education","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Office for Standards in Education","Unknown","15","15","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Gas and Electricity Markets","Unknown","20","20","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Office of Rail and Road","Unknown","15","15","[c]","[c]"
"In post","2021","60-64","Other Cabinet Office Agencies","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","60-64","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Scottish Government","Heterosexual / straight","630","525","38430","33650"
"In post","2021","60-64","Scottish Government","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","Scottish Government","Undeclared","230","185","29080","22820"
"In post","2021","60-64","Scottish Government","Unknown","625","510","36400","33650"
"In post","2021","60-64","The National Archives","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","Unknown","30","30","[c]","[c]"
"In post","2021","60-64","UK Export Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","Heterosexual / straight","300","220","25850","19520"
"In post","2021","60-64","United Kingdom Statistics Authority","LGBO","10","5","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","Undeclared","20","15","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","Unknown","105","75","26610","19520"
"In post","2021","60-64","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Welsh Government","Heterosexual / straight","335","285","43860","37410"
"In post","2021","60-64","Welsh Government","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","Welsh Government","Undeclared","55","50","45790","47000"
"In post","2021","60-64","Welsh Government","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Attorney General's Departments","Heterosexual / straight","80","65","42490","31520"
"In post","2021","65+","Attorney General's Departments","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Attorney General's Departments","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Attorney General's Departments","Unknown","45","35","50010","55610"
"In post","2021","65+","Cabinet Office","Heterosexual / straight","30","25","41480","33300"
"In post","2021","65+","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Cabinet Office","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Cabinet Office","Unknown","15","15","[c]","[c]"
"In post","2021","65+","Chancellor's other departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","110","90","38080","34500"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","Undeclared","25","20","[c]","[c]"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy","Unknown","90","65","36720","33860"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Education","Heterosexual / straight","45","40","43340","43310"
"In post","2021","65+","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Department for Education","Unknown","15","15","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","Heterosexual / straight","125","110","34170","29480"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","Undeclared","20","15","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs","Unknown","60","50","31940","26520"
"In post","2021","65+","Department for International Trade","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","65+","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for International Trade","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Department for Transport","Heterosexual / straight","245","185","30810","26780"
"In post","2021","65+","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Transport","Undeclared","170","115","27680","26780"
"In post","2021","65+","Department for Transport","Unknown","60","45","29170","28700"
"In post","2021","65+","Department for Work and Pensions","Heterosexual / straight","1595","1145","26660","27570"
"In post","2021","65+","Department for Work and Pensions","LGBO","60","45","25530","25850"
"In post","2021","65+","Department for Work and Pensions","Undeclared","260","180","26700","26120"
"In post","2021","65+","Department for Work and Pensions","Unknown","710","505","25970","26120"
"In post","2021","65+","Department of Health and Social Care","Heterosexual / straight","130","100","46100","36340"
"In post","2021","65+","Department of Health and Social Care","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Department of Health and Social Care","Undeclared","35","25","70730","66480"
"In post","2021","65+","Department of Health and Social Care","Unknown","80","70","53340","41520"
"In post","2021","65+","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","65+","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Food Standards Agency","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","Heterosexual / straight","100","80","47120","46630"
"In post","2021","65+","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","Foreign, Commonwealth and Development Office","Unknown","20","15","[c]","[c]"
"In post","2021","65+","HM Land Registry","Heterosexual / straight","65","45","34320","31740"
"In post","2021","65+","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Land Registry","Undeclared","20","10","[c]","[c]"
"In post","2021","65+","HM Land Registry","Unknown","40","25","30370","27130"
"In post","2021","65+","HM Revenue and Customs","Heterosexual / straight","780","560","31150","28130"
"In post","2021","65+","HM Revenue and Customs","LGBO","25","15","[c]","[c]"
"In post","2021","65+","HM Revenue and Customs","Undeclared","185","130","31390","28130"
"In post","2021","65+","HM Revenue and Customs","Unknown","545","390","28240","24120"
"In post","2021","65+","HM Treasury","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","HM Treasury","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Home Office","Heterosexual / straight","600","450","27830","25630"
"In post","2021","65+","Home Office","LGBO","10","5","[c]","[c]"
"In post","2021","65+","Home Office","Undeclared","135","95","29180","27130"
"In post","2021","65+","Home Office","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Ministry of Defence","Heterosexual / straight","1500","1325","30950","26670"
"In post","2021","65+","Ministry of Defence","LGBO","20","20","[c]","[c]"
"In post","2021","65+","Ministry of Defence","Undeclared","285","250","31430","29200"
"In post","2021","65+","Ministry of Defence","Unknown","175","150","31040","26670"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","Heterosexual / straight","55","40","54450","58810"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Ministry of Justice","Heterosexual / straight","1280","980","26300","22450"
"In post","2021","65+","Ministry of Justice","LGBO","35","30","27440","21760"
"In post","2021","65+","Ministry of Justice","Undeclared","200","145","26340","22260"
"In post","2021","65+","Ministry of Justice","Unknown","395","275","26510","23790"
"In post","2021","65+","National Crime Agency","Heterosexual / straight","40","35","40760","38310"
"In post","2021","65+","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Crime Agency","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Heterosexual / straight","145","115","35120","29190"
"In post","2021","65+","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government","Undeclared","65","45","25700","22820"
"In post","2021","65+","Scottish Government","Unknown","205","155","35300","31060"
"In post","2021","65+","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","Unknown","20","15","[c]","[c]"
"In post","2021","65+","UK Export Finance","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","65+","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Heterosexual / straight","185","125","23430","19520"
"In post","2021","65+","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","Unknown","45","30","26880","19520"
"In post","2021","65+","Welsh Government","Heterosexual / straight","125","100","39290","33620"
"In post","2021","65+","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government","Undeclared","30","25","[c]","[c]"
"In post","2021","65+","Welsh Government","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Heterosexual / straight","60","[c]","27970","24590"
"Leaver CS","2021","20-29","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Attorney General's Departments","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Heterosexual / straight","40","[c]","29560","26330"
"Leaver CS","2021","20-29","Cabinet Office","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Cabinet Office","Unknown","80","[c]","28700","27750"
"Leaver CS","2021","20-29","Chancellor's other departments","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chancellor's other departments","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","40","[c]","28770","25780"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Business, Energy and Industrial Strategy","Unknown","70","[c]","27240","24900"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Digital, Culture, Media and Sport","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Heterosexual / straight","65","[c]","33170","33300"
"Leaver CS","2021","20-29","Department for Education","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Education","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Environment, Food and Rural Affairs","Unknown","180","[c]","24550","23660"
"Leaver CS","2021","20-29","Department for International Trade","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for International Trade","Unknown","60","[c]","22560","18200"
"Leaver CS","2021","20-29","Department for Transport","Heterosexual / straight","75","[c]","24080","21590"
"Leaver CS","2021","20-29","Department for Transport","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Transport","Unknown","50","[c]","24600","21590"
"Leaver CS","2021","20-29","Department for Work and Pensions","Heterosexual / straight","380","[c]","24160","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","LGBO","50","[c]","24100","21010"
"Leaver CS","2021","20-29","Department for Work and Pensions","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department for Work and Pensions","Unknown","220","[c]","26410","27570"
"Leaver CS","2021","20-29","Department of Health and Social Care","Heterosexual / straight","160","[c]","25780","23690"
"Leaver CS","2021","20-29","Department of Health and Social Care","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Department of Health and Social Care","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Heterosexual / straight","35","[c]","24800","22350"
"Leaver CS","2021","20-29","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Land Registry","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","HM Revenue and Customs","Heterosexual / straight","35","[c]","25940","24500"
