"Status","Year","Age","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Knowledge and Information Management","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Outside London","Female","45","[c]","43140","30620"
"Leaver CS","2021","40-49","Medicine","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","London","Female","85","[c]","37860","29040"
"Leaver CS","2021","40-49","Operational Delivery","London","Male","80","[c]","43800","39110"
"Leaver CS","2021","40-49","Operational Delivery","Outside London","Female","425","[c]","26530","22350"
"Leaver CS","2021","40-49","Operational Delivery","Outside London","Male","395","[c]","27050","24250"
"Leaver CS","2021","40-49","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Outside London","Female","55","[c]","25860","22080"
"Leaver CS","2021","40-49","Other","Outside London","Male","65","[c]","32080","29930"
"Leaver CS","2021","40-49","Other","Overseas","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","London","Female","60","[c]","58980","59730"
"Leaver CS","2021","40-49","Policy","London","Male","40","[c]","61850","57930"
"Leaver CS","2021","40-49","Policy","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Psychology","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Science and Engineering","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Science and Engineering","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Science and Engineering","Outside London","Female","45","[c]","33280","32650"
"Leaver CS","2021","40-49","Science and Engineering","Outside London","Male","40","[c]","37980","37030"
"Leaver CS","2021","40-49","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Statistics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Statistics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","London","Female","125","[c]","44440","31060"
"Leaver CS","2021","40-49","Unknown","London","Male","75","[c]","51860","34680"
"Leaver CS","2021","40-49","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Outside London","Female","705","[c]","26320","24180"
"Leaver CS","2021","40-49","Unknown","Outside London","Male","445","[c]","27940","24180"
"Leaver CS","2021","40-49","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Inspector of Education and Training","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Inspector of Education and Training","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Outside London","Female","45","[c]","50420","47300"
"Leaver CS","2021","50-59","Legal","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicine","Outside London","Female","35","[c]","53010","44500"
"Leaver CS","2021","50-59","Medicine","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","London","Female","100","[c]","34870","28860"
"Leaver CS","2021","50-59","Operational Delivery","London","Male","105","[c]","43190","31520"
"Leaver CS","2021","50-59","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Outside London","Female","645","[c]","27500","22350"
"Leaver CS","2021","50-59","Operational Delivery","Outside London","Male","700","[c]","31770","27130"
"Leaver CS","2021","50-59","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Outside London","Female","90","[c]","24160","21130"
"Leaver CS","2021","50-59","Other","Outside London","Male","155","[c]","31060","29930"
"Leaver CS","2021","50-59","Other","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Unknown","Male","30","[c]","40670","34460"
"Leaver CS","2021","50-59","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Policy","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Policy","London","Male","40","[c]","63910","58800"
"Leaver CS","2021","50-59","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Policy","Outside London","Female","35","[c]","43810","44770"
"Leaver CS","2021","50-59","Policy","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Outside London","Female","30","[c]","40470","33460"
"Leaver CS","2021","50-59","Project Delivery","Outside London","Male","50","[c]","48270","40980"
"Leaver CS","2021","50-59","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Outside London","Female","40","[c]","30440","26500"
"Leaver CS","2021","50-59","Property","Outside London","Male","50","[c]","36190","33660"
"Leaver CS","2021","50-59","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Psychology","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","Outside London","Male","80","[c]","39860","37510"
"Leaver CS","2021","50-59","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Outside London","Male","90","[c]","33360","38120"
"Leaver CS","2021","50-59","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Research","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Statistics","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Statistics","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","London","Female","235","[c]","39890","31060"
"Leaver CS","2021","50-59","Unknown","London","Male","210","[c]","53430","39000"
"Leaver CS","2021","50-59","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Outside London","Female","1840","[c]","27940","26890"
"Leaver CS","2021","50-59","Unknown","Outside London","Male","1035","[c]","30210","27570"
"Leaver CS","2021","50-59","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Female","55","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinarian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Veterinarian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Outside London","Male","40","[c]","45980","40150"
"Leaver CS","2021","60-64","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","International Trade","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Legal","Outside London","Female","35","[c]","53910","55610"
"Leaver CS","2021","60-64","Legal","Outside London","Male","30","[c]","56270","55610"
"Leaver CS","2021","60-64","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","London","Female","70","[c]","37780","27520"
"Leaver CS","2021","60-64","Operational Delivery","London","Male","80","[c]","39160","35030"
"Leaver CS","2021","60-64","Operational Delivery","Outside London","Female","455","[c]","26980","22080"
"Leaver CS","2021","60-64","Operational Delivery","Outside London","Male","475","[c]","32420","27370"
"Leaver CS","2021","60-64","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Operational Research","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Outside London","Female","90","[c]","25060","21580"
"Leaver CS","2021","60-64","Other","Outside London","Male","155","[c]","31830","29930"
"Leaver CS","2021","60-64","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Other","Unknown","Male","35","[c]","42950","37300"
"Leaver CS","2021","60-64","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Project Delivery","Outside London","Male","45","[c]","49780","44430"
