"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10170","9840","38980","37320"
"In post","2021","Project Delivery","Unknown","Unknown","35","35","40260","39690"
"In post","2021","Project Delivery","Wales","East Wales","660","630","34940","30800"
"In post","2021","Project Delivery","Wales","West Wales and The Valleys","155","150","36840","33360"
"In post","2021","Project Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","180","175","26060","24470"
"In post","2021","Project Delivery","West Midlands (England)","Shropshire and Staffordshire","495","475","36760","33300"
"In post","2021","Project Delivery","West Midlands (England)","West Midlands","350","340","43240","39930"
"In post","2021","Project Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","10","31090","32420"
"In post","2021","Project Delivery","Yorkshire and The Humber","North Yorkshire","170","165","36460","34170"
"In post","2021","Project Delivery","Yorkshire and The Humber","South Yorkshire","125","120","40870","36780"
"In post","2021","Project Delivery","Yorkshire and The Humber","West Yorkshire","355","340","39030","35290"
"In post","2021","Property","East Midlands (England)","Derbyshire and Nottinghamshire","335","310","37260","33300"
"In post","2021","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","100","95","23220","18800"
"In post","2021","Property","East Midlands (England)","Lincolnshire","70","70","27600","26670"
"In post","2021","Property","East of England","Bedfordshire and Hertfordshire","30","30","28600","26930"
"In post","2021","Property","East of England","East Anglia","390","375","33660","33300"
"In post","2021","Property","East of England","Essex","125","120","28670","26500"
"In post","2021","Property","London","Inner London - East","370","355","43580","37450"
"In post","2021","Property","London","Inner London - West","540","530","48290","44880"
"In post","2021","Property","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Property","London","Outer London - South","225","210","37720","35100"
"In post","2021","Property","London","Outer London - West and North West","175","165","36730","34570"
"In post","2021","Property","North East (England)","Northumberland and Tyne and Wear","245","225","33360","30880"
"In post","2021","Property","North East (England)","Tees Valley and Durham","315","300","26030","21100"
"In post","2021","Property","North West (England)","Cheshire","30","30","37020","34600"
"In post","2021","Property","North West (England)","Cumbria","20","20","28910","26670"
"In post","2021","Property","North West (England)","Greater Manchester","225","215","37590","33250"
"In post","2021","Property","North West (England)","Lancashire","100","90","34070","32550"
"In post","2021","Property","North West (England)","Merseyside","160","150","31840","28130"
"In post","2021","Property","Northern Ireland","Northern Ireland","105","100","28950","27680"
"In post","2021","Property","Overseas","Overseas","195","195","38980","36460"
"In post","2021","Property","Scotland","Eastern Scotland","515","495","32590","30080"
"In post","2021","Property","Scotland","Highlands and Islands","335","320","29890","28120"
"In post","2021","Property","Scotland","North Eastern Scotland","90","85","30750","28870"
"In post","2021","Property","Scotland","Southern Scotland","220","215","30080","28120"
"In post","2021","Property","Scotland","West Central Scotland","180","180","29340","27450"
"In post","2021","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","360","355","34050","33300"
"In post","2021","Property","South East (England)","Hampshire and Isle of Wight","450","435","35070","33300"
"In post","2021","Property","South East (England)","Kent","80","75","32390","31700"
"In post","2021","Property","South East (England)","Surrey, East and West Sussex","135","125","36450","31180"
"In post","2021","Property","South West (England)","Cornwall and Isles of Scilly","55","50","28850","26430"
"In post","2021","Property","South West (England)","Devon","525","490","27890","24500"
"In post","2021","Property","South West (England)","Dorset and Somerset","80","75","30770","30630"
"In post","2021","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","715","685","37560","34770"
"In post","2021","Property","Unknown","Unknown","20","15","45080","38940"
"In post","2021","Property","Wales","East Wales","320","300","33260","31050"
"In post","2021","Property","Wales","West Wales and The Valleys","170","160","31370","27280"
"In post","2021","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","35","30","27750","21820"
"In post","2021","Property","West Midlands (England)","Shropshire and Staffordshire","215","200","34980","33300"
"In post","2021","Property","West Midlands (England)","West Midlands","305","280","35690","32100"
"In post","2021","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","85","80","30440","26870"
"In post","2021","Property","Yorkshire and The Humber","North Yorkshire","175","170","33500","33300"
"In post","2021","Property","Yorkshire and The Humber","South Yorkshire","110","100","38920","35340"
"In post","2021","Property","Yorkshire and The Humber","West Yorkshire","400","370","32170","26500"
"In post","2021","Security","East Midlands (England)","Derbyshire and Nottinghamshire","80","80","33610","33200"
"In post","2021","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30","30","34460","37230"
"In post","2021","Security","East Midlands (England)","Lincolnshire","55","55","20830","19560"
"In post","2021","Security","East of England","Bedfordshire and Hertfordshire","85","80","25590","22650"
"In post","2021","Security","East of England","East Anglia","240","240","29420","26710"
"In post","2021","Security","East of England","Essex","225","220","40170","40070"
"In post","2021","Security","London","Inner London - East","70","65","38400","36580"
"In post","2021","Security","London","Inner London - West","955","945","42170","38330"
"In post","2021","Security","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Security","London","Outer London - South","25","25","33530","31670"
"In post","2021","Security","London","Outer London - West and North West","40","40","25860","22900"
"In post","2021","Security","North East (England)","Northumberland and Tyne and Wear","45","45","32450","31180"
"In post","2021","Security","North East (England)","Tees Valley and Durham","55","55","34820","32700"
"In post","2021","Security","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2021","Security","North West (England)","Cumbria","95","90","27810","23540"
"In post","2021","Security","North West (England)","Greater Manchester","85","80","33960","33300"
"In post","2021","Security","North West (England)","Lancashire","55","55","28580","23350"
"In post","2021","Security","North West (England)","Merseyside","60","55","25400","20920"
"In post","2021","Security","Northern Ireland","Northern Ireland","395","390","21460","20310"
"In post","2021","Security","Overseas","Overseas","130","130","39930","34450"
"In post","2021","Security","Scotland","Eastern Scotland","90","85","27780","20060"
"In post","2021","Security","Scotland","Highlands and Islands","40","40","24230","19560"
"In post","2021","Security","Scotland","North Eastern Scotland","95","90","40950","44070"
"In post","2021","Security","Scotland","Southern Scotland","55","50","25330","19810"
"In post","2021","Security","Scotland","West Central Scotland","1080","1045","30490","26750"
"In post","2021","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","1080","1060","34000","33300"
"In post","2021","Security","South East (England)","Hampshire and Isle of Wight","700","690","28720","25610"
"In post","2021","Security","South East (England)","Kent","75","75","32070","32440"
"In post","2021","Security","South East (England)","Surrey, East and West Sussex","40","40","27840","19560"
"In post","2021","Security","South West (England)","Cornwall and Isles of Scilly","50","45","22010","19560"
"In post","2021","Security","South West (England)","Devon","430","420","26990","20920"
"In post","2021","Security","South West (England)","Dorset and Somerset","145","140","24050","20060"
"In post","2021","Security","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","500","495","29190","26670"
"In post","2021","Security","Unknown","Unknown","65","65","33800","33300"
"In post","2021","Security","Wales","East Wales","155","150","27160","21020"
"In post","2021","Security","Wales","West Wales and The Valleys","165","160","28160","25390"
"In post","2021","Security","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","150","150","32160","33250"
"In post","2021","Security","West Midlands (England)","Shropshire and Staffordshire","165","165","29160","25560"
"In post","2021","Security","West Midlands (England)","West Midlands","50","50","29400","24620"
"In post","2021","Security","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","50","50","35100","39070"
"In post","2021","Security","Yorkshire and The Humber","North Yorkshire","725","695","29820","26670"
"In post","2021","Security","Yorkshire and The Humber","South Yorkshire","80","80","39060","40190"
"In post","2021","Security","Yorkshire and The Humber","West Yorkshire","40","40","37120","33520"
"In post","2021","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","2440","2175","26260","27570"
"In post","2021","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","2145","1935","26400","27570"
"In post","2021","Unknown","East Midlands (England)","Lincolnshire","1195","1100","26120","25930"
"In post","2021","Unknown","East of England","Bedfordshire and Hertfordshire","2035","1890","32130","29290"
"In post","2021","Unknown","East of England","East Anglia","3960","3605","26520","27370"
"In post","2021","Unknown","East of England","Essex","2710","2465","28470","29290"
"In post","2021","Unknown","London","Inner London - East","4240","3985","34470","31060"
"In post","2021","Unknown","London","Inner London - West","9410","9110","45970","41950"
"In post","2021","Unknown","London","Outer London - East and North East","2030","1865","30270","31060"
"In post","2021","Unknown","London","Outer London - South","6165","5840","37430","31880"
"In post","2021","Unknown","London","Outer London - West and North West","5120","4680","31600","31060"
"In post","2021","Unknown","North East (England)","Northumberland and Tyne and Wear","7595","6780","27740","27570"
"In post","2021","Unknown","North East (England)","Tees Valley and Durham","3420","2980","24970","24880"
"In post","2021","Unknown","North West (England)","Cheshire","980","890","25520","27570"
"In post","2021","Unknown","North West (England)","Cumbria","280","245","26440","27570"
"In post","2021","Unknown","North West (England)","Greater Manchester","6965","6455","28300","27570"
"In post","2021","Unknown","North West (England)","Lancashire","7890","7150","27370","27570"
"In post","2021","Unknown","North West (England)","Merseyside","9700","8735","26070","25040"
"In post","2021","Unknown","Northern Ireland","Northern Ireland","915","850","25440","22330"
"In post","2021","Unknown","Overseas","Overseas","845","840","42540","40580"
"In post","2021","Unknown","Scotland","Eastern Scotland","10900","10220","36600","30650"
"In post","2021","Unknown","Scotland","Highlands and Islands","995","925","27160","27570"
"In post","2021","Unknown","Scotland","North Eastern Scotland","865","805","33340","29190"
"In post","2021","Unknown","Scotland","Southern Scotland","1520","1355","27950","27570"
"In post","2021","Unknown","Scotland","West Central Scotland","8315","7635","31080","27570"
"In post","2021","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","2360","2220","28930","27570"
"In post","2021","Unknown","South East (England)","Hampshire and Isle of Wight","3995","3715","29170","27570"
"In post","2021","Unknown","South East (England)","Kent","4295","3955","27890","27370"
"In post","2021","Unknown","South East (England)","Surrey, East and West Sussex","3560","3190","27760","27570"
"In post","2021","Unknown","South West (England)","Cornwall and Isles of Scilly","1165","1060","25420","26670"
"In post","2021","Unknown","South West (England)","Devon","2765","2420","26510","26670"
"In post","2021","Unknown","South West (England)","Dorset and Somerset","1685","1530","27420","27570"
"In post","2021","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","4500","4160","30400","27570"
"In post","2021","Unknown","Unknown","Unknown","2910","2840","35100","32210"
"In post","2021","Unknown","Wales","East Wales","6340","5885","34670","27570"
"In post","2021","Unknown","Wales","West Wales and The Valleys","6140","5620","31040","27570"
"In post","2021","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","1315","1180","25390","26120"
"In post","2021","Unknown","West Midlands (England)","Shropshire and Staffordshire","2420","2195","27950","27570"
"In post","2021","Unknown","West Midlands (England)","West Midlands","6280","5585","26560","27570"
"In post","2021","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","1905","1705","26010","26930"
"In post","2021","Unknown","Yorkshire and The Humber","North Yorkshire","1255","1175","27190","26670"
"In post","2021","Unknown","Yorkshire and The Humber","South Yorkshire","5950","5355","29400","27570"
"In post","2021","Unknown","Yorkshire and The Humber","West Yorkshire","5220","4755","29750","27570"
"Leaver CS","2021","Analysis","East of England","East Anglia","15","[c]","37940","37280"
"Leaver CS","2021","Analysis","London","Inner London - East","35","[c]","47110","40480"
"Leaver CS","2021","Analysis","London","Inner London - West","110","[c]","34240","26340"
"Leaver CS","2021","Analysis","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","South East (England)","Hampshire and Isle of Wight","20","[c]","33430","32240"
"Leaver CS","2021","Analysis","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","South West (England)","Dorset and Somerset","15","[c]","27760","24920"
"Leaver CS","2021","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Wales","East Wales","50","[c]","27550","19130"
"Leaver CS","2021","Analysis","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","West Midlands (England)","West Midlands","10","[c]","54310","43060"
"Leaver CS","2021","Analysis","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","East of England","East Anglia","15","[c]","37420","38710"
"Leaver CS","2021","Commercial","London","Inner London - East","10","[c]","44210","46130"
"Leaver CS","2021","Commercial","London","Inner London - West","50","[c]","54920","50700"
"Leaver CS","2021","Commercial","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","North West (England)","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scotland","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","43190","38600"
"Leaver CS","2021","Commercial","South East (England)","Hampshire and Isle of Wight","15","[c]","29770","31170"
"Leaver CS","2021","Commercial","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South East (England)","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","40","[c]","39400","37170"
"Leaver CS","2021","Commercial","Unknown","Unknown","45","[c]","86050","78880"
"Leaver CS","2021","Commercial","Wales","East Wales","10","[c]","31610","28270"
"Leaver CS","2021","Commercial","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","West Midlands (England)","Shropshire and Staffordshire","10","[c]","28260","24850"
"Leaver CS","2021","Commercial","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Inner London - East","20","[c]","39310","36020"
"Leaver CS","2021","Communications","London","Inner London - West","100","[c]","43050","39250"
"Leaver CS","2021","Communications","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Outer London - West and North West","20","[c]","25090","22990"
"Leaver CS","2021","Communications","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","33860","30820"
"Leaver CS","2021","Communications","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South West (England)","Devon","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","47420","37320"
"Leaver CS","2021","Communications","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales","East Wales","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","West Midlands (England)","West Midlands","10","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Inner London - West","25","[c]","41550","34820"
"Leaver CS","2021","Counter Fraud","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","Inner London - East","70","[c]","45070","43890"
"Leaver CS","2021","Digital, Data & Technology","London","Inner London - West","75","[c]","49700","52850"
"Leaver CS","2021","Digital, Data & Technology","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","London","Outer London - West and North West","15","[c]","41460","36690"
"Leaver CS","2021","Digital, Data & Technology","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","North West (England)","Cheshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","North West (England)","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Scotland","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Scotland","Southern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","[c]","45580","45210"
"Leaver CS","2021","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","15","[c]","36770","34700"
"Leaver CS","2021","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","South West (England)","Devon","25","[c]","31400","31740"
"Leaver CS","2021","Digital, Data & Technology","South West (England)","Dorset and Somerset","15","[c]","35080","35160"
"Leaver CS","2021","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","[c]","41900","36510"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Wales","East Wales","50","[c]","40710","37910"
"Leaver CS","2021","Digital, Data & Technology","Wales","West Wales and The Valleys","30","[c]","36480","30730"
"Leaver CS","2021","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","West Midlands (England)","West Midlands","15","[c]","41300","37300"
"Leaver CS","2021","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East of England","Bedfordshire and Hertfordshire","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Inner London - East","15","[c]","49250","39710"
"Leaver CS","2021","Finance","London","Inner London - West","40","[c]","56280","58130"
"Leaver CS","2021","Finance","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","North West (England)","Merseyside","15","[c]","25250","21580"
"Leaver CS","2021","Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scotland","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","40220","38190"
"Leaver CS","2021","Finance","South East (England)","Hampshire and Isle of Wight","20","[c]","38150","33300"
"Leaver CS","2021","Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50","[c]","39890","35430"
"Leaver CS","2021","Finance","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","West Midlands (England)","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Yorkshire and The Humber","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","North East (England)","Northumberland and Tyne and Wear","10","[c]","22460","21050"
"Leaver CS","2021","Grants Management","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","North West (England)","Cumbria","25","[c]","23310","21050"
"Leaver CS","2021","Grants Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","South West (England)","Devon","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","[c]","23390","21050"
"Leaver CS","2021","Grants Management","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Yorkshire and The Humber","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
