"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Security","HEO","Female","190","185","34520","33930"
"In post","2021","Declared non-disabled","Security","HEO","Male","335","325","38480","35070"
"In post","2021","Declared non-disabled","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SEO","Female","130","125","44160","42180"
"In post","2021","Declared non-disabled","Security","SEO","Male","235","235","46340","44000"
"In post","2021","Declared non-disabled","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Unknown","Female","35","30","37440","37170"
"In post","2021","Declared non-disabled","Security","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","AO","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","EO","Female","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","EO","Male","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","G6","Female","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","G6","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","G7","Female","135","125","55020","55300"
"In post","2021","Declared non-disabled","Social Research","G7","Male","70","70","54630","54760"
"In post","2021","Declared non-disabled","Social Research","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","HEO","Female","110","105","33260","32240"
"In post","2021","Declared non-disabled","Social Research","HEO","Male","45","45","32620","32390"
"In post","2021","Declared non-disabled","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","SEO","Female","225","210","42780","42980"
"In post","2021","Declared non-disabled","Social Research","SEO","Male","65","65","40970","40020"
"In post","2021","Declared non-disabled","Social Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","AO","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","AO","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","EO","Female","80","75","27870","27850"
"In post","2021","Declared non-disabled","Statistics","EO","Male","85","85","28160","28270"
"In post","2021","Declared non-disabled","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","G6","Female","40","40","65000","66330"
"In post","2021","Declared non-disabled","Statistics","G6","Male","60","60","65810","65390"
"In post","2021","Declared non-disabled","Statistics","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","G7","Female","180","170","54500","54270"
"In post","2021","Declared non-disabled","Statistics","G7","Male","200","195","55530","56690"
"In post","2021","Declared non-disabled","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","HEO","Female","145","140","33400","32390"
"In post","2021","Declared non-disabled","Statistics","HEO","Male","190","185","33990","33930"
"In post","2021","Declared non-disabled","Statistics","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","SEO","Female","155","150","40790","40480"
"In post","2021","Declared non-disabled","Statistics","SEO","Male","155","150","41360","41520"
"In post","2021","Declared non-disabled","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","AO","Female","710","650","20350","20140"
"In post","2021","Declared non-disabled","Tax","AO","Male","595","570","20280","20140"
"In post","2021","Declared non-disabled","Tax","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","EO","Female","1065","940","26730","25560"
"In post","2021","Declared non-disabled","Tax","EO","Male","1000","965","26510","25560"
"In post","2021","Declared non-disabled","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","G6","Female","190","175","65950","64670"
"In post","2021","Declared non-disabled","Tax","G6","Male","290","280","66960","64670"
"In post","2021","Declared non-disabled","Tax","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","G7","Female","540","515","53270","52580"
"In post","2021","Declared non-disabled","Tax","G7","Male","870","835","53990","52580"
"In post","2021","Declared non-disabled","Tax","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","HEO","Female","1545","1420","32780","31810"
"In post","2021","Declared non-disabled","Tax","HEO","Male","1675","1620","32990","31810"
"In post","2021","Declared non-disabled","Tax","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","SCS level","Female","40","40","82220","77840"
"In post","2021","Declared non-disabled","Tax","SCS level","Male","35","30","81970","79930"
"In post","2021","Declared non-disabled","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","SEO","Female","580","550","38960","38630"
"In post","2021","Declared non-disabled","Tax","SEO","Male","620","585","39480","38630"
"In post","2021","Declared non-disabled","Tax","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AA","Female","440","385","20930","20230"
"In post","2021","Declared non-disabled","Unknown","AA","Male","360","345","20880","20230"
"In post","2021","Declared non-disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","AO","Female","15850","12900","21220","21010"
"In post","2021","Declared non-disabled","Unknown","AO","Male","7990","7655","21450","21010"
"In post","2021","Declared non-disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","EO","Female","25360","22285","28070","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Male","13400","12925","28140","27570"
"In post","2021","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G6","Female","955","910","67990","66440"
"In post","2021","Declared non-disabled","Unknown","G6","Male","960","945","68840","68290"
"In post","2021","Declared non-disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","G7","Female","2165","2055","54480","54700"
"In post","2021","Declared non-disabled","Unknown","G7","Male","2090","2055","55440","54700"
"In post","2021","Declared non-disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","HEO","Female","5405","5060","33560","33050"
"In post","2021","Declared non-disabled","Unknown","HEO","Male","3670","3580","33860","33300"
"In post","2021","Declared non-disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SCS level","Female","420","400","89650","81760"
"In post","2021","Declared non-disabled","Unknown","SCS level","Male","515","510","97120","87760"
"In post","2021","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","SEO","Female","2510","2370","39850","39310"
"In post","2021","Declared non-disabled","Unknown","SEO","Male","2120","2075","40720","40000"
"In post","2021","Declared non-disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Female","85","85","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Male","120","120","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","G6","Female","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","G6","Male","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","G7","Female","50","50","53560","53240"
"In post","2021","Declared non-disabled","Veterinarian","G7","Male","45","40","54560","54310"
"In post","2021","Declared non-disabled","Veterinarian","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SEO","Female","125","115","41200","37910"
"In post","2021","Declared non-disabled","Veterinarian","SEO","Male","90","90","41420","37910"
"In post","2021","Declared non-disabled","Veterinarian","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","AO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","AO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Commercial","EO","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Commercial","EO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Commercial","G6","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","G6","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Commercial","G7","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Commercial","G7","Male","30","30","58970","54670"
"In post","2021","Undeclared","Commercial","HEO","Female","45","40","32810","33300"
"In post","2021","Undeclared","Commercial","HEO","Male","30","30","32950","33300"
"In post","2021","Undeclared","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","SEO","Female","50","50","42640","42070"
"In post","2021","Undeclared","Commercial","SEO","Male","80","80","44890","42630"
"In post","2021","Undeclared","Commercial","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","AO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","EO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","EO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Communications","G6","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","G6","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","G7","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Communications","G7","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Communications","HEO","Female","30","30","33860","33880"
"In post","2021","Undeclared","Communications","HEO","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","SEO","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Communications","SEO","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","EO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","EO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","HEO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","HEO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SEO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","SEO","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","AO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","AO","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","EO","Female","35","30","27840","26780"
"In post","2021","Undeclared","Digital, Data and Technology","EO","Male","80","80","28390","26930"
"In post","2021","Undeclared","Digital, Data and Technology","G6","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","G6","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","G7","Female","35","35","53840","52020"
"In post","2021","Undeclared","Digital, Data and Technology","G7","Male","95","95","56160","54540"
"In post","2021","Undeclared","Digital, Data and Technology","HEO","Female","55","50","33010","32650"
"In post","2021","Undeclared","Digital, Data and Technology","HEO","Male","145","145","33830","33300"
"In post","2021","Undeclared","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","SEO","Female","60","55","40840","40230"
"In post","2021","Undeclared","Digital, Data and Technology","SEO","Male","130","130","42850","42510"
"In post","2021","Undeclared","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Economics","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","EO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","G6","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Economics","G7","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Economics","G7","Male","30","30","56660","55460"
"In post","2021","Undeclared","Economics","HEO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Economics","HEO","Male","35","35","32700","32960"
"In post","2021","Undeclared","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","SEO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","AO","Female","35","30","21160","21440"
"In post","2021","Undeclared","Finance","AO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Finance","EO","Female","60","55","26900","26670"
"In post","2021","Undeclared","Finance","EO","Male","40","40","26980","26780"
"In post","2021","Undeclared","Finance","G6","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Finance","G6","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Finance","G7","Female","35","35","55690","54700"
"In post","2021","Undeclared","Finance","G7","Male","60","60","55970","54650"
"In post","2021","Undeclared","Finance","HEO","Female","55","55","32880","33240"
"In post","2021","Undeclared","Finance","HEO","Male","60","55","34260","33300"
"In post","2021","Undeclared","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","SEO","Female","65","60","42760","42490"
"In post","2021","Undeclared","Finance","SEO","Male","50","50","42330","41340"
"In post","2021","Undeclared","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","AA","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","AO","Female","45","40","21820","21130"
"In post","2021","Undeclared","Human Resources","AO","Male","20","15","[c]","[c]"
"In post","2021","Undeclared","Human Resources","EO","Female","45","40","27250","26780"
"In post","2021","Undeclared","Human Resources","EO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Human Resources","G6","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Human Resources","G6","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","G7","Female","35","35","56820","54540"
"In post","2021","Undeclared","Human Resources","G7","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Human Resources","HEO","Female","70","65","33100","32900"
"In post","2021","Undeclared","Human Resources","HEO","Male","30","30","33220","32010"
"In post","2021","Undeclared","Human Resources","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","SEO","Female","70","65","43680","42480"
"In post","2021","Undeclared","Human Resources","SEO","Male","30","30","43750","41580"
"In post","2021","Undeclared","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","EO","Female","75","70","27780","27380"
"In post","2021","Undeclared","Intelligence Analysis","EO","Male","70","65","28940","27730"
"In post","2021","Undeclared","Intelligence Analysis","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","G7","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","HEO","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","HEO","Male","50","50","34630","34250"
"In post","2021","Undeclared","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","SEO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","SEO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","G7","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","G7","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","HEO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SEO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","SEO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","G7","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","International Trade","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","HEO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","SEO","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","International Trade","SEO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","AO","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","AO","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","EO","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","EO","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","G7","Female","10","10","[c]","[c]"
