"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Science and Engineering","Unknown","30","[c]","36870","35860"
"Leaver CS","2021","Security","AA","125","[c]","19990","19560"
"Leaver CS","2021","Security","AO","180","[c]","33140","38120"
"Leaver CS","2021","Security","EO","45","[c]","32400","29080"
"Leaver CS","2021","Security","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","HEO","25","[c]","39870","35830"
"Leaver CS","2021","Security","SEO","15","[c]","41660","40580"
"Leaver CS","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","SEO","15","[c]","40060","39820"
"Leaver CS","2021","Statistics","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","AO","15","[c]","21610","20920"
"Leaver CS","2021","Statistics","EO","10","[c]","26180","27810"
"Leaver CS","2021","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","HEO","10","[c]","31440","31700"
"Leaver CS","2021","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA","360","[c]","20950","21150"
"Leaver CS","2021","Unknown","AO","4735","[c]","21320","21010"
"Leaver CS","2021","Unknown","EO","3515","[c]","27920","27570"
"Leaver CS","2021","Unknown","G6","305","[c]","71160","70630"
"Leaver CS","2021","Unknown","G7","575","[c]","55360","54780"
"Leaver CS","2021","Unknown","HEO","1445","[c]","33230","33450"
"Leaver CS","2021","Unknown","SCS level","170","[c]","98150","86850"
"Leaver CS","2021","Unknown","SEO","735","[c]","41090","40640"
"Leaver CS","2021","Unknown","Unknown","420","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","SEO","15","[c]","44480","44720"
"Leaver Dept.","2021","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","EO","20","[c]","24030","24280"
"Leaver Dept.","2021","Commercial","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","G7","25","[c]","49900","52060"
"Leaver Dept.","2021","Commercial","HEO","40","[c]","29210","30040"
"Leaver Dept.","2021","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","SEO","60","[c]","40090","40580"
"Leaver Dept.","2021","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","EO","25","[c]","26690","26920"
"Leaver Dept.","2021","Communications","G6","10","[c]","71540","71980"
"Leaver Dept.","2021","Communications","G7","35","[c]","53610","53120"
"Leaver Dept.","2021","Communications","HEO","55","[c]","34200","33120"
"Leaver Dept.","2021","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","SEO","60","[c]","41980","41010"
"Leaver Dept.","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","EO","30","[c]","26860","26670"
"Leaver Dept.","2021","Digital, Data and Technology","G6","20","[c]","70360","65600"
"Leaver Dept.","2021","Digital, Data and Technology","G7","50","[c]","54590","53590"
"Leaver Dept.","2021","Digital, Data and Technology","HEO","50","[c]","33110","32540"
"Leaver Dept.","2021","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","SEO","40","[c]","41310","40690"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","G6","10","[c]","65240","63880"
"Leaver Dept.","2021","Economics","G7","45","[c]","54710","53600"
"Leaver Dept.","2021","Economics","HEO","55","[c]","32480","32560"
"Leaver Dept.","2021","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","EO","30","[c]","26050","26200"
"Leaver Dept.","2021","Finance","G6","15","[c]","67850","67220"
"Leaver Dept.","2021","Finance","G7","65","[c]","56240","53870"
"Leaver Dept.","2021","Finance","HEO","45","[c]","33590","33500"
"Leaver Dept.","2021","Finance","SCS level","15","[c]","86030","77780"
"Leaver Dept.","2021","Finance","SEO","50","[c]","43290","43290"
"Leaver Dept.","2021","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","AO","35","[c]","21560","20920"
"Leaver Dept.","2021","Human Resources","EO","45","[c]","26170","26350"
"Leaver Dept.","2021","Human Resources","G6","15","[c]","65050","64990"
"Leaver Dept.","2021","Human Resources","G7","60","[c]","55280","54280"
"Leaver Dept.","2021","Human Resources","HEO","95","[c]","31690","31860"
"Leaver Dept.","2021","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","SEO","60","[c]","41520","39850"
"Leaver Dept.","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","EO","15","[c]","27000","27220"
"Leaver Dept.","2021","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","HEO","20","[c]","35290","35050"
"Leaver Dept.","2021","Intelligence Analysis","SEO","10","[c]","42250","41820"
"Leaver Dept.","2021","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","G6","15","[c]","62200","62360"
"Leaver Dept.","2021","International Trade","G7","45","[c]","52570","51970"
"Leaver Dept.","2021","International Trade","HEO","30","[c]","32030","31460"
"Leaver Dept.","2021","International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","SEO","30","[c]","38610","38540"
"Leaver Dept.","2021","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","G7","10","[c]","54040","52850"
"Leaver Dept.","2021","Knowledge and Information Management","HEO","10","[c]","31040","32740"
"Leaver Dept.","2021","Knowledge and Information Management","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","G6","30","[c]","67150","65490"
"Leaver Dept.","2021","Legal","G7","50","[c]","54880","52990"
"Leaver Dept.","2021","Legal","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","SEO","15","[c]","38480","38690"
"Leaver Dept.","2021","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","AA","60","[c]","18210","17540"
"Leaver Dept.","2021","Operational Delivery","AO","760","[c]","20970","21010"
"Leaver Dept.","2021","Operational Delivery","EO","495","[c]","25460","24890"
"Leaver Dept.","2021","Operational Delivery","G6","25","[c]","66050","66170"
"Leaver Dept.","2021","Operational Delivery","G7","115","[c]","54140","53380"
"Leaver Dept.","2021","Operational Delivery","HEO","305","[c]","31340","30850"
"Leaver Dept.","2021","Operational Delivery","SCS level","25","[c]","95180","84610"
"Leaver Dept.","2021","Operational Delivery","SEO","135","[c]","40230","39080"
"Leaver Dept.","2021","Operational Delivery","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","G7","15","[c]","56120","56810"
"Leaver Dept.","2021","Operational Research","HEO","20","[c]","33170","33000"
"Leaver Dept.","2021","Operational Research","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","AO","35","[c]","21510","20970"
"Leaver Dept.","2021","Other","EO","90","[c]","26010","26960"
"Leaver Dept.","2021","Other","G6","15","[c]","67430","68720"
"Leaver Dept.","2021","Other","G7","35","[c]","54950","55440"
"Leaver Dept.","2021","Other","HEO","75","[c]","31210","32000"
"Leaver Dept.","2021","Other","SCS level","15","[c]","89030","78830"
"Leaver Dept.","2021","Other","SEO","40","[c]","38160","37820"
"Leaver Dept.","2021","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","AO","25","[c]","22360","21610"
"Leaver Dept.","2021","Policy","EO","185","[c]","27760","27440"
"Leaver Dept.","2021","Policy","G6","130","[c]","64040","64220"
"Leaver Dept.","2021","Policy","G7","420","[c]","53740","53320"
"Leaver Dept.","2021","Policy","HEO","525","[c]","33490","33120"
"Leaver Dept.","2021","Policy","SCS level","90","[c]","85990","76550"
"Leaver Dept.","2021","Policy","SEO","290","[c]","40350","39910"
"Leaver Dept.","2021","Policy","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","EO","60","[c]","24590","25370"
"Leaver Dept.","2021","Project Delivery","G6","35","[c]","68590","68040"
"Leaver Dept.","2021","Project Delivery","G7","80","[c]","53970","54550"
"Leaver Dept.","2021","Project Delivery","HEO","125","[c]","30700","31430"
"Leaver Dept.","2021","Project Delivery","SCS level","10","[c]","91470","88370"
"Leaver Dept.","2021","Project Delivery","SEO","95","[c]","39840","40320"
"Leaver Dept.","2021","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","EO","15","[c]","25600","25860"
"Leaver Dept.","2021","Property","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","HEO","20","[c]","31980","32860"
"Leaver Dept.","2021","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","EO","25","[c]","24600","26190"
"Leaver Dept.","2021","Science and Engineering","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","G7","30","[c]","51390","52180"
"Leaver Dept.","2021","Science and Engineering","HEO","45","[c]","30250","29750"
"Leaver Dept.","2021","Science and Engineering","SEO","25","[c]","38220","38120"
"Leaver Dept.","2021","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","AO","10","[c]","26900","25630"
"Leaver Dept.","2021","Security","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","HEO","15","[c]","31590","32000"
"Leaver Dept.","2021","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","HEO","20","[c]","32780","32560"
"Leaver Dept.","2021","Social Research","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","EO","20","[c]","28450","27850"
"Leaver Dept.","2021","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","G7","20","[c]","55870","55630"
"Leaver Dept.","2021","Statistics","HEO","35","[c]","33430","33280"
"Leaver Dept.","2021","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","SEO","20","[c]","41910","42930"
"Leaver Dept.","2021","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AO","1155","[c]","21270","21010"
"Leaver Dept.","2021","Unknown","EO","1295","[c]","27760","27570"
"Leaver Dept.","2021","Unknown","G6","210","[c]","66300","65960"
"Leaver Dept.","2021","Unknown","G7","620","[c]","54940","54700"
"Leaver Dept.","2021","Unknown","HEO","1490","[c]","32710","32000"
"Leaver Dept.","2021","Unknown","SCS level","140","[c]","84800","78070"
"Leaver Dept.","2021","Unknown","SEO","450","[c]","40030","40600"
"Leaver Dept.","2021","Unknown","Unknown","115","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","AO","30","[c]","21030","20920"
"New entrant CS","2021","Commercial","EO","90","[c]","25080","25380"
"New entrant CS","2021","Commercial","G6","10","[c]","64880","65440"
"New entrant CS","2021","Commercial","G7","50","[c]","53350","53360"
"New entrant CS","2021","Commercial","HEO","95","[c]","31540","31900"
"New entrant CS","2021","Commercial","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","SEO","145","[c]","39880","40000"
"New entrant CS","2021","Commercial","Unknown","35","[c]","33790","26670"
"New entrant CS","2021","Communications","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","AO","45","[c]","21890","21100"
"New entrant CS","2021","Communications","EO","140","[c]","26480","27200"
"New entrant CS","2021","Communications","G6","25","[c]","66880","66230"
"New entrant CS","2021","Communications","G7","55","[c]","54170","53500"
"New entrant CS","2021","Communications","HEO","125","[c]","33480","32650"
"New entrant CS","2021","Communications","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO","75","[c]","41960","41980"
"New entrant CS","2021","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","15","[c]","26560","26090"
"New entrant CS","2021","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HEO","25","[c]","31920","31000"
"New entrant CS","2021","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","AA","15","[c]","21300","21040"
"New entrant CS","2021","Digital, Data and Technology","AO","80","[c]","21370","20920"
"New entrant CS","2021","Digital, Data and Technology","EO","370","[c]","26270","25560"
"New entrant CS","2021","Digital, Data and Technology","G6","70","[c]","70390","68770"
"New entrant CS","2021","Digital, Data and Technology","G7","420","[c]","56300","55050"
"New entrant CS","2021","Digital, Data and Technology","HEO","400","[c]","32560","31810"
"New entrant CS","2021","Digital, Data and Technology","SCS level","25","[c]","97210","93820"
"New entrant CS","2021","Digital, Data and Technology","SEO","460","[c]","41130","40230"
"New entrant CS","2021","Digital, Data and Technology","Unknown","10","[c]","38200","38630"
"New entrant CS","2021","Economics","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AO","80","[c]","21840","22500"
"New entrant CS","2021","Economics","EO","65","[c]","26370","26250"
"New entrant CS","2021","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G7","35","[c]","55490","53130"
"New entrant CS","2021","Economics","HEO","285","[c]","32960","32790"
"New entrant CS","2021","Economics","SEO","15","[c]","41450","40650"
"New entrant CS","2021","Finance","AA","15","[c]","18870","18060"
"New entrant CS","2021","Finance","AO","80","[c]","20870","20850"
"New entrant CS","2021","Finance","EO","175","[c]","24780","25000"
"New entrant CS","2021","Finance","G6","25","[c]","67650","66900"
"New entrant CS","2021","Finance","G7","75","[c]","55720","55300"
"New entrant CS","2021","Finance","HEO","175","[c]","33120","32790"
"New entrant CS","2021","Finance","SCS level","15","[c]","94300","91490"
"New entrant CS","2021","Finance","SEO","145","[c]","40640","40180"
"New entrant CS","2021","Finance","Unknown","10","[c]","42410","45000"
"New entrant CS","2021","Human Resources","AA","20","[c]","19890","19560"
"New entrant CS","2021","Human Resources","AO","145","[c]","21070","20920"
"New entrant CS","2021","Human Resources","EO","175","[c]","25900","26350"
"New entrant CS","2021","Human Resources","G6","30","[c]","67210","64670"
"New entrant CS","2021","Human Resources","G7","75","[c]","53710","53360"
"New entrant CS","2021","Human Resources","HEO","170","[c]","32080","31810"
"New entrant CS","2021","Human Resources","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO","85","[c]","39410","38650"
"New entrant CS","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","G7","55","[c]","73480","75500"
"New entrant CS","2021","Inspector of Education and Training","SEO","35","[c]","48450","46360"
"New entrant CS","2021","Intelligence Analysis","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","EO","70","[c]","26370","26350"
"New entrant CS","2021","Intelligence Analysis","G6","20","[c]","66780","66230"
"New entrant CS","2021","Intelligence Analysis","G7","30","[c]","53180","53360"
"New entrant CS","2021","Intelligence Analysis","HEO","25","[c]","33440","32790"
"New entrant CS","2021","Intelligence Analysis","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO","25","[c]","42060","41720"
"New entrant CS","2021","International Trade","AO","15","[c]","18200","18200"
"New entrant CS","2021","International Trade","EO","25","[c]","25640","26250"
"New entrant CS","2021","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","G7","15","[c]","49980","51710"
"New entrant CS","2021","International Trade","HEO","65","[c]","31940","31800"
"New entrant CS","2021","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","SEO","20","[c]","38390","38160"
"New entrant CS","2021","Knowledge and Information Management","AO","25","[c]","21430","20920"
"New entrant CS","2021","Knowledge and Information Management","EO","40","[c]","24870","25030"
"New entrant CS","2021","Knowledge and Information Management","G7","10","[c]","52400","52000"
"New entrant CS","2021","Knowledge and Information Management","HEO","55","[c]","31330","31410"
"New entrant CS","2021","Knowledge and Information Management","SEO","35","[c]","41670","40450"
"New entrant CS","2021","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","EO","155","[c]","26800","25560"
"New entrant CS","2021","Legal","G6","30","[c]","68670","69800"
"New entrant CS","2021","Legal","G7","390","[c]","52450","50520"
"New entrant CS","2021","Legal","HEO","265","[c]","34630","38000"
"New entrant CS","2021","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO","80","[c]","35350","34820"
"New entrant CS","2021","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","AO","45","[c]","21610","21240"
"New entrant CS","2021","Medicine","EO","60","[c]","29740","30620"
"New entrant CS","2021","Medicine","G6","30","[c]","81180","83320"
"New entrant CS","2021","Medicine","G7","75","[c]","68910","73760"
"New entrant CS","2021","Medicine","HEO","85","[c]","35190","34840"
"New entrant CS","2021","Medicine","SCS level","60","[c]","92780","84460"
"New entrant CS","2021","Medicine","SEO","35","[c]","40400","40000"
"New entrant CS","2021","Operational Delivery","AA","1835","[c]","19760","20600"
"New entrant CS","2021","Operational Delivery","AO","7590","[c]","22330","21590"
"New entrant CS","2021","Operational Delivery","EO","2735","[c]","26730","25410"
"New entrant CS","2021","Operational Delivery","G6","75","[c]","67320","65980"
"New entrant CS","2021","Operational Delivery","G7","325","[c]","53630","52610"
"New entrant CS","2021","Operational Delivery","HEO","1215","[c]","32470","31660"
"New entrant CS","2021","Operational Delivery","SCS level","35","[c]","103150","1e+05"
"New entrant CS","2021","Operational Delivery","SEO","760","[c]","39310","38890"
"New entrant CS","2021","Operational Delivery","Unknown","1450","[c]","23000","22920"
"New entrant CS","2021","Operational Research","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","AO","10","[c]","22130","20920"
"New entrant CS","2021","Operational Research","EO","20","[c]","27690","26630"
"New entrant CS","2021","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","HEO","70","[c]","34110","34360"
"New entrant CS","2021","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","SEO","10","[c]","41250","40480"
"New entrant CS","2021","Other","AA","230","[c]","19360","18980"
"New entrant CS","2021","Other","AO","470","[c]","21420","20920"
"New entrant CS","2021","Other","EO","635","[c]","25560","26350"
"New entrant CS","2021","Other","G6","25","[c]","72330","68710"
"New entrant CS","2021","Other","G7","75","[c]","57440","57260"
"New entrant CS","2021","Other","HEO","250","[c]","32530","33000"
"New entrant CS","2021","Other","SCS level","15","[c]","103850","98490"
"New entrant CS","2021","Other","SEO","110","[c]","40150","40000"
"New entrant CS","2021","Other","Unknown","10","[c]","38610","38700"
"New entrant CS","2021","Planning","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Policy","AO","95","[c]","21550","21000"
"New entrant CS","2021","Policy","EO","600","[c]","26440","27270"
"New entrant CS","2021","Policy","G6","110","[c]","66040","64900"
"New entrant CS","2021","Policy","G7","480","[c]","53620","53360"
"New entrant CS","2021","Policy","HEO","1500","[c]","32580","32790"
"New entrant CS","2021","Policy","SCS level","65","[c]","92750","84070"
"New entrant CS","2021","Policy","SEO","475","[c]","39410","40030"
"New entrant CS","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","AO","50","[c]","21800","20920"
"New entrant CS","2021","Project Delivery","EO","235","[c]","25050","26180"
"New entrant CS","2021","Project Delivery","G6","50","[c]","66340","64670"
"New entrant CS","2021","Project Delivery","G7","140","[c]","52880","52620"
"New entrant CS","2021","Project Delivery","HEO","330","[c]","32620","33000"
"New entrant CS","2021","Project Delivery","SCS level","20","[c]","99260","89000"
"New entrant CS","2021","Project Delivery","SEO","300","[c]","39880","40000"
"New entrant CS","2021","Project Delivery","Unknown","55","[c]","40080","40000"
"New entrant CS","2021","Property","AA","50","[c]","18240","18760"
"New entrant CS","2021","Property","AO","20","[c]","21010","20920"
"New entrant CS","2021","Property","EO","130","[c]","25550","24960"
"New entrant CS","2021","Property","G6","20","[c]","65700","65410"
"New entrant CS","2021","Property","G7","45","[c]","52820","52580"
"New entrant CS","2021","Property","HEO","140","[c]","31690","33000"
"New entrant CS","2021","Property","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO","75","[c]","40400","40380"
"New entrant CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","AO","15","[c]","19860","19530"
"New entrant CS","2021","Psychology","EO","55","[c]","24940","24620"
"New entrant CS","2021","Psychology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","HEO","40","[c]","28050","27700"
