"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Unknown","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","West Midlands (England)","Heterosexual / straight","40","[c]","23850","21010"
"Leaver CS","2021","Asian","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","West Midlands (England)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Yorkshire and The Humber","Heterosexual / straight","35","[c]","28530","25310"
"Leaver CS","2021","Asian","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Yorkshire and The Humber","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data & Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","East of England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
