"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Asian","AA/AO","Undeclared","75","65","22820","22570"
"In post","2021","60-64","Asian","AA/AO","Unknown","110","85","23030","22250"
"In post","2021","60-64","Asian","EO","Heterosexual / straight","315","270","29250","29290"
"In post","2021","60-64","Asian","EO","LGBO","15","15","[c]","[c]"
"In post","2021","60-64","Asian","EO","Undeclared","55","45","29720","29820"
"In post","2021","60-64","Asian","EO","Unknown","70","55","29450","29570"
"In post","2021","60-64","Asian","G6/G7","Heterosexual / straight","55","50","61430","60680"
"In post","2021","60-64","Asian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Asian","SCS level","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","60-64","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","SEO/HEO","Heterosexual / straight","205","185","39440","37920"
"In post","2021","60-64","Asian","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Asian","SEO/HEO","Undeclared","20","15","[c]","[c]"
"In post","2021","60-64","Asian","SEO/HEO","Unknown","35","35","39670","39000"
"In post","2021","60-64","Asian","Unknown","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","60-64","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","AA/AO","Heterosexual / straight","285","260","23960","23500"
"In post","2021","60-64","Black","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Black","AA/AO","Undeclared","30","30","23490","23500"
"In post","2021","60-64","Black","AA/AO","Unknown","80","65","24450","23520"
"In post","2021","60-64","Black","EO","Heterosexual / straight","280","250","29650","29570"
"In post","2021","60-64","Black","EO","LGBO","10","5","[c]","[c]"
"In post","2021","60-64","Black","EO","Undeclared","25","20","[c]","[c]"
"In post","2021","60-64","Black","EO","Unknown","80","70","29840","30330"
"In post","2021","60-64","Black","G6/G7","Heterosexual / straight","45","40","62600","60580"
"In post","2021","60-64","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","SEO/HEO","Heterosexual / straight","160","155","38560","36760"
"In post","2021","60-64","Black","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","SEO/HEO","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","Black","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Heterosexual / straight","75","75","31380","28450"
"In post","2021","60-64","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","AA/AO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","60-64","Chinese","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Chinese","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Chinese","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","SEO/HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","60-64","Chinese","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","AA/AO","Heterosexual / straight","80","70","21990","21130"
"In post","2021","60-64","Mixed","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Mixed","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2021","60-64","Mixed","EO","Heterosexual / straight","75","65","28520","28130"
"In post","2021","60-64","Mixed","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","EO","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","Mixed","EO","Unknown","15","10","[c]","[c]"
"In post","2021","60-64","Mixed","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","60-64","Mixed","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","SEO/HEO","Heterosexual / straight","50","45","40360","39800"
"In post","2021","60-64","Mixed","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Mixed","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","AA/AO","Heterosexual / straight","35","30","22650","21840"
"In post","2021","60-64","Other ethnicity","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","60-64","Other ethnicity","EO","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","EO","Unknown","10","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","Other ethnicity","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","G6/G7","Undeclared","10","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","Other ethnicity","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","AA/AO","Heterosexual / straight","85","75","22140","21360"
"In post","2021","60-64","Undeclared","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","AA/AO","Undeclared","345","290","22100","21130"
"In post","2021","60-64","Undeclared","AA/AO","Unknown","160","120","21800","21010"
"In post","2021","60-64","Undeclared","EO","Heterosexual / straight","80","65","28940","27570"
"In post","2021","60-64","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","EO","Undeclared","380","300","28130","27570"
"In post","2021","60-64","Undeclared","EO","Unknown","190","140","28810","27570"
"In post","2021","60-64","Undeclared","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","G6/G7","Undeclared","125","105","60930","59540"
"In post","2021","60-64","Undeclared","G6/G7","Unknown","45","40","58490","56350"
"In post","2021","60-64","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","SEO/HEO","Heterosexual / straight","40","35","38170","37410"
"In post","2021","60-64","Undeclared","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Undeclared","SEO/HEO","Undeclared","375","315","37960","37230"
"In post","2021","60-64","Undeclared","SEO/HEO","Unknown","105","85","37710","36960"
"In post","2021","60-64","Undeclared","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Unknown","Undeclared","40","35","37010","35310"
"In post","2021","60-64","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","AA/AO","Heterosexual / straight","140","110","21360","21140"
"In post","2021","60-64","Unknown","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","AA/AO","Undeclared","160","130","21410","20850"
"In post","2021","60-64","Unknown","AA/AO","Unknown","1205","990","21570","21010"
"In post","2021","60-64","Unknown","EO","Heterosexual / straight","60","50","27600","27570"
"In post","2021","60-64","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","EO","Undeclared","65","55","27580","28130"
"In post","2021","60-64","Unknown","EO","Unknown","595","485","28690","28130"
"In post","2021","60-64","Unknown","G6/G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","60-64","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","60-64","Unknown","G6/G7","Unknown","235","210","61500","59350"
"In post","2021","60-64","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","SCS level","Unknown","30","30","97380","93000"
"In post","2021","60-64","Unknown","SEO/HEO","Heterosexual / straight","55","45","36000","35000"
"In post","2021","60-64","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","SEO/HEO","Undeclared","65","55","40170","37000"
"In post","2021","60-64","Unknown","SEO/HEO","Unknown","450","385","39040","38540"
"In post","2021","60-64","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Unknown","165","155","37010","35380"
"In post","2021","60-64","White","AA/AO","Heterosexual / straight","8105","6665","21630","21010"
"In post","2021","60-64","White","AA/AO","LGBO","175","150","21500","21010"
"In post","2021","60-64","White","AA/AO","Undeclared","1105","855","21590","21010"
"In post","2021","60-64","White","AA/AO","Unknown","1890","1415","22660","21010"
"In post","2021","60-64","White","EO","Heterosexual / straight","6015","4795","27930","27570"
"In post","2021","60-64","White","EO","LGBO","165","130","27950","27570"
"In post","2021","60-64","White","EO","Undeclared","885","685","27920","27570"
"In post","2021","60-64","White","EO","Unknown","1195","885","28150","27570"
"In post","2021","60-64","White","G6/G7","Heterosexual / straight","1920","1690","61610","59940"
"In post","2021","60-64","White","G6/G7","LGBO","55","50","62230","61010"
"In post","2021","60-64","White","G6/G7","Undeclared","180","155","63640","60830"
"In post","2021","60-64","White","G6/G7","Unknown","300","255","60900","59590"
"In post","2021","60-64","White","SCS level","Heterosexual / straight","285","265","103250","94490"
"In post","2021","60-64","White","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","White","SCS level","Undeclared","30","25","[c]","[c]"
"In post","2021","60-64","White","SCS level","Unknown","35","35","113240","104250"
"In post","2021","60-64","White","SEO/HEO","Heterosexual / straight","4820","4060","38120","36710"
"In post","2021","60-64","White","SEO/HEO","LGBO","100","85","37570","36930"
"In post","2021","60-64","White","SEO/HEO","Undeclared","545","455","38700","37280"
"In post","2021","60-64","White","SEO/HEO","Unknown","580","465","38160","35600"
"In post","2021","60-64","White","Unknown","Heterosexual / straight","735","630","32250","28690"
"In post","2021","60-64","White","Unknown","LGBO","25","20","[c]","[c]"
"In post","2021","60-64","White","Unknown","Undeclared","90","75","34800","37170"
"In post","2021","60-64","White","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","65+","Asian","AA/AO","Heterosexual / straight","190","145","23710","24160"
"In post","2021","65+","Asian","AA/AO","LGBO","15","10","[c]","[c]"
"In post","2021","65+","Asian","AA/AO","Undeclared","40","30","23540","23800"
"In post","2021","65+","Asian","AA/AO","Unknown","80","55","23740","24630"
"In post","2021","65+","Asian","EO","Heterosexual / straight","135","105","29830","30330"
"In post","2021","65+","Asian","EO","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Asian","EO","Undeclared","30","25","29280","29570"
"In post","2021","65+","Asian","EO","Unknown","45","35","30410","31060"
"In post","2021","65+","Asian","G6/G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","65+","Asian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","SEO/HEO","Heterosexual / straight","65","50","41100","39440"
"In post","2021","65+","Asian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","Asian","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Asian","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","AA/AO","Heterosexual / straight","105","95","23400","23520"
"In post","2021","65+","Black","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Black","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","Black","AA/AO","Unknown","40","30","24000","24120"
"In post","2021","65+","Black","EO","Heterosexual / straight","60","50","30170","30590"
"In post","2021","65+","Black","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Black","EO","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Black","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","SEO/HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","65+","Black","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Black","Unknown","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","65+","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","AA/AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","65+","Chinese","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Chinese","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","65+","Chinese","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","AA/AO","Heterosexual / straight","30","20","[c]","[c]"
"In post","2021","65+","Mixed","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","65+","Mixed","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Mixed","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","SEO/HEO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","65+","Mixed","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","65+","Other ethnicity","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Other ethnicity","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","65+","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Other ethnicity","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","AA/AO","Heterosexual / straight","40","30","22160","21010"
"In post","2021","65+","Undeclared","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","AA/AO","Undeclared","120","95","21540","21030"
"In post","2021","65+","Undeclared","AA/AO","Unknown","65","50","21980","21030"
"In post","2021","65+","Undeclared","EO","Heterosexual / straight","25","15","[c]","[c]"
"In post","2021","65+","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","EO","Undeclared","115","85","28500","28130"
"In post","2021","65+","Undeclared","EO","Unknown","60","40","28310","27570"
"In post","2021","65+","Undeclared","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","G6/G7","Undeclared","45","30","62420","60230"
"In post","2021","65+","Undeclared","G6/G7","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","65+","Undeclared","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","SEO/HEO","Undeclared","100","80","38540","37200"
"In post","2021","65+","Undeclared","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
