"Status","Year","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","London","Female","985","[c]","35400","31060"
"Leaver CS","2021","Unknown","London","Male","905","[c]","41310","31060"
"Leaver CS","2021","Unknown","London","Unknown","55","[c]","47760","40230"
"Leaver CS","2021","Unknown","Outside London","Female","5920","[c]","26550","25530"
"Leaver CS","2021","Unknown","Outside London","Male","3840","[c]","28620","26890"
"Leaver CS","2021","Unknown","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","310","[c]","39730","28000"
"Leaver CS","2021","Unknown","Unknown","Male","205","[c]","52000","36160"
"Leaver CS","2021","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Outside London","Female","75","[c]","37080","36350"
"Leaver Dept.","2021","Commercial","Outside London","Male","55","[c]","35130","32430"
"Leaver Dept.","2021","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","London","Female","90","[c]","43960","40980"
"Leaver Dept.","2021","Communications","London","Male","60","[c]","46000","39880"
"Leaver Dept.","2021","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","London","Female","50","[c]","51710","52170"
"Leaver Dept.","2021","Digital, Data and Technology","London","Male","40","[c]","51190","45850"
"Leaver Dept.","2021","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","Female","35","[c]","39210","35830"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","Male","80","[c]","40350","38360"
"Leaver Dept.","2021","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","London","Female","50","[c]","42340","36010"
"Leaver Dept.","2021","Economics","London","Male","50","[c]","43600","38600"
"Leaver Dept.","2021","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","London","Female","65","[c]","51410","50980"
"Leaver Dept.","2021","Finance","London","Male","60","[c]","51110","48720"
"Leaver Dept.","2021","Finance","Outside London","Female","55","[c]","42130","43080"
"Leaver Dept.","2021","Finance","Outside London","Male","50","[c]","41630","40290"
"Leaver Dept.","2021","Human Resources","London","Female","85","[c]","42660","37100"
"Leaver Dept.","2021","Human Resources","London","Male","45","[c]","45000","43170"
"Leaver Dept.","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Outside London","Female","120","[c]","37290","34400"
"Leaver Dept.","2021","Human Resources","Outside London","Male","65","[c]","34300","31030"
"Leaver Dept.","2021","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","London","Female","40","[c]","42310","38540"
"Leaver Dept.","2021","International Trade","London","Male","45","[c]","41890","38540"
"Leaver Dept.","2021","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Overseas","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","London","Female","50","[c]","58530","57710"
"Leaver Dept.","2021","Legal","London","Male","35","[c]","57220","55790"
"Leaver Dept.","2021","Legal","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","London","Female","320","[c]","37140","30850"
"Leaver Dept.","2021","Operational Delivery","London","Male","215","[c]","37830","32820"
"Leaver Dept.","2021","Operational Delivery","Outside London","Female","820","[c]","25320","21590"
"Leaver Dept.","2021","Operational Delivery","Outside London","Male","610","[c]","25690","22570"
"Leaver Dept.","2021","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","Female","80","[c]","38970","31540"
"Leaver Dept.","2021","Other","London","Male","60","[c]","44590","35810"
"Leaver Dept.","2021","Other","Outside London","Female","100","[c]","31770","25840"
"Leaver Dept.","2021","Other","Outside London","Male","55","[c]","34030","32800"
"Leaver Dept.","2021","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","London","Female","815","[c]","45550","40510"
"Leaver Dept.","2021","Policy","London","Male","640","[c]","44420","39260"
"Leaver Dept.","2021","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","Female","125","[c]","37510","35900"
"Leaver Dept.","2021","Policy","Outside London","Male","85","[c]","38680","36710"
"Leaver Dept.","2021","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","Female","75","[c]","49450","45200"
"Leaver Dept.","2021","Project Delivery","London","Male","55","[c]","46850","44680"
"Leaver Dept.","2021","Project Delivery","Outside London","Female","135","[c]","38200","33300"
"Leaver Dept.","2021","Project Delivery","Outside London","Male","135","[c]","39630","36730"
"Leaver Dept.","2021","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Outside London","Female","35","[c]","36600","31680"
"Leaver Dept.","2021","Science and Engineering","Outside London","Male","75","[c]","34860","32360"
"Leaver Dept.","2021","Security","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","Male","40","[c]","40730","37360"
"Leaver Dept.","2021","Statistics","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Female","1075","[c]","43240","36650"
"Leaver Dept.","2021","Unknown","London","Male","925","[c]","44890","39960"
"Leaver Dept.","2021","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","Female","1575","[c]","28530","27570"
"Leaver Dept.","2021","Unknown","Outside London","Male","1195","[c]","29360","27570"
"Leaver Dept.","2021","Unknown","Overseas","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","360","[c]","33880","32000"
"Leaver Dept.","2021","Unknown","Unknown","Male","290","[c]","35130","32000"
"New entrant CS","2021","Commercial","London","Female","65","[c]","43400","40650"
"New entrant CS","2021","Commercial","London","Male","55","[c]","47560","40650"
"New entrant CS","2021","Commercial","Outside London","Female","180","[c]","33420","31970"
"New entrant CS","2021","Commercial","Outside London","Male","175","[c]","33770","31960"
"New entrant CS","2021","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","London","Female","185","[c]","36800","32650"
"New entrant CS","2021","Communications","London","Male","115","[c]","40080","36660"
"New entrant CS","2021","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Outside London","Female","110","[c]","31910","29180"
"New entrant CS","2021","Communications","Outside London","Male","60","[c]","34010","29700"
"New entrant CS","2021","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","London","Female","235","[c]","45130","41960"
"New entrant CS","2021","Digital, Data and Technology","London","Male","335","[c]","49940","46000"
"New entrant CS","2021","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Female","405","[c]","35590","31810"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Male","870","[c]","38160","36030"
"New entrant CS","2021","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","London","Female","150","[c]","31860","31800"
"New entrant CS","2021","Economics","London","Male","255","[c]","33080","32560"
"New entrant CS","2021","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Outside London","Female","35","[c]","28390","23440"
"New entrant CS","2021","Economics","Outside London","Male","45","[c]","28780","24620"
"New entrant CS","2021","Finance","London","Female","140","[c]","40160","34260"
"New entrant CS","2021","Finance","London","Male","110","[c]","43760","40070"
"New entrant CS","2021","Finance","Outside London","Female","255","[c]","31550","28970"
"New entrant CS","2021","Finance","Outside London","Male","215","[c]","33650","30190"
"New entrant CS","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","London","Female","165","[c]","37310","32790"
"New entrant CS","2021","Human Resources","London","Male","80","[c]","39370","32540"
"New entrant CS","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Outside London","Female","350","[c]","31130","27070"
"New entrant CS","2021","Human Resources","Outside London","Male","120","[c]","31980","27380"
"New entrant CS","2021","Inspector of Education and Training","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Outside London","Female","40","[c]","60850","64190"
"New entrant CS","2021","Inspector of Education and Training","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","London","Male","50","[c]","44590","47650"
"New entrant CS","2021","Intelligence Analysis","Outside London","Female","35","[c]","29670","26670"
"New entrant CS","2021","Intelligence Analysis","Outside London","Male","45","[c]","28390","26060"
"New entrant CS","2021","Internal Audit","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","London","Female","70","[c]","32190","31800"
"New entrant CS","2021","International Trade","London","Male","40","[c]","34560","31800"
"New entrant CS","2021","International Trade","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Female","60","[c]","28550","26350"
"New entrant CS","2021","Knowledge and Information Management","Outside London","Male","65","[c]","32840","30800"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","London","Female","265","[c]","46040","50500"
"New entrant CS","2021","Legal","London","Male","140","[c]","45940","50500"
"New entrant CS","2021","Legal","Outside London","Female","315","[c]","38210","38000"
"New entrant CS","2021","Legal","Outside London","Male","205","[c]","40050","38550"
"New entrant CS","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","London","Female","30","[c]","70410","82100"
"New entrant CS","2021","Medicine","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Outside London","Female","250","[c]","44750","36820"
"New entrant CS","2021","Medicine","Outside London","Male","90","[c]","58100","48090"
"New entrant CS","2021","Medicine","Overseas","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","London","Female","2100","[c]","30220","27130"
"New entrant CS","2021","Operational Delivery","London","Male","1375","[c]","31660","28720"
"New entrant CS","2021","Operational Delivery","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Outside London","Female","7085","[c]","23490","21930"
"New entrant CS","2021","Operational Delivery","Outside London","Male","5420","[c]","24860","22850"
"New entrant CS","2021","Operational Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","London","Female","35","[c]","34910","34880"
"New entrant CS","2021","Operational Research","London","Male","45","[c]","35620","35540"
"New entrant CS","2021","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","London","Female","325","[c]","33120","28650"
"New entrant CS","2021","Other","London","Male","280","[c]","34880","28650"
"New entrant CS","2021","Other","Outside London","Female","605","[c]","23760","20920"
"New entrant CS","2021","Other","Outside London","Male","600","[c]","27150","24880"
"New entrant CS","2021","Other","Overseas","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","London","Female","1390","[c]","37190","33570"
"New entrant CS","2021","Policy","London","Male","1125","[c]","39300","33570"
"New entrant CS","2021","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Outside London","Female","475","[c]","34090","30250"
"New entrant CS","2021","Policy","Outside London","Male","340","[c]","36470","31210"
"New entrant CS","2021","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","London","Female","160","[c]","40570","35050"
"New entrant CS","2021","Project Delivery","London","Male","140","[c]","44360","40050"
"New entrant CS","2021","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Outside London","Female","420","[c]","34100","33000"
"New entrant CS","2021","Project Delivery","Outside London","Male","455","[c]","37700","36000"
"New entrant CS","2021","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Property","London","Male","40","[c]","41890","34880"
"New entrant CS","2021","Property","Outside London","Female","160","[c]","30180","26670"
"New entrant CS","2021","Property","Outside London","Male","260","[c]","34200","30000"
"New entrant CS","2021","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Outside London","Female","110","[c]","26440","24620"
"New entrant CS","2021","Psychology","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","London","Female","150","[c]","37750","36330"
"New entrant CS","2021","Science and Engineering","London","Male","60","[c]","34830","32330"
"New entrant CS","2021","Science and Engineering","Outside London","Female","485","[c]","30600","28590"
"New entrant CS","2021","Science and Engineering","Outside London","Male","610","[c]","30510","27540"
"New entrant CS","2021","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","London","Female","40","[c]","31870","30120"
"New entrant CS","2021","Security","London","Male","65","[c]","32510","29370"
"New entrant CS","2021","Security","Outside London","Female","130","[c]","25060","20920"
"New entrant CS","2021","Security","Outside London","Male","510","[c]","26930","23540"
"New entrant CS","2021","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","Female","75","[c]","35780","32540"
"New entrant CS","2021","Social Research","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Outside London","Female","75","[c]","31390","29540"
"New entrant CS","2021","Social Research","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","London","Female","90","[c]","36620","32540"
"New entrant CS","2021","Statistics","London","Male","95","[c]","35240","32540"
"New entrant CS","2021","Statistics","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Outside London","Female","90","[c]","30580","29540"
"New entrant CS","2021","Statistics","Outside London","Male","75","[c]","31330","29540"
"New entrant CS","2021","Statistics","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Tax","London","Female","50","[c]","31130","29570"
"New entrant CS","2021","Tax","London","Male","50","[c]","32500","36160"
"New entrant CS","2021","Tax","Outside London","Female","1570","[c]","22050","20140"
"New entrant CS","2021","Tax","Outside London","Male","1575","[c]","22520","20140"
"New entrant CS","2021","Unknown","London","Female","2845","[c]","32580","31060"
"New entrant CS","2021","Unknown","London","Male","1835","[c]","35760","31060"
"New entrant CS","2021","Unknown","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","Female","9135","[c]","26770","27570"
"New entrant CS","2021","Unknown","Outside London","Male","6775","[c]","26830","27570"
