"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Analysis","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Operational Research","SEO/HEO","55","[c]","35090","34710"
"New entrant CS","2021","Analysis","Other","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other","G6/G7","10","[c]","69420","68840"
"New entrant CS","2021","Analysis","Other","SEO/HEO","10","[c]","39240","35060"
"New entrant CS","2021","Analysis","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Policy","SEO/HEO","20","[c]","36490","36660"
"New entrant CS","2021","Analysis","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Science and Engineering","SEO/HEO","35","[c]","29870","29270"
"New entrant CS","2021","Analysis","Social Research","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Social Research","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Social Research","SEO/HEO","175","[c]","33100","32540"
"New entrant CS","2021","Analysis","Statistics","AA/AO","20","[c]","21980","22130"
"New entrant CS","2021","Analysis","Statistics","EO","80","[c]","26360","26780"
"New entrant CS","2021","Analysis","Statistics","G6/G7","15","[c]","55900","55320"
"New entrant CS","2021","Analysis","Statistics","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Statistics","SEO/HEO","205","[c]","33950","32540"
"New entrant CS","2021","Analysis","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","AA/AO","40","[c]","20640","20920"
"New entrant CS","2021","Commercial","Commercial","EO","75","[c]","25190","25720"
"New entrant CS","2021","Commercial","Commercial","G6/G7","40","[c]","54300","53360"
"New entrant CS","2021","Commercial","Commercial","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Commercial","SEO/HEO","185","[c]","36430","36500"
"New entrant CS","2021","Commercial","Commercial","Unknown","35","[c]","33790","26670"
"New entrant CS","2021","Commercial","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Knowledge and Information Management","AA/AO","20","[c]","21620","20920"
"New entrant CS","2021","Commercial","Knowledge and Information Management","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Knowledge and Information Management","SEO/HEO","10","[c]","35460","35000"
"New entrant CS","2021","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Operational Delivery","AA/AO","15","[c]","21400","18880"
"New entrant CS","2021","Commercial","Operational Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Operational Delivery","G6/G7","15","[c]","66010","63500"
"New entrant CS","2021","Commercial","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Operational Delivery","SEO/HEO","40","[c]","41760","40740"
"New entrant CS","2021","Commercial","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","EO","10","[c]","27420","27500"
"New entrant CS","2021","Commercial","Unknown","G6/G7","65","[c]","78670","85000"
"New entrant CS","2021","Commercial","Unknown","SCS level","150","[c]","80850","71000"
"New entrant CS","2021","Commercial","Unknown","SEO/HEO","20","[c]","36490","35890"
"New entrant CS","2021","Communications","Communications","AA/AO","45","[c]","21580","21000"
"New entrant CS","2021","Communications","Communications","EO","115","[c]","26830","27270"
"New entrant CS","2021","Communications","Communications","G6/G7","70","[c]","58240","56150"
"New entrant CS","2021","Communications","Communications","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Communications","SEO/HEO","180","[c]","36510","35900"
"New entrant CS","2021","Communications","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Operational Delivery","EO","10","[c]","25970","25560"
"New entrant CS","2021","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Operational Delivery","SEO/HEO","45","[c]","32980","31810"
"New entrant CS","2021","Communications","Other","EO","15","[c]","20440","19040"
"New entrant CS","2021","Communications","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Other","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Tax","EO","580","[c]","25540","25560"
"New entrant CS","2021","Communications","Tax","SEO/HEO","90","[c]","31740","31810"
"New entrant CS","2021","Communications","Unknown","AA/AO","15","[c]","22390","24490"
"New entrant CS","2021","Communications","Unknown","EO","45","[c]","25790","25560"
"New entrant CS","2021","Communications","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","SEO/HEO","55","[c]","36760","34750"
"New entrant CS","2021","Counter Fraud","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","EO","15","[c]","26590","26090"
"New entrant CS","2021","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Counter Fraud","SEO/HEO","30","[c]","33190","32350"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Legal","EO","55","[c]","26080","25560"
"New entrant CS","2021","Counter Fraud","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Tax","EO","15","[c]","27170","25560"
"New entrant CS","2021","Counter Fraud","Tax","SEO/HEO","30","[c]","32560","31810"
"New entrant CS","2021","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","EO","15","[c]","26380","27500"
"New entrant CS","2021","Counter Fraud","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","AA/AO","125","[c]","20640","20140"
"New entrant CS","2021","Debt","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Tax","AA/AO","790","[c]","20280","20140"
"New entrant CS","2021","Debt","Tax","EO","25","[c]","25560","25560"
"New entrant CS","2021","Debt","Unknown","AA/AO","25","[c]","20140","20140"
"New entrant CS","2021","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","85","[c]","21430","21040"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","EO","340","[c]","26430","26090"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","390","[c]","57640","55750"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","20","[c]","90120","87500"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","710","[c]","36490","36330"
"New entrant CS","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","10","[c]","38200","38630"
"New entrant CS","2021","Digital, Data & Technology","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","10","[c]","39340","38650"
"New entrant CS","2021","Digital, Data & Technology","Knowledge and Information Management","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","30","[c]","35160","35160"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Science and Engineering","SEO/HEO","15","[c]","33950","32060"
"New entrant CS","2021","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","AA/AO","10","[c]","21500","19960"
"New entrant CS","2021","Digital, Data & Technology","Unknown","EO","20","[c]","27390","27500"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G6/G7","75","[c]","56650","54700"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","SEO/HEO","75","[c]","36180","34550"
"New entrant CS","2021","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Economics","SEO/HEO","30","[c]","34480","32790"
"New entrant CS","2021","Finance","Finance","AA/AO","85","[c]","20560","20500"
"New entrant CS","2021","Finance","Finance","EO","160","[c]","24710","25000"
"New entrant CS","2021","Finance","Finance","G6/G7","85","[c]","58200","57580"
"New entrant CS","2021","Finance","Finance","SCS level","10","[c]","94840","90000"
"New entrant CS","2021","Finance","Finance","SEO/HEO","290","[c]","36360","36000"
"New entrant CS","2021","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Operational Delivery","SEO/HEO","15","[c]","36410","36800"
"New entrant CS","2021","Finance","Other","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Statistics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Tax","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","SEO/HEO","20","[c]","38040","38000"
"New entrant CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","AA/AO","40","[c]","21050","21050"
"New entrant CS","2021","Grants Management","Operational Delivery","EO","10","[c]","22680","22430"
"New entrant CS","2021","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","AA/AO","155","[c]","20950","20920"
"New entrant CS","2021","Human Resources","Human Resources","EO","160","[c]","25810","26350"
"New entrant CS","2021","Human Resources","Human Resources","G6/G7","95","[c]","57150","54590"
"New entrant CS","2021","Human Resources","Human Resources","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Human Resources","SEO/HEO","230","[c]","34270","33000"
"New entrant CS","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","AA/AO","10","[c]","20650","20480"
"New entrant CS","2021","Human Resources","Operational Delivery","EO","15","[c]","25720","26410"
"New entrant CS","2021","Human Resources","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Operational Delivery","SEO/HEO","25","[c]","33870","36750"
"New entrant CS","2021","Human Resources","Operational Delivery","Unknown","20","[c]","26540","21000"
"New entrant CS","2021","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Policy","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AA/AO","40","[c]","20160","19980"
"New entrant CS","2021","Human Resources","Unknown","EO","35","[c]","26100","27500"
"New entrant CS","2021","Human Resources","Unknown","G6/G7","10","[c]","57100","57490"
"New entrant CS","2021","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","SEO/HEO","35","[c]","32960","34550"
"New entrant CS","2021","Internal Audit","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Internal Audit","SEO/HEO","35","[c]","40290","39680"
"New entrant CS","2021","Internal Audit","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","EO","95","[c]","27260","26970"
"New entrant CS","2021","Legal","Legal","G6/G7","420","[c]","53610","51130"
"New entrant CS","2021","Legal","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Legal","SEO/HEO","345","[c]","34790","36800"
"New entrant CS","2021","Legal","Operational Delivery","AA/AO","390","[c]","20460","20120"
"New entrant CS","2021","Legal","Operational Delivery","EO","65","[c]","26470","26970"
"New entrant CS","2021","Legal","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Operational Delivery","SEO/HEO","20","[c]","37480","39750"
"New entrant CS","2021","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Other","EO","55","[c]","26910","26950"
"New entrant CS","2021","Legal","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Commercial","G6/G7","15","[c]","58280","54110"
"New entrant CS","2021","No function","Commercial","SEO/HEO","20","[c]","34820","34710"
"New entrant CS","2021","No function","Communications","EO","10","[c]","25750","26250"
"New entrant CS","2021","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Digital, Data and Technology","SEO/HEO","15","[c]","36240","37500"
"New entrant CS","2021","No function","Economics","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Economics","EO","15","[c]","23870","24300"
"New entrant CS","2021","No function","Economics","G6/G7","10","[c]","52990","52390"
"New entrant CS","2021","No function","Economics","SEO/HEO","55","[c]","32250","32060"
"New entrant CS","2021","No function","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Finance","SEO/HEO","10","[c]","41360","38000"
"New entrant CS","2021","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Inspector of Education and Training","G6/G7","55","[c]","73310","75500"
"New entrant CS","2021","No function","Inspector of Education and Training","SEO/HEO","35","[c]","48450","46360"
"New entrant CS","2021","No function","Intelligence Analysis","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","AA/AO","15","[c]","18200","18200"
"New entrant CS","2021","No function","International Trade","EO","25","[c]","25640","26250"
"New entrant CS","2021","No function","International Trade","G6/G7","15","[c]","51400","51710"
"New entrant CS","2021","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","International Trade","SEO/HEO","85","[c]","33300","31800"
"New entrant CS","2021","No function","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","EO","15","[c]","24850","25010"
"New entrant CS","2021","No function","Knowledge and Information Management","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Knowledge and Information Management","SEO/HEO","40","[c]","35690","33270"
"New entrant CS","2021","No function","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Medicine","G6/G7","20","[c]","64290","60060"
"New entrant CS","2021","No function","Medicine","SCS level","60","[c]","92780","84460"
"New entrant CS","2021","No function","Medicine","SEO/HEO","20","[c]","36350","37090"
"New entrant CS","2021","No function","Operational Delivery","AA/AO","8080","[c]","22000","21300"
"New entrant CS","2021","No function","Operational Delivery","EO","1960","[c]","27020","26050"
"New entrant CS","2021","No function","Operational Delivery","G6/G7","310","[c]","56350","53380"
"New entrant CS","2021","No function","Operational Delivery","SCS level","30","[c]","103150","1e+05"
"New entrant CS","2021","No function","Operational Delivery","SEO/HEO","1575","[c]","35120","33950"
"New entrant CS","2021","No function","Operational Delivery","Unknown","1425","[c]","22910","22920"
"New entrant CS","2021","No function","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Operational Research","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Other","AA/AO","65","[c]","19370","18980"
"New entrant CS","2021","No function","Other","EO","160","[c]","25110","24210"
"New entrant CS","2021","No function","Other","G6/G7","30","[c]","61270","57030"
"New entrant CS","2021","No function","Other","SCS level","10","[c]","108670","112980"
"New entrant CS","2021","No function","Other","SEO/HEO","90","[c]","35320","35000"
"New entrant CS","2021","No function","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","No function","Planning Inspectors","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Policy","AA/AO","60","[c]","21820","21980"
"New entrant CS","2021","No function","Policy","EO","505","[c]","26190","27270"
"New entrant CS","2021","No function","Policy","G6/G7","505","[c]","55750","53380"
"New entrant CS","2021","No function","Policy","SCS level","55","[c]","94390","84070"
"New entrant CS","2021","No function","Policy","SEO/HEO","1790","[c]","33920","33570"
"New entrant CS","2021","No function","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Project Delivery","SEO/HEO","10","[c]","37030","37690"
"New entrant CS","2021","No function","Psychology","AA/AO","15","[c]","19860","19530"
"New entrant CS","2021","No function","Psychology","EO","55","[c]","24940","24620"
"New entrant CS","2021","No function","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Psychology","SEO/HEO","45","[c]","30010","27700"
"New entrant CS","2021","No function","Science and Engineering","AA/AO","185","[c]","21160","21050"
"New entrant CS","2021","No function","Science and Engineering","EO","145","[c]","26020","26370"
"New entrant CS","2021","No function","Science and Engineering","G6/G7","65","[c]","54190","51670"
"New entrant CS","2021","No function","Science and Engineering","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Science and Engineering","SEO/HEO","430","[c]","34420","33580"
"New entrant CS","2021","No function","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Security","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Social Research","G6/G7","[c]","[c]","[c]","[c]"
