"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","20-29","Legal","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","London","Heterosexual / straight","465","[c]","35140","32970"
"Leaver Dept.","2021","20-29","No function","London","LGBO","80","[c]","36740","33640"
"Leaver Dept.","2021","20-29","No function","London","Undeclared","60","[c]","36350","32910"
"Leaver Dept.","2021","20-29","No function","London","Unknown","330","[c]","35840","33120"
"Leaver Dept.","2021","20-29","No function","Outside London","Heterosexual / straight","210","[c]","22580","21170"
"Leaver Dept.","2021","20-29","No function","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Outside London","Unknown","140","[c]","24220","21590"
"Leaver Dept.","2021","20-29","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Unknown","Heterosexual / straight","125","[c]","33730","32000"
"Leaver Dept.","2021","20-29","No function","Unknown","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","No function","Unknown","Unknown","280","[c]","31230","32000"
"Leaver Dept.","2021","20-29","Project Delivery","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Outside London","Heterosexual / straight","75","[c]","27960","27540"
"Leaver Dept.","2021","20-29","Project Delivery","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","London","Heterosexual / straight","320","[c]","35810","34250"
"Leaver Dept.","2021","20-29","Unknown","London","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","London","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","London","Unknown","395","[c]","36080","34170"
"Leaver Dept.","2021","20-29","Unknown","Outside London","Heterosexual / straight","335","[c]","25460","25000"
"Leaver Dept.","2021","20-29","Unknown","Outside London","LGBO","55","[c]","26510","24890"
"Leaver Dept.","2021","20-29","Unknown","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Outside London","Unknown","535","[c]","26770","27570"
"Leaver Dept.","2021","20-29","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Overseas","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","London","Heterosexual / straight","50","[c]","47210","46920"
"Leaver Dept.","2021","30-39","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Analysis","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","London","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","London","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Grants Management","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","London","Heterosexual / straight","35","[c]","46550","45700"
"Leaver Dept.","2021","30-39","Human Resources","London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Outside London","Heterosexual / straight","55","[c]","34380","31470"
"Leaver Dept.","2021","30-39","Human Resources","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Internal Audit","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","London","Heterosexual / straight","35","[c]","47410","51250"
"Leaver Dept.","2021","30-39","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","London","Heterosexual / straight","405","[c]","47790","51580"
"Leaver Dept.","2021","30-39","No function","London","LGBO","40","[c]","50360","53360"
"Leaver Dept.","2021","30-39","No function","London","Undeclared","50","[c]","45130","46550"
"Leaver Dept.","2021","30-39","No function","London","Unknown","215","[c]","46080","48900"
"Leaver Dept.","2021","30-39","No function","Outside London","Heterosexual / straight","270","[c]","27640","22570"
"Leaver Dept.","2021","30-39","No function","Outside London","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Outside London","Unknown","95","[c]","30510","29690"
"Leaver Dept.","2021","30-39","No function","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Unknown","Heterosexual / straight","45","[c]","43910","32320"
"Leaver Dept.","2021","30-39","No function","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","No function","Unknown","Unknown","70","[c]","35030","32000"
"Leaver Dept.","2021","30-39","Project Delivery","London","Heterosexual / straight","35","[c]","47810","45200"
"Leaver Dept.","2021","30-39","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Outside London","Heterosexual / straight","65","[c]","34710","33370"
"Leaver Dept.","2021","30-39","Project Delivery","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","London","Heterosexual / straight","295","[c]","44520","41970"
"Leaver Dept.","2021","30-39","Unknown","London","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","London","Undeclared","40","[c]","43860","42410"
"Leaver Dept.","2021","30-39","Unknown","London","Unknown","250","[c]","46900","45370"
"Leaver Dept.","2021","30-39","Unknown","Outside London","Heterosexual / straight","405","[c]","28280","27570"
"Leaver Dept.","2021","30-39","Unknown","Outside London","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Outside London","Undeclared","40","[c]","28730","27570"
"Leaver Dept.","2021","30-39","Unknown","Outside London","Unknown","485","[c]","28270","27570"
"Leaver Dept.","2021","30-39","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Overseas","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Finance","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Grants Management","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","London","Heterosexual / straight","30","[c]","54270","55170"
"Leaver Dept.","2021","40-49","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Outside London","Heterosexual / straight","35","[c]","36690","34860"
"Leaver Dept.","2021","40-49","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Legal","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
