"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Finance","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","Unknown","London","5","5","[c]","[c]"
"In post","2021","Mixed","Finance","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Grants Management","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Grants Management","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Human Resources","London","70","70","43820","38150"
"In post","2021","Mixed","Human Resources","Human Resources","Outside London","50","50","35650","32000"
"In post","2021","Mixed","Human Resources","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Human Resources","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","Tax","Outside London","5","5","[c]","[c]"
"In post","2021","Mixed","Human Resources","Unknown","London","20","20","[c]","[c]"
"In post","2021","Mixed","Human Resources","Unknown","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Legal","London","145","140","57080","57210"
"In post","2021","Mixed","Legal","Legal","Outside London","80","75","51440","51300"
"In post","2021","Mixed","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Operational Delivery","London","40","40","30930","27440"
"In post","2021","Mixed","Legal","Operational Delivery","Outside London","45","45","26220","24000"
"In post","2021","Mixed","Legal","Other","London","10","10","[c]","[c]"
"In post","2021","Mixed","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","Unknown","London","5","5","[c]","[c]"
"In post","2021","Mixed","Legal","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Communications","London","5","5","[c]","[c]"
"In post","2021","Mixed","No function","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Economics","London","25","25","[c]","[c]"
"In post","2021","Mixed","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Intelligence Analysis","Outside London","5","5","[c]","[c]"
"In post","2021","Mixed","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","International Trade","London","30","30","48360","51970"
"In post","2021","Mixed","No function","International Trade","Outside London","5","5","[c]","[c]"
"In post","2021","Mixed","No function","International Trade","Overseas","5","5","[c]","[c]"
"In post","2021","Mixed","No function","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2021","Mixed","No function","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2021","Mixed","No function","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Medicine","Outside London","5","5","[c]","[c]"
"In post","2021","Mixed","No function","Operational Delivery","London","550","530","34020","32090"
"In post","2021","Mixed","No function","Operational Delivery","Outside London","1400","1310","28370","25790"
"In post","2021","Mixed","No function","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Other","London","40","40","41610","35000"
"In post","2021","Mixed","No function","Other","Outside London","10","5","[c]","[c]"
"In post","2021","Mixed","No function","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Policy","London","565","560","44400","40050"
"In post","2021","Mixed","No function","Policy","Outside London","75","75","37160","31020"
"In post","2021","Mixed","No function","Policy","Overseas","45","45","46780","38860"
"In post","2021","Mixed","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Project Delivery","London","5","5","[c]","[c]"
"In post","2021","Mixed","No function","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Psychology","Outside London","30","30","[c]","[c]"
"In post","2021","Mixed","No function","Science and Engineering","London","25","25","[c]","[c]"
"In post","2021","Mixed","No function","Science and Engineering","Outside London","85","80","37020","35940"
"In post","2021","Mixed","No function","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Security","London","5","5","[c]","[c]"
"In post","2021","Mixed","No function","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Tax","London","30","30","44060","36590"
"In post","2021","Mixed","No function","Tax","Outside London","115","105","32520","31810"
"In post","2021","Mixed","No function","Unknown","London","95","95","44200","39410"
"In post","2021","Mixed","No function","Unknown","Outside London","40","40","27150","20140"
"In post","2021","Mixed","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","No function","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Operational Delivery","London","10","10","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Operational Delivery","Outside London","15","15","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Other","Outside London","50","50","32560","29640"
"In post","2021","Mixed","Project Delivery","Other","Overseas","5","5","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Policy","London","45","40","47080","42030"
"In post","2021","Mixed","Project Delivery","Policy","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Policy","Overseas","10","10","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Project Delivery","London","95","95","46820","41850"
"In post","2021","Mixed","Project Delivery","Project Delivery","Outside London","115","115","37870","35900"
"In post","2021","Mixed","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Science and Engineering","Outside London","40","40","36320","31600"
"In post","2021","Mixed","Project Delivery","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Tax","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Tax","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Unknown","London","5","5","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Operational Delivery","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Property","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Policy","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Property","London","30","25","[c]","[c]"
"In post","2021","Mixed","Property","Property","Outside London","50","45","32220","31100"
"In post","2021","Mixed","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2021","Mixed","Security","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Other","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Security","London","15","15","[c]","[c]"
"In post","2021","Mixed","Security","Security","Outside London","55","55","33500","30890"
"In post","2021","Mixed","Security","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Unknown","Outside London","5","5","[c]","[c]"
"In post","2021","Mixed","Security","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Communications","London","5","5","[c]","[c]"
"In post","2021","Mixed","Unknown","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Digital, Data and Technology","London","20","20","[c]","[c]"
"In post","2021","Mixed","Unknown","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2021","Mixed","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Finance","London","5","5","[c]","[c]"
"In post","2021","Mixed","Unknown","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Human Resources","London","15","15","[c]","[c]"
"In post","2021","Mixed","Unknown","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Intelligence Analysis","London","20","20","[c]","[c]"
"In post","2021","Mixed","Unknown","Intelligence Analysis","Outside London","10","10","[c]","[c]"
"In post","2021","Mixed","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Legal","Outside London","5","5","[c]","[c]"
"In post","2021","Mixed","Unknown","Medicine","London","5","5","[c]","[c]"
"In post","2021","Mixed","Unknown","Medicine","Outside London","25","20","[c]","[c]"
"In post","2021","Mixed","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Operational Delivery","London","200","180","32150","29080"
"In post","2021","Mixed","Unknown","Operational Delivery","Outside London","305","280","26190","24890"
"In post","2021","Mixed","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Other","London","55","55","35020","31000"
"In post","2021","Mixed","Unknown","Other","Outside London","80","75","25730","22600"
"In post","2021","Mixed","Unknown","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Policy","London","85","85","50910","54760"
"In post","2021","Mixed","Unknown","Policy","Outside London","25","25","[c]","[c]"
"In post","2021","Mixed","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Project Delivery","London","25","25","[c]","[c]"
"In post","2021","Mixed","Unknown","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2021","Mixed","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Science and Engineering","London","5","5","[c]","[c]"
