"Status","Year","Disability","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","Male","230","220","30030","26020"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Female","65","55","29970","26780"
"In post","2021","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","Male","200","190","29650","27680"
"In post","2021","Undeclared","Education and Skills Funding Agency","Department for Education","Female","40","35","40040","36780"
"In post","2021","Undeclared","Education and Skills Funding Agency","Department for Education","Male","40","40","41580","36960"
"In post","2021","Undeclared","Education Scotland","Scottish Government","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Education Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","Male","35","35","42220","41610"
"In post","2021","Undeclared","Food Standards Agency","Food Standards Agency","Female","225","220","38340","37350"
"In post","2021","Undeclared","Food Standards Agency","Food Standards Agency","Male","205","205","39040","37350"
"In post","2021","Undeclared","Food Standards Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","125","120","45920","39260"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","175","170","52480","52400"
"In post","2021","Undeclared","Forestry and Land Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Forestry and Land Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Actuary's Department","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Actuary's Department","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","HM Treasury","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","HM Treasury","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","Attorney General's Departments","Female","75","65","56020","54680"
"In post","2021","Undeclared","Government Legal Department","Attorney General's Departments","Male","45","40","60260","66290"
"In post","2021","Undeclared","Government Property Agency","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","Other Cabinet Office Agencies","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Department for Work and Pensions","Female","70","65","40040","35910"
"In post","2021","Undeclared","Health and Safety Executive","Department for Work and Pensions","Male","100","95","49650","46320"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Female","810","705","24360","20650"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","Male","370","355","26070","21310"
"In post","2021","Undeclared","HM Land Registry","HM Land Registry","Female","115","100","31200","27130"
"In post","2021","Undeclared","HM Land Registry","HM Land Registry","Male","115","105","33670","33840"
"In post","2021","Undeclared","HM Prison and Probation Service","Ministry of Justice","Female","2740","2475","30040","29060"
"In post","2021","Undeclared","HM Prison and Probation Service","Ministry of Justice","Male","4460","4150","32230","31650"
"In post","2021","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","1310","1145","31700","28130"
"In post","2021","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","1660","1585","34430","31810"
"In post","2021","Undeclared","HM Treasury (excl. agencies)","HM Treasury","Female","140","140","40970","33820"
"In post","2021","Undeclared","HM Treasury (excl. agencies)","HM Treasury","Male","190","190","45470","37900"
"In post","2021","Undeclared","Home Office (incl. agencies)","Home Office","Female","810","725","32230","28670"
"In post","2021","Undeclared","Home Office (incl. agencies)","Home Office","Male","995","955","32940","29080"
"In post","2021","Undeclared","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal Aid Agency","Ministry of Justice","Female","55","50","24760","21170"
"In post","2021","Undeclared","Legal Aid Agency","Ministry of Justice","Male","45","40","34760","22640"
"In post","2021","Undeclared","Maritime and Coastguard Agency","Department for Transport","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Maritime and Coastguard Agency","Department for Transport","Male","60","60","38480","35450"
"In post","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","20","20","[c]","[c]"
"In post","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Met Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1005","950","30610","26670"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","1715","1690","32900","33000"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","65","65","44780","42980"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","65","65","44360","39600"
"In post","2021","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","245","230","40730","37510"
"In post","2021","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","190","190","42930","37710"
"In post","2021","Undeclared","National Crime Agency","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","National Crime Agency","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","National Infrastructure Commission","HM Treasury","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Records of Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Records of Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Savings and Investments","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Savings and Investments","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","Female","55","50","22840","20420"
"In post","2021","Undeclared","Office of the Public Guardian","Ministry of Justice","Male","50","45","21530","20430"
"In post","2021","Undeclared","Office of the Scottish Charity Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","10","5","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","25","20","[c]","[c]"
"In post","2021","Undeclared","Public Health England","Department of Health and Social Care","Female","360","305","43320","39460"
"In post","2021","Undeclared","Public Health England","Department of Health and Social Care","Male","150","140","54260","46890"
"In post","2021","Undeclared","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Registers of Scotland","Scottish Government","Female","25","20","[c]","[c]"
"In post","2021","Undeclared","Registers of Scotland","Scottish Government","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Royal Fleet Auxiliary","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Courts and Tribunals Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Courts and Tribunals Service","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Fiscal Commission","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Fiscal Commission","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Forestry","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Forestry","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Scottish Government","Female","65","65","41310","35110"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","Scottish Government","Male","55","55","44670","46600"
"In post","2021","Undeclared","Scottish Housing Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Prison Service","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Prison Service","Scottish Government","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Scottish Public Pensions Agency","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Public Pensions Agency","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Serious Fraud Office","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Serious Fraud Office","Attorney General's Departments","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Social Security Scotland","Scottish Government","Female","20","15","[c]","[c]"
"In post","2021","Undeclared","Social Security Scotland","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","Department for Education","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Student Awards Agency for Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Student Awards Agency for Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Submarine Delivery Agency","Ministry of Defence","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Submarine Delivery Agency","Ministry of Defence","Male","95","95","45260","44320"
"In post","2021","Undeclared","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","The National Archives","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Transport Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Transport Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","Ministry of Defence","Female","30","30","33450","33290"
"In post","2021","Undeclared","UK Hydrographic Office","Ministry of Defence","Male","30","30","37540","33990"
"In post","2021","Undeclared","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","75","60","27770","23050"
"In post","2021","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","50","40","30930","29540"
"In post","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","Female","130","110","31500","29630"
"In post","2021","Undeclared","Valuation Office Agency","HM Revenue and Customs","Male","175","165","39110","36890"
"In post","2021","Undeclared","Vehicle Certification Agency","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Vehicle Certification Agency","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wales Office","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","Female","85","80","41130","37410"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","Welsh Government","Male","95","90","43350","45380"
"In post","2021","Undeclared","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wilton Park","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scottish Government","Female","25","20","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","Scottish Government","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","410","370","31900","30950"
"In post","2021","Unknown","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","300","290","34710","31540"
"In post","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","115","105","29290","25320"
"In post","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","75","65","29250","25630"
"In post","2021","Unknown","Attorney General's Office","Attorney General's Departments","Female","20","15","[c]","[c]"
"In post","2021","Unknown","Attorney General's Office","Attorney General's Departments","Male","10","10","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Female","2125","2090","42310","32000"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Cabinet Office","Male","1845","1835","47370","34550"
"In post","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","70","60","33540","30220"
"In post","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","105","100","40640","37280"
"In post","2021","Unknown","Charity Commission","Charity Commission","Female","115","105","33160","29160"
"In post","2021","Unknown","Charity Commission","Charity Commission","Male","80","80","36420","30370"
"In post","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Female","145","120","26390","22490"
"In post","2021","Unknown","Companies House","Department for Business, Energy and Industrial Strategy","Male","145","145","29160","24900"
"In post","2021","Unknown","Competition and Markets Authority","Competition and Markets Authority","Female","40","35","68040","62980"
"In post","2021","Unknown","Competition and Markets Authority","Competition and Markets Authority","Male","40","40","76960","79980"
"In post","2021","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Female","15","15","[c]","[c]"
"In post","2021","Unknown","Criminal Injuries Compensation Authority","Ministry of Justice","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","Female","245","235","35340","34800"
"In post","2021","Unknown","Crown Commercial Service","Other Cabinet Office Agencies","Male","275","270","37070","34800"
"In post","2021","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Crown Office and Procurator Fiscal Service","Scottish Government","Male","15","15","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","Female","1000","940","35800","28810"
"In post","2021","Unknown","Crown Prosecution Service","Attorney General's Departments","Male","465","455","39900","38180"
"In post","2021","Unknown","Crown Prosecution Service Inspectorate","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service Inspectorate","Attorney General's Departments","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Debt Management Office","HM Treasury","Female","40","35","50580","42030"
"In post","2021","Unknown","Debt Management Office","HM Treasury","Male","75","75","63080","58110"
"In post","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","Female","320","295","33990","32240"
"In post","2021","Unknown","Defence Equipment and Support","Ministry of Defence","Male","755","745","34810","32300"
"In post","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Female","185","175","35970","37320"
"In post","2021","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","Male","550","535","41630","38190"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","435","425","44300","40050"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","455","450","45270","40050"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","135","130","47880","51730"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","125","125","49100","47930"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Female","635","615","40160","36500"
"In post","2021","Unknown","Department for Education (excl. agencies)","Department for Education","Male","415","415","39720","36500"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","455","425","42990","38750"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","375","365","43430","38750"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","Female","495","490","42690","38540"
"In post","2021","Unknown","Department for International Trade","Department for International Trade","Male","505","500","46570","40000"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","Female","80","80","44990","42470"
"In post","2021","Unknown","Department for Transport (excl. agencies)","Department for Transport","Male","150","145","46980","43360"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","1850","1720","28120","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","1340","1325","29590","27570"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","1505","1470","44320","40650"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","1015","1010","47600","40650"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","Female","75","70","28790","24110"
"In post","2021","Unknown","Disclosure Scotland","Scottish Government","Male","70","70","27940","24110"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Female","395","335","22470","21590"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","Male","280","265","27200","21590"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Female","270","260","27790","26470"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","Department for Transport","Male","555","550","28260","26700"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","Female","90","90","37240","36500"
"In post","2021","Unknown","Education and Skills Funding Agency","Department for Education","Male","95","95","38710","36500"
"In post","2021","Unknown","Education Scotland","Scottish Government","Female","125","120","53690","56120"
"In post","2021","Unknown","Education Scotland","Scottish Government","Male","45","45","57980","64060"
"In post","2021","Unknown","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","ESTYN","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Female","10","10","[c]","[c]"
"In post","2021","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","Male","40","40","41400","38560"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","Female","45","45","34820","32140"
"In post","2021","Unknown","Food Standards Scotland","Scottish Government","Male","80","75","34690","30650"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","790","770","48320","48500"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","725","720","49920","52390"
"In post","2021","Unknown","Forestry and Land Scotland","Scottish Government","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Forestry and Land Scotland","Scottish Government","Male","20","20","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Chancellor's other departments","Female","20","15","[c]","[c]"
"In post","2021","Unknown","Government Actuary's Department","Chancellor's other departments","Male","30","25","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","Female","250","225","56330","58440"
"In post","2021","Unknown","Government Legal Department","Attorney General's Departments","Male","120","115","59140","65180"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Government Property Agency","Other Cabinet Office Agencies","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","Female","25","25","[c]","[c]"
"In post","2021","Unknown","Health and Safety Executive","Department for Work and Pensions","Male","25","20","[c]","[c]"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Female","1045","1000","22420","20510"
"In post","2021","Unknown","HM Courts and Tribunals Service","Ministry of Justice","Male","595","590","22730","19930"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","Female","1130","1075","26560","22350"
"In post","2021","Unknown","HM Land Registry","HM Land Registry","Male","815","805","28240","22350"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","Female","2385","2275","25800","24120"
"In post","2021","Unknown","HM Prison and Probation Service","Ministry of Justice","Male","2615","2560","26410","25450"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","9885","8690","27000","24120"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","9480","9130","29300","25560"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","Female","25","25","[c]","[c]"
"In post","2021","Unknown","HM Treasury (excl. agencies)","HM Treasury","Male","35","35","51860","52530"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","Female","925","895","31720","27370"
"In post","2021","Unknown","Home Office (incl. agencies)","Home Office","Male","1085","1070","32300","25770"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","255","245","27160","20880"
"In post","2021","Unknown","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","260","260","29530","24500"
"In post","2021","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal Aid Agency","Ministry of Justice","Female","40","35","23090","19930"
"In post","2021","Unknown","Legal Aid Agency","Ministry of Justice","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","Female","100","95","29150","26590"
"In post","2021","Unknown","Maritime and Coastguard Agency","Department for Transport","Male","160","155","33930","31350"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","400","380","43520","40450"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","300","295","49030","41010"
"In post","2021","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","2215","2065","32800","27420"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","3785","3715","32640","29250"
