"Status","Year","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Project Delivery","Overseas","20","20","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","London","190","185","39400","35100"
"In post","2021","Unknown","Property","Outside London","715","670","32870","29360"
"In post","2021","Unknown","Property","Overseas","10","10","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","London","10","10","[c]","[c]"
"In post","2021","Unknown","Psychology","Outside London","160","155","33150","30450"
"In post","2021","Unknown","Science and Engineering","London","80","75","46880","41030"
"In post","2021","Unknown","Science and Engineering","Outside London","900","870","34640","32030"
"In post","2021","Unknown","Science and Engineering","Overseas","15","15","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Security","London","145","145","37770","34720"
"In post","2021","Unknown","Security","Outside London","850","840","29900","26740"
"In post","2021","Unknown","Security","Overseas","10","10","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","London","45","45","44230","41760"
"In post","2021","Unknown","Social Research","Outside London","80","75","34220","31040"
"In post","2021","Unknown","Statistics","London","115","110","41170","36340"
"In post","2021","Unknown","Statistics","Outside London","145","140","37310","35230"
"In post","2021","Unknown","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","London","450","430","39220","36160"
"In post","2021","Unknown","Tax","Outside London","4470","4285","25960","25560"
"In post","2021","Unknown","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","3705","3645","44950","33250"
"In post","2021","Unknown","Unknown","Outside London","10185","9560","31230","27570"
"In post","2021","Unknown","Unknown","Overseas","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","545","535","34480","30880"
"In post","2021","Unknown","Veterinarian","London","5","5","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Outside London","50","45","43370","37550"
"In post","2021","White","Commercial","London","455","440","51040","47700"
"In post","2021","White","Commercial","Outside London","3515","3380","39470","36820"
"In post","2021","White","Commercial","Overseas","30","30","49560","42820"
"In post","2021","White","Commercial","Unknown","10","10","[c]","[c]"
"In post","2021","White","Communications","London","1235","1205","48120","43880"
"In post","2021","White","Communications","Outside London","1470","1400","36140","33600"
"In post","2021","White","Communications","Overseas","5","5","[c]","[c]"
"In post","2021","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","London","35","35","59490","59540"
"In post","2021","White","Corporate Finance","Outside London","80","75","41480","37910"
"In post","2021","White","Counter Fraud","London","220","215","44810","40270"
"In post","2021","White","Counter Fraud","Outside London","370","350","33730","31000"
"In post","2021","White","Digital, Data and Technology","London","1670","1635","52080","49360"
"In post","2021","White","Digital, Data and Technology","Outside London","7075","6845","39700","37410"
"In post","2021","White","Digital, Data and Technology","Overseas","15","15","[c]","[c]"
"In post","2021","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Economics","London","1050","1030","49690","51890"
"In post","2021","White","Economics","Outside London","220","210","45300","47550"
"In post","2021","White","Economics","Overseas","30","30","55120","55620"
"In post","2021","White","Finance","London","1310","1275","54010","53760"
"In post","2021","White","Finance","Outside London","5090","4775","37420","33300"
"In post","2021","White","Finance","Overseas","30","30","36450","33300"
"In post","2021","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Human Resources","London","1500","1445","50370","46550"
"In post","2021","White","Human Resources","Outside London","4525","4245","35380","31810"
"In post","2021","White","Human Resources","Overseas","20","20","[c]","[c]"
"In post","2021","White","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","White","Inspector of Education and Training","London","195","190","66600","70500"
"In post","2021","White","Inspector of Education and Training","Outside London","580","565","66830","74730"
"In post","2021","White","Intelligence Analysis","London","875","835","40570","37000"
"In post","2021","White","Intelligence Analysis","Outside London","1610","1540","30560","27380"
"In post","2021","White","Intelligence Analysis","Overseas","50","50","44780","40570"
"In post","2021","White","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","London","105","105","58650","55040"
"In post","2021","White","Internal Audit","Outside London","460","440","43150","41230"
"In post","2021","White","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","International Trade","London","520","515","49920","51970"
"In post","2021","White","International Trade","Outside London","145","140","39970","32110"
"In post","2021","White","International Trade","Overseas","95","95","55110","54470"
"In post","2021","White","Knowledge and Information Management","London","455","435","43650","39630"
"In post","2021","White","Knowledge and Information Management","Outside London","1315","1255","34540","32780"
"In post","2021","White","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2021","White","Legal","London","2730","2555","56690","55490"
"In post","2021","White","Legal","Outside London","5450","5050","44790","44640"
"In post","2021","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Medicine","London","215","190","84650","82100"
"In post","2021","White","Medicine","Outside London","1455","1305","50860","37890"
"In post","2021","White","Medicine","Overseas","35","35","55460","52720"
"In post","2021","White","Medicine","Unknown","5","5","[c]","[c]"
"In post","2021","White","Operational Delivery","London","12295","11635","37770","34100"
"In post","2021","White","Operational Delivery","Outside London","110995","101275","28090","25560"
"In post","2021","White","Operational Delivery","Overseas","210","205","49490","53370"
"In post","2021","White","Operational Delivery","Unknown","95","90","40440","42890"
"In post","2021","White","Operational Research","London","275","265","50500","48230"
"In post","2021","White","Operational Research","Outside London","635","610","42440","41440"
"In post","2021","White","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Other","London","2315","2215","43570","35200"
"In post","2021","White","Other","Outside London","13550","12955","28400","23830"
"In post","2021","White","Other","Overseas","160","160","54510","56140"
"In post","2021","White","Other","Unknown","20","20","[c]","[c]"
"In post","2021","White","Planning","London","75","75","51190","53130"
"In post","2021","White","Planning","Outside London","90","85","44950","40720"
"In post","2021","White","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Planning Inspectors","Outside London","295","260","58310","58810"
"In post","2021","White","Policy","London","12220","11890","51530","53130"
"In post","2021","White","Policy","Outside London","5895","5640","41940","37410"
"In post","2021","White","Policy","Overseas","1290","1285","53350","54470"
"In post","2021","White","Policy","Unknown","10","5","[c]","[c]"
"In post","2021","White","Project Delivery","London","2090","2035","53870","53040"
"In post","2021","White","Project Delivery","Outside London","9880","9540","40270","38630"
"In post","2021","White","Project Delivery","Overseas","115","115","45570","42200"
"In post","2021","White","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2021","White","Property","London","585","560","47960","45200"
"In post","2021","White","Property","Outside London","4405","4220","34890","33300"
"In post","2021","White","Property","Overseas","155","155","39670","39260"
"In post","2021","White","Property","Unknown","10","10","[c]","[c]"
"In post","2021","White","Psychology","London","40","35","45570","46070"
"In post","2021","White","Psychology","Outside London","1090","1035","35660","31180"
"In post","2021","White","Science and Engineering","London","855","805","49180","44950"
"In post","2021","White","Science and Engineering","Outside London","9780","9380","38070","37280"
"In post","2021","White","Science and Engineering","Overseas","100","100","43170","41800"
"In post","2021","White","Science and Engineering","Unknown","60","60","27380","27370"
"In post","2021","White","Security","London","700","685","41440","39040"
"In post","2021","White","Security","Outside London","5560","5430","30000","26610"
"In post","2021","White","Security","Overseas","65","65","37260","34350"
"In post","2021","White","Security","Unknown","5","5","[c]","[c]"
"In post","2021","White","Social Research","London","345","330","48050","44030"
"In post","2021","White","Social Research","Outside London","575","545","40420","37880"
"In post","2021","White","Statistics","London","590","570","48870","44510"
"In post","2021","White","Statistics","Outside London","860","825","41070","37520"
"In post","2021","White","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Tax","London","985","925","47940","41760"
"In post","2021","White","Tax","Outside London","8985","8405","34680","31810"
"In post","2021","White","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","London","6925","6670","45810","37610"
"In post","2021","White","Unknown","Outside London","77640","69810","29100","27570"
"In post","2021","White","Unknown","Overseas","200","200","46360","34770"
"In post","2021","White","Unknown","Unknown","715","675","32670","27570"
"In post","2021","White","Veterinarian","London","35","35","49920","52070"
"In post","2021","White","Veterinarian","Outside London","310","295","45590","44350"
"Leaver CS","2021","Asian","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","London","125","[c]","28990","27060"
"Leaver CS","2021","Asian","Operational Delivery","Outside London","150","[c]","24970","21430"
"Leaver CS","2021","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","London","40","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Psychology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","London","30","[c]","32610","27710"
"Leaver CS","2021","Asian","Science and Engineering","Outside London","30","[c]","25510","23690"
"Leaver CS","2021","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","London","275","[c]","31300","29590"
"Leaver CS","2021","Asian","Unknown","Outside London","310","[c]","24190","21010"
"Leaver CS","2021","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","London","115","[c]","25980","25060"
"Leaver CS","2021","Black","Operational Delivery","Outside London","85","[c]","27100","21430"
"Leaver CS","2021","Black","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","London","145","[c]","30140","25560"
"Leaver CS","2021","Black","Unknown","Outside London","100","[c]","25480","24180"
"Leaver CS","2021","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Economics","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Security","Overseas","[c]","[c]","[c]","[c]"
