"Status","Year","Age","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Analysis","Male","Unknown","30","25","[c]","[c]"
"In post","2021","60-64","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Female","Heterosexual / straight","115","100","39910","34710"
"In post","2021","60-64","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Female","Undeclared","35","25","37220","33300"
"In post","2021","60-64","Commercial","Female","Unknown","30","30","46300","42390"
"In post","2021","60-64","Commercial","Male","Heterosexual / straight","135","125","46080","42750"
"In post","2021","60-64","Commercial","Male","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Commercial","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","60-64","Commercial","Male","Unknown","50","45","59930","54010"
"In post","2021","60-64","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Female","Heterosexual / straight","105","90","33130","28130"
"In post","2021","60-64","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","60-64","Communications","Female","Unknown","25","20","[c]","[c]"
"In post","2021","60-64","Communications","Male","Heterosexual / straight","125","110","31840","29200"
"In post","2021","60-64","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","60-64","Communications","Male","Unknown","25","20","[c]","[c]"
"In post","2021","60-64","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Female","Heterosexual / straight","230","170","31970","30150"
"In post","2021","60-64","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Female","Undeclared","45","35","33770","28130"
"In post","2021","60-64","Counter Fraud","Female","Unknown","95","75","29090","28130"
"In post","2021","60-64","Counter Fraud","Male","Heterosexual / straight","240","185","37500","35000"
"In post","2021","60-64","Counter Fraud","Male","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Male","Undeclared","60","45","37730","35000"
"In post","2021","60-64","Counter Fraud","Male","Unknown","105","80","37420","34300"
"In post","2021","60-64","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt","Female","Heterosexual / straight","160","120","24070","21440"
"In post","2021","60-64","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt","Female","Undeclared","35","25","24550","21440"
"In post","2021","60-64","Debt","Female","Unknown","95","65","24140","21440"
"In post","2021","60-64","Debt","Male","Heterosexual / straight","75","65","26060","24120"
"In post","2021","60-64","Debt","Male","LGBO","10","5","[c]","[c]"
"In post","2021","60-64","Debt","Male","Undeclared","20","15","[c]","[c]"
"In post","2021","60-64","Debt","Male","Unknown","60","50","24000","21440"
"In post","2021","60-64","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Female","Heterosexual / straight","160","130","36820","32530"
"In post","2021","60-64","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Female","Undeclared","30","25","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Female","Unknown","40","35","39660","33020"
"In post","2021","60-64","Digital, Data & Technology","Male","Heterosexual / straight","270","245","42930","39650"
"In post","2021","60-64","Digital, Data & Technology","Male","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Male","Undeclared","50","45","42330","40660"
"In post","2021","60-64","Digital, Data & Technology","Male","Unknown","115","105","42760","38500"
"In post","2021","60-64","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Female","Heterosexual / straight","240","200","34150","28130"
"In post","2021","60-64","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Female","Undeclared","55","45","30020","27010"
"In post","2021","60-64","Finance","Female","Unknown","75","60","27970","21440"
"In post","2021","60-64","Finance","Male","Heterosexual / straight","180","165","44640","41610"
"In post","2021","60-64","Finance","Male","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Finance","Male","Undeclared","40","35","43730","42520"
"In post","2021","60-64","Finance","Male","Unknown","50","45","35220","29570"
"In post","2021","60-64","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","Female","Heterosexual / straight","30","25","23840","21050"
"In post","2021","60-64","Grants Management","Female","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Grants Management","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","60-64","Grants Management","Female","Unknown","50","45","23240","21050"
"In post","2021","60-64","Grants Management","Male","Heterosexual / straight","35","35","28920","26520"
"In post","2021","60-64","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","Male","Unknown","25","25","[c]","[c]"
"In post","2021","60-64","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Female","Heterosexual / straight","290","235","35010","31710"
"In post","2021","60-64","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Female","Undeclared","40","35","33750","31730"
"In post","2021","60-64","Human Resources","Female","Unknown","40","35","30170","24390"
"In post","2021","60-64","Human Resources","Male","Heterosexual / straight","125","110","40080","33630"
"In post","2021","60-64","Human Resources","Male","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Human Resources","Male","Undeclared","25","20","[c]","[c]"
"In post","2021","60-64","Human Resources","Male","Unknown","25","25","[c]","[c]"
"In post","2021","60-64","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Male","Heterosexual / straight","30","25","45790","45390"
"In post","2021","60-64","Internal Audit","Male","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Female","Heterosexual / straight","295","245","44440","40590"
"In post","2021","60-64","Legal","Female","LGBO","10","5","[c]","[c]"
"In post","2021","60-64","Legal","Female","Undeclared","145","115","31110","23030"
"In post","2021","60-64","Legal","Female","Unknown","115","95","44740","47430"
"In post","2021","60-64","Legal","Male","Heterosexual / straight","205","180","52530","55610"
"In post","2021","60-64","Legal","Male","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","Legal","Male","Undeclared","90","70","31110","22820"
"In post","2021","60-64","Legal","Male","Unknown","80","70","53860","55610"
"In post","2021","60-64","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Female","Heterosexual / straight","4525","3640","28610","23560"
"In post","2021","60-64","No function","Female","LGBO","105","90","32170","25560"
"In post","2021","60-64","No function","Female","Undeclared","915","690","27260","23240"
"In post","2021","60-64","No function","Female","Unknown","1500","1140","27140","21590"
"In post","2021","60-64","No function","Male","Heterosexual / straight","3985","3355","34750","31650"
"In post","2021","60-64","No function","Male","LGBO","130","110","32840","28130"
"In post","2021","60-64","No function","Male","Undeclared","745","605","35090","30750"
"In post","2021","60-64","No function","Male","Unknown","1645","1300","32040","29750"
"In post","2021","60-64","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Female","Heterosexual / straight","475","415","37430","33570"
"In post","2021","60-64","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Female","Undeclared","75","65","33620","32180"
"In post","2021","60-64","Project Delivery","Female","Unknown","85","75","35620","31810"
"In post","2021","60-64","Project Delivery","Male","Heterosexual / straight","960","875","43640","40580"
"In post","2021","60-64","Project Delivery","Male","LGBO","15","15","[c]","[c]"
"In post","2021","60-64","Project Delivery","Male","Undeclared","245","210","41700","40340"
"In post","2021","60-64","Project Delivery","Male","Unknown","120","105","42490","40510"
"In post","2021","60-64","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Female","Heterosexual / straight","225","190","30310","26950"
"In post","2021","60-64","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Female","Undeclared","30","25","[c]","[c]"
"In post","2021","60-64","Property","Female","Unknown","65","55","25780","24500"
"In post","2021","60-64","Property","Male","Heterosexual / straight","475","435","37360","34230"
"In post","2021","60-64","Property","Male","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","Property","Male","Undeclared","90","80","37510","33300"
"In post","2021","60-64","Property","Male","Unknown","155","145","32700","29440"
"In post","2021","60-64","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Female","Heterosexual / straight","75","65","27770","24470"
"In post","2021","60-64","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Security","Female","Unknown","15","15","[c]","[c]"
"In post","2021","60-64","Security","Male","Heterosexual / straight","525","480","27130","20310"
"In post","2021","60-64","Security","Male","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","Security","Male","Undeclared","95","85","31550","33300"
"In post","2021","60-64","Security","Male","Unknown","60","55","32010","31540"
"In post","2021","60-64","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Female","Heterosexual / straight","6065","4770","27630","27570"
"In post","2021","60-64","Unknown","Female","LGBO","100","75","28400","27570"
"In post","2021","60-64","Unknown","Female","Undeclared","1050","820","27430","27360"
"In post","2021","60-64","Unknown","Female","Unknown","1835","1375","27010","26120"
"In post","2021","60-64","Unknown","Male","Heterosexual / straight","4115","3595","30930","27570"
"In post","2021","60-64","Unknown","Male","LGBO","175","155","29100","27570"
"In post","2021","60-64","Unknown","Male","Undeclared","740","640","31200","27570"
"In post","2021","60-64","Unknown","Male","Unknown","1075","925","32350","27570"
"In post","2021","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Analysis","Female","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Analysis","Male","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","65+","Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Male","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","65+","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Female","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Commercial","Male","Heterosexual / straight","40","35","39170","35110"
"In post","2021","65+","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Commercial","Male","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","65+","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Communications","Female","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Communications","Male","Heterosexual / straight","40","35","30680","27140"
"In post","2021","65+","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Male","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","Communications","Male","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Female","Heterosexual / straight","45","30","29430","28130"
"In post","2021","65+","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","Counter Fraud","Female","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Counter Fraud","Male","Heterosexual / straight","60","45","36300","35000"
"In post","2021","65+","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Male","Undeclared","20","15","[c]","[c]"
"In post","2021","65+","Counter Fraud","Male","Unknown","30","20","37280","35000"
"In post","2021","65+","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","Female","Heterosexual / straight","45","35","24350","24120"
"In post","2021","65+","Debt","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","65+","Debt","Female","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Debt","Male","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","65+","Debt","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Debt","Male","Unknown","25","20","[c]","[c]"
"In post","2021","65+","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Female","Heterosexual / straight","30","25","35440","32070"
"In post","2021","65+","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Female","Unknown","15","15","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Male","Heterosexual / straight","80","70","43290","36320"
"In post","2021","65+","Digital, Data & Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Male","Undeclared","20","15","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Male","Unknown","45","35","43140","39750"
"In post","2021","65+","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Female","Heterosexual / straight","60","50","28660","26350"
"In post","2021","65+","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","65+","Finance","Female","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Finance","Male","Heterosexual / straight","65","55","35720","34090"
"In post","2021","65+","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Finance","Male","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","65+","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Female","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Grants Management","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Male","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Female","Heterosexual / straight","55","40","33270","28130"
"In post","2021","65+","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","Human Resources","Female","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Human Resources","Male","Heterosexual / straight","40","30","36080","33300"
"In post","2021","65+","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Human Resources","Male","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Male","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","65+","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Female","Heterosexual / straight","50","40","39010","30110"
"In post","2021","65+","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Female","Undeclared","35","25","31410","22820"
"In post","2021","65+","Legal","Female","Unknown","40","30","42250","30110"
"In post","2021","65+","Legal","Male","Heterosexual / straight","90","70","53500","57760"
"In post","2021","65+","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Male","Undeclared","35","30","31730","20100"
"In post","2021","65+","Legal","Male","Unknown","30","25","57050","59570"
"In post","2021","65+","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Female","Heterosexual / straight","1230","915","27170","23050"
"In post","2021","65+","No function","Female","LGBO","25","20","[c]","[c]"
"In post","2021","65+","No function","Female","Undeclared","265","175","27710","22350"
"In post","2021","65+","No function","Female","Unknown","475","335","28070","22610"
"In post","2021","65+","No function","Male","Heterosexual / straight","1390","1050","32650","26870"
"In post","2021","65+","No function","Male","LGBO","40","30","32010","26510"
"In post","2021","65+","No function","Male","Undeclared","285","205","33720","27680"
"In post","2021","65+","No function","Male","Unknown","680","480","31950","28130"
"In post","2021","65+","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Female","Heterosexual / straight","105","85","34050","30940"
"In post","2021","65+","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Female","Undeclared","15","10","[c]","[c]"
"In post","2021","65+","Project Delivery","Female","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Project Delivery","Male","Heterosexual / straight","300","255","40520","38010"
"In post","2021","65+","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Male","Undeclared","70","60","39100","35880"
"In post","2021","65+","Project Delivery","Male","Unknown","35","30","45510","43850"
"In post","2021","65+","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Female","Heterosexual / straight","50","40","26320","26500"
"In post","2021","65+","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","65+","Property","Female","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Property","Male","Heterosexual / straight","190","165","34140","33300"
"In post","2021","65+","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","65+","Property","Male","Unknown","65","60","26560","25480"
"In post","2021","65+","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","65+","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Female","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Security","Male","Heterosexual / straight","140","120","25360","20310"
"In post","2021","65+","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Male","Undeclared","30","25","30570","25390"
"In post","2021","65+","Security","Male","Unknown","15","15","[c]","[c]"
"In post","2021","65+","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Female","Heterosexual / straight","1650","1210","26460","25630"
"In post","2021","65+","Unknown","Female","LGBO","35","25","28520","27570"
"In post","2021","65+","Unknown","Female","Undeclared","295","215","27520","25630"
"In post","2021","65+","Unknown","Female","Unknown","550","390","26700","25110"
"In post","2021","65+","Unknown","Male","Heterosexual / straight","1425","1165","29850","26930"
"In post","2021","65+","Unknown","Male","LGBO","55","45","26180","25110"
"In post","2021","65+","Unknown","Male","Undeclared","255","205","30760","27570"
"In post","2021","65+","Unknown","Male","Unknown","385","305","30990","27570"
"In post","2021","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Female","Undeclared","[c]","[c]","[c]","[c]"
