"Status","Year","Age","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","AA/AO","AO","20","[c]","21040","21010"
"New entrant CS","2021","30-39","Unknown","EO","EO","50","[c]","27550","27570"
"New entrant CS","2021","30-39","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","G6/G7","G7","15","[c]","53320","54700"
"New entrant CS","2021","30-39","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","SEO/HEO","HEO","20","[c]","31420","31990"
"New entrant CS","2021","30-39","Unknown","SEO/HEO","SEO","15","[c]","37970","37300"
"New entrant CS","2021","30-39","Unknown","Unknown","Unknown","60","[c]","[c]","[c]"
"New entrant CS","2021","40-49","London","AA/AO","AA","25","[c]","22740","23790"
"New entrant CS","2021","40-49","London","AA/AO","AO","240","[c]","25380","25110"
"New entrant CS","2021","40-49","London","EO","EO","595","[c]","30300","31060"
"New entrant CS","2021","40-49","London","G6/G7","G6","120","[c]","70120","67000"
"New entrant CS","2021","40-49","London","G6/G7","G7","340","[c]","56830","54700"
"New entrant CS","2021","40-49","London","SCS level","SCS level","130","[c]","94000","86000"
"New entrant CS","2021","40-49","London","SEO/HEO","HEO","240","[c]","34630","33650"
"New entrant CS","2021","40-49","London","SEO/HEO","SEO","275","[c]","41830","40650"
"New entrant CS","2021","40-49","London","Unknown","Unknown","35","[c]","28190","26810"
"New entrant CS","2021","40-49","Outside London","AA/AO","AA","375","[c]","19750","20060"
"New entrant CS","2021","40-49","Outside London","AA/AO","AO","2085","[c]","21640","21010"
"New entrant CS","2021","40-49","Outside London","EO","EO","2520","[c]","27280","27570"
"New entrant CS","2021","40-49","Outside London","G6/G7","G6","140","[c]","69710","65310"
"New entrant CS","2021","40-49","Outside London","G6/G7","G7","540","[c]","53850","51480"
"New entrant CS","2021","40-49","Outside London","SCS level","SCS level","60","[c]","88220","82100"
"New entrant CS","2021","40-49","Outside London","SEO/HEO","HEO","685","[c]","32000","31810"
"New entrant CS","2021","40-49","Outside London","SEO/HEO","SEO","650","[c]","39950","38890"
"New entrant CS","2021","40-49","Outside London","Unknown","Unknown","205","[c]","29020","22920"
"New entrant CS","2021","40-49","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Overseas","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","AA/AO","AO","10","[c]","21140","21010"
"New entrant CS","2021","40-49","Unknown","EO","EO","35","[c]","27780","27570"
"New entrant CS","2021","40-49","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","SEO/HEO","HEO","15","[c]","33510","32000"
"New entrant CS","2021","40-49","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","Unknown","65","[c]","[c]","[c]"
"New entrant CS","2021","50-59","London","AA/AO","AA","30","[c]","21040","19060"
"New entrant CS","2021","50-59","London","AA/AO","AO","200","[c]","24280","25110"
"New entrant CS","2021","50-59","London","EO","EO","410","[c]","30220","31060"
"New entrant CS","2021","50-59","London","G6/G7","G6","90","[c]","72040","69900"
"New entrant CS","2021","50-59","London","G6/G7","G7","195","[c]","56110","54700"
"New entrant CS","2021","50-59","London","SCS level","SCS level","85","[c]","98900","85000"
"New entrant CS","2021","50-59","London","SEO/HEO","HEO","140","[c]","34820","34020"
"New entrant CS","2021","50-59","London","SEO/HEO","SEO","175","[c]","41910","40650"
"New entrant CS","2021","50-59","London","Unknown","Unknown","20","[c]","27860","26810"
"New entrant CS","2021","50-59","Outside London","AA/AO","AA","460","[c]","19380","19560"
"New entrant CS","2021","50-59","Outside London","AA/AO","AO","1900","[c]","21500","21010"
"New entrant CS","2021","50-59","Outside London","EO","EO","2245","[c]","27540","27570"
"New entrant CS","2021","50-59","Outside London","G6/G7","G6","110","[c]","69800","66010"
"New entrant CS","2021","50-59","Outside London","G6/G7","G7","320","[c]","54020","52580"
"New entrant CS","2021","50-59","Outside London","SCS level","SCS level","60","[c]","100490","99000"
"New entrant CS","2021","50-59","Outside London","SEO/HEO","HEO","485","[c]","32510","31810"
"New entrant CS","2021","50-59","Outside London","SEO/HEO","SEO","435","[c]","39850","39040"
"New entrant CS","2021","50-59","Outside London","Unknown","Unknown","175","[c]","26470","22920"
"New entrant CS","2021","50-59","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Overseas","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","AA/AO","AO","20","[c]","21390","21010"
"New entrant CS","2021","50-59","Unknown","EO","EO","40","[c]","27470","27570"
"New entrant CS","2021","50-59","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Unknown","Unknown","Unknown","65","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","London","AA/AO","AO","30","[c]","23910","24850"
"New entrant CS","2021","60-64","London","EO","EO","50","[c]","29860","31060"
"New entrant CS","2021","60-64","London","G6/G7","G6","15","[c]","71620","70000"
"New entrant CS","2021","60-64","London","G6/G7","G7","30","[c]","58280","57430"
"New entrant CS","2021","60-64","London","SCS level","SCS level","15","[c]","101560","104930"
"New entrant CS","2021","60-64","London","SEO/HEO","HEO","20","[c]","34940","33090"
"New entrant CS","2021","60-64","London","SEO/HEO","SEO","30","[c]","41710","41630"
"New entrant CS","2021","60-64","London","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Outside London","AA/AO","AA","85","[c]","19040","19560"
"New entrant CS","2021","60-64","Outside London","AA/AO","AO","420","[c]","21120","21010"
"New entrant CS","2021","60-64","Outside London","EO","EO","365","[c]","27510","27570"
"New entrant CS","2021","60-64","Outside London","G6/G7","G6","10","[c]","67880","67640"
"New entrant CS","2021","60-64","Outside London","G6/G7","G7","35","[c]","54270","53500"
"New entrant CS","2021","60-64","Outside London","SCS level","SCS level","10","[c]","106690","99240"
"New entrant CS","2021","60-64","Outside London","SEO/HEO","HEO","70","[c]","31900","31370"
"New entrant CS","2021","60-64","Outside London","SEO/HEO","SEO","70","[c]","39570","38770"
"New entrant CS","2021","60-64","Outside London","Unknown","Unknown","40","[c]","27540","18460"
"New entrant CS","2021","60-64","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","EO","EO","10","[c]","27910","27570"
"New entrant CS","2021","60-64","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","65+","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","London","AA/AO","AO","15","[c]","22880","22680"
"New entrant CS","2021","65+","London","EO","EO","15","[c]","28620","28180"
"New entrant CS","2021","65+","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Outside London","AA/AO","AA","25","[c]","18500","18760"
"New entrant CS","2021","65+","Outside London","AA/AO","AO","60","[c]","20890","21010"
"New entrant CS","2021","65+","Outside London","EO","EO","45","[c]","26420","27570"
"New entrant CS","2021","65+","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Outside London","G6/G7","G7","10","[c]","54370","53040"
"New entrant CS","2021","65+","Outside London","SCS level","SCS level","15","[c]","97510","104580"
"New entrant CS","2021","65+","Outside London","SEO/HEO","HEO","20","[c]","30560","30460"
"New entrant CS","2021","65+","Outside London","SEO/HEO","SEO","25","[c]","38230","38200"
"New entrant CS","2021","65+","Outside London","Unknown","Unknown","15","[c]","23270","18460"
"New entrant CS","2021","65+","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-17, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
