"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Undeclared","35","30","46900","44590"
"In post","2021","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","Undeclared","35","35","41790","37420"
"In post","2021","Undeclared","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Undeclared","120","120","38510","34980"
"In post","2021","Undeclared","Knowledge and Information Management","Unknown","45","40","37150","33360"
"In post","2021","Undeclared","Legal","Heterosexual / straight","65","65","49190","49670"
"In post","2021","Undeclared","Legal","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Legal","Undeclared","315","300","43520","39800"
"In post","2021","Undeclared","Legal","Unknown","70","65","42790","38630"
"In post","2021","Undeclared","Medicine","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Medicine","Undeclared","60","50","63320","45700"
"In post","2021","Undeclared","Medicine","Unknown","15","10","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Heterosexual / straight","1275","1200","28920","27260"
"In post","2021","Undeclared","Operational Delivery","LGBO","120","110","27810","27090"
"In post","2021","Undeclared","Operational Delivery","Undeclared","4550","4205","30110","27370"
"In post","2021","Undeclared","Operational Delivery","Unknown","905","825","31860","28130"
"In post","2021","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","Undeclared","50","50","44760","45470"
"In post","2021","Undeclared","Operational Research","Unknown","20","15","[c]","[c]"
"In post","2021","Undeclared","Other","Heterosexual / straight","100","95","34220","30000"
"In post","2021","Undeclared","Other","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Other","Undeclared","800","775","31060","26780"
"In post","2021","Undeclared","Other","Unknown","95","85","38530","33650"
"In post","2021","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Heterosexual / straight","170","170","46430","39990"
"In post","2021","Undeclared","Policy","LGBO","25","20","[c]","[c]"
"In post","2021","Undeclared","Policy","Undeclared","920","895","48370","47000"
"In post","2021","Undeclared","Policy","Unknown","80","75","49130","46890"
"In post","2021","Undeclared","Project Delivery","Heterosexual / straight","75","70","44370","43370"
"In post","2021","Undeclared","Project Delivery","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Undeclared","660","640","43150","40580"
"In post","2021","Undeclared","Project Delivery","Unknown","80","75","42790","39620"
"In post","2021","Undeclared","Property","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Undeclared","325","310","37970","33690"
"In post","2021","Undeclared","Property","Unknown","35","35","39670","39040"
"In post","2021","Undeclared","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Heterosexual / straight","65","65","41280","41250"
"In post","2021","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Undeclared","660","635","40340","39410"
"In post","2021","Undeclared","Science and Engineering","Unknown","360","345","43090","40090"
"In post","2021","Undeclared","Security","Heterosexual / straight","40","35","34250","32030"
"In post","2021","Undeclared","Security","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Security","Undeclared","375","370","34620","38630"
"In post","2021","Undeclared","Security","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Social Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","Undeclared","35","35","40040","36530"
"In post","2021","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","Heterosexual / straight","70","65","35180","31980"
"In post","2021","Undeclared","Tax","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Tax","Undeclared","540","500","39880","35000"
"In post","2021","Undeclared","Tax","Unknown","140","130","37520","33390"
"In post","2021","Undeclared","Unknown","Heterosexual / straight","695","635","29380","27570"
"In post","2021","Undeclared","Unknown","LGBO","75","70","27820","27570"
"In post","2021","Undeclared","Unknown","Undeclared","2165","2010","31210","27570"
"In post","2021","Undeclared","Unknown","Unknown","2065","1755","27590","27570"
"In post","2021","Undeclared","Veterinarian","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","Undeclared","25","20","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Heterosexual / straight","45","45","39150","37800"
"In post","2021","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","520","505","39350","36820"
"In post","2021","Unknown","Communications","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","640","630","42610","38750"
"In post","2021","Unknown","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Unknown","150","145","40570","38200"
"In post","2021","Unknown","Digital, Data and Technology","Heterosexual / straight","90","85","38780","35990"
"In post","2021","Unknown","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Undeclared","95","95","35500","30850"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","2020","1990","40790","37420"
"In post","2021","Unknown","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Economics","Unknown","400","395","42880","36160"
"In post","2021","Unknown","Finance","Heterosexual / straight","55","50","37890","36070"
"In post","2021","Unknown","Finance","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","Undeclared","40","40","37170","36770"
"In post","2021","Unknown","Finance","Unknown","865","825","37690","33550"
"In post","2021","Unknown","Human Resources","Heterosexual / straight","40","35","39260","36160"
"In post","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Undeclared","35","35","34290","31810"
"In post","2021","Unknown","Human Resources","Unknown","590","570","35760","31810"
"In post","2021","Unknown","Inspector of Education and Training","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Unknown","275","270","43950","41860"
"In post","2021","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","International Trade","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","Unknown","410","405","44800","38630"
"In post","2021","Unknown","Knowledge and Information Management","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","150","145","36500","33550"
"In post","2021","Unknown","Legal","Heterosexual / straight","130","125","48880","49210"
"In post","2021","Unknown","Legal","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Legal","Undeclared","80","70","41840","45190"
"In post","2021","Unknown","Legal","Unknown","1510","1435","44690","38750"
"In post","2021","Unknown","Medicine","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Unknown","350","305","45940","37890"
"In post","2021","Unknown","Operational Delivery","Heterosexual / straight","1670","1515","27800","25910"
"In post","2021","Unknown","Operational Delivery","LGBO","100","95","28040","26810"
"In post","2021","Unknown","Operational Delivery","Undeclared","2230","2015","27230","22850"
"In post","2021","Unknown","Operational Delivery","Unknown","21865","20445","26080","23830"
"In post","2021","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Unknown","100","95","40110","36970"
"In post","2021","Unknown","Other","Heterosexual / straight","75","70","34180","31000"
"In post","2021","Unknown","Other","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Other","Undeclared","30","25","[c]","[c]"
"In post","2021","Unknown","Other","Unknown","3700","3620","35670","32700"
"In post","2021","Unknown","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Policy","Heterosexual / straight","185","175","46840","42830"
"In post","2021","Unknown","Policy","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Policy","Undeclared","115","115","45130","38630"
"In post","2021","Unknown","Policy","Unknown","3865","3775","45820","41000"
"In post","2021","Unknown","Project Delivery","Heterosexual / straight","80","80","43700","39420"
"In post","2021","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Undeclared","35","35","43480","40580"
"In post","2021","Unknown","Project Delivery","Unknown","1285","1260","41610","38630"
"In post","2021","Unknown","Property","Heterosexual / straight","55","50","39530","35900"
"In post","2021","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Undeclared","40","35","39850","33960"
"In post","2021","Unknown","Property","Unknown","820","775","33830","30000"
"In post","2021","Unknown","Psychology","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","Unknown","130","125","32930","29940"
"In post","2021","Unknown","Science and Engineering","Heterosexual / straight","60","55","41330","38260"
"In post","2021","Unknown","Science and Engineering","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Undeclared","40","40","41040","40460"
"In post","2021","Unknown","Science and Engineering","Unknown","900","870","35030","32360"
"In post","2021","Unknown","Security","Heterosexual / straight","40","35","33100","32490"
"In post","2021","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Security","Unknown","940","930","30780","27700"
"In post","2021","Unknown","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Unknown","125","115","37990","37020"
"In post","2021","Unknown","Statistics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Statistics","Unknown","240","230","38900","36160"
"In post","2021","Unknown","Tax","Heterosexual / straight","125","115","36890","32100"
"In post","2021","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Undeclared","70","65","39090","33450"
"In post","2021","Unknown","Tax","Unknown","4725","4540","26750","25560"
"In post","2021","Unknown","Unknown","Heterosexual / straight","455","420","32900","27570"
"In post","2021","Unknown","Unknown","LGBO","45","40","33810","27570"
"In post","2021","Unknown","Unknown","Undeclared","105","100","35770","29230"
"In post","2021","Unknown","Unknown","Unknown","13845","13200","34960","28000"
"In post","2021","Unknown","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Veterinarian","Unknown","45","40","45400","37480"
"In post","2021","White","Commercial","Heterosexual / straight","3235","3120","40940","37560"
"In post","2021","White","Commercial","LGBO","150","150","36730","33350"
"In post","2021","White","Commercial","Undeclared","280","260","40300","37400"
"In post","2021","White","Commercial","Unknown","345","330","42100","39650"
"In post","2021","White","Communications","Heterosexual / straight","2190","2105","41730","38310"
"In post","2021","White","Communications","LGBO","175","175","41630","39470"
"In post","2021","White","Communications","Undeclared","170","160","37960","36750"
"In post","2021","White","Communications","Unknown","180","170","43460","39250"
"In post","2021","White","Corporate Finance","Heterosexual / straight","90","90","47620","46080"
"In post","2021","White","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","White","Corporate Finance","Unknown","20","20","[c]","[c]"
"In post","2021","White","Counter Fraud","Heterosexual / straight","485","465","37760","34820"
"In post","2021","White","Counter Fraud","LGBO","25","25","[c]","[c]"
"In post","2021","White","Counter Fraud","Undeclared","30","30","33670","30810"
"In post","2021","White","Counter Fraud","Unknown","50","45","42300","39640"
"In post","2021","White","Digital, Data and Technology","Heterosexual / straight","6815","6610","42440","38630"
"In post","2021","White","Digital, Data and Technology","LGBO","425","420","41040","37550"
"In post","2021","White","Digital, Data and Technology","Undeclared","640","615","40700","38450"
"In post","2021","White","Digital, Data and Technology","Unknown","885","850","40530","38310"
"In post","2021","White","Economics","Heterosexual / straight","1060","1035","48900","49280"
"In post","2021","White","Economics","LGBO","105","105","45220","36980"
"In post","2021","White","Economics","Undeclared","85","80","48680","47580"
"In post","2021","White","Economics","Unknown","55","50","60870","61340"
"In post","2021","White","Finance","Heterosexual / straight","5285","5010","41010","36980"
"In post","2021","White","Finance","LGBO","205","205","43940","40580"
"In post","2021","White","Finance","Undeclared","490","450","39820","35260"
"In post","2021","White","Finance","Unknown","450","420","37850","32890"
"In post","2021","White","Human Resources","Heterosexual / straight","5140","4850","39220","34270"
"In post","2021","White","Human Resources","LGBO","315","305","41350","36780"
"In post","2021","White","Human Resources","Undeclared","340","320","36910","33300"
"In post","2021","White","Human Resources","Unknown","255","240","37440","33090"
"In post","2021","White","Inspector of Education and Training","Heterosexual / straight","665","650","66650","74730"
"In post","2021","White","Inspector of Education and Training","LGBO","45","45","70870","75500"
"In post","2021","White","Inspector of Education and Training","Undeclared","40","40","69260","74730"
"In post","2021","White","Inspector of Education and Training","Unknown","25","25","[c]","[c]"
"In post","2021","White","Intelligence Analysis","Heterosexual / straight","2140","2045","34240","30980"
"In post","2021","White","Intelligence Analysis","LGBO","110","110","35180","30500"
"In post","2021","White","Intelligence Analysis","Undeclared","195","190","34170","31180"
"In post","2021","White","Intelligence Analysis","Unknown","90","85","35130","31870"
"In post","2021","White","Internal Audit","Heterosexual / straight","480","455","45970","43230"
"In post","2021","White","Internal Audit","LGBO","30","30","48830","44290"
"In post","2021","White","Internal Audit","Undeclared","40","40","44880","40280"
"In post","2021","White","Internal Audit","Unknown","20","20","[c]","[c]"
"In post","2021","White","International Trade","Heterosexual / straight","615","605","48670","50500"
"In post","2021","White","International Trade","LGBO","65","65","50730","51970"
"In post","2021","White","International Trade","Undeclared","45","45","47450","51710"
"In post","2021","White","International Trade","Unknown","35","35","46230","40860"
"In post","2021","White","Knowledge and Information Management","Heterosexual / straight","1400","1340","36920","33300"
"In post","2021","White","Knowledge and Information Management","LGBO","80","80","34250","32540"
"In post","2021","White","Knowledge and Information Management","Undeclared","180","175","37120","35070"
"In post","2021","White","Knowledge and Information Management","Unknown","115","110","37680","35730"
"In post","2021","White","Legal","Heterosexual / straight","6185","5760","48230","49780"
"In post","2021","White","Legal","LGBO","375","360","49800","51250"
"In post","2021","White","Legal","Undeclared","510","470","48730","46220"
"In post","2021","White","Legal","Unknown","1115","1010","51410","55530"
"In post","2021","White","Medicine","Heterosexual / straight","1430","1280","52080","38490"
"In post","2021","White","Medicine","LGBO","45","45","60620","52560"
"In post","2021","White","Medicine","Undeclared","145","125","62440","47000"
"In post","2021","White","Medicine","Unknown","100","90","86700","80710"
"In post","2021","White","Operational Delivery","Heterosexual / straight","96630","89010","29170","26160"
"In post","2021","White","Operational Delivery","LGBO","5690","5505","29060","26130"
"In post","2021","White","Operational Delivery","Undeclared","9405","8375","28640","26540"
"In post","2021","White","Operational Delivery","Unknown","11865","10320","28910","26850"
"In post","2021","White","Operational Research","Heterosexual / straight","770","735","44980","46080"
"In post","2021","White","Operational Research","LGBO","65","65","40900","37320"
"In post","2021","White","Operational Research","Undeclared","45","45","44230","38960"
"In post","2021","White","Operational Research","Unknown","35","30","51440","52680"
"In post","2021","White","Other","Heterosexual / straight","13595","13015","30390","26090"
"In post","2021","White","Other","LGBO","535","525","31740","26950"
"In post","2021","White","Other","Undeclared","1210","1150","30990","26670"
"In post","2021","White","Other","Unknown","705","665","38930","32740"
"In post","2021","White","Planning","Heterosexual / straight","140","135","48170","42980"
"In post","2021","White","Planning","LGBO","10","10","[c]","[c]"
"In post","2021","White","Planning","Undeclared","10","10","[c]","[c]"
"In post","2021","White","Planning","Unknown","5","5","[c]","[c]"
"In post","2021","White","Planning Inspectors","Heterosexual / straight","255","230","57630","58810"
"In post","2021","White","Planning Inspectors","LGBO","5","5","[c]","[c]"
"In post","2021","White","Planning Inspectors","Undeclared","20","15","[c]","[c]"
"In post","2021","White","Planning Inspectors","Unknown","15","10","[c]","[c]"
"In post","2021","White","Policy","Heterosexual / straight","15705","15220","48830","47000"
"In post","2021","White","Policy","LGBO","1625","1600","47570","44880"
"In post","2021","White","Policy","Undeclared","1355","1315","47820","45200"
"In post","2021","White","Policy","Unknown","730","690","51080","49930"
"In post","2021","White","Project Delivery","Heterosexual / straight","10260","9930","42630","39370"
"In post","2021","White","Project Delivery","LGBO","490","485","40980","38020"
"In post","2021","White","Project Delivery","Undeclared","715","685","44530","40580"
"In post","2021","White","Project Delivery","Unknown","640","610","42450","39650"
"In post","2021","White","Property","Heterosexual / straight","4395","4215","36690","33300"
"In post","2021","White","Property","LGBO","155","155","35930","32550"
"In post","2021","White","Property","Undeclared","345","330","36710","33300"
"In post","2021","White","Property","Unknown","260","250","33870","32110"
"In post","2021","White","Psychology","Heterosexual / straight","945","900","35790","31180"
"In post","2021","White","Psychology","LGBO","55","55","31750","29160"
"In post","2021","White","Psychology","Undeclared","60","60","35860","31180"
"In post","2021","White","Psychology","Unknown","65","60","42480","42520"
"In post","2021","White","Science and Engineering","Heterosexual / straight","7860","7570","38550","37320"
"In post","2021","White","Science and Engineering","LGBO","385","380","35510","30760"
"In post","2021","White","Science and Engineering","Undeclared","785","740","38910","35870"
"In post","2021","White","Science and Engineering","Unknown","1760","1660","41420","39750"
"In post","2021","White","Security","Heterosexual / straight","5345","5225","30720","26670"
"In post","2021","White","Security","LGBO","220","220","32910","30890"
"In post","2021","White","Security","Undeclared","505","485","34480","38150"
"In post","2021","White","Security","Unknown","260","250","36810","39070"
"In post","2021","White","Social Research","Heterosexual / straight","760","720","43560","42020"
"In post","2021","White","Social Research","LGBO","65","65","40300","37020"
"In post","2021","White","Social Research","Undeclared","45","45","43590","42710"
"In post","2021","White","Social Research","Unknown","50","45","42650","39920"
"In post","2021","White","Statistics","Heterosexual / straight","1150","1105","44750","41160"
"In post","2021","White","Statistics","LGBO","125","120","40540","37020"
"In post","2021","White","Statistics","Undeclared","90","90","42740","38560"
"In post","2021","White","Statistics","Unknown","95","90","44860","43140"
"In post","2021","White","Tax","Heterosexual / straight","7770","7300","36200","31810"
"In post","2021","White","Tax","LGBO","545","525","33420","31810"
"In post","2021","White","Tax","Undeclared","610","560","37280","31870"
"In post","2021","White","Tax","Unknown","1050","945","35110","31810"
"In post","2021","White","Unknown","Heterosexual / straight","61970","56520","31050","27570"
"In post","2021","White","Unknown","LGBO","4315","4165","30960","27570"
"In post","2021","White","Unknown","Undeclared","5525","4925","28990","27570"
"In post","2021","White","Unknown","Unknown","13670","11740","28460","27570"
"In post","2021","White","Veterinarian","Heterosexual / straight","260","250","45820","44370"
"In post","2021","White","Veterinarian","LGBO","10","10","[c]","[c]"
"In post","2021","White","Veterinarian","Undeclared","45","45","47670","50160"
"In post","2021","White","Veterinarian","Unknown","25","25","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
