"Status","Year","Ethnicity","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Mixed","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","AO","70","[c]","19920","18200"
"Leaver CS","2021","Undeclared","London","EO","70","[c]","28940","29890"
"Leaver CS","2021","Undeclared","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","G7","40","[c]","57680","56630"
"Leaver CS","2021","Undeclared","London","HEO","45","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","SEO","35","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","AA","60","[c]","18540","18320"
"Leaver CS","2021","Undeclared","Outside London","AO","350","[c]","21970","21010"
"Leaver CS","2021","Undeclared","Outside London","EO","250","[c]","28000","27240"
"Leaver CS","2021","Undeclared","Outside London","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","G7","55","[c]","54290","54860"
"Leaver CS","2021","Undeclared","Outside London","HEO","175","[c]","33520","33450"
"Leaver CS","2021","Undeclared","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Outside London","SEO","105","[c]","42590","41100"
"Leaver CS","2021","Undeclared","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AA","65","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","AO","265","[c]","23190","22680"
"Leaver CS","2021","Unknown","London","EO","370","[c]","28290","30000"
"Leaver CS","2021","Unknown","London","G6","70","[c]","70330","68680"
"Leaver CS","2021","Unknown","London","G7","175","[c]","56490","55060"
"Leaver CS","2021","Unknown","London","HEO","240","[c]","32890","32910"
"Leaver CS","2021","Unknown","London","SCS level","50","[c]","104530","94100"
"Leaver CS","2021","Unknown","London","SEO","110","[c]","41490","40330"
"Leaver CS","2021","Unknown","London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","AA","465","[c]","19250","19120"
"Leaver CS","2021","Unknown","Outside London","AO","2035","[c]","21330","21010"
"Leaver CS","2021","Unknown","Outside London","EO","985","[c]","26700","27570"
"Leaver CS","2021","Unknown","Outside London","G6","75","[c]","70320","69160"
"Leaver CS","2021","Unknown","Outside London","G7","180","[c]","55090","55000"
"Leaver CS","2021","Unknown","Outside London","HEO","350","[c]","32440","32140"
"Leaver CS","2021","Unknown","Outside London","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SEO","255","[c]","41460","39780"
"Leaver CS","2021","Unknown","Outside London","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","HEO","40","[c]","31290","28420"
"Leaver CS","2021","Unknown","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","475","[c]","34970","32400"
"Leaver CS","2021","White","London","AA","100","[c]","20680","21770"
"Leaver CS","2021","White","London","AO","355","[c]","24210","24300"
"Leaver CS","2021","White","London","EO","385","[c]","28930","28790"
"Leaver CS","2021","White","London","G6","190","[c]","71220","70860"
"Leaver CS","2021","White","London","G7","465","[c]","56830","55600"
"Leaver CS","2021","White","London","HEO","395","[c]","34690","34250"
"Leaver CS","2021","White","London","SCS level","185","[c]","97610","92370"
"Leaver CS","2021","White","London","SEO","320","[c]","42740","41860"
"Leaver CS","2021","White","London","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2021","White","Outside London","AA","1155","[c]","18540","18320"
"Leaver CS","2021","White","Outside London","AO","5890","[c]","21570","21010"
"Leaver CS","2021","White","Outside London","EO","3495","[c]","27140","27420"
"Leaver CS","2021","White","Outside London","G6","295","[c]","72350","70970"
"Leaver CS","2021","White","Outside London","G7","665","[c]","55540","55180"
"Leaver CS","2021","White","Outside London","HEO","1730","[c]","33390","33300"
"Leaver CS","2021","White","Outside London","SCS level","115","[c]","97410","98110"
"Leaver CS","2021","White","Outside London","SEO","1165","[c]","41860","40980"
"Leaver CS","2021","White","Outside London","Unknown","470","[c]","37100","35790"
"Leaver CS","2021","White","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","HEO","50","[c]","36440","36960"
"Leaver CS","2021","White","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","AO","45","[c]","24160","24800"
"Leaver Dept.","2021","Asian","London","EO","140","[c]","28770","28530"
"Leaver Dept.","2021","Asian","London","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","G7","80","[c]","55760","54760"
"Leaver Dept.","2021","Asian","London","HEO","135","[c]","33940","33960"
"Leaver Dept.","2021","Asian","London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","London","SEO","100","[c]","41320","40640"
"Leaver Dept.","2021","Asian","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","AO","180","[c]","20570","20500"
"Leaver Dept.","2021","Asian","Outside London","EO","115","[c]","25890","27000"
"Leaver Dept.","2021","Asian","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","HEO","55","[c]","30790","31530"
"Leaver Dept.","2021","Asian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","AO","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","EO","75","[c]","28570","28450"
"Leaver Dept.","2021","Black","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","HEO","95","[c]","34610","34140"
"Leaver Dept.","2021","Black","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","London","SEO","55","[c]","40680","40490"
"Leaver Dept.","2021","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","AO","50","[c]","20530","20940"
"Leaver Dept.","2021","Black","Outside London","EO","65","[c]","26250","27570"
"Leaver Dept.","2021","Black","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","EO","45","[c]","28370","27760"
"Leaver Dept.","2021","Mixed","London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","G7","55","[c]","55260","54700"
"Leaver Dept.","2021","Mixed","London","HEO","55","[c]","33740","33610"
"Leaver Dept.","2021","Mixed","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","G7","45","[c]","56310","54550"
"Leaver Dept.","2021","Undeclared","London","HEO","50","[c]","33930","33700"
"Leaver Dept.","2021","Undeclared","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","London","SEO","30","[c]","41350","40600"
"Leaver Dept.","2021","Undeclared","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","AO","55","[c]","20890","21010"
"Leaver Dept.","2021","Undeclared","Outside London","EO","45","[c]","26420","26890"
"Leaver Dept.","2021","Undeclared","Outside London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","HEO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outside London","SEO","35","[c]","38500","37610"
"Leaver Dept.","2021","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AO","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","EO","190","[c]","28540","28170"
"Leaver Dept.","2021","Unknown","London","G6","100","[c]","66220","64960"
"Leaver Dept.","2021","Unknown","London","G7","355","[c]","54540","54000"
"Leaver Dept.","2021","Unknown","London","HEO","455","[c]","33610","33210"
"Leaver Dept.","2021","Unknown","London","SCS level","60","[c]","83800","76380"
"Leaver Dept.","2021","Unknown","London","SEO","210","[c]","41220","40330"
