"Status","Year","Function_of_post","Organisation","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Finance","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Female","5","5","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Veterinary Medicines Directorate","Surrey, East and West Sussex","Female","5","5","[c]","[c]"
"In post","2021","Finance","Veterinary Medicines Directorate","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales Office","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales Office","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales Office","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales Office","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","West Midlands","Female","5","5","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","West Midlands","Male","5","5","[c]","[c]"
"In post","2021","Finance","Welsh Revenue Authority","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Welsh Revenue Authority","West Wales and The Valleys","Male","5","5","[c]","[c]"
"In post","2021","Finance","Wilton Park","Surrey, East and West Sussex","Female","5","5","[c]","[c]"
"In post","2021","Finance","Wilton Park","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Charity Commission","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Charity Commission","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","HM Land Registry","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","HM Land Registry","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Female","80","75","26380","21050"
"In post","2021","Grants Management","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","Male","75","75","31340","26520"
"In post","2021","Grants Management","Rural Payments Agency","Cheshire","Female","60","55","24150","22980"
"In post","2021","Grants Management","Rural Payments Agency","Cheshire","Male","35","35","25730","25100"
"In post","2021","Grants Management","Rural Payments Agency","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Cumbria","Female","430","360","23900","21050"
"In post","2021","Grants Management","Rural Payments Agency","Cumbria","Male","220","215","24210","21050"
"In post","2021","Grants Management","Rural Payments Agency","Derbyshire and Nottinghamshire","Female","35","35","25660","25100"
"In post","2021","Grants Management","Rural Payments Agency","Derbyshire and Nottinghamshire","Male","25","25","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Devon","Female","95","80","25420","25190"
"In post","2021","Grants Management","Rural Payments Agency","Devon","Male","90","85","27840","25560"
"In post","2021","Grants Management","Rural Payments Agency","Dorset and Somerset","Female","10","10","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","East Anglia","Female","15","15","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","East Anglia","Male","30","30","25850","25190"
"In post","2021","Grants Management","Rural Payments Agency","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","10","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Male","20","20","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Female","75","65","24700","22980"
"In post","2021","Grants Management","Rural Payments Agency","Herefordshire, Worcestershire and Warwickshire","Male","60","55","25510","24920"
"In post","2021","Grants Management","Rural Payments Agency","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","North Yorkshire","Female","65","60","27650","24920"
"In post","2021","Grants Management","Rural Payments Agency","North Yorkshire","Male","80","80","26220","24920"
"In post","2021","Grants Management","Rural Payments Agency","Northumberland and Tyne and Wear","Female","155","135","25750","22980"
"In post","2021","Grants Management","Rural Payments Agency","Northumberland and Tyne and Wear","Male","105","105","24870","21050"
"In post","2021","Grants Management","Rural Payments Agency","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","West Yorkshire","Female","25","25","[c]","[c]"
"In post","2021","Grants Management","Rural Payments Agency","West Yorkshire","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Inner London - West","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Advisory, Conciliation and Arbitration Service","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Greater Manchester","Female","70","70","38920","37300"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Greater Manchester","Male","30","30","38070","37300"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Inner London - East","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Inner London - East","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Inner London - West","Female","340","325","46950","41820"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Inner London - West","Male","165","165","47300","40600"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Female","215","195","26600","23850"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","Male","125","125","27490","20800"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","South Yorkshire","Female","30","25","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","South Yorkshire","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","West Yorkshire","Female","35","30","40900","38420"
"In post","2021","Human Resources","Cabinet Office (excl. agencies)","West Yorkshire","Male","15","15","[c]","[c]"
"In post","2021","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Merseyside","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Charity Commission","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Companies House","East Wales","Female","60","55","33220","30530"
"In post","2021","Human Resources","Companies House","East Wales","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","Competition and Markets Authority","Inner London - East","Female","30","25","[c]","[c]"
"In post","2021","Human Resources","Competition and Markets Authority","Inner London - East","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","East Anglia","Female","10","5","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","Merseyside","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Crown Commercial Service","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Office and Procurator Fiscal Service","Eastern Scotland","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Crown Office and Procurator Fiscal Service","Eastern Scotland","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Crown Office and Procurator Fiscal Service","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Office and Procurator Fiscal Service","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Inner London - West","Female","30","30","47310","40590"
"In post","2021","Human Resources","Crown Prosecution Service","Inner London - West","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Merseyside","Female","25","25","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Merseyside","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","North Yorkshire","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","North Yorkshire","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","West Midlands","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Crown Prosecution Service","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Debt Management Office","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Debt Management Office","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","East Wales","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Electronics and Components Agency","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Female","150","135","37420","32590"
"In post","2021","Human Resources","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","Male","40","40","46680","40430"
"In post","2021","Human Resources","Defence Equipment and Support","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Equipment and Support","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Female","60","50","33820","28650"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Female","65","60","48210","49670"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Male","25","25","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Inner London - West","Female","40","40","51510","40730"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Inner London - West","Male","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Digital, Culture, Media and Sport","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Greater Manchester","Female","15","15","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Inner London - West","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Inner London - West","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","South Yorkshire","Female","30","25","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","South Yorkshire","Male","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Tees Valley and Durham","Female","25","20","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","West Midlands","Female","20","15","[c]","[c]"
"In post","2021","Human Resources","Department for Education (excl. agencies)","West Midlands","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Female","20","20","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","Female","10","10","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","Female","15","10","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","Male","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Female","5","5","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","Male","[c]","[c]","[c]","[c]"
