"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Finance","SEO/HEO","595","580","37090","36810"
"In post","2021","Unknown","Finance","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","AA/AO","220","200","21590","21130"
"In post","2021","Unknown","Human Resources","EO","300","290","27280","27130"
"In post","2021","Unknown","Human Resources","G6/G7","185","180","56840","54760"
"In post","2021","Unknown","Human Resources","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","SEO/HEO","445","425","35830","35230"
"In post","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","G6/G7","20","20","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","SEO/HEO","55","50","51270","51360"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","EO","85","85","27100","26350"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","165","160","58260","54540"
"In post","2021","Unknown","Intelligence Analysis","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","145","140","37180","36160"
"In post","2021","Unknown","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","10","5","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","30","30","38900","39630"
"In post","2021","Unknown","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","EO","30","30","26720","26510"
"In post","2021","Unknown","International Trade","G6/G7","210","210","54530","51970"
"In post","2021","Unknown","International Trade","SCS level","30","30","93190","78200"
"In post","2021","Unknown","International Trade","SEO/HEO","265","265","35250","34760"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","35","35","22160","21350"
"In post","2021","Unknown","Knowledge and Information Management","EO","80","75","26830","26650"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","80","75","57200","55790"
"In post","2021","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","SEO/HEO","140","130","37720","38070"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Legal","AA/AO","80","70","21400","21260"
"In post","2021","Unknown","Legal","EO","590","575","27210","25560"
"In post","2021","Unknown","Legal","G6/G7","1025","950","58290","56620"
"In post","2021","Unknown","Legal","SCS level","50","50","90890","80850"
"In post","2021","Unknown","Legal","SEO/HEO","740","720","35950","36160"
"In post","2021","Unknown","Medicine","AA/AO","115","105","21020","21140"
"In post","2021","Unknown","Medicine","EO","70","65","30120","30620"
"In post","2021","Unknown","Medicine","G6/G7","180","150","74770","77970"
"In post","2021","Unknown","Medicine","SCS level","145","130","116090","114770"
"In post","2021","Unknown","Medicine","SEO/HEO","195","175","38440","37890"
"In post","2021","Unknown","Operational Delivery","AA/AO","17595","16060","22190","21440"
"In post","2021","Unknown","Operational Delivery","EO","8820","8370","28930","28130"
"In post","2021","Unknown","Operational Delivery","G6/G7","980","955","58780","55930"
"In post","2021","Unknown","Operational Delivery","SCS level","95","90","103110","95000"
"In post","2021","Unknown","Operational Delivery","SEO/HEO","4700","4490","37240","36500"
"In post","2021","Unknown","Operational Delivery","Unknown","740","670","24380","22920"
"In post","2021","Unknown","Operational Research","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Operational Research","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Operational Research","G6/G7","55","55","56530","56350"
"In post","2021","Unknown","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","SEO/HEO","85","85","36990","36590"
"In post","2021","Unknown","Other","AA/AO","1255","1190","21710","20920"
"In post","2021","Unknown","Other","EO","880","850","27130","27050"
"In post","2021","Unknown","Other","G6/G7","360","340","60840","57430"
"In post","2021","Unknown","Other","SCS level","50","50","92130","87340"
"In post","2021","Unknown","Other","SEO/HEO","915","875","38560","38680"
"In post","2021","Unknown","Other","Unknown","1880","1880","37770","34460"
"In post","2021","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning","SEO/HEO","15","10","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","G6/G7","65","55","56520","58810"
"In post","2021","Unknown","Policy","AA/AO","125","120","22900","23000"
"In post","2021","Unknown","Policy","EO","550","540","27630","27500"
"In post","2021","Unknown","Policy","G6/G7","2010","1965","57650","55060"
"In post","2021","Unknown","Policy","SCS level","280","270","88810","79590"
"In post","2021","Unknown","Policy","SEO/HEO","2300","2260","36320","35730"
"In post","2021","Unknown","Policy","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","AA/AO","50","50","21550","21440"
"In post","2021","Unknown","Project Delivery","EO","255","245","26600","26670"
"In post","2021","Unknown","Project Delivery","G6/G7","605","590","56480","54540"
"In post","2021","Unknown","Project Delivery","SCS level","45","45","96160","89830"
"In post","2021","Unknown","Project Delivery","SEO/HEO","1135","1100","37090","37650"
"In post","2021","Unknown","Project Delivery","Unknown","60","60","45200","41760"
"In post","2021","Unknown","Property","AA/AO","270","250","18800","18760"
"In post","2021","Unknown","Property","EO","250","235","26580","25930"
"In post","2021","Unknown","Property","G6/G7","125","125","56410","54540"
"In post","2021","Unknown","Property","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Property","SEO/HEO","385","375","36930","36150"
"In post","2021","Unknown","Psychology","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","EO","60","55","29260","28930"
"In post","2021","Unknown","Psychology","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Psychology","SEO/HEO","60","55","36490","35720"
"In post","2021","Unknown","Science and Engineering","AA/AO","240","225","21500","21950"
"In post","2021","Unknown","Science and Engineering","EO","335","325","24970","25750"
"In post","2021","Unknown","Science and Engineering","G6/G7","660","635","56180","54240"
"In post","2021","Unknown","Science and Engineering","SCS level","25","20","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","SEO/HEO","955","915","36930","37320"
"In post","2021","Unknown","Science and Engineering","Unknown","120","115","36890","32790"
"In post","2021","Unknown","Security","AA/AO","1395","1375","28990","26610"
"In post","2021","Unknown","Security","EO","165","160","31170","28130"
"In post","2021","Unknown","Security","G6/G7","60","60","55640","52580"
"In post","2021","Unknown","Security","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Security","SEO/HEO","175","170","38730","37460"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Social Research","G6/G7","35","35","52930","51090"
"In post","2021","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","SEO/HEO","225","220","33800","32540"
"In post","2021","Unknown","Statistics","AA/AO","15","15","[c]","[c]"
"In post","2021","Unknown","Statistics","EO","45","45","26620","25960"
"In post","2021","Unknown","Statistics","G6/G7","95","95","54850","53360"
"In post","2021","Unknown","Statistics","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","SEO/HEO","250","245","35220","36030"
"In post","2021","Unknown","Tax","AA/AO","2265","2155","20210","20140"
"In post","2021","Unknown","Tax","EO","1500","1425","26270","25560"
"In post","2021","Unknown","Tax","G6/G7","385","370","56720","52580"
"In post","2021","Unknown","Tax","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Tax","SEO/HEO","1670","1600","34260","31810"
"In post","2021","Unknown","Unknown","AA/AO","2770","2600","21670","21010"
"In post","2021","Unknown","Unknown","EO","3330","3210","27880","27570"
"In post","2021","Unknown","Unknown","G6/G7","2385","2325","61330","59160"
"In post","2021","Unknown","Unknown","SCS level","595","585","88210","74870"
"In post","2021","Unknown","Unknown","SEO/HEO","4780","4685","34780","32140"
"In post","2021","Unknown","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","Unknown","Veterinarian","G6/G7","5","5","[c]","[c]"
"In post","2021","Unknown","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","SEO/HEO","30","30","39040","36970"
"Leaver CS","2021","Declared disabled","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","AA/AO","465","[c]","20250","20100"
"Leaver CS","2021","Declared disabled","Operational Delivery","EO","150","[c]","27720","26780"
"Leaver CS","2021","Declared disabled","Operational Delivery","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","SEO/HEO","75","[c]","36970","37060"
"Leaver CS","2021","Declared disabled","Operational Delivery","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","AA/AO","65","[c]","20640","20920"
"Leaver CS","2021","Declared disabled","Other","EO","45","[c]","27030","26930"
"Leaver CS","2021","Declared disabled","Other","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","SEO/HEO","40","[c]","35360","33300"
"Leaver CS","2021","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","AA/AO","35","[c]","28870","25540"
"Leaver CS","2021","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","620","[c]","21150","21010"
"Leaver CS","2021","Declared disabled","Unknown","EO","525","[c]","27900","27570"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","85","[c]","58010","55820"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","240","[c]","35550","34290"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","SEO/HEO","60","[c]","37560","37400"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","SEO/HEO","65","[c]","36680","35860"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","EO","40","[c]","27970","26670"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","G6/G7","55","[c]","60580","59740"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","SEO/HEO","100","[c]","38450","38450"
"Leaver CS","2021","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Economics","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","G6/G7","45","[c]","62750","61040"
"Leaver CS","2021","Declared non-disabled","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","SEO/HEO","75","[c]","39800","39520"
"Leaver CS","2021","Declared non-disabled","Human Resources","AA/AO","35","[c]","21780","21370"
"Leaver CS","2021","Declared non-disabled","Human Resources","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","G6/G7","35","[c]","58880","59760"
"Leaver CS","2021","Declared non-disabled","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","SEO/HEO","75","[c]","38390","38260"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","G6/G7","40","[c]","77720","75500"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Inspector of Education and Training","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","EO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Intelligence Analysis","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Knowledge and Information Management","AA/AO","15","[c]","[c]","[c]"
