"Status","Year","Disability","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Analysis","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Defence (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Defence (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Justice (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Analysis","Ministry of Justice (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Analysis","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","United Kingdom Statistics Authority","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Analysis","United Kingdom Statistics Authority","Male","10","10","[c]","[c]"
"In post","2021","Undeclared","Analysis","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Cabinet Office (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Commercial","Cabinet Office (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Crown Commercial Service","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Crown Commercial Service","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Defence Equipment and Support","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Commercial","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Education (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Education (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Driver and Vehicle Licensing Agency","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","HM Prison and Probation Service","Female","45","40","46100","45230"
"In post","2021","Undeclared","Commercial","HM Prison and Probation Service","Male","50","50","53040","52370"
"In post","2021","Undeclared","Commercial","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","HM Revenue and Customs (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Defence (excl. agencies)","Female","60","55","33660","33300"
"In post","2021","Undeclared","Commercial","Ministry of Defence (excl. agencies)","Male","60","55","38330","34640"
"In post","2021","Undeclared","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Justice (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Commercial","Ministry of Justice (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Public Health England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Public Health England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Submarine Delivery Agency","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Commercial","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Cabinet Office (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Defence Equipment and Support","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Defence Equipment and Support","Male","15","15","[c]","[c]"
"In post","2021","Undeclared","Communications","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Transport (excl. agencies)","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Communications","Department for Transport (excl. agencies)","Male","20","20","[c]","[c]"
"In post","2021","Undeclared","Communications","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Food Standards Agency","Female","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2021","Undeclared","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","Female","65","60","31610","25560"
"In post","2021","Undeclared","Communications","HM Revenue and Customs (excl. agencies)","Male","85","80","27640","25560"
"In post","2021","Undeclared","Communications","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Ministry of Defence (excl. agencies)","Female","15","15","[c]","[c]"
"In post","2021","Undeclared","Communications","Ministry of Defence (excl. agencies)","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Public Health England","Female","[c]","[c]","[c]","[c]"
