"Status","Year","Age","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Declared disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data and Technology","Heterosexual / straight","275","265","41440","38080"
"In post","2021","50-59","Declared disabled","Digital, Data and Technology","LGBO","25","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Digital, Data and Technology","Undeclared","50","50","40250","37100"
"In post","2021","50-59","Declared disabled","Digital, Data and Technology","Unknown","25","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Economics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","Heterosexual / straight","230","215","38790","35000"
"In post","2021","50-59","Declared disabled","Finance","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","Undeclared","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Finance","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","Heterosexual / straight","295","290","41500","37940"
"In post","2021","50-59","Declared disabled","Human Resources","LGBO","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Human Resources","Undeclared","35","35","38710","35070"
"In post","2021","50-59","Declared disabled","Human Resources","Unknown","15","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Inspector of Education and Training","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","50-59","Declared disabled","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Inspector of Education and Training","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Intelligence Analysis","Heterosexual / straight","90","90","33080","31350"
"In post","2021","50-59","Declared disabled","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Intelligence Analysis","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","International Trade","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Knowledge and Information Management","Heterosexual / straight","80","75","34390","33300"
"In post","2021","50-59","Declared disabled","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Knowledge and Information Management","Undeclared","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Legal","Heterosexual / straight","265","245","50640","52730"
"In post","2021","50-59","Declared disabled","Legal","LGBO","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Legal","Undeclared","35","35","48240","46460"
"In post","2021","50-59","Declared disabled","Legal","Unknown","45","40","49750","53490"
"In post","2021","50-59","Declared disabled","Medicine","Heterosexual / straight","45","40","51980","39680"
"In post","2021","50-59","Declared disabled","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Operational Delivery","Heterosexual / straight","4785","4420","29120","26780"
"In post","2021","50-59","Declared disabled","Operational Delivery","LGBO","305","290","31210","28200"
"In post","2021","50-59","Declared disabled","Operational Delivery","Undeclared","705","635","28370","26780"
"In post","2021","50-59","Declared disabled","Operational Delivery","Unknown","560","500","27650","25630"
"In post","2021","50-59","Declared disabled","Operational Research","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Other","Heterosexual / straight","595","575","28100","23090"
"In post","2021","50-59","Declared disabled","Other","LGBO","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Other","Undeclared","100","95","29350","25390"
"In post","2021","50-59","Declared disabled","Other","Unknown","35","35","29200","25560"
"In post","2021","50-59","Declared disabled","Planning","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Policy","Heterosexual / straight","400","385","46420","40580"
"In post","2021","50-59","Declared disabled","Policy","LGBO","40","40","50880","54110"
"In post","2021","50-59","Declared disabled","Policy","Undeclared","75","75","44470","40220"
"In post","2021","50-59","Declared disabled","Policy","Unknown","40","40","50740","53420"
"In post","2021","50-59","Declared disabled","Project Delivery","Heterosexual / straight","420","410","41470","38700"
"In post","2021","50-59","Declared disabled","Project Delivery","LGBO","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Project Delivery","Undeclared","70","70","42750","38910"
"In post","2021","50-59","Declared disabled","Project Delivery","Unknown","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","Heterosexual / straight","170","165","36420","33300"
"In post","2021","50-59","Declared disabled","Property","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Property","Undeclared","30","30","39300","33970"
"In post","2021","50-59","Declared disabled","Property","Unknown","20","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Psychology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Science and Engineering","Heterosexual / straight","230","220","38970","37890"
"In post","2021","50-59","Declared disabled","Science and Engineering","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Science and Engineering","Undeclared","50","50","40980","41990"
"In post","2021","50-59","Declared disabled","Science and Engineering","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","Heterosexual / straight","175","170","30260","26670"
"In post","2021","50-59","Declared disabled","Security","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Security","Undeclared","40","40","35730","36740"
"In post","2021","50-59","Declared disabled","Security","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Social Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Social Research","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Statistics","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Tax","Heterosexual / straight","355","335","36030","32100"
"In post","2021","50-59","Declared disabled","Tax","LGBO","25","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Tax","Undeclared","50","50","41390","35000"
"In post","2021","50-59","Declared disabled","Tax","Unknown","60","55","35270","35000"
"In post","2021","50-59","Declared disabled","Unknown","Heterosexual / straight","5010","4510","28960","27570"
"In post","2021","50-59","Declared disabled","Unknown","LGBO","315","300","29860","27570"
"In post","2021","50-59","Declared disabled","Unknown","Undeclared","755","670","27510","27570"
"In post","2021","50-59","Declared disabled","Unknown","Unknown","750","655","27200","27570"
"In post","2021","50-59","Declared disabled","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Commercial","Heterosexual / straight","815","800","45610","42080"
"In post","2021","50-59","Declared non-disabled","Commercial","LGBO","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Commercial","Undeclared","85","85","43030","39860"
"In post","2021","50-59","Declared non-disabled","Commercial","Unknown","85","85","44200","45060"
"In post","2021","50-59","Declared non-disabled","Communications","Heterosexual / straight","390","380","43220","38420"
"In post","2021","50-59","Declared non-disabled","Communications","LGBO","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Communications","Undeclared","50","50","38400","35910"
"In post","2021","50-59","Declared non-disabled","Communications","Unknown","50","50","41270","37350"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Corporate Finance","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","Heterosexual / straight","160","150","40660","39170"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","Unknown","35","35","44030","43050"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","Heterosexual / straight","1730","1690","45010","41230"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","LGBO","50","50","46230","43560"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","Undeclared","230","225","42760","41060"
"In post","2021","50-59","Declared non-disabled","Digital, Data and Technology","Unknown","255","250","42060","40300"
"In post","2021","50-59","Declared non-disabled","Economics","Heterosexual / straight","85","80","65630","64770"
"In post","2021","50-59","Declared non-disabled","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Economics","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Economics","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Finance","Heterosexual / straight","1635","1565","42610","38610"
"In post","2021","50-59","Declared non-disabled","Finance","LGBO","35","35","48320","44740"
"In post","2021","50-59","Declared non-disabled","Finance","Undeclared","185","175","41200","37720"
"In post","2021","50-59","Declared non-disabled","Finance","Unknown","155","145","37750","33090"
"In post","2021","50-59","Declared non-disabled","Human Resources","Heterosexual / straight","1380","1320","41370","37190"
"In post","2021","50-59","Declared non-disabled","Human Resources","LGBO","45","45","44810","42500"
"In post","2021","50-59","Declared non-disabled","Human Resources","Undeclared","105","105","38530","33350"
"In post","2021","50-59","Declared non-disabled","Human Resources","Unknown","65","65","41780","39300"
"In post","2021","50-59","Declared non-disabled","Inspector of Education and Training","Heterosexual / straight","280","275","69170","75500"
"In post","2021","50-59","Declared non-disabled","Inspector of Education and Training","LGBO","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Inspector of Education and Training","Undeclared","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","Heterosexual / straight","490","475","34480","30980"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","Undeclared","80","75","34220","30980"
"In post","2021","50-59","Declared non-disabled","Intelligence Analysis","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Internal Audit","Heterosexual / straight","205","195","48810","45960"
"In post","2021","50-59","Declared non-disabled","Internal Audit","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Internal Audit","Undeclared","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Internal Audit","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","International Trade","Heterosexual / straight","120","120","51930","49330"
"In post","2021","50-59","Declared non-disabled","International Trade","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","International Trade","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","International Trade","Unknown","30","30","45140","39440"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","Heterosexual / straight","395","385","38600","34990"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","Undeclared","55","55","35600","33630"
"In post","2021","50-59","Declared non-disabled","Knowledge and Information Management","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Legal","Heterosexual / straight","1675","1580","51860","52490"
"In post","2021","50-59","Declared non-disabled","Legal","LGBO","80","80","56980","59930"
"In post","2021","50-59","Declared non-disabled","Legal","Undeclared","205","195","48600","45960"
"In post","2021","50-59","Declared non-disabled","Legal","Unknown","435","400","55780","55610"
"In post","2021","50-59","Declared non-disabled","Medicine","Heterosexual / straight","380","350","60770","47000"
"In post","2021","50-59","Declared non-disabled","Medicine","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Medicine","Undeclared","45","45","64000","45100"
"In post","2021","50-59","Declared non-disabled","Medicine","Unknown","15","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","Heterosexual / straight","24915","23125","30850","27370"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","LGBO","770","735","31130","27380"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","Undeclared","3180","2915","29760","27130"
"In post","2021","50-59","Declared non-disabled","Operational Delivery","Unknown","3660","3310","29650","27130"
"In post","2021","50-59","Declared non-disabled","Operational Research","Heterosexual / straight","105","100","51720","47210"
"In post","2021","50-59","Declared non-disabled","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Operational Research","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Operational Research","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Other","Heterosexual / straight","4260","4125","30660","26350"
"In post","2021","50-59","Declared non-disabled","Other","LGBO","75","75","32620","27610"
"In post","2021","50-59","Declared non-disabled","Other","Undeclared","435","420","32090","26670"
"In post","2021","50-59","Declared non-disabled","Other","Unknown","150","145","39080","31380"
"In post","2021","50-59","Declared non-disabled","Planning","Heterosexual / straight","30","30","52760","47000"
"In post","2021","50-59","Declared non-disabled","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning Inspectors","Heterosexual / straight","75","75","59210","58810"
"In post","2021","50-59","Declared non-disabled","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning Inspectors","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Policy","Heterosexual / straight","3170","3095","50940","47000"
"In post","2021","50-59","Declared non-disabled","Policy","LGBO","155","155","55610","54540"
"In post","2021","50-59","Declared non-disabled","Policy","Undeclared","380","370","50640","47000"
"In post","2021","50-59","Declared non-disabled","Policy","Unknown","265","255","47970","42930"
"In post","2021","50-59","Declared non-disabled","Project Delivery","Heterosexual / straight","2895","2830","46240","41080"
"In post","2021","50-59","Declared non-disabled","Project Delivery","LGBO","75","75","44870","40330"
"In post","2021","50-59","Declared non-disabled","Project Delivery","Undeclared","290","280","46350","41690"
"In post","2021","50-59","Declared non-disabled","Project Delivery","Unknown","165","160","43670","39650"
"In post","2021","50-59","Declared non-disabled","Property","Heterosexual / straight","1545","1510","39060","34610"
"In post","2021","50-59","Declared non-disabled","Property","LGBO","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Property","Undeclared","170","165","37190","33300"
"In post","2021","50-59","Declared non-disabled","Property","Unknown","110","105","38480","34140"
"In post","2021","50-59","Declared non-disabled","Psychology","Heterosexual / straight","80","75","38770","27420"
"In post","2021","50-59","Declared non-disabled","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Psychology","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Psychology","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","Heterosexual / straight","1815","1775","42200","40900"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","LGBO","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","Undeclared","255","245","42260","40000"
"In post","2021","50-59","Declared non-disabled","Science and Engineering","Unknown","300","285","45390","43650"
"In post","2021","50-59","Declared non-disabled","Security","Heterosexual / straight","1685","1670","32100","26670"
"In post","2021","50-59","Declared non-disabled","Security","LGBO","35","35","32320","31920"
"In post","2021","50-59","Declared non-disabled","Security","Undeclared","160","155","35690","39070"
"In post","2021","50-59","Declared non-disabled","Security","Unknown","75","75","39140","38630"
"In post","2021","50-59","Declared non-disabled","Social Research","Heterosexual / straight","85","80","51100","47000"
"In post","2021","50-59","Declared non-disabled","Social Research","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Social Research","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Social Research","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Statistics","Heterosexual / straight","165","160","49480","49100"
"In post","2021","50-59","Declared non-disabled","Statistics","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Statistics","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Statistics","Unknown","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Tax","Heterosexual / straight","2135","2035","38930","35000"
"In post","2021","50-59","Declared non-disabled","Tax","LGBO","75","70","36930","31960"
"In post","2021","50-59","Declared non-disabled","Tax","Undeclared","190","185","40130","35000"
"In post","2021","50-59","Declared non-disabled","Tax","Unknown","300","280","36480","34170"
"In post","2021","50-59","Declared non-disabled","Unknown","Heterosexual / straight","17760","16395","31550","27570"
"In post","2021","50-59","Declared non-disabled","Unknown","LGBO","585","555","31900","27570"
"In post","2021","50-59","Declared non-disabled","Unknown","Undeclared","2215","2020","29030","27570"
"In post","2021","50-59","Declared non-disabled","Unknown","Unknown","7345","6515","28850","27570"
"In post","2021","50-59","Declared non-disabled","Veterinarian","Heterosexual / straight","55","55","51480","51760"
"In post","2021","50-59","Declared non-disabled","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Veterinarian","Undeclared","15","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Veterinarian","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Commercial","Heterosexual / straight","60","60","48040","45220"
"In post","2021","50-59","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Commercial","Undeclared","55","55","43210","41260"
"In post","2021","50-59","Undeclared","Commercial","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","Undeclared","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Counter Fraud","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Counter Fraud","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","Heterosexual / straight","65","65","40500","38330"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","Undeclared","145","140","40930","38540"
"In post","2021","50-59","Undeclared","Digital, Data and Technology","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Economics","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Finance","Heterosexual / straight","75","70","37210","33630"
"In post","2021","50-59","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Finance","Undeclared","90","85","38200","35000"
"In post","2021","50-59","Undeclared","Finance","Unknown","20","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","Heterosexual / straight","75","75","40490","37810"
"In post","2021","50-59","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","Undeclared","65","65","37980","33000"
"In post","2021","50-59","Undeclared","Human Resources","Unknown","20","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Intelligence Analysis","Heterosexual / straight","35","30","34510","30890"
"In post","2021","50-59","Undeclared","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Intelligence Analysis","Undeclared","55","55","34170","32620"
"In post","2021","50-59","Undeclared","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","International Trade","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","Undeclared","40","35","40020","35320"
"In post","2021","50-59","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal","Heterosexual / straight","55","50","50730","48370"
"In post","2021","50-59","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal","Undeclared","110","105","45090","39800"
"In post","2021","50-59","Undeclared","Legal","Unknown","20","15","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicine","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicine","Undeclared","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Medicine","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Operational Delivery","Heterosexual / straight","2005","1880","30330","30080"
"In post","2021","50-59","Undeclared","Operational Delivery","LGBO","100","100","30430","31330"
"In post","2021","50-59","Undeclared","Operational Delivery","Undeclared","1725","1605","30900","28130"
"In post","2021","50-59","Undeclared","Operational Delivery","Unknown","1170","1085","30890","31650"
"In post","2021","50-59","Undeclared","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Operational Research","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Other","Heterosexual / straight","250","245","27670","22640"
"In post","2021","50-59","Undeclared","Other","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Other","Undeclared","255","250","29590","26670"
"In post","2021","50-59","Undeclared","Other","Unknown","55","55","37870","32740"
"In post","2021","50-59","Undeclared","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Policy","Heterosexual / straight","115","115","46620","41090"
"In post","2021","50-59","Undeclared","Policy","LGBO","5","5","[c]","[c]"
