"Status","Year","Age","Function_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Property","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Property","South East (England)","Unknown","25","20","[c]","[c]"
"In post","2021","30-39","Property","South West (England)","Heterosexual / straight","170","160","32310","32780"
"In post","2021","30-39","Property","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Property","South West (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","Property","South West (England)","Unknown","50","45","28140","25080"
"In post","2021","30-39","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Wales","Heterosexual / straight","75","75","33520","32100"
"In post","2021","30-39","Property","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Property","Wales","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Property","West Midlands (England)","Heterosexual / straight","50","50","34790","33250"
"In post","2021","30-39","Property","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","West Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2021","30-39","Property","Yorkshire and The Humber","Heterosexual / straight","105","100","33700","32000"
"In post","2021","30-39","Property","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Property","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Property","Yorkshire and The Humber","Unknown","30","30","30720","26670"
"In post","2021","30-39","Security","East Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Security","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Security","East of England","Heterosexual / straight","75","70","30650","27690"
"In post","2021","30-39","Security","East of England","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Security","East of England","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Security","East of England","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Security","London","Heterosexual / straight","150","150","42130","39770"
"In post","2021","30-39","Security","London","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Security","London","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Security","London","Unknown","40","40","38630","34720"
"In post","2021","30-39","Security","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Security","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Security","North West (England)","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","30-39","Security","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Security","Northern Ireland","Heterosexual / straight","30","30","21000","20310"
"In post","2021","30-39","Security","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Northern Ireland","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Security","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","30-39","Security","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Security","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Scotland","Heterosexual / straight","160","155","29740","26750"
"In post","2021","30-39","Security","Scotland","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Security","Scotland","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Security","Scotland","Unknown","55","55","29930","31410"
"In post","2021","30-39","Security","South East (England)","Heterosexual / straight","250","245","32920","30890"
"In post","2021","30-39","Security","South East (England)","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Security","South East (England)","Undeclared","30","30","35470","40070"
"In post","2021","30-39","Security","South East (England)","Unknown","90","90","34670","34710"
"In post","2021","30-39","Security","South West (England)","Heterosexual / straight","95","95","28630","26670"
"In post","2021","30-39","Security","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Security","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Security","South West (England)","Unknown","40","40","26090","23540"
"In post","2021","30-39","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Security","Wales","Heterosexual / straight","40","40","26000","25390"
"In post","2021","30-39","Security","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Security","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Security","West Midlands (England)","Heterosexual / straight","30","30","29820","29510"
"In post","2021","30-39","Security","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Security","Yorkshire and The Humber","Heterosexual / straight","100","95","34240","33520"
"In post","2021","30-39","Security","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Security","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Security","Yorkshire and The Humber","Unknown","60","60","31180","26750"
"In post","2021","30-39","Unknown","East Midlands (England)","Heterosexual / straight","670","615","26360","27570"
"In post","2021","30-39","Unknown","East Midlands (England)","LGBO","50","45","26500","27570"
"In post","2021","30-39","Unknown","East Midlands (England)","Undeclared","55","50","27230","27570"
"In post","2021","30-39","Unknown","East Midlands (England)","Unknown","180","155","25760","27570"
"In post","2021","30-39","Unknown","East of England","Heterosexual / straight","1030","950","28740","27570"
"In post","2021","30-39","Unknown","East of England","LGBO","65","65","27420","27570"
"In post","2021","30-39","Unknown","East of England","Undeclared","95","85","30050","27570"
"In post","2021","30-39","Unknown","East of England","Unknown","185","165","29330","27570"
"In post","2021","30-39","Unknown","London","Heterosexual / straight","4260","4090","39690","35070"
"In post","2021","30-39","Unknown","London","LGBO","220","220","42410","36650"
"In post","2021","30-39","Unknown","London","Undeclared","460","445","42440","40270"
"In post","2021","30-39","Unknown","London","Unknown","725","695","41470","35050"
"In post","2021","30-39","Unknown","North East (England)","Heterosexual / straight","1385","1275","26900","27570"
"In post","2021","30-39","Unknown","North East (England)","LGBO","95","90","25530","27570"
"In post","2021","30-39","Unknown","North East (England)","Undeclared","115","110","27190","27570"
"In post","2021","30-39","Unknown","North East (England)","Unknown","400","355","27120","27570"
"In post","2021","30-39","Unknown","North West (England)","Heterosexual / straight","3525","3295","26930","25400"
"In post","2021","30-39","Unknown","North West (England)","LGBO","225","220","27230","26480"
"In post","2021","30-39","Unknown","North West (England)","Undeclared","285","270","27280","25310"
"In post","2021","30-39","Unknown","North West (England)","Unknown","810","735","26060","27570"
"In post","2021","30-39","Unknown","Northern Ireland","Heterosexual / straight","140","125","24090","21670"
"In post","2021","30-39","Unknown","Northern Ireland","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Northern Ireland","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Overseas","Heterosexual / straight","155","155","41010","38690"
"In post","2021","30-39","Unknown","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Overseas","Undeclared","15","10","[c]","[c]"
"In post","2021","30-39","Unknown","Overseas","Unknown","55","55","42310","40580"
"In post","2021","30-39","Unknown","Scotland","Heterosexual / straight","3160","2975","34160","29190"
"In post","2021","30-39","Unknown","Scotland","LGBO","300","295","34190","30650"
"In post","2021","30-39","Unknown","Scotland","Undeclared","240","225","33580","27570"
"In post","2021","30-39","Unknown","Scotland","Unknown","1000","925","32700","27570"
"In post","2021","30-39","Unknown","South East (England)","Heterosexual / straight","1685","1575","28090","27570"
"In post","2021","30-39","Unknown","South East (England)","LGBO","125","120","27900","27570"
"In post","2021","30-39","Unknown","South East (England)","Undeclared","160","150","28140","26670"
"In post","2021","30-39","Unknown","South East (England)","Unknown","305","275","29190","27570"
"In post","2021","30-39","Unknown","South West (England)","Heterosexual / straight","1150","1050","28230","27570"
"In post","2021","30-39","Unknown","South West (England)","LGBO","90","90","27380","27570"
"In post","2021","30-39","Unknown","South West (England)","Undeclared","125","115","28240","27570"
"In post","2021","30-39","Unknown","South West (England)","Unknown","325","270","27760","27570"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","130","125","30260","27570"
"In post","2021","30-39","Unknown","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Undeclared","20","15","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Unknown","450","450","36980","33570"
"In post","2021","30-39","Unknown","Wales","Heterosexual / straight","1905","1790","32200","27570"
"In post","2021","30-39","Unknown","Wales","LGBO","135","135","32240","27570"
"In post","2021","30-39","Unknown","Wales","Undeclared","200","185","33250","28850"
"In post","2021","30-39","Unknown","Wales","Unknown","345","310","27420","27570"
"In post","2021","30-39","Unknown","West Midlands (England)","Heterosexual / straight","1215","1125","26720","27570"
"In post","2021","30-39","Unknown","West Midlands (England)","LGBO","70","65","26690","27570"
"In post","2021","30-39","Unknown","West Midlands (England)","Undeclared","100","95","26320","27570"
"In post","2021","30-39","Unknown","West Midlands (England)","Unknown","320","275","26070","27570"
"In post","2021","30-39","Unknown","Yorkshire and The Humber","Heterosexual / straight","1950","1780","28450","27570"
"In post","2021","30-39","Unknown","Yorkshire and The Humber","LGBO","160","155","30280","27570"
"In post","2021","30-39","Unknown","Yorkshire and The Humber","Undeclared","175","165","29850","27570"
"In post","2021","30-39","Unknown","Yorkshire and The Humber","Unknown","420","375","28560","27570"
"In post","2021","40-49","Analysis","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Analysis","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","East of England","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","40-49","Analysis","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","East of England","Unknown","65","60","37860","36580"
"In post","2021","40-49","Analysis","London","Heterosexual / straight","405","380","59380","59160"
"In post","2021","40-49","Analysis","London","LGBO","30","30","56180","57240"
"In post","2021","40-49","Analysis","London","Undeclared","50","50","57970","56580"
"In post","2021","40-49","Analysis","London","Unknown","110","105","60330","59160"
"In post","2021","40-49","Analysis","North East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Analysis","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","North West (England)","Heterosexual / straight","50","45","41900","38630"
"In post","2021","40-49","Analysis","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","South East (England)","Heterosexual / straight","145","135","44350","46080"
"In post","2021","40-49","Analysis","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","South East (England)","Unknown","30","30","43930","38990"
"In post","2021","40-49","Analysis","South West (England)","Heterosexual / straight","75","70","41340","39020"
"In post","2021","40-49","Analysis","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","South West (England)","Unknown","35","35","36210","30220"
"In post","2021","40-49","Analysis","Wales","Heterosexual / straight","115","110","42400","37520"
"In post","2021","40-49","Analysis","Wales","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Analysis","Wales","Unknown","65","60","38710","36480"
"In post","2021","40-49","Analysis","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Analysis","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Yorkshire and The Humber","Heterosexual / straight","70","65","45830","48940"
"In post","2021","40-49","Analysis","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Analysis","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Analysis","Yorkshire and The Humber","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Commercial","East Midlands (England)","Heterosexual / straight","30","30","38700","32400"
"In post","2021","40-49","Commercial","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","East of England","Heterosexual / straight","65","60","39790","38420"
"In post","2021","40-49","Commercial","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","East of England","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Commercial","East of England","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Commercial","London","Heterosexual / straight","255","250","58990","54700"
"In post","2021","40-49","Commercial","London","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","London","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Commercial","London","Unknown","215","210","75730","70000"
"In post","2021","40-49","Commercial","North East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Commercial","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","North East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","North West (England)","Heterosexual / straight","110","105","45450","38790"
"In post","2021","40-49","Commercial","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","North West (England)","Unknown","85","85","55230","50910"
"In post","2021","40-49","Commercial","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Scotland","Heterosexual / straight","40","40","37880","36780"
"In post","2021","40-49","Commercial","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Scotland","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","Scotland","Unknown","45","45","49500","47960"
"In post","2021","40-49","Commercial","South East (England)","Heterosexual / straight","120","115","38200","34800"
"In post","2021","40-49","Commercial","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","South East (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Commercial","South East (England)","Unknown","30","30","61450","63750"
"In post","2021","40-49","Commercial","South West (England)","Heterosexual / straight","190","185","43980","40590"
"In post","2021","40-49","Commercial","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","South West (England)","Undeclared","30","30","44200","37740"
"In post","2021","40-49","Commercial","South West (England)","Unknown","105","100","54880","48570"
"In post","2021","40-49","Commercial","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Wales","Heterosexual / straight","70","70","36640","32180"
"In post","2021","40-49","Commercial","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Wales","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Commercial","Wales","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Commercial","West Midlands (England)","Heterosexual / straight","60","60","39420","38020"
"In post","2021","40-49","Commercial","West Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","West Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Commercial","Yorkshire and The Humber","Heterosexual / straight","70","70","46070","38920"
"In post","2021","40-49","Commercial","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Commercial","Yorkshire and The Humber","Unknown","60","60","54530","51560"
"In post","2021","40-49","Communications","East Midlands (England)","Heterosexual / straight","65","65","34800","31810"
"In post","2021","40-49","Communications","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Communications","East Midlands (England)","Unknown","25","25","[c]","[c]"
"In post","2021","40-49","Communications","East of England","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","40-49","Communications","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","London","Heterosexual / straight","310","295","52610","53120"
"In post","2021","40-49","Communications","London","LGBO","30","30","52680","54650"
"In post","2021","40-49","Communications","London","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Communications","London","Unknown","155","145","54360","53360"
"In post","2021","40-49","Communications","North East (England)","Heterosexual / straight","240","225","29650","25560"
"In post","2021","40-49","Communications","North East (England)","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Communications","North East (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Communications","North East (England)","Unknown","85","80","27530","25560"
"In post","2021","40-49","Communications","North West (England)","Heterosexual / straight","100","90","34660","31810"
"In post","2021","40-49","Communications","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Communications","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Communications","North West (England)","Unknown","60","60","30750","25560"
"In post","2021","40-49","Communications","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Scotland","Heterosexual / straight","35","35","37840","33650"
"In post","2021","40-49","Communications","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Communications","South East (England)","Heterosexual / straight","65","60","34900","33300"
"In post","2021","40-49","Communications","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Communications","South East (England)","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Communications","South West (England)","Heterosexual / straight","65","60","39120","36970"
"In post","2021","40-49","Communications","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","South West (England)","Undeclared","10","5","[c]","[c]"
"In post","2021","40-49","Communications","South West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Wales","Heterosexual / straight","130","125","32870","26780"
"In post","2021","40-49","Communications","Wales","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Communications","Wales","Unknown","55","50","29190","25560"
"In post","2021","40-49","Communications","West Midlands (England)","Heterosexual / straight","50","45","36040","35900"
"In post","2021","40-49","Communications","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","West Midlands (England)","Unknown","30","30","34530","31810"
"In post","2021","40-49","Communications","Yorkshire and The Humber","Heterosexual / straight","65","65","36790","32230"
"In post","2021","40-49","Communications","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Communications","Yorkshire and The Humber","Unknown","55","55","33020","26980"
"In post","2021","40-49","Counter Fraud","East Midlands (England)","Heterosexual / straight","95","90","33770","31810"
"In post","2021","40-49","Counter Fraud","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","East Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Counter Fraud","East Midlands (England)","Unknown","35","30","31310","31810"
"In post","2021","40-49","Counter Fraud","East of England","Heterosexual / straight","80","75","30190","28110"
"In post","2021","40-49","Counter Fraud","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","East of England","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","East of England","Unknown","30","25","27990","25560"
"In post","2021","40-49","Counter Fraud","London","Heterosexual / straight","295","285","41800","36160"
"In post","2021","40-49","Counter Fraud","London","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Counter Fraud","London","Undeclared","45","45","39710","36160"
"In post","2021","40-49","Counter Fraud","London","Unknown","125","120","36570","36160"
"In post","2021","40-49","Counter Fraud","North East (England)","Heterosexual / straight","95","90","33500","31810"
"In post","2021","40-49","Counter Fraud","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","North East (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Counter Fraud","North East (England)","Unknown","30","30","30990","26170"
"In post","2021","40-49","Counter Fraud","North West (England)","Heterosexual / straight","255","245","35090","31810"
"In post","2021","40-49","Counter Fraud","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","North West (England)","Undeclared","45","45","36830","31810"
"In post","2021","40-49","Counter Fraud","North West (England)","Unknown","100","95","31280","31810"
"In post","2021","40-49","Counter Fraud","Northern Ireland","Heterosexual / straight","90","90","29980","25560"
"In post","2021","40-49","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Northern Ireland","Undeclared","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Northern Ireland","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Scotland","Heterosexual / straight","105","100","30900","31400"
"In post","2021","40-49","Counter Fraud","Scotland","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Scotland","Undeclared","15","15","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Scotland","Unknown","45","40","28240","25560"
"In post","2021","40-49","Counter Fraud","South East (England)","Heterosexual / straight","60","60","31160","31810"
"In post","2021","40-49","Counter Fraud","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","South East (England)","Unknown","35","30","30720","30940"
"In post","2021","40-49","Counter Fraud","South West (England)","Heterosexual / straight","55","50","36340","31810"
"In post","2021","40-49","Counter Fraud","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","South West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","South West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Wales","Heterosexual / straight","55","55","32680","31810"
"In post","2021","40-49","Counter Fraud","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Wales","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Counter Fraud","West Midlands (England)","Heterosexual / straight","110","105","31990","31810"
"In post","2021","40-49","Counter Fraud","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","West Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","40-49","Counter Fraud","West Midlands (England)","Unknown","45","40","30790","31810"
"In post","2021","40-49","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","130","120","32270","31810"
"In post","2021","40-49","Counter Fraud","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Yorkshire and The Humber","Undeclared","25","25","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Yorkshire and The Humber","Unknown","45","40","30320","25560"
"In post","2021","40-49","Debt","East Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Debt","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","East Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Debt","East of England","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","40-49","Debt","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Debt","East of England","Undeclared","10","10","[c]","[c]"
