"Status","Year","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Food Standards Agency","Food Standards Agency","35","30","40810","38610"
"In post","2021","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","240","230","43800","38860"
"In post","2021","Human Resources","Forestry and Land Scotland","Scottish Government","70","70","30820","29650"
"In post","2021","Human Resources","Government Actuary's Department","Chancellor's other departments","10","10","42450","35840"
"In post","2021","Human Resources","Government Internal Audit Agency","HM Treasury","10","10","41830","39590"
"In post","2021","Human Resources","Government Legal Department","Attorney General's Departments","60","60","37880","31180"
"In post","2021","Human Resources","Government Property Agency","Other Cabinet Office Agencies","15","15","42570","36440"
"In post","2021","Human Resources","Health and Safety Executive","Department for Work and Pensions","85","80","39880","35910"
"In post","2021","Human Resources","HM Courts and Tribunals Service","Ministry of Justice","95","90","38140","31570"
"In post","2021","Human Resources","HM Land Registry","HM Land Registry","95","85","40290","33840"
"In post","2021","Human Resources","HM Prison and Probation Service","Ministry of Justice","130","125","47280","48390"
"In post","2021","Human Resources","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1580","1465","35380","31810"
"In post","2021","Human Resources","HM Treasury (excl. agencies)","HM Treasury","95","90","42670","38720"
"In post","2021","Human Resources","Insolvency Service","Department for Business, Energy and Industrial Strategy","45","45","41550","42440"
"In post","2021","Human Resources","Institute for Apprenticeships and Technical Education","Department for Education","5","5","[c]","[c]"
"In post","2021","Human Resources","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Maritime and Coastguard Agency","Department for Transport","35","30","34070","31210"
"In post","2021","Human Resources","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","25","25","46700","40900"
"In post","2021","Human Resources","Met Office","Department for Business, Energy and Industrial Strategy","70","65","38220","33350"
"In post","2021","Human Resources","Ministry of Defence (excl. agencies)","Ministry of Defence","1670","1570","30770","26670"
"In post","2021","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","65","65","42160","36340"
"In post","2021","Human Resources","Ministry of Justice (excl. agencies)","Ministry of Justice","750","725","41210","36800"
"In post","2021","Human Resources","National Crime Agency","National Crime Agency","185","175","40160","39240"
"In post","2021","Human Resources","National Savings and Investments","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","Human Resources","Northern Ireland Office","Northern Ireland Office","5","5","[c]","[c]"
"In post","2021","Human Resources","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","55","55","39210","32010"
"In post","2021","Human Resources","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","25","25","43020","40530"
"In post","2021","Human Resources","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2021","Human Resources","Office of Rail and Road","Office of Rail and Road","10","10","45200","45850"
"In post","2021","Human Resources","Planning Inspectorate","Ministry of Housing, Communities and Local Government","20","20","35220","34860"
"In post","2021","Human Resources","Public Health England","Department of Health and Social Care","135","125","45460","40070"
"In post","2021","Human Resources","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Registers of Scotland","Scottish Government","45","40","37250","36780"
"In post","2021","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Scottish Courts and Tribunals Service","Scottish Government","35","30","34950","32890"
"In post","2021","Human Resources","Scottish Prison Service","Scottish Government","125","120","34860","33650"
"In post","2021","Human Resources","Serious Fraud Office","Attorney General's Departments","10","10","38980","35790"
"In post","2021","Human Resources","Submarine Delivery Agency","Ministry of Defence","225","210","37340","32710"
"In post","2021","Human Resources","The National Archives","The National Archives","20","15","34890","29120"
"In post","2021","Human Resources","UK Export Finance","UK Export Finance","30","25","45620","41000"
"In post","2021","Human Resources","UK Hydrographic Office","Ministry of Defence","15","15","36320","33290"
"In post","2021","Human Resources","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","45","45","37300","31270"
"In post","2021","Human Resources","UK Space Agency","Department for Business, Energy and Industrial Strategy","10","10","41100","40050"
"In post","2021","Human Resources","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","United Kingdom Statistics Authority","United Kingdom Statistics Authority","215","205","37360","32540"
"In post","2021","Human Resources","Valuation Office Agency","HM Revenue and Customs","90","85","39390","33250"
"In post","2021","Human Resources","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Water Services Regulation Authority","15","10","42810","40530"
"In post","2021","Human Resources","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Food Standards Agency","10","10","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","70","70","41430","38500"
"In post","2021","Internal Audit","Government Internal Audit Agency","HM Treasury","350","335","50400","48780"
"In post","2021","Internal Audit","HM Land Registry","HM Land Registry","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","Ministry of Justice","65","65","48010","48800"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","75","70","44180","41350"
"In post","2021","Internal Audit","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Maritime and Coastguard Agency","Department for Transport","15","15","38250","35410"
"In post","2021","Internal Audit","Met Office","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Ministry of Defence","135","135","38580","34610"
"In post","2021","Internal Audit","Scottish Prison Service","Scottish Government","10","5","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Hydrographic Office","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","Attorney General's Departments","35","35","53910","51540"
"In post","2021","Legal","Cabinet Office (excl. agencies)","Cabinet Office","55","55","79760","79760"
"In post","2021","Legal","Charity Commission","Charity Commission","25","20","51080","51830"
"In post","2021","Legal","Companies House","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Competition and Markets Authority","160","155","69080","72430"
"In post","2021","Legal","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Crown Office and Procurator Fiscal Service","Scottish Government","600","565","54610","52490"
"In post","2021","Legal","Crown Prosecution Service","Attorney General's Departments","6240","5780","41420","38000"
"In post","2021","Legal","Crown Prosecution Service Inspectorate","Attorney General's Departments","25","25","55650","58690"
"In post","2021","Legal","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Defence Science and Technology Laboratory","Ministry of Defence","10","10","62670","72050"
"In post","2021","Legal","Department for Education (excl. agencies)","Department for Education","60","55","54720","57570"
"In post","2021","Legal","Department for International Trade","Department for International Trade","10","10","60350","53920"
"In post","2021","Legal","FCDO Services","Foreign, Commonwealth and Development Office","55","35","51960","57760"
"In post","2021","Legal","Food Standards Agency","Food Standards Agency","20","20","48660","48540"
"In post","2021","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","70","65","63350","67120"
"In post","2021","Legal","Government Legal Department","Attorney General's Departments","2350","2185","55580","52730"
"In post","2021","Legal","Health and Safety Executive","Department for Work and Pensions","20","20","49730","55700"
"In post","2021","Legal","HM Courts and Tribunals Service","Ministry of Justice","1185","1070","42150","43160"
"In post","2021","Legal","HM Land Registry","HM Land Registry","260","240","50540","57000"
"In post","2021","Legal","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1280","1205","40270","32030"
"In post","2021","Legal","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Insolvency Service","Department for Business, Energy and Industrial Strategy","40","35","57030","53390"
"In post","2021","Legal","Institute for Apprenticeships and Technical Education","Department for Education","5","5","[c]","[c]"
"In post","2021","Legal","Legal Aid Agency","Ministry of Justice","80","80","50430","45370"
"In post","2021","Legal","Maritime and Coastguard Agency","Department for Transport","5","5","[c]","[c]"
"In post","2021","Legal","Met Office","Department for Business, Energy and Industrial Strategy","10","10","42340","42400"
"In post","2021","Legal","Ministry of Defence (excl. agencies)","Ministry of Defence","30","30","50050","53500"
"In post","2021","Legal","Ministry of Justice (excl. agencies)","Ministry of Justice","105","95","48000","55490"
"In post","2021","Legal","National Crime Agency","National Crime Agency","50","50","55660","59160"
"In post","2021","Legal","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","15","15","59150","62810"
"In post","2021","Legal","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","80","80","63840","63540"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","10","10","56880","57350"
"In post","2021","Legal","Office of Rail and Road","Office of Rail and Road","10","10","65840","58830"
"In post","2021","Legal","Office of the Public Guardian","Ministry of Justice","60","60","27290","22570"
"In post","2021","Legal","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Public Health England","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","Legal","Registers of Scotland","Scottish Government","10","10","47760","46440"
"In post","2021","Legal","Scottish Courts and Tribunals Service","Scottish Government","1645","1480","27170","22820"
"In post","2021","Legal","Scottish Prison Service","Scottish Government","10","10","32420","32290"
"In post","2021","Legal","Serious Fraud Office","Attorney General's Departments","70","65","58150","54050"
"In post","2021","Legal","UK Export Finance","UK Export Finance","20","20","70930","76270"
"In post","2021","Legal","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","35","30","49480","56100"
"In post","2021","Legal","UK Supreme Court","UK Supreme Court","45","40","39100","36240"
"In post","2021","Legal","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","15","15","69870","68770"
"In post","2021","Legal","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","855","790","30810","30950"
"In post","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","2545","2405","30640","27680"
"In post","2021","No function","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","4170","4135","40710","32000"
"In post","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","15","15","44560","36580"
"In post","2021","No function","Charity Commission","Charity Commission","30","25","33450","29160"
"In post","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","620","560","25600","22490"
"In post","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","290","270","25500","22570"
"In post","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","185","180","40500","35520"
"In post","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","1315","1210","26860","22220"
"In post","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","2585","2500","40580","37860"
"In post","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","4385","4285","49220","53380"
"In post","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","1185","1165","47990","51730"
"In post","2021","No function","Department for Education (excl. agencies)","Department for Education","2530","2430","43820","40230"
"In post","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","2970","2870","43120","38750"
"In post","2021","No function","Department for International Trade","Department for International Trade","1885","1865","46340","39960"
"In post","2021","No function","Department for Transport (excl. agencies)","Department for Transport","2130","2070","47280","42890"
"In post","2021","No function","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","2015","1965","48000","42030"
"In post","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","4685","4020","22790","21590"
"In post","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","3990","3745","28590","26780"
"In post","2021","No function","Education and Skills Funding Agency","Department for Education","1265","1225","41620","37100"
"In post","2021","No function","ESTYN","ESTYN","85","80","62680","74730"
"In post","2021","No function","Food Standards Agency","Food Standards Agency","950","925","35400","30810"
"In post","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","3675","3635","47920","39770"
"In post","2021","No function","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","No function","Government Legal Department","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","No function","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","No function","Health and Safety Executive","Department for Work and Pensions","2200","2070","43600","41480"
"In post","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","14385","12925","22250","20580"
"In post","2021","No function","HM Land Registry","HM Land Registry","5030","4515","28310","27130"
"In post","2021","No function","HM Prison and Probation Service","Ministry of Justice","52475","49500","29790","28200"
"In post","2021","No function","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","31530","28395","28440","25560"
"In post","2021","No function","HM Treasury (excl. agencies)","HM Treasury","1580","1555","47370","52500"
"In post","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","1280","1215","28870","25060"
"In post","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","160","155","48670","50210"
"In post","2021","No function","Legal Aid Agency","Ministry of Justice","920","855","24680","21170"
"In post","2021","No function","Maritime and Coastguard Agency","Department for Transport","995","955","37110","33150"
"In post","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","No function","Met Office","Department for Business, Energy and Industrial Strategy","420","405","37560","37420"
"In post","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","1790","1750","45770","39990"
"In post","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","1770","1715","38730","35600"
"In post","2021","No function","National Crime Agency","National Crime Agency","4725","4625","39700","37560"
"In post","2021","No function","National Infrastructure Commission","HM Treasury","40","40","53910","52360"
"In post","2021","No function","National Savings and Investments","Chancellor's other departments","110","105","54140","45330"
"In post","2021","No function","Northern Ireland Office","Northern Ireland Office","125","125","44760","38680"
"In post","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","1340","1290","51840","51360"
"In post","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","860","850","41550","35720"
"In post","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","195","190","46050","40940"
"In post","2021","No function","Office of Rail and Road","Office of Rail and Road","225","215","55610","55870"
"In post","2021","No function","Office of the Public Guardian","Ministry of Justice","1355","1255","21830","19930"
"In post","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","735","665","44070","47660"
"In post","2021","No function","Public Health England","Department of Health and Social Care","6375","5800","43820","37970"
"In post","2021","No function","Registers of Scotland","Scottish Government","930","890","31310","30080"
"In post","2021","No function","Scottish Prison Service","Scottish Government","3885","3630","31600","33650"
"In post","2021","No function","Serious Fraud Office","Attorney General's Departments","80","80","41860","40000"
"In post","2021","No function","Standards and Testing Agency","Department for Education","125","120","42910","40940"
"In post","2021","No function","Teaching Regulation Agency","Department for Education","75","70","30690","29360"
"In post","2021","No function","The National Archives","The National Archives","335","325","34280","30830"
"In post","2021","No function","UK Hydrographic Office","Ministry of Defence","560","530","32520","33290"
"In post","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","1055","990","35890","29950"
"In post","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","2570","2095","25880","22660"
"In post","2021","No function","Vehicle Certification Agency","Department for Transport","175","165","36110","34290"
"In post","2021","No function","Wales Office","Wales Office","30","30","43740","34420"
"In post","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","115","110","57630","52650"
"In post","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","80","75","42220","39580"
"In post","2021","Project Delivery","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","65","60","29310","29180"
"In post","2021","Project Delivery","Cabinet Office (excl. agencies)","Cabinet Office","190","185","69400","62550"
"In post","2021","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","60","55","33860","29270"
"In post","2021","Project Delivery","Charity Commission","Charity Commission","15","15","32930","29160"
"In post","2021","Project Delivery","Companies House","Department for Business, Energy and Industrial Strategy","15","15","43350","46140"
"In post","2021","Project Delivery","Competition and Markets Authority","Competition and Markets Authority","375","360","60880","56360"
"In post","2021","Project Delivery","Crown Commercial Service","Other Cabinet Office Agencies","25","25","47290","46920"
"In post","2021","Project Delivery","Debt Management Office","HM Treasury","5","5","[c]","[c]"
"In post","2021","Project Delivery","Defence Electronics and Components Agency","Ministry of Defence","360","345","27490","28110"
"In post","2021","Project Delivery","Defence Equipment and Support","Ministry of Defence","9115","8820","36250","33740"
"In post","2021","Project Delivery","Defence Science and Technology Laboratory","Ministry of Defence","1010","960","40910","37360"
"In post","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","110","105","51390","53380"
"In post","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","210","205","48480","51730"
"In post","2021","Project Delivery","Department for Education (excl. agencies)","Department for Education","465","455","49300","50630"
"In post","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","235","225","42220","37110"
"In post","2021","Project Delivery","Department for International Trade","Department for International Trade","45","45","50560","51970"
"In post","2021","Project Delivery","Department for Transport (excl. agencies)","Department for Transport","445","435","53950","54380"
"In post","2021","Project Delivery","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","20","20","51790","54150"
"In post","2021","Project Delivery","Driver and Vehicle Licensing Agency","Department for Transport","85","85","39900","39040"
"In post","2021","Project Delivery","Driver and Vehicle Standards Agency","Department for Transport","85","85","38290","39470"
"In post","2021","Project Delivery","Education and Skills Funding Agency","Department for Education","60","55","34310","30200"
"In post","2021","Project Delivery","ESTYN","ESTYN","5","5","[c]","[c]"
"In post","2021","Project Delivery","FCDO Services","Foreign, Commonwealth and Development Office","70","70","39490","35390"
"In post","2021","Project Delivery","Food Standards Agency","Food Standards Agency","25","20","41020","37910"
"In post","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","1950","1900","52030","53610"
"In post","2021","Project Delivery","Forestry and Land Scotland","Scottish Government","110","105","35530","35680"
"In post","2021","Project Delivery","Government Actuary's Department","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","Project Delivery","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Government Legal Department","Attorney General's Departments","35","35","46530","38850"
"In post","2021","Project Delivery","Government Property Agency","Other Cabinet Office Agencies","35","35","48550","42100"
"In post","2021","Project Delivery","Health and Safety Executive","Department for Work and Pensions","45","40","38640","35910"
"In post","2021","Project Delivery","HM Courts and Tribunals Service","Ministry of Justice","380","375","40700","36800"
"In post","2021","Project Delivery","HM Land Registry","HM Land Registry","140","140","40870","38550"
"In post","2021","Project Delivery","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","4490","4245","43800","38630"
"In post","2021","Project Delivery","HM Treasury (excl. agencies)","HM Treasury","25","20","46170","44670"
"In post","2021","Project Delivery","Insolvency Service","Department for Business, Energy and Industrial Strategy","40","35","43010","43200"
"In post","2021","Project Delivery","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Legal Aid Agency","Ministry of Justice","5","5","[c]","[c]"
"In post","2021","Project Delivery","Met Office","Department for Business, Energy and Industrial Strategy","420","400","40830","39650"
"In post","2021","Project Delivery","Ministry of Defence (excl. agencies)","Ministry of Defence","4630","4515","39690","37000"
"In post","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","115","110","47560","48200"
"In post","2021","Project Delivery","Ministry of Justice (excl. agencies)","Ministry of Justice","330","325","40590","36800"
"In post","2021","Project Delivery","National Crime Agency","National Crime Agency","95","90","46620","45480"
"In post","2021","Project Delivery","National Savings and Investments","Chancellor's other departments","10","10","[c]","[c]"
"In post","2021","Project Delivery","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","30","30","43520","39850"
"In post","2021","Project Delivery","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","15","15","49020","42810"
"In post","2021","Project Delivery","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Planning Inspectorate","Ministry of Housing, Communities and Local Government","15","10","43900","40720"
"In post","2021","Project Delivery","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","20","20","37120","34090"
"In post","2021","Project Delivery","Registers of Scotland","Scottish Government","15","15","40010","42890"
"In post","2021","Project Delivery","Rural Payments Agency","Department for Environment, Food and Rural Affairs","145","135","37900","36520"
"In post","2021","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Scottish Forestry","Scottish Government","155","145","35120","34740"
"In post","2021","Project Delivery","Scottish Prison Service","Scottish Government","15","10","52110","51660"
"In post","2021","Project Delivery","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Submarine Delivery Agency","Ministry of Defence","1325","1300","42160","40080"
"In post","2021","Project Delivery","UK Export Finance","UK Export Finance","15","15","48190","41920"
"In post","2021","Project Delivery","UK Hydrographic Office","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","Project Delivery","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","35","30","48390","41000"
"In post","2021","Project Delivery","UK Space Agency","Department for Business, Energy and Industrial Strategy","215","210","47130","49080"
"In post","2021","Project Delivery","United Kingdom Statistics Authority","United Kingdom Statistics Authority","230","220","40440","36030"
"In post","2021","Project Delivery","Valuation Office Agency","HM Revenue and Customs","75","70","40990","37750"
"In post","2021","Project Delivery","Water Services Regulation Authority","Water Services Regulation Authority","10","10","48250","45810"
"In post","2021","Project Delivery","Wilton Park","Foreign, Commonwealth and Development Office","35","30","38500","31360"
"In post","2021","Property","Cabinet Office (excl. agencies)","Cabinet Office","105","100","50780","52720"
"In post","2021","Property","Companies House","Department for Business, Energy and Industrial Strategy","10","5","[c]","[c]"
"In post","2021","Property","Competition and Markets Authority","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","Property","Defence Electronics and Components Agency","Ministry of Defence","15","15","28970","25200"
"In post","2021","Property","Defence Equipment and Support","Ministry of Defence","225","215","39870","37400"
"In post","2021","Property","Defence Science and Technology Laboratory","Ministry of Defence","35","35","44810","46080"
"In post","2021","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","10","10","55100","53380"
"In post","2021","Property","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2021","Property","Department for Education (excl. agencies)","Department for Education","265","260","49590","50630"
"In post","2021","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","390","370","36760","32560"
"In post","2021","Property","Department for International Trade","Department for International Trade","5","5","[c]","[c]"
"In post","2021","Property","Department for Transport (excl. agencies)","Department for Transport","15","15","49030","44480"
"In post","2021","Property","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","20","20","40270","36820"
"In post","2021","Property","Driver and Vehicle Licensing Agency","Department for Transport","55","50","30360","30540"
"In post","2021","Property","Driver and Vehicle Standards Agency","Department for Transport","65","60","32390","31380"
"In post","2021","Property","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Property","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Property","FCDO Services","Foreign, Commonwealth and Development Office","375","375","39290","37360"
"In post","2021","Property","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Property","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","80","80","52780","49300"
"In post","2021","Property","Forestry and Land Scotland","Scottish Government","715","690","30240","28120"
"In post","2021","Property","Government Property Agency","Other Cabinet Office Agencies","45","45","50860","49700"
"In post","2021","Property","Health and Safety Executive","Department for Work and Pensions","15","10","31830","30920"
"In post","2021","Property","HM Courts and Tribunals Service","Ministry of Justice","80","80","39960","31470"
"In post","2021","Property","HM Land Registry","HM Land Registry","20","20","41960","39980"
"In post","2021","Property","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","250","235","39460","38630"
"In post","2021","Property","HM Treasury (excl. agencies)","HM Treasury","5","5","[c]","[c]"
"In post","2021","Property","Maritime and Coastguard Agency","Department for Transport","15","15","33480","26780"
"In post","2021","Property","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Property","Met Office","Department for Business, Energy and Industrial Strategy","25","25","34570","32810"
"In post","2021","Property","Ministry of Defence (excl. agencies)","Ministry of Defence","2455","2380","31410","33300"
"In post","2021","Property","Ministry of Justice (excl. agencies)","Ministry of Justice","280","270","40400","36200"
"In post","2021","Property","National Crime Agency","National Crime Agency","30","30","43170","39510"
"In post","2021","Property","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","15","15","31410","25880"
"In post","2021","Property","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","Property","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Property","Public Health England","Department of Health and Social Care","20","15","42090","33530"
"In post","2021","Property","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Property","Registers of Scotland","Scottish Government","10","10","[c]","[c]"
"In post","2021","Property","Scottish Courts and Tribunals Service","Scottish Government","15","15","39890","37880"
"In post","2021","Property","Scottish Forestry","Scottish Government","30","25","36620","36610"
"In post","2021","Property","Scottish Prison Service","Scottish Government","250","245","30070","28870"
