"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Met Office","120","115","40110","39650"
"In post","2021","Undeclared","Ministry of Defence (excl. agencies)","2070","2015","33990","33300"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","70","70","47820","47160"
"In post","2021","Undeclared","Ministry of Justice (excl. agencies)","175","170","42860","37340"
"In post","2021","Undeclared","National Crime Agency","185","185","36290","36200"
"In post","2021","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Records of Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","National Savings and Investments","20","20","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education, Children's Services and Skills","20","20","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","80","75","46870","38240"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","35","35","48580","49260"
"In post","2021","Undeclared","Office of the Public Guardian","60","60","21890","19930"
"In post","2021","Undeclared","Planning Inspectorate","40","35","42400","40720"
"In post","2021","Undeclared","Public Health England","535","485","45910","40810"
"In post","2021","Undeclared","Registers of Scotland","25","25","[c]","[c]"
"In post","2021","Undeclared","Rural Payments Agency","95","90","28430","26520"
"In post","2021","Undeclared","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government (excl. agencies)","135","130","45300","42190"
"In post","2021","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Prison Service","390","355","33770","33650"
"In post","2021","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Serious Fraud Office","10","10","[c]","[c]"
"In post","2021","Undeclared","Social Security Scotland","10","10","[c]","[c]"
"In post","2021","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Submarine Delivery Agency","125","120","44030","41830"
"In post","2021","Undeclared","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Transport Scotland","5","5","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","10","10","[c]","[c]"
"In post","2021","Undeclared","UK Hydrographic Office","45","40","35960","33290"
"In post","2021","Undeclared","UK Intellectual Property Office","45","40","43300","40640"
"In post","2021","Undeclared","UK Space Agency","85","80","46470","49100"
"In post","2021","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","75","65","33860","30310"
"In post","2021","Undeclared","Valuation Office Agency","185","170","37180","33250"
"In post","2021","Undeclared","Vehicle Certification Agency","10","10","[c]","[c]"
"In post","2021","Undeclared","Veterinary Medicines Directorate","5","5","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2021","Undeclared","Welsh Government (excl. agencies)","235","225","42700","37410"
"In post","2021","Undeclared","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Accountant in Bankruptcy","20","15","[c]","[c]"
"In post","2021","Unknown","Advisory, Conciliation and Arbitration Service","295","280","29090","24250"
"In post","2021","Unknown","Animal and Plant Health Agency","235","215","29620","25520"
"In post","2021","Unknown","Attorney General's Office","30","25","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","4035","3985","45110","33000"
"In post","2021","Unknown","Centre for Environment, Fisheries and Aquaculture Science","15","10","[c]","[c]"
"In post","2021","Unknown","Charity Commission","85","85","36320","29380"
"In post","2021","Unknown","Companies House","90","90","29430","24500"
"In post","2021","Unknown","Competition and Markets Authority","55","55","78040","78240"
"In post","2021","Unknown","Criminal Injuries Compensation Authority","60","60","25410","22570"
"In post","2021","Unknown","Crown Commercial Service","125","120","33140","28090"
"In post","2021","Unknown","Crown Office and Procurator Fiscal Service","15","15","[c]","[c]"
"In post","2021","Unknown","Crown Prosecution Service","680","630","39900","32520"
"In post","2021","Unknown","Crown Prosecution Service Inspectorate","10","10","[c]","[c]"
"In post","2021","Unknown","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","10","10","[c]","[c]"
"In post","2021","Unknown","Defence Equipment and Support","605","590","32080","29810"
"In post","2021","Unknown","Defence Science and Technology Laboratory","280","280","35230","32000"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","595","585","45270","40050"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","190","190","47600","45080"
"In post","2021","Unknown","Department for Education (excl. agencies)","685","665","43110","39020"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","860","820","43330","38750"
"In post","2021","Unknown","Department for International Trade","785","780","44520","38540"
"In post","2021","Unknown","Department for Transport (excl. agencies)","695","680","43230","39040"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","5985","5500","27900","27570"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","1825","1795","45500","40650"
"In post","2021","Unknown","Disclosure Scotland","90","85","25670","22230"
"In post","2021","Unknown","Driver and Vehicle Licensing Agency","690","620","25470","21590"
"In post","2021","Unknown","Driver and Vehicle Standards Agency","790","770","28230","26700"
"In post","2021","Unknown","Education and Skills Funding Agency","175","170","41550","36870"
"In post","2021","Unknown","Education Scotland","105","95","51310","52480"
"In post","2021","Unknown","FCDO Services","35","35","42530","41160"
"In post","2021","Unknown","Food Standards Agency","65","65","39540","35630"
"In post","2021","Unknown","Food Standards Scotland","95","90","33640","30650"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","1165","1145","47380","48500"
"In post","2021","Unknown","Forestry and Land Scotland","65","65","28290","26530"
"In post","2021","Unknown","Government Actuary's Department","10","10","[c]","[c]"
"In post","2021","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Government Legal Department","325","300","59110","64680"
"In post","2021","Unknown","Health and Safety Executive","305","285","42920","39920"
"In post","2021","Unknown","HM Courts and Tribunals Service","1945","1850","22860","20650"
"In post","2021","Unknown","HM Land Registry","1040","995","28010","22350"
"In post","2021","Unknown","HM Prison and Probation Service","6460","6160","27240","25790"
"In post","2021","Unknown","HM Revenue and Customs (excl. agencies)","14965","13920","27720","25560"
"In post","2021","Unknown","HM Treasury (excl. agencies)","75","70","44260","38540"
"In post","2021","Unknown","Home Office (incl. agencies)","1715","1680","31880","25770"
"In post","2021","Unknown","Insolvency Service","625","605","29350","25060"
"In post","2021","Unknown","Institute for Apprenticeships and Technical Education","30","30","45040","49960"
"In post","2021","Unknown","Legal Aid Agency","135","130","23930","19930"
"In post","2021","Unknown","Maritime and Coastguard Agency","120","115","30340","26590"
"In post","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Met Office","265","245","39400","39650"
"In post","2021","Unknown","Ministry of Defence (excl. agencies)","3015","2915","33310","30200"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","225","220","46120","41580"
"In post","2021","Unknown","Ministry of Justice (excl. agencies)","870","855","41810","36800"
"In post","2021","Unknown","National Crime Agency","675","655","41350","39820"
"In post","2021","Unknown","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Records of Scotland","85","80","32810","26160"
"In post","2021","Unknown","Northern Ireland Office","65","65","40930","36800"
"In post","2021","Unknown","Office for Budget Responsibility","35","35","51010","54690"
"In post","2021","Unknown","Office for Standards in Education, Children's Services and Skills","45","45","44570","33350"
"In post","2021","Unknown","Office of Gas and Electricity Markets","30","25","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","Unknown","Office of the Public Guardian","190","175","20800","19930"
"In post","2021","Unknown","Office of the Scottish Charity Regulator","5","5","[c]","[c]"
"In post","2021","Unknown","Planning Inspectorate","80","75","38330","40720"
"In post","2021","Unknown","Public Health England","165","145","48380","41350"
"In post","2021","Unknown","Registers of Scotland","165","160","31960","30080"
"In post","2021","Unknown","Revenue Scotland","10","10","[c]","[c]"
"In post","2021","Unknown","Royal Fleet Auxiliary","1835","1835","37620","34460"
"In post","2021","Unknown","Rural Payments Agency","755","720","24910","21050"
"In post","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","50","50","46000","41250"
"In post","2021","Unknown","Scottish Courts and Tribunals Service","1665","1505","27550","22820"
"In post","2021","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scottish Government (excl. agencies)","1315","1270","39950","34600"
"In post","2021","Unknown","Scottish Housing Regulator","5","5","[c]","[c]"
"In post","2021","Unknown","Scottish Prison Service","2435","2290","30060","30930"
"In post","2021","Unknown","Scottish Public Pensions Agency","65","60","29880","24110"
"In post","2021","Unknown","Serious Fraud Office","120","115","47690","41450"
"In post","2021","Unknown","Social Security Scotland","215","205","29780","26160"
"In post","2021","Unknown","Standards and Testing Agency","10","10","[c]","[c]"
"In post","2021","Unknown","Student Awards Agency for Scotland","120","115","25580","22230"
"In post","2021","Unknown","Submarine Delivery Agency","120","115","38550","32790"
"In post","2021","Unknown","Teaching Regulation Agency","10","10","[c]","[c]"
"In post","2021","Unknown","The National Archives","130","125","34410","30360"
"In post","2021","Unknown","Transport Scotland","95","95","42020","42190"
"In post","2021","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","UK Hydrographic Office","205","195","34360","33290"
"In post","2021","Unknown","UK Intellectual Property Office","430","415","34170","27050"
"In post","2021","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","United Kingdom Statistics Authority","1090","990","30240","29540"
"In post","2021","Unknown","Valuation Office Agency","920","855","30320","25930"
"In post","2021","Unknown","Vehicle Certification Agency","10","10","[c]","[c]"
"In post","2021","Unknown","Veterinary Medicines Directorate","20","20","[c]","[c]"
"In post","2021","Unknown","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Water Services Regulation Authority","40","35","46300","44000"
"In post","2021","Unknown","Welsh Government (excl. agencies)","115","105","37080","28850"
"In post","2021","Unknown","Welsh Revenue Authority","70","70","45660","43760"
"In post","2021","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","White","Accountant in Bankruptcy","95","85","32680","29190"
"In post","2021","White","Advisory, Conciliation and Arbitration Service","660","600","34680","34390"
"In post","2021","White","Animal and Plant Health Agency","2155","2035","30650","27860"
"In post","2021","White","Attorney General's Office","15","15","[c]","[c]"
"In post","2021","White","Cabinet Office (excl. agencies)","4170","4060","48490","41820"
"In post","2021","White","Centre for Environment, Fisheries and Aquaculture Science","565","535","34030","29750"
"In post","2021","White","Charity Commission","325","310","34330","29160"
"In post","2021","White","Companies House","875","800","31140","27460"
"In post","2021","White","Competition and Markets Authority","570","550","63720","59520"
"In post","2021","White","Criminal Injuries Compensation Authority","220","200","26700","22710"
"In post","2021","White","Crown Commercial Service","575","560","38310","34800"
"In post","2021","White","Crown Office and Procurator Fiscal Service","1875","1735","35460","29040"
"In post","2021","White","Crown Prosecution Service","4725","4385","41840","38180"
"In post","2021","White","Crown Prosecution Service Inspectorate","15","15","[c]","[c]"
"In post","2021","White","Debt Management Office","70","70","64930","57280"
"In post","2021","White","Defence Electronics and Components Agency","390","375","28680","28750"
"In post","2021","White","Defence Equipment and Support","8710","8405","36710","33830"
"In post","2021","White","Defence Science and Technology Laboratory","3500","3355","40710","37840"
"In post","2021","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","3470","3385","50660","53380"
"In post","2021","White","Department for Digital, Culture, Media and Sport","1220","1195","50460","51730"
"In post","2021","White","Department for Education (excl. agencies)","3900","3745","45400","41990"
"In post","2021","White","Department for Environment, Food and Rural Affairs (excl. agencies)","3770","3630","42850","38750"
"In post","2021","White","Department for International Trade","1350","1335","47780","48220"
"In post","2021","White","Department for Transport (excl. agencies)","2040","1980","50740","48770"
"In post","2021","White","Department for Work and Pensions (excl. agencies)","67210","59765","27520","27570"
"In post","2021","White","Department of Health and Social Care (excl. agencies)","1330","1285","49700","49530"
"In post","2021","White","Disclosure Scotland","210","195","29390","24910"
"In post","2021","White","Driver and Vehicle Licensing Agency","5195","4555","26040","21590"
"In post","2021","White","Driver and Vehicle Standards Agency","3225","3005","30010","26780"
"In post","2021","White","Education and Skills Funding Agency","1280","1240","42580","37100"
"In post","2021","White","Education Scotland","205","195","58580","66290"
"In post","2021","White","ESTYN","110","100","57700","74730"
"In post","2021","White","FCDO Services","875","840","40790","37870"
"In post","2021","White","Food Standards Agency","1070","1040","37080","32350"
"In post","2021","White","Food Standards Scotland","145","140","35940","30650"
"In post","2021","White","Foreign, Commonwealth and Development Office (excl. agencies)","5000","4900","49970","48500"
"In post","2021","White","Forestry and Land Scotland","900","870","31740","30160"
"In post","2021","White","Government Actuary's Department","130","120","75230","71620"
"In post","2021","White","Government Internal Audit Agency","345","330","49010","46350"
"In post","2021","White","Government Legal Department","1570","1455","55790","52100"
"In post","2021","White","Government Property Agency","150","150","52030","51950"
"In post","2021","White","Health and Safety Executive","1930","1810","42720","40230"
"In post","2021","White","HM Courts and Tribunals Service","11115","9900","24920","20650"
"In post","2021","White","HM Land Registry","4695","4210","31660","27130"
"In post","2021","White","HM Prison and Probation Service","41375","38940","30510","29060"
"In post","2021","White","HM Revenue and Customs (excl. agencies)","38810","35320","32260","28130"
"In post","2021","White","HM Treasury (excl. agencies)","1455","1420","48640","52500"
"In post","2021","White","Home Office (incl. agencies)","24065","22285","31930","26620"
"In post","2021","White","Insolvency Service","920","875","35420","33890"
"In post","2021","White","Institute for Apprenticeships and Technical Education","120","120","51370","50590"
"In post","2021","White","Legal Aid Agency","885","830","29300","22990"
"In post","2021","White","Maritime and Coastguard Agency","905","870","37190","33350"
"In post","2021","White","Medicines and Healthcare Products Regulatory Agency","740","710","52560","53100"
"In post","2021","White","Met Office","1640","1570","40330","39650"
"In post","2021","White","Ministry of Defence (excl. agencies)","30605","29550","31890","27420"
"In post","2021","White","Ministry of Housing, Communities and Local Government (excl. agencies)","1730","1680","47110","43840"
"In post","2021","White","Ministry of Justice (excl. agencies)","3255","3155","43210","39330"
"In post","2021","White","National Crime Agency","4135","4035","40360","37560"
"In post","2021","White","National Infrastructure Commission","35","35","56330","52360"
"In post","2021","White","National Records of Scotland","340","320","34840","32140"
"In post","2021","White","National Savings and Investments","135","135","52080","45620"
"In post","2021","White","Northern Ireland Office","90","90","45710","38920"
"In post","2021","White","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","White","Office for Standards in Education, Children's Services and Skills","1520","1470","50410","51360"
"In post","2021","White","Office of Gas and Electricity Markets","850","835","44930","38000"
"In post","2021","White","Office of Qualifications and Examinations Regulation","205","195","47180","42000"
"In post","2021","White","Office of Rail and Road","230","220","56920","56000"
"In post","2021","White","Office of the Public Guardian","600","555","23170","21170"
"In post","2021","White","Office of the Scottish Charity Regulator","45","40","37880","35110"
"In post","2021","White","Planning Inspectorate","700","635","44460","47660"
"In post","2021","White","Public Health England","4745","4330","44080","38890"
"In post","2021","White","Queen Elizabeth II Centre","35","35","41080","34720"
"In post","2021","White","Registers of Scotland","945","900","33060","30080"
"In post","2021","White","Revenue Scotland","45","40","42820","35110"
"In post","2021","White","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","White","Rural Payments Agency","1265","1125","27500","25190"
"In post","2021","White","Scotland Office (incl. Office of the Advocate General for Scotland)","60","60","50850","52480"
"In post","2021","White","Scottish Courts and Tribunals Service","125","120","32830","29350"
"In post","2021","White","Scottish Fiscal Commission","20","15","[c]","[c]"
"In post","2021","White","Scottish Forestry","185","170","35600","35330"
"In post","2021","White","Scottish Government (excl. agencies)","6170","5900","43770","39660"
"In post","2021","White","Scottish Housing Regulator","40","40","53460","51540"
"In post","2021","White","Scottish Prison Service","1640","1540","33760","33650"
"In post","2021","White","Scottish Public Pensions Agency","220","200","29600","26160"
"In post","2021","White","Serious Fraud Office","275","270","47520","41140"
"In post","2021","White","Social Security Scotland","875","850","31960","27150"
"In post","2021","White","Standards and Testing Agency","90","85","45080","42220"
"In post","2021","White","Student Awards Agency for Scotland","115","110","34190","30650"
"In post","2021","White","Submarine Delivery Agency","1470","1440","41740","39860"
"In post","2021","White","Teaching Regulation Agency","45","45","33980","29910"
"In post","2021","White","The National Archives","335","320","36670","34260"
"In post","2021","White","Transport Scotland","380","365","45130","42190"
"In post","2021","White","UK Export Finance","265","260","56280","50430"
"In post","2021","White","UK Hydrographic Office","585","555","34870","33290"
"In post","2021","White","UK Intellectual Property Office","975","915","39140","39040"
"In post","2021","White","UK Space Agency","140","140","48290","49080"
"In post","2021","White","UK Supreme Court","35","35","41260","37230"
"In post","2021","White","United Kingdom Statistics Authority","4075","3625","33240","29540"
"In post","2021","White","Valuation Office Agency","2125","1970","34930","32100"
"In post","2021","White","Vehicle Certification Agency","170","165","35940","34290"
"In post","2021","White","Veterinary Medicines Directorate","125","120","43120","39510"
"In post","2021","White","Wales Office","35","35","47850","42530"
"In post","2021","White","Water Services Regulation Authority","165","160","60570","53120"
"In post","2021","White","Welsh Government (excl. agencies)","5200","4910","41080","37410"
"In post","2021","White","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","White","Wilton Park","80","75","33860","28680"
"Leaver CS","2021","Asian","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Cabinet Office (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Competition and Markets Authority","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","30","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Transport (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Work and Pensions (excl. agencies)","245","[c]","25800","25110"
"Leaver CS","2021","Asian","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","65","[c]","24670","22450"
"Leaver CS","2021","Asian","HM Land Registry","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","75","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","250","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","115","[c]","28090","27760"
"Leaver CS","2021","Asian","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Gas and Electricity Markets","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of the Public Guardian","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Public Health England","120","[c]","35420","29470"
"Leaver CS","2021","Asian","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","United Kingdom Statistics Authority","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Valuation Office Agency","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Charity Commission","[c]","[c]","[c]","[c]"
