"Status","Year","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Outside London","Unknown","100","95","48770","44390"
"In post","2021","Welsh Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Outside London","Heterosexual / straight","4655","4395","40730","37410"
"In post","2021","Welsh Government","Outside London","LGBO","205","200","41670","37410"
"In post","2021","Welsh Government","Outside London","Undeclared","675","640","42680","37410"
"In post","2021","Welsh Government","Outside London","Unknown","220","205","40970","34490"
"In post","2021","Welsh Government","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Welsh Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","London","Heterosexual / straight","130","[c]","49550","51250"
"Leaver CS","2021","Attorney General's Departments","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","London","Unknown","50","[c]","56360","57500"
"Leaver CS","2021","Attorney General's Departments","Outside London","Heterosexual / straight","135","[c]","41250","38760"
"Leaver CS","2021","Attorney General's Departments","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Attorney General's Departments","Outside London","Unknown","55","[c]","48290","55610"
"Leaver CS","2021","Cabinet Office","London","Heterosexual / straight","95","[c]","50620","44070"
"Leaver CS","2021","Cabinet Office","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","London","Unknown","75","[c]","48490","40600"
"Leaver CS","2021","Cabinet Office","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Outside London","Unknown","35","[c]","28340","25970"
"Leaver CS","2021","Cabinet Office","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cabinet Office","Unknown","Unknown","90","[c]","56070","42330"
"Leaver CS","2021","Chancellor's other departments","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Charity Commission","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Heterosexual / straight","65","[c]","50710","46140"
"Leaver CS","2021","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","125","[c]","48430","42790"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","London","Unknown","60","[c]","46940","39250"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","90","[c]","32770","29780"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","180","[c]","30510","24250"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","Heterosexual / straight","85","[c]","49980","45700"
"Leaver CS","2021","Department for Education","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","London","Unknown","40","[c]","39140","34420"
"Leaver CS","2021","Department for Education","Outside London","Heterosexual / straight","140","[c]","39720","36960"
"Leaver CS","2021","Department for Education","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Outside London","Unknown","35","[c]","39770","36500"
"Leaver CS","2021","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","London","Unknown","145","[c]","38410","33120"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Outside London","Unknown","380","[c]","31720","26060"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","Heterosexual / straight","40","[c]","52700","43250"
"Leaver CS","2021","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","Unknown","90","[c]","29430","18200"
"Leaver CS","2021","Department for International Trade","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","Heterosexual / straight","55","[c]","40450","34710"
"Leaver CS","2021","Department for Transport","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","Unknown","30","[c]","34860","30350"
"Leaver CS","2021","Department for Transport","Outside London","Heterosexual / straight","335","[c]","28790","26130"
"Leaver CS","2021","Department for Transport","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Outside London","Undeclared","135","[c]","27830","26380"
"Leaver CS","2021","Department for Transport","Outside London","Unknown","125","[c]","27200","21590"
"Leaver CS","2021","Department for Work and Pensions","London","Heterosexual / straight","235","[c]","31620","31060"
"Leaver CS","2021","Department for Work and Pensions","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","London","Unknown","225","[c]","33770","31060"
"Leaver CS","2021","Department for Work and Pensions","Outside London","Heterosexual / straight","2160","[c]","26270","24560"
"Leaver CS","2021","Department for Work and Pensions","Outside London","LGBO","130","[c]","25050","24180"
"Leaver CS","2021","Department for Work and Pensions","Outside London","Undeclared","290","[c]","27500","26890"
"Leaver CS","2021","Department for Work and Pensions","Outside London","Unknown","1385","[c]","25840","26120"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","London","Heterosexual / straight","280","[c]","41710","34030"
"Leaver CS","2021","Department of Health and Social Care","London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","London","Undeclared","60","[c]","45900","40470"
"Leaver CS","2021","Department of Health and Social Care","London","Unknown","160","[c]","55360","43420"
"Leaver CS","2021","Department of Health and Social Care","Outside London","Heterosexual / straight","320","[c]","38500","29960"
"Leaver CS","2021","Department of Health and Social Care","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Outside London","Undeclared","40","[c]","38700","25080"
"Leaver CS","2021","Department of Health and Social Care","Outside London","Unknown","150","[c]","40140","34530"
"Leaver CS","2021","ESTYN","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","London","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","55","[c]","37880","33710"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Outside London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Outside London","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Overseas","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Outside London","Heterosexual / straight","130","[c]","29970","27130"
"Leaver CS","2021","HM Land Registry","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Outside London","Unknown","85","[c]","30780","27130"
"Leaver CS","2021","HM Revenue and Customs","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","London","Unknown","625","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Outside London","Heterosexual / straight","115","[c]","30420","26000"
"Leaver CS","2021","HM Revenue and Customs","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Outside London","Unknown","4580","[c]","25000","24500"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Unknown","330","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","London","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","London","Heterosexual / straight","400","[c]","37520","30160"
"Leaver CS","2021","Home Office","London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","London","Undeclared","85","[c]","40160","35390"
"Leaver CS","2021","Home Office","London","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Outside London","Heterosexual / straight","560","[c]","24860","24110"
"Leaver CS","2021","Home Office","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Outside London","Undeclared","105","[c]","26750","26420"
"Leaver CS","2021","Home Office","Outside London","Unknown","50","[c]","24020","21430"
"Leaver CS","2021","Home Office","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","London","Heterosexual / straight","100","[c]","42930","37000"
"Leaver CS","2021","Ministry of Defence","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","London","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Outside London","Heterosexual / straight","2005","[c]","31500","28690"
"Leaver CS","2021","Ministry of Defence","Outside London","LGBO","90","[c]","27740","24610"
"Leaver CS","2021","Ministry of Defence","Outside London","Undeclared","330","[c]","33110","32120"
"Leaver CS","2021","Ministry of Defence","Outside London","Unknown","395","[c]","29610","26490"
"Leaver CS","2021","Ministry of Defence","Overseas","Heterosexual / straight","50","[c]","38370","36960"
"Leaver CS","2021","Ministry of Defence","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Overseas","Unknown","35","[c]","38660","36960"
"Leaver CS","2021","Ministry of Defence","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","155","[c]","34880","32400"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","55","[c]","44270","40750"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","Heterosexual / straight","45","[c]","38290","34840"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","Heterosexual / straight","465","[c]","34830","26410"
"Leaver CS","2021","Ministry of Justice","London","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","London","Undeclared","70","[c]","37990","29470"
"Leaver CS","2021","Ministry of Justice","London","Unknown","375","[c]","30010","24230"
"Leaver CS","2021","Ministry of Justice","Outside London","Heterosexual / straight","2830","[c]","24020","20100"
"Leaver CS","2021","Ministry of Justice","Outside London","LGBO","185","[c]","20800","19410"
"Leaver CS","2021","Ministry of Justice","Outside London","Undeclared","400","[c]","23770","20100"
"Leaver CS","2021","Ministry of Justice","Outside London","Unknown","1495","[c]","21370","19680"
"Leaver CS","2021","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","Heterosexual / straight","40","[c]","49160","44930"
"Leaver CS","2021","National Crime Agency","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","Heterosexual / straight","75","[c]","41770","40620"
"Leaver CS","2021","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Heterosexual / straight","75","[c]","51790","51360"
"Leaver CS","2021","Office for Standards in Education","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Outside London","Heterosexual / straight","330","[c]","38500","33650"
"Leaver CS","2021","Scottish Government","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Outside London","Undeclared","135","[c]","29900","22820"
"Leaver CS","2021","Scottish Government","Outside London","Unknown","455","[c]","34580","30160"
"Leaver CS","2021","Scottish Government","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
