"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Undeclared","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","Statistics","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2021","Undeclared","Tax","AA/AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Undeclared","Tax","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Tax","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2021","Undeclared","Tax","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","EO","Heterosexual / straight","60","60","26660","25560"
"In post","2021","Undeclared","Tax","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Tax","EO","Undeclared","110","95","27420","27460"
"In post","2021","Undeclared","Tax","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Tax","G6/G7","Heterosexual / straight","45","40","56420","52580"
"In post","2021","Undeclared","Tax","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Tax","G6/G7","Undeclared","140","135","57840","52770"
"In post","2021","Undeclared","Tax","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","Tax","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","SEO/HEO","Heterosexual / straight","95","95","34670","31870"
"In post","2021","Undeclared","Tax","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Tax","SEO/HEO","Undeclared","275","260","35440","35000"
"In post","2021","Undeclared","Tax","SEO/HEO","Unknown","30","30","35230","35000"
"In post","2021","Undeclared","Unknown","AA/AO","Heterosexual / straight","790","705","21250","21010"
"In post","2021","Undeclared","Unknown","AA/AO","LGBO","60","55","21240","21010"
"In post","2021","Undeclared","Unknown","AA/AO","Undeclared","310","285","21240","21010"
"In post","2021","Undeclared","Unknown","AA/AO","Unknown","295","255","21200","21010"
"In post","2021","Undeclared","Unknown","EO","Heterosexual / straight","1270","1195","28120","27570"
"In post","2021","Undeclared","Unknown","EO","LGBO","120","115","28020","27570"
"In post","2021","Undeclared","Unknown","EO","Undeclared","515","490","28040","27570"
"In post","2021","Undeclared","Unknown","EO","Unknown","430","390","28150","27570"
"In post","2021","Undeclared","Unknown","G6/G7","Heterosexual / straight","135","135","58630","57870"
"In post","2021","Undeclared","Unknown","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6/G7","Undeclared","105","100","58830","57380"
"In post","2021","Undeclared","Unknown","G6/G7","Unknown","40","35","59250","54840"
"In post","2021","Undeclared","Unknown","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO/HEO","Heterosexual / straight","360","350","35670","34550"
"In post","2021","Undeclared","Unknown","SEO/HEO","LGBO","35","35","34720","34550"
"In post","2021","Undeclared","Unknown","SEO/HEO","Undeclared","225","220","36600","35310"
"In post","2021","Undeclared","Unknown","SEO/HEO","Unknown","105","100","35970","35310"
"In post","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","AA/AO","Unknown","50","45","22690","22430"
"In post","2021","Unknown","Commercial","EO","Heterosexual / straight","55","55","25350","25000"
"In post","2021","Unknown","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","EO","Unknown","60","60","25430","25300"
"In post","2021","Unknown","Commercial","G6/G7","Heterosexual / straight","70","65","53110","51030"
"In post","2021","Unknown","Commercial","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","G6/G7","Unknown","90","85","56040","53360"
"In post","2021","Unknown","Commercial","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Commercial","SEO/HEO","Heterosexual / straight","240","230","35190","34800"
"In post","2021","Unknown","Commercial","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Commercial","SEO/HEO","Undeclared","35","35","36550","36300"
"In post","2021","Unknown","Commercial","SEO/HEO","Unknown","285","275","36630","37250"
"In post","2021","Unknown","Commercial","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Communications","EO","Heterosexual / straight","50","50","27520","27270"
"In post","2021","Unknown","Communications","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","EO","Unknown","125","120","27150","27270"
"In post","2021","Unknown","Communications","G6/G7","Heterosexual / straight","55","55","57990","55470"
"In post","2021","Unknown","Communications","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Communications","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","G6/G7","Unknown","170","165","57770","55340"
"In post","2021","Unknown","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","SCS level","Unknown","30","30","[c]","[c]"
"In post","2021","Unknown","Communications","SEO/HEO","Heterosexual / straight","140","135","37720","36660"
"In post","2021","Unknown","Communications","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Communications","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Communications","SEO/HEO","Unknown","275","265","38080","38410"
"In post","2021","Unknown","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","SEO/HEO","Unknown","75","70","36130","34490"
"In post","2021","Unknown","Digital, Data and Technology","AA/AO","Heterosexual / straight","40","35","22540","21660"
"In post","2021","Unknown","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","AA/AO","Unknown","70","70","21620","21590"
"In post","2021","Unknown","Digital, Data and Technology","EO","Heterosexual / straight","140","140","27900","27130"
"In post","2021","Unknown","Digital, Data and Technology","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","EO","Undeclared","50","50","28480","29350"
"In post","2021","Unknown","Digital, Data and Technology","EO","Unknown","390","380","27180","26350"
"In post","2021","Unknown","Digital, Data and Technology","G6/G7","Heterosexual / straight","185","180","56220","53830"
"In post","2021","Unknown","Digital, Data and Technology","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","G6/G7","Unknown","565","560","58560","57270"
"In post","2021","Unknown","Digital, Data and Technology","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","SCS level","Unknown","35","35","89310","85000"
"In post","2021","Unknown","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","365","360","37820","36820"
"In post","2021","Unknown","Digital, Data and Technology","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","SEO/HEO","Undeclared","80","80","38200","38530"
"In post","2021","Unknown","Digital, Data and Technology","SEO/HEO","Unknown","1115","1095","37090","36820"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Economics","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","EO","Unknown","30","30","26560","26330"
"In post","2021","Unknown","Economics","G6/G7","Heterosexual / straight","55","55","57380","55190"
"In post","2021","Unknown","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","G6/G7","Unknown","135","130","58790","57250"
"In post","2021","Unknown","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Economics","SEO/HEO","Heterosexual / straight","65","65","33790","32790"
"In post","2021","Unknown","Economics","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Economics","SEO/HEO","Unknown","180","180","34690","33880"
"In post","2021","Unknown","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","AA/AO","Heterosexual / straight","40","35","21850","20920"
"In post","2021","Unknown","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","AA/AO","Unknown","205","170","20990","20140"
"In post","2021","Unknown","Finance","EO","Heterosexual / straight","80","80","26590","26590"
"In post","2021","Unknown","Finance","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","EO","Undeclared","25","20","[c]","[c]"
"In post","2021","Unknown","Finance","EO","Unknown","130","125","26320","26350"
"In post","2021","Unknown","Finance","G6/G7","Heterosexual / straight","90","90","58610","56590"
"In post","2021","Unknown","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Finance","G6/G7","Unknown","175","175","57780","55070"
"In post","2021","Unknown","Finance","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","Heterosexual / straight","155","150","38130","37920"
"In post","2021","Unknown","Finance","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","Undeclared","40","40","39960","40650"
"In post","2021","Unknown","Finance","SEO/HEO","Unknown","390","380","36420","35900"
"In post","2021","Unknown","Finance","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","AA/AO","Heterosexual / straight","95","85","21910","21130"
"In post","2021","Unknown","Human Resources","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","AA/AO","Unknown","100","90","21310","20920"
"In post","2021","Unknown","Human Resources","EO","Heterosexual / straight","135","130","27570","27270"
"In post","2021","Unknown","Human Resources","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Human Resources","EO","Unknown","135","135","26910","26930"
"In post","2021","Unknown","Human Resources","G6/G7","Heterosexual / straight","75","75","56410","54550"
"In post","2021","Unknown","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","G6/G7","Unknown","105","100","57250","55000"
"In post","2021","Unknown","Human Resources","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","SEO/HEO","Heterosexual / straight","165","155","36090","36030"
"In post","2021","Unknown","Human Resources","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Human Resources","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Unknown","Human Resources","SEO/HEO","Unknown","245","235","35450","34490"
"In post","2021","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","SEO/HEO","Heterosexual / straight","30","30","51360","51360"
"In post","2021","Unknown","Inspector of Education and Training","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","EO","Unknown","60","60","26690","25670"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","Heterosexual / straight","35","35","58160","54560"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","G6/G7","Unknown","120","115","57900","53360"
"In post","2021","Unknown","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","Heterosexual / straight","45","45","38200","38100"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","SEO/HEO","Unknown","90","90","36780","36160"
"In post","2021","Unknown","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","EO","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","International Trade","G6/G7","Heterosexual / straight","55","55","54390","51970"
"In post","2021","Unknown","International Trade","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","International Trade","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Unknown","International Trade","G6/G7","Unknown","140","140","54490","51970"
"In post","2021","Unknown","International Trade","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","International Trade","SEO/HEO","Heterosexual / straight","65","65","35740","38160"
"In post","2021","Unknown","International Trade","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","SEO/HEO","Unknown","195","190","35030","33850"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","EO","Undeclared","10","5","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","EO","Unknown","60","55","27070","26670"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","G6/G7","Unknown","55","50","55990","54990"
"In post","2021","Unknown","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
